MDTU,plaq,Re(det),Im(det),link
1,0.0459263,9.157e-19,2.64621e-19,2.0471
2,0.049607,2.57876e-19,9.30054e-20,1.62173
3,0.0344179,1.14311e-19,5.1499e-20,1.53907
4,0.0467037,2.82159e-19,8.17183e-20,1.45561
5,0.0467037,2.82159e-19,8.17183e-20,1.45561
6,0.0423312,7.41725e-20,2.93036e-20,1.38997
7,0.0369978,3.77278e-20,1.02488e-20,1.33896
8,0.0411149,1.12119e-19,4.28371e-20,1.30915
9,0.0453612,5.60032e-20,1.61072e-20,1.28133
10,0.0211209,1.43511e-20,8.01448e-21,1.2662
11,0.0211209,1.43511e-20,8.01448e-21,1.2662
12,0.048362,8.68289e-20,3.18861e-20,1.24311
13,0.0351181,2.33328e-20,5.70523e-21,1.23518
14,0.03651,1.95222e-20,6.99301e-21,1.2246
15,0.0406084,3.46833e-20,1.26794e-20,1.23336
16,0.0436018,7.07735e-21,3.17464e-21,1.23297
17,0.027851,1.60602e-20,7.42764e-21,1.22942
18,0.0480569,5.83272e-20,3.4256e-20,1.2089
19,0.0255976,2.33938e-20,1.3717e-20,1.21148
20,0.0393577,7.30944e-21,3.42728e-21,1.21462
21,0.027997,6.20241e-21,3.19985e-21,1.19662
22,0.0363914,5.74051e-21,2.49514e-21,1.19255
23,0.0418758,2.30829e-20,1.12455e-20,1.19374
24,0.0310817,2.03774e-20,4.91354e-21,1.20815
25,0.0367047,3.40805e-20,8.51114e-21,1.18528
26,0.0364222,1.63258e-20,4.24855e-21,1.184
27,0.0275335,1.25626e-20,6.66525e-21,1.17268
28,0.0424735,1.40941e-20,1.04163e-20,1.1737
29,0.0428591,8.62815e-21,4.35935e-21,1.18305
30,0.0307158,8.67835e-21,3.41882e-21,1.17735
31,0.037308,1.27954e-20,4.56488e-21,1.17704
32,0.0434426,7.24294e-20,9.9854e-21,1.18546
33,0.0371669,2.84774e-20,1.39496e-20,1.18825
34,0.0394778,1.87874e-20,7.18101e-21,1.18347
35,0.0332694,2.61013e-20,1.33071e-20,1.19486
36,0.0239019,2.54404e-20,9.29609e-21,1.18648
37,0.0400923,3.88743e-20,1.08294e-20,1.18429
38,0.0419397,2.27112e-20,9.28008e-21,1.19846
