MDTU,S_F
1,0.869531
2,1.06354
3,1.01432
4,1.015
5,0.993839
6,1.01409
7,1.00916
8,1.00328
9,1.00503
10,1.00336
11,1.00247
12,1.00678
13,0.99571
14,1.00351
15,1.00402
16,0.998329
17,1.00499
18,1.00047
19,0.998027
20,1.006
21,1.00149
22,1.00151
23,1.0001
24,1.00107
25,1.00208
26,1.00076
27,1.00226
28,1.00104
29,1.00048
30,1.00103
31,0.997136
32,0.994653
33,0.995285
34,1.00102
35,0.994909
36,1.00077
37,0.999938
38,0.999521
39,1.00201
40,0.996833
41,1.00019
42,1.00125
43,0.995479
44,0.999993
45,0.998777
46,0.993216
47,0.997143
48,0.999323
49,1.00585
50,0.997146
51,0.9996
52,1.00622
53,0.996134
54,0.998497
55,0.99735
56,0.999651
57,0.999328
58,1.00266
59,1.0002
60,1.00045
61,1.00366
62,1.00164
63,1.00286
64,1.0016
65,0.996992
66,1.00438
67,0.997544
68,1.00266
69,1.0008
70,1.00286
71,0.994615
72,0.998602
73,1.00515
74,0.99921
75,1.00617
76,0.999859
77,0.997923
78,0.999327
79,1.00182
80,1.00572
81,1.00597
82,0.999305
83,0.997698
84,0.990815
85,0.999257
86,1.00564
87,1.00157
88,1.00086
89,0.99494
90,0.996908
91,1.00445
92,1.00368
93,0.998876
94,1.00156
95,0.999411
96,0.999172
97,1.00122
98,1.00486
99,0.991609
100,0.995167
101,1.00522
102,1.00142
103,1.00031
104,1.00339
105,0.99584
106,1.002
107,1.00078
108,1.00136
109,0.99704
110,0.995853
111,1.00963
112,0.995604
113,1.00069
114,0.998016
115,0.99516
116,1.00213
117,1.0008
118,1.00403
119,0.999384
120,1.00102
121,0.998294
122,1.00397
123,1.0018
124,0.998723
125,0.996666
126,1.00047
127,0.998661
128,1.0059
129,1.00109
130,1.00803
131,1.00337
132,1.0006
133,1.00198
134,0.999932
135,1.00222
136,1.00256
137,1.0004
138,0.999054
139,1.0033
140,0.999375
141,0.993423
142,0.994825
143,0.996379
144,0.998212
145,1.00275
146,0.992128
147,0.995449
148,0.993002
149,1.00246
150,0.996423
151,0.999735
152,1.00286
153,1.00387
154,1.0022
155,1.00133
156,1.00455
157,0.999271
158,0.999859
159,1.00195
160,1.00719
161,1.00147
162,0.998138
163,0.999009
164,0.999067
165,0.996733
166,1.00092
167,0.998778
168,1.00299
169,0.998783
170,0.99913
171,0.998344
172,1.00355
173,1.00104
174,0.9987
175,1.00036
176,1.01018
177,0.997185
178,0.993505
179,0.992539
180,1.00218
181,1.00239
182,1.00555
183,1.00022
184,1.00421
185,1.00367
186,0.997539
187,1.00583
188,1.00357
189,0.996911
190,0.993734
191,1.00214
192,0.999006
193,1.00581
194,0.999587
195,0.998179
196,1.0012
197,1.00151
198,0.999483
199,0.995422
200,1.00278
201,0.995808
202,1.00103
203,1.00036
204,1.00221
205,1.00034
206,1.00488
207,0.997353
208,1.00079
209,1.00209
210,0.996221
211,1.00408
212,0.996686
213,0.997542
214,1.00066
215,1.0013
216,1.00397
217,0.992127
218,0.999348
219,0.995725
220,0.998438
221,1.00474
222,1.00426
223,0.998919
224,0.999034
225,0.99496
226,0.996573
227,0.999833
228,1.00032
229,1.00303
230,0.99819
231,1.00435
232,0.9982
233,0.998101
234,0.998363
235,0.998233
236,0.999855
237,1.00518
238,1.00261
239,0.998258
240,1.00103
241,1.00595
242,1.00167
243,0.998924
244,1.0033
245,1.00069
246,0.995166
247,0.997371
248,0.996866
249,0.999749
250,0.997448
251,0.997664
252,1.00381
253,0.999773
254,1.00255
255,1.00684
256,0.999514
257,0.996881
258,1.00723
259,1.00468
260,1.00105
261,0.992947
262,1.00029
263,0.998669
264,1.00322
265,0.996359
266,0.998671
267,1.00032
268,1.00318
269,0.999852
270,0.996919
271,1.00102
272,1.00114
273,1.00196
274,1.00122
275,1.00083
276,1.00346
277,0.997618
278,0.997976
279,0.996999
280,1.00328
281,0.9974
282,1.00065
283,0.998502
284,1.00336
285,0.997161
286,0.992908
287,1.00135
288,1.00692
289,1.00173
290,1.00561
291,0.999534
292,0.998386
293,1.00136
294,0.998307
295,1.00161
296,0.995445
297,0.995809
298,0.998677
299,1.00195
300,1.00013
301,1.00361
302,1.0014
303,1.00231
304,0.998381
305,0.996162
306,0.996324
307,1.00135
308,0.997962
309,1.00303
310,0.997084
311,1.0047
312,0.99605
313,0.997654
314,0.999375
315,0.998206
316,1.0018
317,1.00551
318,0.996037
319,0.99451
320,1.00075
321,1.00121
322,1.00547
323,0.99838
324,1.0063
325,0.994007
326,0.997395
327,1.00119
328,1.00229
329,1.00185
330,0.996247
331,0.996247
332,0.996412
333,0.99973
334,1.00205
335,0.998399
336,1.00097
337,0.998208
338,0.99617
339,0.998396
340,1.00012
341,0.997716
342,0.997777
343,0.987365
344,1.00019
345,0.999414
346,1.00153
347,0.999286
348,1.00824
349,0.997695
350,1.00159
351,1.0018
352,1.00235
353,0.997376
354,0.996692
355,0.993183
356,0.998323
357,0.998686
358,0.992135
359,0.997746
360,0.99345
361,0.997729
362,0.997687
363,1.00375
364,1.00581
365,1.00147
366,1.00343
367,0.997228
368,1.00671
369,1.00772
370,1.00053
371,1.00392
372,1.00129
373,1.00239
374,0.997829
375,1.00428
376,1.00608
377,0.999859
378,1.00089
379,1.0006
380,0.995465
381,0.993221
382,1.00056
383,1.00005
384,1.00315
385,0.99623
386,0.999304
387,0.99975
388,1.00148
389,0.995808
390,1.00119
391,1.00078
392,0.993309
393,1.00247
394,0.998698
395,1.00464
396,0.999622
397,1.00169
398,0.989522
399,0.992744
400,1.00597
401,0.997609
402,0.996843
403,1.00321
404,1.00712
405,1.00168
406,1.00592
407,0.998755
408,0.999044
409,0.998904
410,0.998632
411,1.00636
412,0.997403
413,0.996832
414,0.999058
415,0.994659
416,1.00237
417,0.996284
418,0.997555
419,0.998106
420,1.00401
421,0.998347
422,0.995911
423,0.996063
424,0.99309
425,0.999704
426,0.992936
427,0.994094
428,0.999271
429,1.00401
430,1.00132
431,0.999163
432,1.00877
433,1.00516
434,1.00456
435,1.00545
436,0.997918
437,1.00338
438,0.994418
439,1.00164
440,1.00422
441,1.00551
442,1.00903
443,0.993481
444,0.999043
445,1.00446
446,1.00083
447,0.996932
448,0.998962
449,1.0003
450,1.00378
451,0.995536
452,1.00248
453,0.994262
454,0.997949
455,0.999303
456,0.997653
457,0.99723
458,0.995101
459,1.00241
460,0.999648
461,1.00117
462,0.995697
463,1.00218
464,0.995904
465,0.997054
466,1.00471
467,0.998784
468,1.00096
469,0.997759
470,0.997124
471,1.00197
472,0.996566
473,0.998651
474,0.999613
475,0.994702
476,0.99717
477,0.995957
478,1.00057
479,0.999564
480,1.00593
481,1.00345
482,0.998266
483,1.00298
484,0.998123
485,1.00149
486,0.99691
487,1.00143
488,1.00523
489,0.999565
490,0.995646
491,1.00154
492,0.99859
493,1.00403
494,0.999755
495,0.99763
496,1.00524
497,0.997023
498,0.99606
499,1.00561
500,0.994644
501,0.99701
502,1.00011
503,0.99906
504,1.00775
505,0.996294
506,0.99512
507,0.998828
508,1.00149
509,0.991987
510,0.99724
511,1.00099
512,0.994324
513,0.999426
514,1.00229
515,0.998639
516,1.0045
517,0.999555
518,0.998881
519,0.999202
520,0.99949
521,0.99623
522,0.997784
523,1.00165
524,1.00297
525,0.99883
526,1.00212
527,1.00218
528,0.996433
529,1.00271
530,1.00244
531,1.00227
532,0.99798
533,1.00215
534,0.992513
535,0.998708
536,0.996345
537,0.997908
538,1.0013
539,1.00236
540,0.99895
541,1.0022
542,1.00312
543,1.00267
544,0.995071
545,1.00108
546,0.997753
547,0.998407
548,0.997705
549,1.00211
550,1.00898
551,1.00112
552,0.994358
553,0.998654
554,1.00313
555,1.0008
556,0.99906
557,0.997491
558,0.999642
559,1.00288
560,1.00486
561,0.997496
562,0.998789
563,0.995647
564,1.00081
565,1.00773
566,1.00521
567,1.00373
568,0.996235
569,1.00226
570,0.99483
571,1.00035
572,1.00256
573,1.00049
574,0.997537
575,1.00042
576,0.998919
