MDTU,link
1,2.06114
2,1.63851
3,1.55514
4,1.47262
5,1.47262
6,1.407
7,1.35593
8,1.32627
9,1.29865
10,1.28337
11,1.28337
12,1.26045
13,1.25201
14,1.24108
15,1.24989
16,1.24952
17,1.24646
18,1.22564
19,1.22881
20,1.23088
21,1.21376
22,1.20896
23,1.21099
24,1.22501
25,1.20205
26,1.20096
27,1.18963
28,1.19112
29,1.20009
30,1.19447
31,1.19459
32,1.20286
33,1.20532
34,1.20067
35,1.2118
36,1.20381
37,1.20123
38,1.21536
39,1.20383
40,1.2264
41,1.20433
42,1.21817
43,1.2167
44,1.21717
45,1.21937
46,1.21259
47,1.21672
48,1.24046
49,1.21889
50,1.23272
51,1.23497
52,1.21882
53,1.2249
54,1.20497
55,1.22607
56,1.23382
57,1.22087
58,1.22298
59,1.22839
60,1.21674
61,1.22415
62,1.21765
63,1.21901
64,1.21891
65,1.2062
66,1.20209
67,1.21514
68,1.22337
69,1.21649
70,1.20182
71,1.2241
72,1.23589
73,1.21237
74,1.22524
75,1.21906
76,1.2275
77,1.22592
78,1.22516
79,1.24348
80,1.24022
81,1.20298
82,1.18881
83,1.19955
84,1.21112
85,1.21912
86,1.23122
87,1.20715
88,1.19751
89,1.19218
90,1.20282
91,1.21989
92,1.20691
93,1.19589
94,1.19904
95,1.19607
96,1.19166
97,1.19699
98,1.17189
99,1.18074
100,1.20257
101,1.19219
102,1.19988
103,1.19034
104,1.18766
105,1.19142
106,1.18726
107,1.20502
108,1.19436
109,1.19735
110,1.21281
111,1.20267
112,1.20183
113,1.20962
114,1.20743
115,1.20516
116,1.20921
117,1.21603
118,1.19877
119,1.2165
120,1.2075
121,1.21474
122,1.21558
123,1.19305
124,1.20616
125,1.21208
126,1.19913
127,1.21595
128,1.22106
129,1.23269
130,1.2265
131,1.21852
132,1.22048
133,1.22324
134,1.21733
135,1.21012
136,1.18578
137,1.20133
138,1.19617
139,1.18835
140,1.18232
141,1.17916
142,1.18825
143,1.20346
144,1.22361
145,1.2283
146,1.2177
147,1.21852
148,1.21753
149,1.20095
150,1.21096
151,1.18983
152,1.20162
153,1.18752
154,1.19325
155,1.22519
156,1.21068
157,1.2168
