MDTU,|Tr(Lx)|
1,7.53091
2,4.09698
3,3.88924
4,3.88924
5,3.88924
6,1.52718
7,1.52718
8,1.52718
9,1.52718
10,1.52718
11,1.52718
12,3.23901
13,1.53809
14,1.53809
15,1.73521
16,0.873496
17,0.915599
18,0.915599
19,0.648753
20,0.920938
21,0.920938
22,0.920938
23,0.430687
24,0.430687
25,0.430687
26,0.430687
27,0.459807
28,0.459807
29,0.459807
30,0.38969
31,0.458095
32,0.146876
33,0.146876
34,0.197739
35,0.339789
36,0.339789
37,0.0980898
38,0.150591
39,0.486201
40,0.486201
41,0.254743
42,0.254743
43,0.241814
44,0.112111
45,0.112111
46,0.242771
47,0.17471
48,0.116454
49,0.0640526
50,0.112798
51,0.112798
52,0.327702
53,0.186366
54,0.135811
55,0.135811
56,0.193994
57,0.246783
58,0.366005
59,0.349141
60,0.176446
61,0.0618759
62,0.22849
63,0.22849
64,0.288191
65,0.290246
66,0.363198
67,0.363198
68,0.290884
69,0.29228
70,0.312988
71,0.250404
72,0.302165
73,0.277303
74,0.277303
75,0.331982
76,0.331718
77,0.331718
78,0.243153
79,0.0911677
80,0.0911677
81,0.305511
82,0.305511
83,0.328977
84,0.303427
85,0.40498
86,0.3706
87,0.249381
88,0.249381
89,0.249381
90,0.219333
91,0.0995985
92,0.0961043
93,0.15377
94,0.15377
95,0.15377
96,0.269655
97,0.483987
98,0.460897
99,0.460897
100,0.284431
101,0.284431
102,0.250367
103,0.298763
104,0.310449
105,0.194972
106,0.244715
107,0.426979
108,0.263944
109,0.176414
110,0.231655
111,0.158756
112,0.158756
113,0.232227
114,0.255217
115,0.212356
116,0.186635
117,0.186635
118,0.0573708
119,0.129426
120,0.145168
121,0.114836
122,0.114836
123,0.0936254
124,0.0936254
125,0.081199
126,0.0511312
127,0.122316
128,0.29538
129,0.29538
130,0.243396
131,0.366388
132,0.317869
133,0.24472
134,0.411335
135,0.411335
136,0.411335
137,0.383634
138,0.435858
139,0.435858
140,0.388676
141,0.379046
142,0.379046
143,0.386697
144,0.506067
145,0.416455
146,0.416455
147,0.400596
148,0.174532
149,0.181318
150,0.181318
151,0.235805
152,0.235805
153,0.36956
154,0.36956
155,0.458609
156,0.385802
157,0.408259
158,0.322556
159,0.31161
160,0.382266
161,0.456954
162,0.456954
163,0.405506
164,0.340305
165,0.239704
166,0.239704
167,0.340348
168,0.418743
169,0.396569
170,0.148108
171,0.00959594
172,0.0902395
173,0.0902395
174,0.170071
175,0.307379
176,0.298607
177,0.435017
178,0.323256
179,0.374134
180,0.547873
181,0.427473
182,0.542786
183,0.357165
184,0.547399
185,0.554061
186,0.554061
187,0.554061
188,0.538954
189,0.42189
190,0.42189
191,0.540591
192,0.488293
193,0.576137
194,0.650794
195,0.503675
196,0.49906
197,0.344454
198,0.394917
199,0.370414
200,0.340537
201,0.286582
202,0.285011
203,0.343588
204,0.363194
205,0.333846
206,0.122002
207,0.122002
208,0.127516
209,0.2048
210,0.206353
211,0.102057
212,0.0798605
213,0.145181
214,0.145181
215,0.176701
216,0.244857
217,0.312595
218,0.312595
219,0.222989
220,0.222989
221,0.098178
222,0.166927
223,0.166927
224,0.166927
225,0.277272
226,0.15168
227,0.125627
228,0.212598
229,0.184327
230,0.184327
231,0.195937
232,0.250496
233,0.0644567
234,0.173561
235,0.0817433
236,0.180689
237,0.0288031
238,0.0917557
239,0.0930738
240,0.175418
241,0.0267608
242,0.185446
243,0.215753
244,0.295167
245,0.255924
246,0.136562
247,0.275177
248,0.236982
249,0.22251
250,0.145289
251,0.145289
252,0.160649
253,0.101102
254,0.101102
255,0.121237
256,0.121237
257,0.143793
258,0.202054
259,0.281969
260,0.117658
261,0.117658
262,0.292078
263,0.0819001
264,0.148034
265,0.148034
266,0.0856238
267,0.251729
268,0.251729
269,0.181727
270,0.231837
271,0.231837
272,0.186953
273,0.142416
274,0.171536
275,0.0250571
276,0.0250571
277,0.151977
278,0.247191
279,0.179114
280,0.179114
281,0.148194
282,0.148194
283,0.205625
284,0.288111
285,0.0997802
286,0.222669
287,0.244865
288,0.0327324
289,0.0327324
290,0.12368
291,0.133496
292,0.155235
293,0.0659558
294,0.196371
295,0.194077
296,0.194077
297,0.194077
298,0.315543
299,0.315543
300,0.483262
301,0.348213
302,0.295919
303,0.295919
304,0.230032
305,0.316974
306,0.308624
307,0.0578855
308,0.0865248
309,0.24572
310,0.123413
311,0.204557
312,0.204557
313,0.18641
314,0.0625412
315,0.0625412
316,0.0790255
317,0.311407
318,0.0351838
319,0.0351838
320,0.165988
321,0.29952
322,0.249455
323,0.289717
324,0.252619
325,0.0517004
326,0.145103
327,0.156374
328,0.156374
329,0.0506618
330,0.0506618
331,0.149825
332,0.285129
333,0.0421706
334,0.159402
335,0.144532
336,0.170695
337,0.191707
338,0.0699735
339,0.183795
340,0.0728389
341,0.0728389
342,0.149306
343,0.204135
344,0.258013
345,0.303543
346,0.181896
347,0.181896
348,0.181896
349,0.292238
350,0.353202
351,0.32433
352,0.209128
353,0.209128
354,0.439283
355,0.334279
356,0.334279
357,0.213967
358,0.213967
359,0.213967
360,0.0866693
361,0.112025
362,0.182757
363,0.396724
364,0.207059
365,0.207059
366,0.272511
367,0.381531
368,0.295101
369,0.453458
370,0.227191
371,0.185053
372,0.185053
373,0.185053
374,0.185053
375,0.139374
376,0.167209
377,0.28793
378,0.268989
379,0.0866408
380,0.0343722
381,0.190177
382,0.318581
383,0.158843
384,0.337395
385,0.492135
386,0.492135
387,0.492135
388,0.515047
389,0.679547
390,0.797662
391,0.563618
392,0.563618
393,0.563618
394,0.563618
395,0.448732
396,0.597367
397,0.745017
398,0.645742
399,0.645742
400,0.645742
401,0.579156
402,0.543987
403,0.617982
404,0.31039
405,0.532237
406,0.705461
407,0.449571
408,0.449571
409,0.449571
410,0.449571
411,0.276137
412,0.276137
413,0.324179
414,0.351337
415,0.351337
416,0.351337
417,0.174832
418,0.177984
419,0.177984
420,0.163327
421,0.284795
422,0.420175
423,0.580104
424,0.663455
425,0.619866
426,0.677728
427,0.677728
428,0.660645
429,0.465882
430,0.799611
431,0.554494
432,0.460772
433,0.604296
434,0.806973
435,0.631221
436,0.312282
437,0.300129
438,0.285785
439,0.256032
440,0.477407
441,0.366796
442,0.462854
443,0.462854
444,0.401403
445,0.361619
446,0.361619
447,0.361619
448,0.361619
449,0.361619
450,0.507227
451,0.339869
452,0.482509
453,0.406288
454,0.3666
455,0.395075
456,0.399793
457,0.535174
458,0.507437
459,0.52365
460,0.550619
461,0.4746
462,0.341402
463,0.323105
464,0.368034
465,0.440047
466,0.379582
467,0.379582
468,0.421231
469,0.440818
470,0.440818
471,0.375257
472,0.448853
473,0.155441
474,0.40428
475,0.225344
476,0.225344
477,0.20369
478,0.329625
479,0.273246
480,0.264828
481,0.466144
482,0.201067
483,0.201067
484,0.0103275
485,0.127815
486,0.229174
487,0.413563
488,0.276115
489,0.16616
490,0.184988
491,0.118488
492,0.0573899
493,0.0910965
494,0.176441
495,0.0785466
496,0.0926207
497,0.1253
498,0.1253
499,0.157459
500,0.067248
501,0.189339
502,0.189339
503,0.189339
504,0.0898964
505,0.163584
506,0.0996779
507,0.0996779
508,0.00978575
509,0.00978575
510,0.061246
511,0.0809636
512,0.166199
513,0.0907739
514,0.0907739
515,0.0907739
516,0.203656
517,0.203656
518,0.214604
519,0.364922
520,0.32366
521,0.32366
522,0.23061
523,0.0784213
524,0.165831
525,0.0479626
526,0.153745
527,0.104711
528,0.220788
529,0.221118
530,0.221118
531,0.110265
532,0.103797
533,0.191537
534,0.144864
535,0.272311
536,0.242084
537,0.500231
538,0.256904
539,0.432696
540,0.336921
541,0.240343
542,0.28106
543,0.143945
544,0.143945
545,0.123807
546,0.121462
547,0.121462
548,0.121462
549,0.148137
550,0.240961
551,0.206815
552,0.0929238
553,0.294755
554,0.224649
555,0.371732
556,0.538827
557,0.48127
558,0.376608
559,0.152243
560,0.152243
561,0.122865
562,0.0975998
563,0.109695
564,0.337363
565,0.337363
566,0.323549
567,0.192036
568,0.159029
569,0.184882
570,0.223076
571,0.332625
572,0.35463
573,0.267065
574,0.340792
575,0.20325
576,0.20325
577,0.0740816
578,0.136135
579,0.257049
580,0.0875844
581,0.0875844
582,0.222794
583,0.222794
584,0.212351
585,0.342068
586,0.342068
587,0.236275
588,0.236347
589,0.110483
590,0.28101
591,0.316746
592,0.294109
593,0.313237
594,0.134942
595,0.306067
596,0.306067
597,0.255012
598,0.163273
599,0.110532
600,0.152621
601,0.152621
602,0.152621
603,0.222455
604,0.157186
605,0.113443
606,0.103311
607,0.163506
608,0.149637
609,0.126037
610,0.126037
611,0.151021
612,0.0687871
613,0.0793007
614,0.154953
615,0.0711033
616,0.125159
617,0.192758
618,0.176658
619,0.196808
620,0.197111
621,0.318336
622,0.263532
623,0.456874
624,0.318175
625,0.295785
626,0.216039
627,0.373695
628,0.373695
629,0.113834
630,0.257502
631,0.229153
632,0.229153
633,0.229153
634,0.398515
635,0.319995
636,0.400822
637,0.400822
638,0.400822
639,0.42428
640,0.605245
641,0.430984
642,0.440938
643,0.330944
644,0.273031
645,0.33352
646,0.223155
647,0.144989
648,0.143448
649,0.143448
650,0.100901
651,0.152218
652,0.165574
653,0.165574
654,0.245741
655,0.167231
656,0.359122
657,0.361091
658,0.233707
659,0.187174
660,0.187174
661,0.187174
662,0.311905
663,0.318917
664,0.38981
665,0.45012
666,0.45012
667,0.333304
668,0.333304
669,0.333304
670,0.259825
671,0.259825
672,0.238528
673,0.19282
674,0.176752
675,0.147679
676,0.125513
677,0.125513
678,0.117909
679,0.195824
680,0.195824
681,0.183339
682,0.0654653
683,0.0654653
684,0.258538
685,0.29775
686,0.29775
687,0.166849
688,0.203964
689,0.222841
690,0.20552
691,0.150325
692,0.245752
693,0.245752
694,0.189669
695,0.272483
696,0.272483
697,0.267829
698,0.387773
699,0.387773
700,0.389613
701,0.498677
702,0.484221
703,0.390225
704,0.601467
705,0.392359
706,0.392359
707,0.520631
708,0.483057
709,0.59889
710,0.618586
711,0.618586
712,0.541342
713,0.385131
714,0.566636
715,0.566636
716,0.532641
717,0.560265
718,0.437161
719,0.395118
720,0.294034
721,0.239929
722,0.0792662
723,0.246842
724,0.295978
725,0.305638
726,0.305638
727,0.304918
728,0.411085
729,0.200827
730,0.158862
731,0.158862
732,0.169306
733,0.435869
734,0.252894
735,0.22852
736,0.135517
737,0.0768885
738,0.129332
739,0.116176
740,0.0963104
741,0.174195
742,0.188782
743,0.188782
744,0.0901498
745,0.187207
746,0.149077
747,0.0999184
748,0.226257
749,0.132899
750,0.343323
751,0.265786
752,0.265786
753,0.256383
754,0.0936243
755,0.256152
756,0.256152
757,0.256152
758,0.344381
759,0.139653
760,0.263588
761,0.364355
762,0.357809
763,0.31103
764,0.31103
765,0.31103
766,0.307731
767,0.329878
768,0.245054
769,0.28885
770,0.187322
771,0.390278
772,0.390278
773,0.390278
774,0.169851
775,0.169851
776,0.205886
777,0.0688378
778,0.200431
779,0.237553
780,0.219253
781,0.219253
782,0.241747
783,0.280919
784,0.19759
785,0.311737
786,0.311737
787,0.311737
788,0.346619
789,0.379824
790,0.350236
791,0.405878
792,0.471754
793,0.469595
794,0.336347
795,0.336347
796,0.336347
797,0.336347
798,0.245409
799,0.245409
800,0.291889
801,0.24015
802,0.240218
803,0.493272
804,0.469656
805,0.476138
806,0.454628
807,0.320978
808,0.28826
809,0.28826
810,0.353215
811,0.405293
812,0.388616
813,0.326976
814,0.326976
815,0.373833
816,0.412714
817,0.481674
818,0.372803
819,0.469345
820,0.583182
821,0.362415
822,0.436522
823,0.550659
824,0.335195
825,0.335195
826,0.335195
827,0.321941
828,0.313631
829,0.412137
830,0.330396
831,0.330396
832,0.347609
833,0.347609
834,0.347609
835,0.260589
836,0.464453
837,0.396535
838,0.486635
839,0.393036
840,0.284153
841,0.179443
842,0.200454
843,0.200454
844,0.172838
845,0.232793
846,0.224174
847,0.224174
848,0.139072
849,0.139072
850,0.0405627
851,0.144495
852,0.144495
853,0.0789319
854,0.221775
855,0.251485
856,0.232941
857,0.19756
858,0.277363
859,0.378211
860,0.305501
861,0.305501
862,0.28504
863,0.229253
864,0.39232
865,0.305263
866,0.382183
867,0.390973
868,0.390973
869,0.390973
870,0.230612
871,0.281312
872,0.4116
873,0.4116
874,0.46867
875,0.46867
876,0.679723
877,0.431362
878,0.494311
879,0.507637
880,0.612569
881,0.721695
882,0.519946
