t,deltaS
1,-5.184
2,1.112
3,0.8792
4,1.621
5,1.086
6,1.645
7,1.335
8,0.4971
9,0.6892
10,1.365
11,0.4406
12,0.5934
13,1.005
14,0.5932
15,0.2741
16,0.6295
17,-0.363
18,1.272
19,0.8755
20,0.3969
21,0.5679
22,0.9149
23,0.8945
24,0.9925
25,0.7651
26,1.045
27,0.5595
28,1.058
29,0.5572
30,0.1732
31,0.5262
32,0.48
33,0.6694
34,-0.5235
35,0.1284
36,0.5692
37,0.6086
38,-0.3521
39,-0.9339
40,0.6103
41,-0.02896
42,0.5143
43,0.1902
44,-0.3544
45,1.91
46,-0.2738
47,-0.1987
48,-0.08652
49,-0.8151
50,0.3018
51,0.7058
52,-0.383
53,0.404
54,0.1421
55,0.6041
56,0.4812
57,-0.02762
58,0.4215
59,-0.1974
60,0.1453
61,0.4377
62,-0.1062
63,0.9816
64,0.4179
65,0.2886
66,-0.1625
67,0.4203
68,-0.3083
69,0.6206
70,-0.4352
71,-0.5934
72,0.263
73,0.06613
74,0.8542
75,-0.1268
76,-0.07917
77,0.1346
78,0.3946
79,-0.9563
80,0.2387
81,0.7715
82,0.4704
83,-0.6726
84,0.1813
85,-1.699
86,0.4066
87,-0.03516
88,0.2943
89,0.757
90,-0.05918
91,-0.1427
92,0.4015
93,0.1257
94,0.4594
95,1.398
96,0.6434
97,0.1271
98,0.1695
99,0.2693
100,0.14
101,0.8639
102,0.1036
103,-0.07312
104,-0.2393
105,-0.06607
106,0.3593
107,1.238
108,-0.04865
109,-0.0644
110,-0.6343
111,-0.2598
112,0.6324
113,0.1401
114,0.4519
115,0.1057
116,0.1764
117,0.5975
118,-0.3151
119,0.9015
120,-0.4311
121,-0.6648
122,0.6382
123,-0.07872
124,1.035
125,0.3998
126,-0.2174
127,0.3314
128,-0.8782
129,0.4675
130,-0.4582
131,-0.4905
132,0.4807
133,-0.1458
134,-0.3391
135,0.5412
136,0.4189
137,0.4403
138,0.2599
139,0.9588
140,-0.4403
141,0.1536
142,0.8938
143,-0.009588
144,0.0501
145,-1.009
146,1.418
147,-0.004203
148,0.5509
149,-0.3945
150,1.71
151,0.02136
152,0.8956
153,-0.247
154,0.7147
155,-0.5201
156,-0.2518
157,0.3943
158,0.8882
159,-0.1269
160,-0.315
161,1.058
162,1.127
163,-0.4042
164,0.1306
165,-0.8788
166,0.6354
167,-0.2239
168,-0.4364
169,-0.4858
170,-0.3725
171,0.0721
172,0.3937
173,0.419
174,0.1437
175,0.8958
176,0.2907
177,-0.3788
178,-0.2429
179,-0.8257
180,0.2486
181,-0.7868
182,0.8492
183,0.2868
184,-0.1779
185,0.01629
186,0.6285
187,0.7878
188,-0.7325
189,-1.115
190,0.5836
191,0.05649
192,-0.4056
193,-0.2885
194,0.4084
195,0.4334
196,0.3105
197,0.2907
198,0.1496
199,0.3912
200,-0.1891
201,0.6854
202,0.7942
203,0.3185
204,0.3093
205,-0.02954
206,-0.3047
207,0.5109
208,0.4513
209,0.16
210,0.2103
211,0.7222
212,0.728
213,0.1287
214,0.6573
215,-1.06
216,0.1917
217,-0.5754
218,0.3464
219,-0.04239
220,0.8795
221,0.01613
222,0.2625
223,0.6728
224,1.073
225,-0.5649
226,-0.1228
227,-0.3148
228,-0.2421
229,-0.1107
230,1.416
231,0.1264
232,0.3694
233,-0.5126
234,-0.3068
235,0.5426
236,0.03386
237,0.4048
238,0.5124
239,0.1624
240,0.01644
241,0.9785
242,-0.7784
243,-0.3389
244,0.9519
245,0.4004
246,0.06876
247,0.02992
248,-0.1822
249,-0.328
250,0.5997
251,0.9116
252,-0.7216
253,0.5972
254,0.7483
255,-0.152
256,0.9794
257,-0.06882
258,-0.4526
259,0.4738
260,-0.3131
261,0.284
262,-0.02616
263,0.01806
264,-0.106
265,0.38
266,-0.6711
267,0.4636
268,0.3702
269,0.2246
270,-0.5025
271,1.244
272,-0.0852
273,-0.7743
274,0.4022
275,0.5103
276,0.218
277,0.05255
278,0.7753
279,0.4306
280,0.7623
281,-0.3934
282,0.5118
283,-0.2296
284,-0.09932
285,-0.1191
286,-0.4955
287,0.1413
288,0.6753
289,1.223
290,0.09709
291,-0.0573
292,0.2693
293,0.09756
294,0.4637
295,0.6256
296,1.324
297,1.093
298,0.291
299,0.1479
300,0.005987
301,0.1204
302,0.02673
303,0.8599
304,0.494
305,-0.776
306,0.01644
307,-0.06658
308,-0.4265
309,0.398
310,0.04435
311,0.2897
312,0.6436
313,0.2175
314,-0.5904
315,0.9167
316,1.017
317,0.2427
318,0.3404
319,0.5606
320,0.1851
321,0.3002
322,0.2221
323,-0.6265
324,0.5297
325,-0.4736
326,-0.1683
327,-0.5473
328,1.171
329,-0.7166
330,0.7763
331,0.1832
332,-0.4429
333,-0.5392
334,0.1912
335,-0.4136
336,0.2401
337,-0.6411
338,1.022
339,-0.5879
340,0.4802
341,0.7115
342,0.3629
343,-0.3112
344,-0.0774
345,-0.6636
346,0.1519
347,0.1908
348,0.8059
349,0.2038
350,-0.2418
351,0.5385
352,0.667
353,0.4765
354,0.127
355,-0.00254
356,1.002
357,0.8034
358,0.02703
359,0.5144
360,-0.08301
361,-0.1363
362,-0.6008
363,-0.1187
364,0.7141
365,0.5871
366,0.1843
367,-0.327
368,-0.775
369,-0.6061
370,0.3912
371,0.84
372,0.8092
373,0.9842
374,0.4328
375,0.9672
376,-0.2408
377,0.8863
378,0.5039
379,-0.5672
380,-0.9977
381,-0.2417
382,0.01132
383,0.3329
384,-0.1893
385,0.3457
386,0.3955
387,0.37
388,-0.3949
389,0.4485
390,-0.09407
391,0.2892
392,1.634
393,0.7111
394,0.4862
395,-0.05726
396,-0.7235
397,-0.07253
398,0.1623
399,0.5804
400,0.9437
401,0.1397
402,-0.4497
403,-0.4625
404,0.08855
405,0.7615
406,-0.4556
407,0.1647
408,0.2638
409,0.9665
410,0.3173
411,-0.07239
412,1.071
413,-0.01047
414,0.2879
415,0.2527
416,0.1613
417,-0.1319
418,-0.3805
419,0.3212
420,-0.3404
421,-0.08712
422,-0.06808
423,0.08269
424,-0.2664
425,-0.41
426,0.3655
427,0.5848
428,0.1727
429,0.3199
430,0.659
431,-0.7209
432,0.7517
433,0.3129
434,-0.1384
435,1.463
436,-0.09208
437,-0.08716
438,-0.2457
439,0.6736
440,-0.4379
441,0.6527
442,-0.545
443,0.6284
444,0.7128
445,0.1375
446,0.7808
447,0.4967
448,0.8829
449,0.5007
450,0.5026
451,1.456
452,-0.02351
453,0.1496
454,0.2681
455,-0.09342
456,-0.8804
457,0.5459
458,0.1064
459,0.4125
460,0.4939
461,0.7889
462,0.3055
463,-0.4177
464,-0.689
465,-0.00162
466,1.043
467,0.8327
468,-0.5203
469,-0.5313
470,0.3628
471,-0.3901
472,-0.4067
473,0.839
474,-0.6251
475,-0.7137
476,0.5051
477,-0.4379
478,-0.3159
479,-1.026
480,-0.5888
481,-0.6592
482,-0.203
483,1.116
484,0.1396
485,-0.03836
486,0.1606
487,0.03959
488,-0.4222
489,-0.1578
490,-0.09473
491,0.2211
492,-1.089
493,0.3593
494,-0.6924
495,-0.2822
496,0.2689
497,-0.2454
498,0.6128
499,-1.151
500,0.6117
501,0.3633
502,0.3452
503,0.6393
504,-0.287
505,-0.228
506,0.1701
507,0.7283
508,-0.1494
509,0.4709
510,-0.4861
511,-0.69
512,-0.5113
513,0.2647
514,1.344
515,0.1406
516,0.5932
517,0.8311
518,-0.009109
519,-0.1053
520,-0.07002
521,0.428
522,0.1351
523,-0.4014
524,-0.3405
525,-0.7007
526,-0.09393
527,0.5926
528,0.04348
529,-0.5296
530,0.08515
531,0.09123
532,0.1295
533,-0.9786
534,-0.1729
535,0.7542
536,-0.0109
537,0.107
538,0.1162
539,-0.283
540,0.02279
541,0.2792
542,-0.02759
543,0.217
544,1.106
545,0.3149
546,-0.5888
547,0.4392
548,0.9353
549,-0.1575
550,0.679
551,0.2707
552,-0.2993
553,-0.3458
554,0.7353
555,-0.6883
556,-0.003507
557,0.01194
558,0.07858
559,0.004131
560,0.6905
