t,walltime
10,9.963
20,9.92
30,9.952
40,9.858
50,9.762
60,9.892
70,9.89
80,9.945
90,9.915
100,9.894
110,9.873
120,9.863
130,9.788
140,9.906
150,10.04
160,9.906
170,9.964
180,9.864
190,10.23
200,10.13
210,9.826
220,9.927
230,9.79
240,9.756
250,9.897
260,9.921
270,9.815
280,9.934
290,9.794
300,9.935
310,10.06
320,9.82
330,9.848
340,9.769
350,9.872
360,9.908
370,9.874
380,9.862
390,9.982
400,10.04
410,10.09
420,9.845
430,10.15
440,10.03
450,10.03
460,10.06
470,10.18
480,9.984
490,9.928
500,9.823
510,9.918
520,9.894
530,9.825
540,9.925
550,9.759
560,9.967
570,9.898
580,9.79
590,9.875
600,9.909
610,9.864
620,9.809
630,10
640,9.913
650,9.94
660,9.952
670,9.971
680,9.797
690,9.901
700,9.923
710,10.18
720,10.23
730,9.928
740,9.82
750,9.86
760,10.04
770,9.915
780,9.953
790,9.884
800,9.906
810,9.934
820,9.995
830,10.03
840,10.01
850,9.886
860,9.788
870,9.944
880,10.02
890,10.21
900,10.1
910,10.07
920,10.03
930,10.12
940,9.768
950,9.847
960,9.827
970,10.02
980,10.03
990,9.885
1000,9.814
1010,10.06
1020,9.91
1030,9.893
1040,9.976
1050,10.09
1060,10.05
1070,9.987
1080,10.13
1090,10.01
1100,9.927
1110,9.78
1120,10.1
1130,9.973
1140,9.872
1150,9.922
1160,9.834
1170,9.803
1180,9.87
1190,9.877
1200,9.951
1210,10.08
1220,9.844
1230,9.932
1240,9.993
1250,9.876
1260,9.831
1270,9.893
1280,9.766
1290,9.822
1300,10.04
1310,9.824
1320,9.879
1330,9.978
1340,10
1350,9.963
1360,9.934
1370,9.949
1380,9.876
1390,9.901
1400,9.907
1410,9.96
1420,10.19
1430,10.18
1440,9.834
1450,9.977
1460,9.819
1470,9.906
1480,9.868
1490,9.927
1500,9.953
1510,9.797
1520,9.909
1530,9.808
1540,9.797
1550,9.891
1560,9.907
1570,9.818
1580,9.902
1590,9.931
1600,9.867
1610,9.907
1620,9.935
1630,9.887
1640,9.805
1650,10.04
1660,9.904
1670,9.902
1680,10.07
1690,9.992
1700,9.968
1710,9.969
1720,10.01
1730,9.964
1740,10.07
1750,9.959
1760,10.06
1770,9.905
1780,10.11
1790,10.1
1800,9.853
1810,9.964
1820,9.97
1830,10.15
1840,10.27
1850,10.26
1860,10.05
1870,10.26
1880,10.24
1890,10.3
1900,10.15
1910,10.09
1920,10.1
1930,10.15
1940,9.972
1950,10.17
1960,10.3
1970,10.29
1980,10.29
1990,10.19
2000,10.07
2010,10.05
2020,10.27
2030,10.14
2040,10.1
2050,10.06
2060,10.17
2070,10.24
2080,10.31
2090,10.21
2100,10.28
2110,10.11
2120,10.18
2130,10.16
2140,10.18
2150,10.1
2160,10.12
2170,10.13
2180,10.12
2190,10.27
2200,10.11
2210,10.05
2220,10.21
2230,10.19
2240,10.4
2250,10.19
2260,10.27
2270,10.1
2280,10.26
2290,10.35
2300,10.26
2310,10.34
2320,10.35
2330,10.59
2340,10.26
2350,10.35
2360,10.36
2370,10.44
2380,10.25
2390,10.35
2400,10.22
2410,10.27
2420,10.39
2430,10.25
2440,10.4
2450,10.28
2460,10.51
2470,10.25
2480,10.41
2490,10.26
2500,10.36
2510,10.33
2520,10.48
2530,10.33
2540,10.49
2550,10.3
2560,10.4
2570,10.31
2580,10.38
2590,10.54
2600,10.47
2610,10.44
2620,10.48
2630,10.37
2640,10.29
2650,10.44
2660,10.25
2670,10.59
2680,10.36
2690,10.56
2700,10.38
2710,10.67
2720,10.72
2730,10.35
2740,10.61
2750,10.46
2760,10.51
2770,10.44
2780,10.74
2790,10.52
2800,10.85
2810,10.65
2820,10.65
2830,10.68
2840,10.42
2850,10.66
2860,10.48
2870,10.72
2880,10.5
2890,10.74
2900,10.46
2910,10.92
2920,10.73
2930,10.59
2940,10.81
2950,10.61
2960,10.73
2970,10.77
2980,10.52
2990,10.85
3000,10.82
3010,11.09
3020,11.01
3030,10.7
3040,10.85
3050,10.65
3060,10.43
3070,10.73
3080,10.58
3090,10.9
3100,10.63
3110,11.01
3120,11.12
3130,10.72
3140,11
3150,11.08
3160,10.61
3170,10.9
3180,10.89
3190,10.66
3200,10.95
3210,10.6
3220,10.87
3230,10.98
3240,10.69
3250,10.86
3260,10.88
3270,10.88
3280,11.27
3290,10.94
3300,10.75
3310,11.01
3320,11.12
3330,10.69
3340,11.05
3350,11.15
3360,10.72
3370,11.22
3380,11.1
3390,10.65
3400,11.11
3410,10.93
3420,10.87
3430,11.04
3440,11.27
3450,11.29
3460,10.67
3470,10.95
3480,10.89
3490,10.82
3500,11.1
