MDTU,min_width,max_width
1,0.00770121,0.0113975
2,0.0127132,0.0143209
3,0.0156628,0.00635392
4,0.0156628,0.00635392
5,0.0156628,0.00635392
6,0.0291323,0.0277577
7,0.0291323,0.0277577
8,0.0291323,0.0277577
9,0.0291323,0.0277577
10,0.0291323,0.0277577
11,0.0291323,0.0277577
12,0.00729261,0.00731175
13,0.0144616,0.0198895
14,0.0144616,0.0198895
15,0.0157384,0.0130713
16,0.0232305,0.020741
17,0.0155536,0.0108044
18,0.0155536,0.0108044
19,0.0275999,0.0196047
20,0.0198062,0.00644377
21,0.0198062,0.00644377
22,0.0198062,0.00644377
23,0.0326762,0.0152494
24,0.0326762,0.0152494
25,0.0326762,0.0152494
26,0.0326762,0.0152494
27,0.0213872,0.0158348
28,0.0213872,0.0158348
29,0.0213872,0.0158348
30,0.0324755,0.0147049
31,0.0295055,0.0142723
32,0.0245576,0.0206689
33,0.0245576,0.0206689
34,0.0274893,0.0229214
35,0.0253976,0.0248652
36,0.0253976,0.0248652
37,0.0287524,0.0224773
38,0.0304125,0.0328434
39,0.0211544,0.0109321
40,0.0211544,0.0109321
41,0.0294013,0.0260502
42,0.0294013,0.0260502
43,0.0214546,0.0209826
44,0.0371705,0.029454
45,0.0371705,0.029454
46,0.0219572,0.0192796
47,0.0327403,0.0277241
48,0.0280944,0.0203197
49,0.0315183,0.0325295
50,0.0224061,0.0162194
51,0.0224061,0.0162194
52,0.0338976,0.0229761
53,0.0212431,0.0203017
54,0.029326,0.0253867
55,0.029326,0.0253867
56,0.0234982,0.0204381
57,0.0337487,0.0358512
58,0.0163923,0.0208845
59,0.026326,0.0184187
60,0.0280311,0.0282088
61,0.028418,0.0242356
62,0.0309911,0.0190388
63,0.0309911,0.0190388
64,0.0386594,0.0342302
65,0.0361824,0.0296317
66,0.0394018,0.0295108
67,0.0394018,0.0295108
68,0.0469379,0.0379929
69,0.0374359,0.0338805
70,0.0396106,0.0282099
71,0.029534,0.0255843
72,0.0322897,0.0299367
73,0.018555,0.0220832
74,0.018555,0.0220832
75,0.0266451,0.0222655
76,0.0314476,0.016964
77,0.0314476,0.016964
78,0.045643,0.0267835
79,0.0242142,0.0196565
80,0.0242142,0.0196565
81,0.043351,0.0237923
82,0.043351,0.0237923
83,0.0391902,0.0275192
84,0.0298093,0.0270326
85,0.0199094,0.0160734
86,0.0385451,0.0307157
87,0.031534,0.0312394
88,0.031534,0.0312394
89,0.031534,0.0312394
90,0.0334729,0.0311158
91,0.0420653,0.0308531
92,0.0429656,0.0324016
93,0.0366569,0.029138
94,0.0366569,0.029138
95,0.0366569,0.029138
96,0.038216,0.0296045
97,0.023183,0.0197075
98,0.0272982,0.0264219
99,0.0272982,0.0264219
100,0.0409143,0.0295227
101,0.0409143,0.0295227
102,0.0299199,0.0272804
