t,e^(-dS)
1,178.395
2,0.328901
3,0.415115
4,0.197701
5,0.337564
6,0.193013
7,0.263158
8,0.608292
9,0.501977
10,0.255381
11,0.64365
12,0.552446
13,0.366045
14,0.552556
15,0.760256
16,0.532858
17,1.43764
18,0.280271
19,0.416654
20,0.672401
21,0.566714
22,0.400557
23,0.408812
24,0.370649
25,0.465287
26,0.351692
27,0.571495
28,0.347149
29,0.572811
30,0.840969
31,0.590846
32,0.618783
33,0.512016
34,1.68793
35,0.879502
36,0.565978
37,0.544112
38,1.42205
39,2.54441
40,0.543188
41,1.02938
42,0.597919
43,0.826794
44,1.42533
45,0.14808
46,1.31495
47,1.21982
48,1.09037
49,2.2594
50,0.739486
51,0.493713
52,1.46668
53,0.667644
54,0.867534
55,0.546566
56,0.618041
57,1.028
58,0.656062
59,1.21823
60,0.864763
61,0.645519
62,1.11204
63,0.374711
64,0.658428
65,0.749312
66,1.17645
67,0.65685
68,1.36111
69,0.537622
70,1.54527
71,1.81013
72,0.768742
73,0.936009
74,0.425624
75,1.13519
76,1.08239
77,0.874065
78,0.67395
79,2.60205
80,0.787651
81,0.462319
82,0.624752
83,1.95932
84,0.834185
85,5.46848
86,0.665911
87,1.03579
88,0.745053
89,0.469072
90,1.06097
91,1.15338
92,0.669315
93,0.881879
94,0.631663
95,0.247091
96,0.525503
97,0.880646
98,0.844087
99,0.763914
100,0.869358
101,0.421515
102,0.901586
103,1.07586
104,1.27036
105,1.0683
106,0.698165
107,0.289964
108,1.04985
109,1.06652
110,1.8857
111,1.29667
112,0.531315
113,0.869271
114,0.636418
115,0.899695
116,0.838283
117,0.550185
118,1.3704
119,0.40596
120,1.53895
121,1.9441
122,0.528242
123,1.0819
124,0.355226
125,0.670454
126,1.24284
127,0.717918
128,2.40656
129,0.626567
130,1.58123
131,1.63313
132,0.61835
133,1.15696
134,1.40368
135,0.582049
136,0.65777
137,0.643843
138,0.771129
139,0.383353
140,1.55317
141,0.857615
142,0.409098
143,1.00963
144,0.951134
145,2.74286
146,0.242198
147,1.00421
148,0.576431
149,1.48364
150,0.180866
151,0.978867
152,0.408363
153,1.28018
154,0.489339
155,1.6822
156,1.28634
157,0.674152
158,0.411396
159,1.1353
160,1.37026
161,0.347149
162,0.324004
163,1.4981
164,0.877569
165,2.40801
166,0.529724
167,1.25095
168,1.54713
169,1.62547
170,1.45136
171,0.930438
172,0.674556
173,0.657704
174,0.866148
175,0.408281
176,0.74774
177,1.46053
178,1.27494
179,2.28348
180,0.779892
181,2.19636
182,0.427757
183,0.750662
184,1.19471
185,0.983842
186,0.533391
187,0.454844
188,2.08027
189,3.04957
190,0.557886
191,0.945076
192,1.5002
193,1.33442
194,0.664713
195,0.648301
196,0.73308
197,0.74774
198,0.861052
199,0.676245
200,1.20816
201,0.503889
202,0.451943
203,0.727239
204,0.733961
205,1.02998
206,1.35622
207,0.599955
208,0.6368
209,0.852144
210,0.810341
211,0.485683
212,0.482874
213,0.879238
214,0.518249
215,2.88637
216,0.825554
217,1.77784
218,0.70723
219,1.0433
220,0.41499
221,0.983999
222,0.769126
223,0.510278
224,0.341981
225,1.75927
226,1.13066
227,1.36999
228,1.27392
229,1.11706
230,0.242683
231,0.881262
232,0.691149
233,1.66963
234,1.35907
235,0.581235
236,0.966707
237,0.66711
238,0.599056
239,0.850101
240,0.983694
241,0.375874
242,2.17798
243,1.4034
244,0.386007
245,0.670052
246,0.933551
247,0.970523
248,1.19985
249,1.38819
250,0.548976
251,0.401881
252,2.05772
253,0.55035
254,0.47317
255,1.16416
256,0.375536
257,1.07124
258,1.5724
259,0.622632
260,1.36766
261,0.752767
262,1.02651
263,0.982102
264,1.11182
