MDTU,susyTrans,Im(bilin)
10,-0.0260686,4.0643e-05
20,0.00202155,-0.000357665
30,-0.0247502,7.03871e-05
40,0.00176662,-0.000191638
50,0.00505922,-5.89602e-06
60,-0.00915889,9.21374e-05
70,0.00643067,0.000165479
80,0.00800948,-3.80706e-05
90,0.00233233,-3.8634e-05
100,0.00330463,7.6708e-05
110,0.0259629,6.35534e-05
120,-0.000954508,-0.000200213
130,-0.000933066,6.59779e-05
140,0.00588002,-4.00045e-05
150,0.00376201,1.66801e-05
160,-0.0120968,-3.50084e-05
170,-0.0248046,0.000144933
180,-0.0166788,0.000140164
190,-0.0155962,-5.64709e-05
200,0.00489776,1.69856e-06
210,0.00297397,-1.29509e-05
220,0.00230797,-9.27543e-05
230,-0.0223144,-5.69199e-05
240,0.0147339,3.03348e-05
250,-0.0283742,3.23599e-05
260,-0.00904935,-0.000119102
270,0.00866026,-2.42788e-05
280,-0.00276595,-2.76706e-05
290,-0.016912,-0.000110613
300,-0.0139924,-0.00019392
310,0.00192197,-5.84658e-06
320,-0.00873096,0.000103434
330,-0.00206647,-6.25714e-05
340,0.0159591,8.82697e-05
350,-0.00402976,4.23629e-05
360,-0.0163851,-9.18689e-05
370,-0.00880905,-4.60464e-05
380,0.0114055,0.000154043
390,-0.00588246,9.26932e-05
400,-0.0189151,-5.19977e-05
410,-0.00816683,0.000217681
420,0.00743157,-6.95969e-05
430,-0.0158415,8.71839e-05
440,0.00061726,-8.3416e-05
450,-0.0114608,-9.16566e-05
460,0.000398369,-1.62962e-05
470,0.00387711,-0.000132919
480,-0.0198097,-5.4482e-05
490,0.00344863,-5.72201e-05
500,0.00878318,0.000103293
510,-0.0183729,-7.40466e-05
520,-0.011566,-2.66553e-05
530,-0.00353723,-7.43226e-05
540,0.0159936,0.000317156
550,0.0235194,-4.90834e-05
560,0.018608,-0.000154863
570,0.0103724,-7.92476e-05
580,-0.00343351,-7.0219e-05
590,0.00543221,-8.10829e-05
600,-0.00207032,2.47358e-05
610,0.0118375,-0.000136882
620,0.0166821,8.82739e-05
630,0.0113561,2.87529e-05
640,-0.00603904,0.000107824
650,-0.00291978,-2.45694e-05
660,0.0154732,0.000125681
670,-0.00149128,1.14751e-05
680,-0.0106625,-9.20729e-05
690,0.00716674,4.1052e-05
700,0.0062633,-0.000151159
710,-0.0130458,-0.000129992
720,0.011666,-7.15876e-05
730,-0.00209288,9.54028e-05
740,0.00507382,-0.000178417
750,-0.0012889,1.52695e-05
760,-0.00887216,4.0701e-05
770,-0.00892476,-1.14757e-06
780,0.0048083,0.000133999
790,-0.0117844,2.03307e-05
800,-0.00175375,-0.00010866
810,0.00295954,0.000129156
820,-0.013972,0.000345691
830,0.00771846,-5.35989e-05
840,-0.0046899,5.51931e-05
850,-0.019885,0.000127826
860,0.00822764,5.44615e-05
870,0.0120226,-4.75139e-05
880,-0.011693,0.000172785
890,-0.0138835,-0.000108324
900,0.000800042,-0.000105527
910,0.00770679,0.000162487
920,-0.00473037,0.000124915
930,0.00921316,0.000143024
940,0.00682678,5.104e-05
950,0.0101989,4.10192e-05
960,0.00513682,-6.07701e-05
970,-0.00306825,2.06989e-07
980,0.000613063,-0.000254477
990,0.00655507,-0.000132718
1000,0.00100752,0.000136383
1010,0.00522353,0.000288907
1020,0.00461087,0.000163811
1030,-0.000965275,0.000138802
1040,-0.00950012,-7.72017e-05
1050,-0.00306106,-5.22238e-05
1060,0.00271272,1.63849e-05
1070,0.00767452,-6.12491e-05
1080,0.00725026,-8.08439e-06
1090,0.00353887,-0.000125423
1100,-0.00572918,0.000223341
1110,0.0250549,-6.43404e-05
1120,-0.00763249,-0.000114598
1130,0.0167037,3.09943e-05
1140,-0.00989389,-9.19674e-05
1150,0.0122946,4.52426e-05
1160,0.00366343,2.79282e-05
1170,-0.0178681,7.92642e-05
1180,-0.00358463,7.31678e-05
1190,0.00313258,-4.68397e-05
1200,0.000677522,-8.31753e-05
1210,-0.0277878,5.73699e-05
1220,0.00778048,-0.000192367
1230,0.00522349,0.000133042
1240,-0.0272648,-0.000154133
1250,-0.0190296,-3.15468e-08
