MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.969045,0.679267,-0.691118
2,0.970219,0.556576,-0.7947
3,0.964356,0.526003,-0.808273
4,0.964356,0.526003,-0.808273
5,0.964356,0.526003,-0.808273
6,0.965293,0.52454,-0.810338
7,0.965293,0.52454,-0.810338
8,0.965293,0.52454,-0.810338
9,0.965293,0.52454,-0.810338
10,0.965293,0.52454,-0.810338
11,0.965293,0.52454,-0.810338
12,0.966983,0.480911,-0.838917
13,0.970669,0.518003,-0.820896
14,0.970669,0.518003,-0.820896
15,0.968067,0.510064,-0.822792
16,0.967336,0.441319,-0.8608
17,0.959459,0.244782,-0.927708
18,0.959459,0.244782,-0.927708
19,0.970429,0.276235,-0.930283
20,0.963946,0.29233,-0.91855
21,0.963946,0.29233,-0.91855
22,0.963946,0.29233,-0.91855
23,0.959295,0.403767,-0.870183
24,0.959295,0.403767,-0.870183
25,0.959295,0.403767,-0.870183
26,0.959295,0.403767,-0.870183
27,0.96397,0.343762,-0.900592
28,0.96397,0.343762,-0.900592
29,0.96397,0.343762,-0.900592
30,0.955416,0.360278,-0.884883
31,0.966699,0.182883,-0.949242
32,0.963163,-0.0709,-0.96055
33,0.963163,-0.0709,-0.96055
34,0.964057,-0.0979658,-0.959067
35,0.964267,-0.125423,-0.956075
36,0.964267,-0.125423,-0.956075
37,0.970881,-0.09437,-0.966283
38,0.966596,0.0282481,-0.966183
39,0.964217,-0.0126857,-0.964133
40,0.964217,-0.0126857,-0.964133
41,0.963921,0.0464661,-0.9628
42,0.963921,0.0464661,-0.9628
43,0.967283,0.280839,-0.925617
44,0.970243,0.12576,-0.962058
45,0.970243,0.12576,-0.962058
46,0.968393,0.140247,-0.958183
47,0.964271,0.199574,-0.943392
48,0.965763,0.221191,-0.940092
49,0.967857,0.336933,-0.907317
50,0.96499,0.235551,-0.9358
51,0.96499,0.235551,-0.9358
52,0.952338,0.241056,-0.921325
53,0.962908,0.362278,-0.892158
54,0.967874,0.527917,-0.811223
55,0.967874,0.527917,-0.811223
56,0.965755,0.491302,-0.831448
57,0.957867,0.413136,-0.864192
58,0.96475,0.552823,-0.790651
59,0.957743,0.565317,-0.773103
60,0.960073,0.513811,-0.811011
61,0.963974,0.594076,-0.759157
62,0.969325,0.585007,-0.772889
63,0.969325,0.585007,-0.772889
64,0.965233,0.760026,-0.595009
65,0.957685,0.880042,-0.37774
66,0.95186,0.9023,-0.303138
67,0.95186,0.9023,-0.303138
68,0.957074,0.915592,-0.278714
69,0.965694,0.846417,-0.464912
70,0.968427,0.826228,-0.505171
71,0.966248,0.802145,-0.538701
72,0.960844,0.850683,-0.44672
73,0.944065,0.909825,-0.251947
74,0.944065,0.909825,-0.251947
75,0.963788,0.930658,-0.250526
76,0.960238,0.915883,-0.28847
77,0.960238,0.915883,-0.28847
78,0.95771,0.936367,-0.201064
79,0.959352,0.921983,-0.265146
80,0.959352,0.921983,-0.265146
81,0.964147,0.901658,-0.341455
82,0.964147,0.901658,-0.341455
83,0.963656,0.921233,-0.282777
84,0.967731,0.917892,-0.306559
85,0.957816,0.9212,-0.262302
86,0.968789,0.948058,-0.199343
87,0.966522,0.962275,-0.0905125
88,0.966522,0.962275,-0.0905125
89,0.966522,0.962275,-0.0905125
90,0.960579,0.959867,0.0369839
91,0.970536,0.964583,-0.107327
92,0.961321,0.915608,-0.292917
93,0.966375,0.880467,-0.398321
94,0.966375,0.880467,-0.398321
95,0.966375,0.880467,-0.398321
96,0.951631,0.845575,-0.436582
97,0.963048,0.84985,-0.453008
98,0.947545,0.781271,-0.536151
99,0.947545,0.781271,-0.536151
100,0.958037,0.83995,-0.460781
101,0.958037,0.83995,-0.460781
102,0.969652,0.903133,-0.352952
103,0.970886,0.903142,-0.356307
104,0.963552,0.880183,-0.392058
105,0.966581,0.736178,-0.626355
106,0.958685,0.792172,-0.539945
107,0.962811,0.576905,-0.770835
108,0.964892,0.515325,-0.815755
109,0.957447,0.513723,-0.807956
110,0.962632,0.346456,-0.898125
111,0.96378,0.386813,-0.88275
112,0.96378,0.386813,-0.88275
113,0.96669,0.457147,-0.851767
114,0.961115,0.540892,-0.794467
115,0.963987,0.513383,-0.815909
116,0.964683,0.565265,-0.781722
117,0.964683,0.565265,-0.781722
118,0.966129,0.606267,-0.752228
119,0.968441,0.743207,-0.620903
120,0.961846,0.687962,-0.672202
121,0.969975,0.690112,-0.681613
122,0.969975,0.690112,-0.681613
123,0.967574,0.714923,-0.651984
124,0.967574,0.714923,-0.651984
125,0.964583,0.823916,-0.501581
126,0.970003,0.842533,-0.48067
127,0.961679,0.845683,-0.457872
128,0.966722,0.661227,-0.705217
129,0.966722,0.661227,-0.705217
130,0.966368,0.759987,-0.596897
131,0.962461,0.768502,-0.579428
132,0.972281,0.722323,-0.65083
133,0.968727,0.764999,-0.594313
134,0.964174,0.691988,-0.671404
135,0.964174,0.691988,-0.671404
136,0.964174,0.691988,-0.671404
137,0.963394,0.558787,-0.784782
138,0.961615,0.488969,-0.828018
139,0.961615,0.488969,-0.828018
140,0.961943,0.490504,-0.82749
141,0.962683,0.613965,-0.741489
142,0.962683,0.613965,-0.741489
143,0.947006,0.693276,-0.645127
144,0.959429,0.789868,-0.544621
145,0.958804,0.792275,-0.540006
146,0.958804,0.792275,-0.540006
147,0.959781,0.772947,-0.568975
148,0.96202,0.729852,-0.626736
149,0.966131,0.768387,-0.585654
150,0.966131,0.768387,-0.585654
151,0.965304,0.820168,-0.509055
152,0.965304,0.820168,-0.509055
153,0.968259,0.815723,-0.521652
154,0.968259,0.815723,-0.521652
155,0.966341,0.726122,-0.637622
156,0.961473,0.783332,-0.557514
157,0.965732,0.765825,-0.588345
158,0.960877,0.707747,-0.649907
159,0.965194,0.781382,-0.566605
160,0.954715,0.724209,-0.622095
161,0.959907,0.804972,-0.522917
162,0.959907,0.804972,-0.522917
163,0.952765,0.794487,-0.525883
164,0.962752,0.743698,-0.611397
165,0.966217,0.646138,-0.718387
166,0.966217,0.646138,-0.718387
167,0.962697,0.563858,-0.780289
168,0.959251,0.623073,-0.729343
169,0.961514,0.83435,-0.477879
170,0.961526,0.916342,-0.291289
171,0.964385,0.875342,-0.404741
172,0.961845,0.951875,-0.13813
173,0.961845,0.951875,-0.13813
174,0.970201,0.960808,-0.134675
175,0.963163,0.961642,-0.0541108
176,0.960941,0.916542,-0.288719
177,0.95632,0.912075,-0.287518
178,0.964195,0.860458,-0.435067
179,0.96142,0.823699,-0.495831
180,0.964095,0.811339,-0.520776
181,0.961722,0.806567,-0.523792
182,0.959722,0.735532,-0.616489
183,0.96101,0.564874,-0.777469
184,0.955798,0.448678,-0.843942
185,0.956746,0.35447,-0.888658
186,0.956746,0.35447,-0.888658
187,0.956746,0.35447,-0.888658
188,0.963455,0.373588,-0.888075
189,0.946432,0.409178,-0.853408
190,0.946432,0.409178,-0.853408
191,0.961235,0.394373,-0.876608
192,0.952802,0.403952,-0.862933
193,0.953103,0.38103,-0.873625
194,0.948924,0.473194,-0.822523
195,0.960546,0.403434,-0.871717
196,0.964633,0.524714,-0.809439
197,0.966948,0.589585,-0.766406
198,0.967951,0.663496,-0.704771
199,0.969323,0.724166,-0.644338
200,0.960789,0.883792,-0.376866
201,0.961079,0.86935,-0.409761
202,0.962769,0.958975,-0.08539
203,0.970419,0.951267,-0.191843
204,0.963253,0.962167,-0.0457346
205,0.957875,0.92485,-0.249352
206,0.967184,0.941642,-0.220807
207,0.967184,0.941642,-0.220807
208,0.962172,0.939175,-0.209108
209,0.967606,0.872117,-0.419135
210,0.961678,0.824269,-0.495384
211,0.963207,0.85055,-0.452033
212,0.962045,0.901767,-0.335182
213,0.964745,0.949858,-0.168826
214,0.964745,0.949858,-0.168826
215,0.95491,0.890442,-0.344917
216,0.958869,0.831923,-0.476797
217,0.958912,0.897675,-0.337182
218,0.958912,0.897675,-0.337182
219,0.961375,0.909692,-0.31097
220,0.961375,0.909692,-0.31097
221,0.968407,0.886083,-0.390728
222,0.959605,0.761593,-0.583797
223,0.959605,0.761593,-0.583797
224,0.959605,0.761593,-0.583797
225,0.965359,0.744998,-0.613918
226,0.968373,0.81988,-0.515308
227,0.959089,0.514392,-0.809477
228,0.966715,0.431307,-0.865167
229,0.961967,0.545299,-0.792483
230,0.961967,0.545299,-0.792483
231,0.966542,0.57456,-0.777228
232,0.967383,0.576538,-0.776811
233,0.964419,0.684528,-0.679356
234,0.961233,0.600653,-0.750457
235,0.967992,0.505571,-0.825474
236,0.961832,0.411489,-0.869367
237,0.962845,0.338937,-0.901217
238,0.967621,0.318094,-0.913842
239,0.961533,0.254283,-0.9273
240,0.961307,0.326002,-0.904342
241,0.961316,0.133986,-0.951933
242,0.964108,0.204169,-0.942242
243,0.96722,0.324039,-0.911325
244,0.965827,0.399218,-0.879458
245,0.96255,0.399401,-0.875775
246,0.950983,0.325319,-0.893608
247,0.966778,0.347109,-0.902317
248,0.966931,0.430418,-0.86585
249,0.963915,0.489546,-0.830347
250,0.961576,0.652356,-0.706442
251,0.961576,0.652356,-0.706442
252,0.963782,0.524995,-0.808242
253,0.956508,0.527097,-0.798171
254,0.956508,0.527097,-0.798171
255,0.965194,0.551189,-0.792332
256,0.965194,0.551189,-0.792332
257,0.95982,0.408717,-0.86845
258,0.962312,0.483956,-0.831764
259,0.952661,0.400578,-0.86435
260,0.958592,0.246212,-0.926433
261,0.958592,0.246212,-0.926433
262,0.966334,0.368615,-0.893267
263,0.967266,0.290379,-0.92265
264,0.957607,0.0763495,-0.954558
265,0.957607,0.0763495,-0.954558
266,0.963103,0.0499263,-0.961808
267,0.963001,0.292515,-0.9175
268,0.963001,0.292515,-0.9175
269,0.961328,0.176247,-0.945033
270,0.951641,0.237028,-0.92165
271,0.951641,0.237028,-0.92165
272,0.966419,0.253913,-0.932467
273,0.959293,0.181973,-0.941875
274,0.962186,0.255929,-0.927525
275,0.955119,0.164387,-0.940867
276,0.955119,0.164387,-0.940867
277,0.969844,0.0959725,-0.965083
278,0.952801,0.269022,-0.914033
279,0.962564,0.453901,-0.848825
280,0.962564,0.453901,-0.848825
281,0.96085,0.445842,-0.85115
282,0.96085,0.445842,-0.85115
283,0.968649,0.757908,-0.603204
284,0.965763,0.626536,-0.73495
285,0.965429,0.637116,-0.725353
286,0.965918,0.842367,-0.472669
287,0.967058,0.836875,-0.484605
288,0.963602,0.902383,-0.337985
289,0.963602,0.902383,-0.337985
290,0.969702,0.936158,-0.252843
291,0.967967,0.827926,-0.501496
292,0.96589,0.808616,-0.528284
293,0.957882,0.784607,-0.549482
294,0.961244,0.754447,-0.595651
295,0.952387,0.799239,-0.517936
296,0.952387,0.799239,-0.517936
297,0.952387,0.799239,-0.517936
298,0.958653,0.766153,-0.576215
299,0.958653,0.766153,-0.576215
300,0.952395,0.758959,-0.575359
301,0.956429,0.792609,-0.535282
302,0.961039,0.736343,-0.617571
303,0.961039,0.736343,-0.617571
304,0.953458,0.734193,-0.608311
305,0.960151,0.751622,-0.597457
306,0.964216,0.824921,-0.499217
307,0.955842,0.867942,-0.400389
308,0.960407,0.916308,-0.287683
309,0.960398,0.888617,-0.364313
310,0.957757,0.857142,-0.427326
311,0.962674,0.9173,-0.292066
312,0.962674,0.9173,-0.292066
313,0.96725,0.8481,-0.46508
314,0.955159,0.815201,-0.497771
315,0.955159,0.815201,-0.497771
316,0.969339,0.720384,-0.648587
317,0.965372,0.637573,-0.724874
318,0.961729,0.694703,-0.665064
319,0.961729,0.694703,-0.665064
320,0.967447,0.600291,-0.758687
321,0.958449,0.714235,-0.639134
322,0.966475,0.843083,-0.47253
323,0.956622,0.871425,-0.394643
324,0.963881,0.940167,-0.212493
325,0.970299,0.942725,-0.229675
326,0.958559,0.909683,-0.302177
327,0.963846,0.947117,-0.178798
328,0.963846,0.947117,-0.178798
329,0.953245,0.9532,0.00927592
330,0.953245,0.9532,0.00927592
331,0.967654,0.9635,0.0895642
332,0.96929,0.960283,0.131832
333,0.957026,0.956058,0.0430171
334,0.96567,0.956267,0.134433
335,0.971586,0.967242,-0.0917775
336,0.950736,0.93985,-0.143461
337,0.954232,0.937925,-0.175659
338,0.968639,0.9625,-0.108886
339,0.968148,0.965925,-0.0655689
340,0.966742,0.965817,0.0422792
341,0.966742,0.965817,0.0422792
342,0.961746,0.958683,-0.0766863
343,0.959959,0.959808,-0.0170255
344,0.966177,0.965983,-0.0193657
345,0.959677,0.931042,-0.232684
346,0.962446,0.83785,-0.473614
347,0.962446,0.83785,-0.473614
348,0.962446,0.83785,-0.473614
349,0.966783,0.889158,-0.379562
350,0.966108,0.834425,-0.486929
351,0.964424,0.88795,-0.376377
352,0.961649,0.906525,-0.320907
353,0.961649,0.906525,-0.320907
354,0.966288,0.902208,-0.346023
355,0.967653,0.908017,-0.334452
356,0.967653,0.908017,-0.334452
357,0.96849,0.899092,-0.36001
358,0.96849,0.899092,-0.36001
359,0.96849,0.899092,-0.36001
360,0.955441,0.922817,-0.247543
361,0.965921,0.960467,-0.102504
362,0.962964,0.9598,-0.0779981
363,0.965245,0.951842,-0.160295
364,0.968187,0.967742,-0.0293689
365,0.968187,0.967742,-0.0293689
366,0.970007,0.967567,0.0687662
367,0.962418,0.9521,0.140552
368,0.95551,0.911258,0.287414
369,0.960153,0.8755,0.3942
370,0.962076,0.887325,0.371812
371,0.965264,0.8356,0.483227
372,0.965264,0.8356,0.483227
373,0.965264,0.8356,0.483227
374,0.965264,0.8356,0.483227
375,0.964757,0.801916,0.536365
376,0.963147,0.619711,0.737299
377,0.958535,0.690882,0.664433
378,0.964808,0.626328,0.733871
379,0.967471,0.524839,0.812738
380,0.964848,0.450409,0.853267
381,0.96537,0.637639,0.724814
382,0.968781,0.566919,0.785582
383,0.952556,0.42446,0.852758
384,0.95988,0.394884,0.874892
385,0.956976,0.13516,0.947383
386,0.956976,0.13516,0.947383
387,0.956976,0.13516,0.947383
388,0.968243,0.0651309,0.96605
389,0.953189,0.167632,0.938333
390,0.964454,0.265318,0.927242
391,0.963798,0.388488,0.882033
392,0.963798,0.388488,0.882033
393,0.963798,0.388488,0.882033
