t,cost
10,5.9778
20,5.952
30,5.9712
40,5.9148
50,5.8572
60,5.9352
70,5.934
80,5.967
90,5.949
100,5.9364
110,5.9238
120,5.9178
130,5.8728
140,5.9436
150,6.024
160,5.9436
170,5.9784
180,5.9184
190,6.138
200,6.078
210,5.8956
220,5.9562
230,5.874
240,5.8536
250,5.9382
260,5.9526
270,5.889
280,5.9604
290,5.8764
300,5.961
310,6.036
320,5.892
330,5.9088
340,5.8614
350,5.9232
360,5.9448
370,5.9244
380,5.9172
390,5.9892
400,6.024
410,6.054
420,5.907
430,6.09
440,6.018
450,6.018
460,6.036
470,6.108
480,5.9904
490,5.9568
500,5.8938
510,5.9508
520,5.9364
530,5.895
540,5.955
550,5.8554
560,5.9802
570,5.9388
580,5.874
590,5.925
600,5.9454
610,5.9184
620,5.8854
630,6
640,5.9478
650,5.964
660,5.9712
670,5.9826
680,5.8782
690,5.9406
700,5.9538
710,6.108
720,6.138
730,5.9568
740,5.892
750,5.916
760,6.024
770,5.949
780,5.9718
790,5.9304
800,5.9436
810,5.9604
820,5.997
830,6.018
840,6.006
850,5.9316
860,5.8728
870,5.9664
880,6.012
890,6.126
900,6.06
910,6.042
920,6.018
930,6.072
940,5.8608
950,5.9082
960,5.8962
970,6.012
980,6.018
990,5.931
1000,5.8884
1010,6.036
1020,5.946
1030,5.9358
1040,5.9856
1050,6.054
1060,6.03
1070,5.9922
1080,6.078
1090,6.006
1100,5.9562
1110,5.868
1120,6.06
1130,5.9838
1140,5.9232
1150,5.9532
1160,5.9004
1170,5.8818
1180,5.922
1190,5.9262
1200,5.9706
1210,6.048
1220,5.9064
1230,5.9592
1240,5.9958
1250,5.9256
1260,5.8986
1270,5.9358
1280,5.8596
1290,5.8932
1300,6.024
1310,5.8944
1320,5.9274
1330,5.9868
1340,6
1350,5.9778
1360,5.9604
1370,5.9694
1380,5.9256
1390,5.9406
1400,5.9442
1410,5.976
1420,6.114
1430,6.108
1440,5.9004
1450,5.9862
1460,5.8914
1470,5.9436
1480,5.9208
1490,5.9562
1500,5.9718
1510,5.8782
1520,5.9454
1530,5.8848
1540,5.8782
1550,5.9346
1560,5.9442
1570,5.8908
1580,5.9412
1590,5.9586
1600,5.9202
1610,5.9442
1620,5.961
1630,5.9322
1640,5.883
1650,6.024
1660,5.9424
1670,5.9412
1680,6.042
1690,5.9952
1700,5.9808
1710,5.9814
1720,6.006
1730,5.9784
1740,6.042
1750,5.9754
1760,6.036
1770,5.943
1780,6.066
1790,6.06
1800,5.9118
1810,5.9784
1820,5.982
1830,6.09
1840,6.162
1850,6.156
1860,6.03
1870,6.156
1880,6.144
1890,6.18
1900,6.09
1910,6.054
1920,6.06
1930,6.09
1940,5.9832
1950,6.102
1960,6.18
1970,6.174
1980,6.174
1990,6.114
2000,6.042
2010,6.03
2020,6.162
2030,6.084
2040,6.06
2050,6.036
2060,6.102
2070,6.144
2080,6.186
2090,6.126
2100,6.168
2110,6.066
2120,6.108
2130,6.096
2140,6.108
2150,6.06
2160,6.072
2170,6.078
2180,6.072
2190,6.162
2200,6.066
2210,6.03
2220,6.126
2230,6.114
2240,6.24
2250,6.114
2260,6.162
2270,6.06
2280,6.156
2290,6.21
2300,6.156
2310,6.204
2320,6.21
2330,6.354
2340,6.156
2350,6.21
2360,6.216
2370,6.264
2380,6.15
2390,6.21
2400,6.132
2410,6.162
2420,6.234
2430,6.15
2440,6.24
2450,6.168
2460,6.306
2470,6.15
2480,6.246
2490,6.156
2500,6.216
2510,6.198
2520,6.288
2530,6.198
2540,6.294
2550,6.18
2560,6.24
2570,6.186
2580,6.228
2590,6.324
2600,6.282
2610,6.264
2620,6.288
2630,6.222
2640,6.174
2650,6.264
2660,6.15
2670,6.354
2680,6.216
2690,6.336
2700,6.228
2710,6.402
2720,6.432
2730,6.21
2740,6.366
2750,6.276
2760,6.306
2770,6.264
2780,6.444
2790,6.312
2800,6.51
2810,6.39
2820,6.39
2830,6.408
2840,6.252
2850,6.396
2860,6.288
2870,6.432
2880,6.3
2890,6.444
2900,6.276
2910,6.552
2920,6.438
2930,6.354
2940,6.486
2950,6.366
2960,6.438
2970,6.462
2980,6.312
2990,6.51
3000,6.492
3010,6.654
3020,6.606
3030,6.42
3040,6.51
3050,6.39
3060,6.258
3070,6.438
3080,6.348
3090,6.54
3100,6.378
3110,6.606
3120,6.672
3130,6.432
3140,6.6
3150,6.648
3160,6.366
3170,6.54
3180,6.534
3190,6.396
3200,6.57
3210,6.36
3220,6.522
3230,6.588
3240,6.414
3250,6.516
3260,6.528
3270,6.528
3280,6.762
3290,6.564
3300,6.45
3310,6.606
3320,6.672
3330,6.414
3340,6.63
3350,6.69
3360,6.432
3370,6.732
3380,6.66
3390,6.39
3400,6.666
3410,6.558
3420,6.522
3430,6.624
3440,6.762
3450,6.774
3460,6.402
3470,6.57
3480,6.534
3490,6.492
3500,6.66
