MDTU,|Tr(Lx)|
1,0.894175
2,0.860589
3,0.838786
4,0.833995
5,0.839228
6,0.818733
7,0.80856
8,0.74961
9,0.604887
10,0.549646
11,0.45903
12,0.45903
13,0.472349
14,0.472349
15,0.607633
16,0.595986
17,0.501688
18,0.501688
19,0.404629
20,0.271357
21,0.240522
22,0.209846
23,0.209846
24,0.292045
25,0.234858
26,0.066781
27,0.173732
28,0.261394
29,0.26214
30,0.32339
31,0.32339
32,0.32339
33,0.123726
34,0.166705
35,0.130106
36,0.216254
37,0.406591
38,0.39484
39,0.301681
40,0.296186
41,0.163236
42,0.157331
43,0.118759
44,0.113195
45,0.113195
46,0.117949
47,0.209765
48,0.209765
49,0.209765
50,0.338919
51,0.338919
52,0.189215
53,0.184292
54,0.0617301
55,0.0617301
56,0.0701255
57,0.0701255
58,0.209431
59,0.147454
60,0.328679
61,0.252972
62,0.147572
63,0.115047
64,0.19794
65,0.162064
66,0.16028
67,0.221568
68,0.177717
69,0.330591
70,0.179533
71,0.350059
72,0.170426
73,0.170426
74,0.35637
75,0.366758
76,0.366758
77,0.188109
78,0.188109
79,0.287128
80,0.287128
81,0.380672
82,0.380672
83,0.15805
84,0.1862
85,0.0835676
86,0.0835676
87,0.121685
88,0.167719
89,0.167719
90,0.138363
91,0.155016
92,0.121053
93,0.121053
94,0.121053
95,0.0383074
96,0.144214
97,0.224073
98,0.341438
99,0.341438
100,0.391407
101,0.391407
102,0.338722
103,0.138112
104,0.0981843
105,0.320782
106,0.271937
107,0.328904
108,0.328904
109,0.328904
110,0.169879
111,0.023867
112,0.108474
113,0.0797752
114,0.0725499
115,0.0418068
116,0.398107
117,0.294993
118,0.123866
119,0.21228
120,0.111386
121,0.0994511
122,0.0994511
123,0.320216
124,0.295168
125,0.404417
126,0.494291
127,0.398791
128,0.387644
129,0.387644
130,0.462021
131,0.617524
132,0.5114
133,0.568021
134,0.500886
135,0.500886
136,0.500886
137,0.617665
138,0.698131
139,0.64165
140,0.513081
141,0.473107
142,0.617748
143,0.538794
144,0.618737
145,0.496217
146,0.697012
147,0.564372
148,0.525638
149,0.623578
150,0.623578
151,0.623578
152,0.522267
153,0.632372
154,0.632372
155,0.568255
156,0.568255
157,0.536534
158,0.424019
159,0.424019
160,0.424019
161,0.621353
162,0.573992
163,0.499067
164,0.627647
165,0.601642
166,0.601642
167,0.601642
168,0.531403
169,0.531403
170,0.460454
171,0.515769
172,0.46577
173,0.469962
174,0.63239
175,0.546628
176,0.437567
177,0.380239
178,0.302342
179,0.099362
180,0.0132897
181,0.101943
182,0.316827
183,0.212839
184,0.212839
185,0.290564
186,0.290564
187,0.267392
188,0.309096
189,0.274018
190,0.274018
191,0.274018
192,0.351062
193,0.066482
194,0.22295
195,0.368628
196,0.295916
197,0.275873
198,0.305817
199,0.336811
200,0.247345
