t,cg_iters
1,21183
2,21715
3,22071
4,22013
5,21868
6,21987
7,22125
8,21968
9,21626
10,21244
11,10800
12,10780
13,10859
14,10879
15,10853
16,10849
17,10817
18,10721
19,10735
20,10693
21,9564
22,9424
23,9414
24,9496
25,9562
26,9564
27,9365
28,9367
29,9509
30,9667
31,8017
32,8029
33,8019
34,7907
35,7902
36,7977
37,8066
38,8015
39,7942
40,7876
41,7827
42,7854
43,7754
44,7731
45,7743
46,7779
47,7856
48,7933
49,7868
50,7850
51,7841
52,7776
53,7915
54,7859
55,7823
56,7844
57,7836
58,7830
59,7929
60,7806
61,7974
62,7902
63,7953
64,7905
65,7904
66,7789
67,7794
68,7825
69,7946
70,7929
71,7884
72,7913
73,7920
74,7925
75,7966
76,8044
77,8064
78,7957
79,7875
80,7967
81,7976
82,7881
83,7934
84,7885
85,7807
86,7829
87,7902
88,7994
89,7934
90,7900
91,7823
92,7886
93,7936
94,7791
95,7868
96,7934
97,8000
98,7968
99,7946
100,7984
101,8043
102,8018
103,7913
104,7975
105,8016
106,8072
107,8050
108,7962
109,7972
110,7905
111,7824
112,7846
113,7858
114,7905
115,7902
116,7872
117,7886
118,7961
119,7910
120,7842
121,7905
122,8066
123,7930
124,7939
125,8090
126,8000
127,8069
128,7949
129,8049
130,7961
131,7974
132,7930
133,8063
134,7992
135,8053
136,7837
137,7901
138,8019
139,8116
140,8002
141,7983
142,7962
143,7993
144,8011
145,8028
146,8068
147,8040
148,8009
149,8096
150,8140
151,8157
152,8022
153,8152
154,8100
155,8052
156,8074
157,8072
158,7976
159,8085
160,8016
161,7984
162,8022
163,8076
164,7997
165,8074
166,8149
167,8018
168,8114
169,7944
170,7967
171,7935
172,7948
173,7997
174,8029
175,8135
176,8066
177,8121
178,8028
179,8050
180,7844
181,7869
182,7889
183,8038
184,7870
185,8004
186,7947
187,7932
188,7956
189,8033
190,7980
191,7913
192,8018
193,8081
194,7972
195,7954
196,7827
197,7845
198,7867
199,7923
200,7894
201,7894
202,7912
203,7889
204,7986
205,7975
206,7916
207,7876
208,7907
209,7871
210,7872
211,7993
212,7903
213,7875
214,7963
215,7962
216,7860
217,7806
218,7833
219,7953
220,7929
221,7872
222,7894
223,7901
224,7843
225,7875
226,7922
227,7903
228,8066
229,8072
230,8074
231,7961
232,7972
233,8021
234,8021
235,8106
236,8192
237,8123
238,8069
239,8029
240,7991
241,7972
242,7899
243,7957
244,8161
245,8134
246,8094
247,8028
248,8051
249,8140
250,8091
251,8067
252,8094
253,7999
254,8124
255,8221
256,8155
257,8108
258,8083
259,8303
260,8225
261,8148
262,8107
263,8020
264,7984
265,8012
266,8073
267,8024
268,8085
269,8052
270,8065
271,8134
272,8044
273,8035
274,8157
275,8121
276,8085
277,8158
278,8039
279,8074
280,7980
281,7959
282,8030
283,8016
284,7957
285,8107
286,8032
287,8085
288,8039
289,8108
290,8076
291,7983
292,7981
293,7977
294,7991
295,7890
296,7859
297,7888
298,7876
299,7928
300,7879
301,7980
302,7938
303,7965
304,8051
305,8076
306,8096
307,8091
308,8007
309,8012
310,8046
311,8129
312,7987
313,7946
314,8070
315,8035
316,8021
317,7975
318,7955
319,7875
320,7877
321,7894
322,7927
323,7964
324,7956
325,7912
326,8042
327,7976
328,7928
329,8098
330,8002
331,7987
332,8027
333,8052
334,7979
335,8080
336,7994
337,8067
338,8120
339,8016
340,8054
341,8057
342,8018
343,8069
344,8128
345,8120
346,8108
347,8220
348,8067
349,7998
350,7992
351,8022
352,8028
353,8024
354,8051
355,8044
356,8020
357,8158
358,8058
359,8034
360,7963
361,8031
362,8075
363,7961
364,7936
365,8226
366,8145
367,8079
368,8083
369,8068
370,8084
371,8188
372,8178
373,8275
374,8227
375,8035
376,8002
377,8022
378,8057
379,8112
380,8113
381,7996
382,7934
383,7920
384,7784
385,7868
386,7822
387,7931
388,7889
389,7922
390,7930
391,7844
392,7815
393,7856
394,7980
395,7856
396,7847
397,7796
398,7904
399,7851
400,7835
401,7945
402,7866
403,7966
404,7963
405,7956
406,8010
407,8029
408,7951
409,7911
410,7959
411,7849
412,7849
413,7837
414,7895
415,7911
416,7920
417,7938
418,7957
419,7961
420,7868
421,7875
422,8017
423,8048
424,7991
425,8094
426,8017
427,7943
428,7884
429,7922
430,8045
431,7914
432,7912
433,7886
434,7933
435,7921
436,7806
437,7896
438,7891
439,7924
440,7901
441,7943
442,7957
443,7962
444,8027
445,8080
446,8064
447,7957
448,7987
449,8028
450,7991
451,7878
452,7873
453,7891
454,7821
455,7864
456,7762
457,7837
458,7817
459,7943
460,7905
461,7809
462,7919
463,7961
464,8136
465,8076
466,8003
467,8069
468,8100
469,8060
470,8091
471,8091
472,8048
473,7966
474,7922
475,7995
476,7859
477,7979
478,8024
479,7984
480,7997
481,8110
482,8049
483,8159
484,8097
485,7910
486,7883
487,7988
488,7906
489,7989
490,7959
491,7857
492,7867
493,7998
494,7855
495,7834
496,7922
497,8051
498,7897
499,8019
500,8012
501,7859
502,7887
503,7905
504,8029
505,7897
506,7965
507,7919
508,7992
509,8025
510,7884
511,7964
512,7905
513,8048
514,8029
515,7907
516,7962
517,7899
518,7944
519,7926
520,7882
521,8009
522,7851
523,7906
524,8064
525,7926
526,7956
527,7947
528,7980
529,8066
530,7882
531,7830
532,7914
533,7896
534,7948
535,7933
536,8038
537,7937
538,8030
539,7966
540,8063
541,7898
542,7813
543,7987
544,7896
545,7894
546,8008
547,7895
548,7975
549,7985
550,7924
551,7974
552,8003
553,8028
554,8087
555,8031
556,7882
557,7930
558,7930
559,8015
560,7868
561,7958
562,7976
563,8041
564,8050
565,8049
566,7996
567,8037
568,8076
569,8073
570,8061
571,8016
572,7914
573,7919
574,7962
575,7904
576,8000
577,7970
578,7979
579,8037
580,7946
581,7931
582,7930
583,8081
584,7961
585,8010
586,7933
587,7957
588,7971
589,7958
590,7996
591,8070
592,7952
593,7981
594,8090
595,7911
596,7859
597,7927
598,7879
599,7813
600,7936
601,7801
602,7897
603,7935
604,7864
605,7877
606,7848
607,7882
608,7911
609,7960
610,8007
611,8099
612,8077
613,7980
614,8057
615,8097
616,8251
617,8210
618,8089
619,8117
620,8076
621,7913
622,8110
623,8039
624,7965
625,8023
626,7964
627,7993
628,7950
629,8092
630,8071
631,7973
632,7933
633,7965
634,8061
635,7982
636,7844
637,7984
638,7999
639,7984
640,7840
641,7940
642,7941
643,8006
644,7976
645,8017
646,8116
647,7975
648,7982
649,7981
650,7964
651,8004
652,7968
653,7989
654,7996
655,7862
656,7965
657,8077
658,7895
659,7909
660,7984
661,8023
662,7987
663,8046
664,7964
665,7943
666,8014
667,8048
668,7967
669,7954
670,7995
671,7996
672,8040
673,8156
674,7965
675,7896
676,7962
677,7949
678,7956
679,7891
680,8004
681,8025
682,8034
683,7929
684,7911
685,7838
686,7931
687,7918
688,7840
689,7927
690,7867
691,7983
692,7967
693,8066
694,7981
695,7988
696,8088
697,7898
698,7971
699,7859
700,7943
701,7971
702,7974
703,7951
704,7967
705,7943
706,7959
707,8011
708,7938
709,8051
710,8061
711,8072
712,8042
713,8075
714,8119
715,8047
716,8050
717,8082
718,8136
719,7991
720,7948
721,8002
722,8031
723,8065
724,8162
725,8066
726,8046
727,8024
728,8018
729,7928
730,7983
731,8129
732,8061
733,8107
734,7995
735,8022
736,8041
737,8058
738,7950
739,7872
740,8001
741,8013
742,8072
743,8040
744,8085
745,7978
746,7881
747,7745
748,7817
749,7888
750,7906
751,7950
752,7849
753,7890
754,7837
755,7926
756,7967
757,8016
758,7881
759,7867
760,8024
761,7933
762,7987
763,8000
764,7971
765,8004
766,8085
767,7996
768,7902
769,8103
770,8138
771,8112
772,8085
773,8052
774,7974
775,7955
776,7957
777,8016
778,7916
779,7906
780,8043
781,8023
782,7916
783,7988
784,7929
785,7955
786,7929
787,7895
788,7882
789,8042
790,7973
791,7909
792,8032
793,7989
794,7903
795,7774
796,7947
797,7925
798,7833
799,7939
800,7892
801,7875
802,7989
803,7989
804,8028
805,8059
806,7961
807,7997
808,8027
809,7914
810,7936
811,7949
812,8012
813,7943
814,7991
815,7889
816,7931
817,7941
818,7943
819,8061
820,7957
821,7991
822,7876
823,7818
824,7908
825,7964
826,7927
827,7917
828,7817
829,7888
830,7889
831,7804
832,7911
833,7973
834,7925
835,7946
836,8043
837,8026
838,8017
839,7965
840,7910
841,7877
842,7877
843,7930
844,7894
845,7980
846,7996
847,7938
848,7937
849,8017
850,7912
851,7988
852,7995
853,7967
854,7901
855,8026
856,7903
857,7941
858,7925
859,7875
860,7802
861,7833
862,7959
863,7888
864,7812
865,7875
866,7956
867,7959
868,8027
869,8015
870,7949
871,7936
872,8040
873,7957
874,8107
875,8096
876,8050
877,8046
878,8110
879,8158
880,8185
881,8116
882,8062
883,8092
884,8024
885,8041
886,7986
887,7935
888,8064
889,8035
890,7949
891,8197
892,8124
893,8074
894,8149
895,8092
896,8121
897,8117
898,8112
899,8021
900,8000
901,8065
902,8016
903,7910
904,7998
905,8095
906,7991
907,7976
908,7954
909,7943
910,8077
911,7946
912,7899
913,7953
914,8161
915,8125
916,8110
917,8006
918,8023
919,7931
920,8089
921,7901
922,7947
923,8066
924,8084
925,8122
926,8050
927,8023
928,7942
929,8027
930,8065
931,8215
932,8036
933,7994
934,7982
935,7979
936,8020
937,8029
938,8026
939,7976
940,7963
941,7985
942,8119
943,8095
944,8163
945,8054
946,8047
947,8068
948,7969
949,8083
950,7941
951,7944
952,7975
953,7896
954,7915
955,7950
956,7876
957,7882
958,7934
959,8021
960,7874
961,7933
962,7888
963,7956
964,7918
965,7949
966,7924
967,7918
968,7986
969,7965
970,7878
971,7876
972,7866
973,7973
974,7945
975,7976
976,7990
977,8011
978,8061
979,7868
980,7960
981,7958
982,7948
983,7996
984,8038
985,7908
986,7781
987,7982
988,8007
989,7998
990,8078
991,8102
992,7997
993,8048
994,8023
995,7984
996,7958
997,7969
998,7950
999,7991
1000,7983
1001,8025
1002,7965
1003,7922
1004,8013
1005,7961
1006,7982
1007,7952
1008,7977
1009,7964
1010,7904
1011,7935
1012,7930
1013,7910
1014,7987
1015,7993
1016,7900
1017,7966
1018,7834
1019,7907
1020,7937
1021,7961
1022,7867
1023,7981
1024,8014
1025,7989
1026,7944
1027,7938
1028,7923
1029,7931
1030,7849
1031,8077
1032,7949
1033,7975
1034,7913
1035,7865
1036,7975
1037,7999
1038,8048
1039,8025
1040,7951
1041,7928
1042,7991
1043,7942
1044,7919
1045,7924
1046,7860
1047,7969
1048,7910
1049,7848
1050,7856
1051,7964
1052,7950
1053,8021
1054,7987
1055,8024
1056,7981
1057,8008
1058,7925
1059,7891
1060,7886
1061,7924
1062,7961
1063,7979
1064,7989
1065,7956
1066,8013
1067,8012
1068,8047
1069,7967
1070,7948
1071,7993
1072,7905
1073,7956
1074,7892
1075,7859
1076,7937
1077,7993
1078,8057
1079,8044
1080,8082
1081,8138
1082,8031
1083,7998
1084,8003
1085,8144
1086,8025
1087,8055
1088,8061
1089,8000
1090,7814
1091,7890
1092,8014
1093,7891
1094,7894
1095,7916
1096,7884
1097,7953
1098,7930
1099,8030
1100,7893
1101,7891
1102,7984
1103,7865
1104,8028
1105,7960
1106,8041
1107,8058
1108,7943
1109,7938
1110,8003
1111,7977
1112,8004
1113,7913
1114,8008
1115,7984
1116,8047
1117,7977
1118,7992
1119,8019
1120,8060
1121,7972
1122,7852
1123,8107
1124,8038
1125,7999
1126,8057
1127,8148
1128,8047
1129,8057
1130,8038
1131,7918
1132,7947
1133,7917
1134,7881
1135,8041
1136,7973
1137,8028
1138,7980
1139,7952
1140,7934
1141,7994
1142,8087
1143,8026
1144,7985
1145,7930
1146,7838
1147,7946
1148,7921
1149,7835
1150,7947
1151,7821
1152,7828
1153,7836
1154,7792
1155,7795
1156,7830
1157,7876
1158,7993
1159,7913
1160,7856
1161,7966
1162,7968
1163,7936
1164,7938
1165,7918
1166,7871
1167,7973
1168,8049
1169,8000
1170,8025
1171,8027
1172,7960
1173,7929
1174,7982
1175,7983
1176,7939
1177,7920
1178,7893
1179,7827
1180,7820
1181,7861
1182,7773
1183,7916
1184,7936
1185,7827
1186,7919
1187,7802
1188,7955
1189,7883
1190,7910
1191,7980
1192,7868
1193,7959
1194,7943
1195,7797
1196,7813
1197,8016
1198,7908
1199,7900
1200,7853
1201,7880
1202,7967
1203,7897
1204,7990
1205,7934
1206,8046
1207,7898
1208,7971
1209,8025
1210,8014
1211,7951
1212,7965
1213,7837
1214,7909
1215,7951
1216,7946
1217,7955
1218,7872
1219,7863
1220,7854
1221,7980
1222,7964
1223,8024
1224,7942
1225,7910
1226,8032
1227,7967
1228,7953
1229,7985
1230,8075
1231,8095
1232,7993
1233,7956
1234,8047
1235,8095
1236,8137
1237,8075
1238,7984
1239,7930
1240,8054
1241,8107
1242,8048
1243,7982
1244,7978
1245,8072
1246,8007
1247,8004
1248,7993
1249,8043
1250,7817
1251,8000
1252,7986
1253,8046
1254,8063
1255,7987
1256,7962
1257,7999
1258,7976
1259,8016
1260,8070
1261,8002
1262,8048
1263,7931
1264,8099
1265,7910
1266,8023
1267,7933
1268,7971
1269,8019
1270,7957
1271,7937
1272,7886
1273,7948
1274,7960
1275,7977
1276,7794
1277,7836
1278,7891
1279,7791
1280,7881
1281,7925
1282,7917
1283,7802
1284,7838
1285,7999
1286,8084
1287,7999
1288,7947
1289,7889
1290,7883
1291,7915
1292,7898
1293,7904
1294,7885
1295,7903
1296,7910
1297,7961
1298,7917
1299,7885
1300,8002
1301,8118
1302,8035
1303,8000
1304,7868
1305,7831
1306,7915
1307,7944
1308,8032
1309,8102
1310,8073
1311,8054
1312,8095
1313,8065
1314,8126
1315,7970
1316,7781
1317,7898
1318,7791
1319,7889
1320,7848
1321,7941
1322,7884
1323,7901
1324,7900
1325,7883
1326,7918
1327,7945
1328,7925
1329,8029
1330,7823
1331,7993
1332,8035
1333,8050
1334,7902
1335,8052
1336,7819
1337,7905
1338,7909
1339,7884
1340,7806
1341,8001
1342,7960
1343,7958
1344,8019
1345,7919
1346,7916
1347,7944
1348,7898
1349,7962
1350,7933
1351,7933
1352,8030
1353,7960
1354,8046
1355,8026
1356,7963
1357,8040
1358,8060
1359,8019
1360,7944
1361,8053
1362,8038
1363,8074
1364,8085
1365,8008
1366,7994
1367,7969
1368,8022
1369,7931
1370,7888
1371,7858
1372,7909
1373,7931
1374,7957
1375,7960
1376,7983
1377,7927
1378,7949
1379,7878
1380,7925
1381,7971
1382,7906
1383,7921
1384,8039
1385,7977
1386,7930
1387,7948
1388,7963
1389,7985
1390,7979
1391,8003
1392,7959
1393,7894
1394,8002
1395,7999
1396,7974
1397,8016
1398,8021
1399,7942
1400,8006
1401,7911
1402,7921
1403,7940
1404,7952
1405,8036
1406,7956
1407,7982
1408,7972
1409,7846
1410,7908
1411,8032
1412,7969
1413,8001
1414,7865
1415,7956
1416,7895
1417,7850
1418,8001
1419,7966
1420,7967
1421,8047
1422,7960
1423,7973
1424,8011
1425,8070
1426,8028
1427,8081
1428,8168
1429,8128
1430,8163
1431,8102
1432,7921
1433,8083
1434,7977
1435,7998
1436,7931
1437,7870
1438,7807
1439,7854
1440,7830
1441,8006
1442,7915
1443,7894
1444,8008
1445,7973
1446,8001
1447,8033
1448,7901
1449,7980
1450,7873
1451,7984
1452,7911
1453,7899
1454,7975
1455,7896
1456,7843
1457,7822
1458,7914
1459,7982
1460,7987
1461,7940
1462,8028
1463,8066
1464,8057
1465,8064
1466,7906
1467,8040
1468,8139
1469,8044
1470,8069
1471,8189
1472,8156
1473,8079
1474,8048
1475,8126
1476,7960
1477,8018
1478,8072
1479,7999
1480,8000
1481,8010
1482,7981
1483,8087
1484,8033
1485,7990
1486,7867
1487,7818
1488,7873
1489,7917
1490,8025
1491,8025
1492,7855
1493,7886
1494,7916
1495,7884
1496,7989
1497,7954
1498,7956
1499,7936
1500,7983
1501,8003
1502,8060
1503,8012
1504,8068
1505,7905
1506,7962
1507,7960
1508,7905
1509,7950
1510,7951
1511,7899
1512,7857
1513,7861
1514,7935
1515,7975
1516,8055
1517,8028
1518,8030
1519,8025
1520,8093
1521,8115
1522,8131
1523,8074
1524,8242
1525,8076
1526,8023
1527,7997
1528,7955
1529,8025
1530,7938
1531,7956
1532,7975
1533,8071
1534,8098
1535,8068
1536,8126
1537,8189
1538,8075
1539,8095
1540,8075
1541,8148
1542,8049
1543,8064
1544,8071
1545,8022
1546,7911
1547,8046
1548,8063
1549,8116
1550,8136
1551,7995
1552,8077
1553,8058
1554,8104
1555,8149
1556,8169
1557,8039
1558,8062
1559,8072
1560,8034
1561,8225
1562,8119
1563,8038
1564,8108
1565,8056
1566,8014
1567,7959
1568,7993
1569,7937
1570,7881
1571,7905
1572,7885
1573,7936
1574,7897
1575,7978
1576,7938
1577,7935
1578,7924
1579,8030
1580,8009
1581,7917
1582,8016
1583,8031
1584,7955
1585,8007
1586,8063
1587,7950
1588,7832
1589,7906
1590,7887
1591,8008
1592,7918
1593,8081
1594,7921
1595,7906
1596,7941
1597,7913
1598,7839
1599,7875
1600,7866
1601,7966
1602,7909
1603,8018
1604,7977
1605,8011
1606,7972
1607,7850
1608,8008
1609,7989
1610,8048
1611,8028
1612,7905
1613,8016
1614,8139
1615,8094
1616,8131
1617,8035
1618,8026
1619,7998
1620,7978
1621,8011
1622,8038
1623,8070
1624,8082
1625,8023
1626,8017
1627,8199
1628,8191
1629,8167
1630,8151
1631,8133
1632,8054
1633,8118
1634,8062
1635,8056
1636,8181
1637,8103
1638,8056
1639,7926
1640,8030
1641,8044
1642,8176
1643,8254
1644,8241
1645,8157
1646,8147
1647,8172
1648,8103
1649,8106
1650,7995
1651,8005
1652,8054
1653,8052
1654,8091
1655,8067
1656,8162
1657,8138
1658,8172
1659,8016
1660,7957
1661,7911
1662,7943
1663,8014
1664,8013
1665,7961
