t,walltime
10,40.13
20,13.99
30,12.39
40,10.4
50,10.27
60,10.26
70,10.31
80,10.35
90,10.32
100,10.34
110,10.4
120,10.3
130,10.4
140,10.39
150,10.42
160,10.48
170,10.44
180,10.43
190,10.38
200,10.34
210,10.32
220,10.32
230,10.37
240,10.46
250,10.46
260,10.53
270,10.46
280,10.48
290,10.44
300,10.35
310,10.44
320,10.39
330,10.38
340,10.43
350,10.48
360,10.45
370,10.48
380,10.52
390,10.33
400,10.3
410,10.37
420,10.31
430,10.4
440,10.34
450,10.41
460,10.29
470,10.43
480,10.4
490,10.41
500,10.35
510,10.34
520,10.36
530,10.39
540,10.37
550,10.35
560,10.41
570,10.43
580,10.38
590,10.39
600,10.37
610,10.31
620,10.52
630,10.43
640,10.38
650,10.42
660,10.39
670,10.43
680,10.42
690,10.35
700,10.4
710,10.4
720,10.48
730,10.47
740,10.43
750,10.38
760,10.36
770,10.43
780,10.41
790,10.41
800,10.35
810,10.42
820,10.39
830,10.35
840,10.39
850,10.38
860,10.36
870,10.38
880,10.5
890,10.46
900,10.52
910,10.43
920,10.44
930,10.45
940,10.46
950,10.48
960,10.38
970,10.37
980,10.39
990,10.42
1000,10.44
1010,10.41
1020,10.39
1030,10.4
1040,10.43
1050,10.38
1060,10.41
1070,10.43
1080,10.42
1090,10.46
1100,10.38
1110,10.4
1120,10.45
1130,10.48
1140,10.4
1150,10.39
1160,10.33
1170,10.4
1180,10.39
1190,10.35
1200,10.38
1210,10.39
1220,10.38
1230,10.42
1240,10.49
1250,10.47
1260,10.47
1270,10.43
1280,10.37
1290,10.39
1300,10.39
1310,10.44
1320,10.42
1330,10.37
1340,10.41
1350,10.41
1360,10.48
1370,10.45
1380,10.41
1390,10.42
1400,10.46
1410,10.41
1420,10.44
1430,10.51
1440,10.41
1450,10.43
1460,10.41
1470,10.49
1480,10.54
1490,10.43
1500,10.41
1510,10.45
1520,10.46
1530,10.51
1540,10.55
1550,10.52
1560,10.56
1570,10.49
1580,10.44
1590,10.44
1600,10.43
1610,10.44
1620,10.53
1630,10.58
1640,10.56
1650,10.6
1660,10.56
1670,10.4
1680,10.53
1690,10.45
1700,10.45
1710,10.49
1720,10.42
1730,10.44
1740,10.47
1750,10.44
1760,10.46
1770,10.4
1780,10.51
1790,10.55
1800,10.51
1810,10.52
1820,10.55
1830,10.46
1840,10.49
1850,10.46
1860,10.52
1870,10.48
1880,10.56
1890,10.53
1900,10.62
1910,10.58
1920,10.41
1930,10.56
1940,10.5
1950,10.5
1960,10.56
1970,10.52
1980,10.57
1990,10.67
2000,10.58
2010,10.68
2020,10.63
2030,10.74
2040,10.71
2050,10.55
2060,10.56
2070,10.54
2080,10.69
2090,10.52
2100,10.6
2110,10.57
2120,10.68
2130,10.67
2140,10.55
2150,10.62
2160,10.68
2170,10.74
2180,10.64
2190,10.66
2200,10.62
2210,10.66
2220,10.65
2230,10.61
2240,10.71
2250,10.61
2260,10.7
2270,10.61
2280,10.69
2290,10.69
2300,10.62
2310,10.75
2320,10.75
2330,10.79
2340,10.62
2350,10.76
2360,10.73
2370,10.74
2380,10.77
2390,10.65
2400,10.82
2410,10.85
2420,10.77
2430,10.93
2440,10.85
2450,10.7
2460,10.86
2470,10.82
2480,10.9
2490,10.97
2500,10.81
2510,10.82
2520,10.95
2530,10.78
2540,10.84
2550,10.71
2560,10.85
2570,10.83
2580,10.76
2590,10.81
2600,10.73
2610,10.79
2620,10.9
2630,10.84
2640,10.9
2650,11.01
2660,10.91
2670,11.09
2680,11.04
2690,10.89
2700,11
2710,10.93
2720,10.8
2730,10.99
2740,10.93
2750,10.8
2760,11.02
2770,10.99
2780,10.86
2790,10.97
2800,11.01
2810,10.82
2820,11.03
2830,11.02
2840,10.93
2850,11.2
2860,11.17
2870,10.95
2880,11
2890,11.07
2900,11.15
2910,10.9
2920,11.08
2930,11.13
2940,10.94
2950,11.15
2960,11.18
2970,11.17
2980,11.03
2990,11.13
3000,11.12
3010,11.09
3020,11.21
3030,11.1
3040,11.06
3050,11.05
3060,11.28
3070,11.28
3080,11.2
3090,11.06
3100,11.25
3110,11.24
3120,11.2
3130,11.11
3140,11.2
3150,11.21
3160,11.01
3170,11.23
3180,11.26
3190,11.26
3200,11.13
3210,11.27
3220,11.3
3230,11.3
3240,11.14
3250,11.21
3260,11.33
3270,11.33
3280,11.54
3290,11.37
3300,11.31
3310,11.45
3320,11.46
3330,11.43
3340,11.41
3350,11.12
3360,11.4
3370,11.44
3380,11.41
3390,11.42
3400,11.27
3410,11.57
3420,11.55
3430,11.53
3440,11.42
3450,11.38
3460,11.21
3470,11.42
3480,11.47
3490,11.46
3500,11.55
