MDTU,plaq,Re(det),Im(det),link
1,0.0388078,42442.1,26264.7,nan
2,0.0336705,1239.25,908.492,0.0414646
3,0.0349418,171.585,101.008,0.0585035
4,0.0348885,45.5928,27.0526,0.0670434
5,0.0300619,9.45615,6.90914,0.0783319
6,0.0409449,5.42595,2.43949,0.0793608
7,0.0420206,2.50653,1.22579,0.0721524
8,0.0307029,1.13502,0.609908,0.0777316
9,0.0362767,0.608261,0.321508,0.102464
10,0.0364469,0.457765,0.224146,0.109973
11,0.0342205,0.321562,0.15734,0.0721427
12,0.0342205,0.321562,0.15734,0.0721427
13,0.0298444,0.219317,0.128454,0.0850595
14,0.0298444,0.219317,0.128454,0.0850595
15,0.032098,0.158054,0.0839572,0.0969458
16,0.0278336,0.0908104,0.0562871,0.091635
17,0.0266603,0.0704579,0.0475495,0.11355
18,0.0266603,0.0704579,0.0475495,0.11355
19,0.0335069,0.0538082,0.028134,0.119023
20,0.0213615,0.0328373,0.026783,0.110978
21,0.0278207,0.0319977,0.019538,0.129105
22,0.0278407,0.0453626,0.0289808,0.0956746
23,0.0278407,0.0453626,0.0289808,0.0956746
24,0.039514,0.0533643,0.0240685,0.121562
25,0.0264889,0.0365264,0.0223622,0.107922
26,0.0325052,0.0423304,0.0203186,0.123553
27,0.0355086,0.0500164,0.0235671,0.153241
28,0.0324487,0.0426828,0.0212912,0.127482
29,0.0407711,0.0435648,0.0179664,0.109655
30,0.0290262,0.0363969,0.0209025,0.107637
31,0.0290262,0.0363968,0.0209025,0.107637
32,0.0290262,0.0363968,0.0209025,0.107637
33,0.0310944,0.0345658,0.0187022,0.120871
34,0.0352035,0.0300714,0.0142433,0.138706
35,0.0322639,0.0370171,0.0191801,0.109258
36,0.0223707,0.0267953,0.0173852,0.118188
37,0.0394467,0.0270417,0.0117478,0.118333
38,0.0351219,0.0297555,0.0155106,0.107793
39,0.0350396,0.0257293,0.0110364,0.137401
40,0.032392,0.0247158,0.0128359,0.141621
41,0.0230568,0.0173886,0.0116136,0.146021
42,0.0379022,0.0271256,0.0121199,0.151696
43,0.0304272,0.0212316,0.0109618,0.145303
44,0.0298425,0.0279035,0.0155975,0.163517
45,0.0298425,0.0279035,0.0155975,0.163517
46,0.0240634,0.0206059,0.0133801,0.156588
47,0.0262735,0.0210993,0.0139195,0.145573
48,0.0262735,0.0210993,0.0139195,0.145573
49,0.0262735,0.0210993,0.0139195,0.145573
50,0.0252624,0.0177764,0.0129303,0.150113
51,0.0252624,0.0177764,0.0129303,0.150113
52,0.02161,0.0147845,0.0111774,0.147314
53,0.0277798,0.0202388,0.0112347,0.134491
54,0.0458685,0.0334678,0.0111705,0.148926
55,0.0458685,0.0334678,0.0111705,0.148926
56,0.0266693,0.0210045,0.0135245,0.144505
57,0.0266693,0.0210045,0.0135245,0.144505
58,0.031233,0.0251355,0.0139972,0.121985
59,0.031261,0.026117,0.0144327,0.127006
60,0.0236834,0.0230778,0.0147783,0.117659
61,0.0285717,0.0273414,0.015844,0.122879
62,0.0312052,0.0325922,0.0192553,0.133603
63,0.0246767,0.0319024,0.0205837,0.114682
64,0.0311743,0.0401578,0.0214522,0.134063
65,0.0235223,0.0223216,0.0147186,0.112986
66,0.0527863,0.0363988,0.0113588,0.131484
67,0.0272195,0.018518,0.0107903,0.141299
68,0.0274462,0.0224921,0.0143101,0.140496
69,0.0442484,0.028749,0.0110832,0.114702
70,0.0424397,0.0287206,0.0121876,0.134541
71,0.0321144,0.0287224,0.0137225,0.128397
72,0.0379889,0.0341835,0.0150355,0.128765
73,0.0379889,0.0341835,0.0150355,0.128765
74,0.0298033,0.0260396,0.014347,0.114201
75,0.0255119,0.0226004,0.0155739,0.110552
76,0.0255119,0.0226004,0.0155739,0.110552
77,0.0324908,0.0251058,0.0120169,0.119291
78,0.0324908,0.0251058,0.0120169,0.119291
79,0.0237808,0.0248214,0.0172573,0.122496
80,0.0237808,0.0248214,0.0172573,0.122496
81,0.0278914,0.0266775,0.0155631,0.11695
82,0.0278914,0.0266775,0.0155631,0.11695
83,0.0475354,0.0433792,0.013264,0.120663
84,0.0369652,0.0305221,0.0156958,0.128076
85,0.026564,0.0336681,0.0224934,0.130222
86,0.026564,0.0336681,0.0224934,0.130222
87,0.0339269,0.0329109,0.0160863,0.120899
88,0.0375208,0.0391567,0.0159733,0.115846
89,0.0375208,0.0391567,0.0159733,0.115846
90,0.0287113,0.0311437,0.0184988,0.141333
91,0.0255779,0.0270583,0.0189313,0.126427
92,0.0413206,0.0457637,0.0168293,0.144117
93,0.0413206,0.0457637,0.0168293,0.144117
94,0.0413206,0.0457637,0.0168293,0.144117
95,0.0361478,0.0279782,0.0129579,0.133639
96,0.0414809,0.0316361,0.0126886,0.11377
97,0.0336257,0.0348648,0.0191895,0.11742
98,0.0282159,0.0219309,0.0120525,0.128415
99,0.0282159,0.0219309,0.0120525,0.128415
100,0.0260011,0.0214627,0.0133852,0.122974
101,0.0260011,0.0214627,0.0133852,0.122974
102,0.0351918,0.0283276,0.013361,0.123219
103,0.052297,0.0314626,0.0105805,0.126225
104,0.0320866,0.0210841,0.00975702,0.108274
105,0.0279941,0.0176464,0.0105596,0.104635
106,0.0329861,0.0200206,0.00956454,0.0854482
107,0.0313021,0.0196155,0.0106015,0.114648
108,0.0313021,0.0196155,0.0106015,0.114648
109,0.0313021,0.0196155,0.0106015,0.114648
110,0.027682,0.0162506,0.0098787,0.132204
111,0.0342303,0.0262441,0.0124723,0.131383
112,0.0272014,0.016685,0.0111671,0.137564
113,0.02657,0.0175383,0.0124629,0.125808
114,0.0333125,0.0240361,0.0117848,0.118853
115,0.023783,0.0152406,0.0109902,0.142035
