t,e^(-dS)
1,1.1184
2,0.976774
3,0.983173
4,0.973439
5,0.961818
6,0.997429
7,0.984984
8,1.02505
9,0.965828
10,1.01088
11,0.589783
12,0.590964
13,0.978289
14,0.694058
15,0.79716
16,0.59589
17,1.16369
18,0.464172
19,0.687495
20,0.761245
21,1.14294
22,1.24645
23,0.69184
24,1.03478
25,0.99296
26,0.492136
27,1.32445
28,0.6558
29,0.661795
30,0.77136
31,0.541561
32,0.177817
33,1.23479
34,0.803965
35,2.02993
36,1.46565
37,0.301194
38,2.01134
39,1.57917
40,1.12626
41,0.635337
42,0.621885
43,1.26238
44,6.93791
45,0.41979
46,1.13815
47,1.49182
48,0.40771
49,0.425751
50,0.468931
51,0.456257
52,0.685299
53,1.06205
54,0.756616
55,0.456622
56,2.05793
57,0.623192
58,1.17316
59,1.04762
60,1.08727
61,2.42177
62,0.812938
63,3.45561
64,1.25408
65,1.03805
66,0.374898
67,1.18294
68,1.49168
69,0.460658
70,0.852314
71,0.908455
72,0.383775
73,0.702366
74,0.834769
75,1.19411
76,0.735577
77,1.7598
78,0.243655
79,1.72875
80,0.612504
81,0.469447
82,0.236218
83,0.605016
84,2.59893
85,2.12463
86,0.283087
87,0.802198
88,1.39557
89,0.618289
90,0.814159
91,0.54194
92,1.57539
93,0.413582
94,0.601758
95,0.361678
96,0.73646
97,1.38639
98,0.314114
99,0.594699
100,1.15673
101,0.479601
102,2.46133
103,0.453799
104,0.756767
105,1.23986
106,0.871447
107,0.636291
108,0.257947
109,0.528612
110,1.52898
111,0.873978
112,0.92987
113,1.6733
114,1.0221
115,0.827787
116,1.07852
117,1.07783
118,2.6464
119,0.749162
120,0.33588
121,1.11605
122,0.32923
123,0.684888
124,1.29706
125,0.833935
126,0.848063
127,0.912233
128,1.10606
129,0.513657
130,0.699842
131,1.40074
132,0.524243
133,1.78497
134,1.10517
135,0.435657
136,0.264477
137,1.40425
138,0.904919
139,0.73286
140,0.893419
141,0.788755
142,1.06767
143,1.19483
144,0.935625
145,1.41567
146,1.01118
147,1.65219
148,2.14106
149,0.883292
150,0.554937
151,0.708858
152,1.31403
153,1.08332
154,0.273077
155,1.12401
156,0.386007
157,1.00122
158,0.807106
159,0.326606
160,0.244143
161,0.352748
162,0.522673
163,0.999192
164,1.01711
165,0.5739
166,0.410697
167,0.409671
168,0.997254
169,0.553773
170,1.25923
171,1.4755
172,0.51799
173,1.40453
174,0.478021
175,1.15212
176,0.446061
177,1.21361
178,0.515819
179,0.827455
180,3.03133
181,1.66929
182,3.17402
183,0.816686
184,0.565412
185,0.87494
186,0.611219
187,0.732055
188,3.12364
189,1.97704
190,0.733227
191,0.765443
192,2.87198
193,0.566091
194,1.19506
195,0.883115
196,0.498376
197,0.911339
198,1.32671
199,0.991093
200,1.26213
201,1.89156
202,1.11238
203,0.771129
204,3.98286
205,0.474972
206,2.44562
207,0.997525
208,1.31285
209,1.05403
210,0.71398
211,0.47081
212,1.53342
213,0.600736
214,1.63673
215,1.60737
216,1.01475
217,0.488948
218,1.05841
219,0.651551
220,0.45836
221,0.709425
222,1.23392
223,1.37396
224,1.84855
225,0.723974
226,3.07714
227,0.776546
228,0.609937
229,0.538375
230,0.802358
231,0.662589
232,1.06721
233,2.23334
234,0.843834
235,1.08531
236,3.41439
237,0.36204
238,0.457673
239,0.851462
240,0.421979
241,0.980316
242,0.823987
243,0.632611
244,0.657836
245,1.18566
246,0.273351
247,0.952267
248,0.847555
249,1.17774
250,1.82997
251,1.04511
252,1.35948
253,0.543405
254,1.74159
255,0.460612
256,0.834853
257,0.649599
258,0.478643
259,0.986877
260,0.567679
261,1.13055
262,0.381136
263,1.09836
264,1.26871
265,0.469729
266,0.629833
267,0.972204
268,0.93272
269,1.11862
270,0.527926
271,0.936674
272,1.11271
273,0.541561
274,0.534085
275,0.610913
276,1.16637
277,1.17246
278,0.409876
279,1.21921
280,0.716699
281,0.497331
282,2.29103
283,0.777478
284,0.40873
285,1.41383
286,0.668178
287,0.350638
288,0.935794
289,0.699772
290,1.36438
291,1.07539
292,0.999249
293,2.2271
294,3.06485
295,0.397922
296,0.228322
297,0.695586
298,1.02249
299,0.617979
300,0.546675
301,1.33242
302,0.61656
303,1.9375
304,0.53462
305,0.934831
306,1.00817
307,0.349588
308,0.639096
309,1.34058
310,1.48053
311,0.537299
312,0.875465
313,0.532752
314,1.27839
315,0.544384
316,1.61899
317,0.578915
318,0.368248
319,1.2542
320,0.83887
321,0.987953
322,1.14717
323,1.38972
324,0.842737
325,0.328901
326,0.57695
327,1.04101
328,2.21311
329,0.44673
330,1.91727
331,0.359515
332,0.387283
333,1.00693
334,0.66965
335,0.327915
336,2.94174
337,0.334874
338,1.20659
339,0.781297
340,0.752842
341,1.11115
342,1.70677
343,0.563381
344,2.39456
345,0.489682
346,0.587899
347,0.512067
348,2.55845
349,0.45321
350,0.750212
351,0.66034
352,0.364583
353,1.45688
354,2.04255
355,1.17093
356,0.365679
357,1.31429
358,2.83772
359,1.43649
360,0.323356
361,0.976735
362,1.031
363,1.38583
364,1.01347
365,0.308202
366,1.20985
367,0.73286
368,1.12131
369,1.53097
370,0.707512
371,0.703984
372,0.324977
373,1.00808
374,0.611525
375,0.894849
376,0.481861
377,0.465101
378,1.29059
379,0.50606
380,0.375386
381,1.10286
382,1.26909
383,2.28645
384,1.74543
385,1.12919
386,3.81904
387,0.537407
388,0.660274
389,1.37122
390,0.234102
391,0.789781
392,0.356294
393,2.13443
394,0.44357
395,1.8491
396,0.601938
397,0.645068
398,0.304526
399,0.462319
400,0.684203
401,0.205153
402,1.38099
403,0.757676
404,0.611708
405,0.603264
406,1.80327
407,0.856415
408,0.172562
409,0.984275
410,0.321422
411,1.61236
412,0.318861
413,0.510737
414,1.4547
415,0.754877
416,0.652203
417,0.274446
418,0.267403
419,0.307586
420,0.432142
421,0.346802
422,0.621574
423,0.340957
424,0.644036
425,0.54542
426,0.518301
427,0.530413
428,1.82485
429,0.369834
430,0.675772
431,2.97427
432,0.442064
433,1.01895
434,1.24185
435,1.3222
436,2.50929
437,0.605682
438,1.03909
439,1.04013
440,1.24036
441,0.697746
442,1.59776
443,0.934438
444,1.42447
445,0.812532
446,0.622009
447,0.75654
448,1.42718
449,0.821355
450,1.17246
451,1.05819
452,0.797399
453,1.52014
454,1.73933
455,0.40438
456,0.571952
457,1.07348
458,0.956495
459,0.560459
460,1.8067
461,0.544275
462,1.6428
463,3.26742
464,1.12885
465,0.949899
466,0.317271
467,2.3936
468,1.11516
469,0.996699
470,1.09233
471,0.79716
472,0.539939
473,0.940212
474,0.816768
475,0.470622
476,0.807833
477,1.85614
478,0.405636
479,2.07404
480,1.31088
481,0.637182
482,1.15673
483,1.02255
484,0.514531
485,1.88589
486,0.235982
487,0.292293
488,1.10362
489,0.582049
490,1.32498
491,0.799635
492,0.806541
493,0.644036
494,2.00872
495,1.22974
496,0.72195
497,0.448297
498,0.743713
499,1.42476
500,0.541507
501,1.31706
502,0.421852
503,1.21385
504,1.29628
505,0.662457
506,3.63642
507,0.584499
508,0.614713
509,0.372097
510,0.367512
511,1.27036
512,0.736387
513,0.763303
514,0.753897
515,2.31845
516,2.32286
517,0.574015
518,1.30213
519,0.312547
520,1.26377
521,1.30434
522,0.387399
523,1.78122
524,0.659482
525,0.247833
526,0.507276
527,1.02181
528,1.18069
529,0.783018
530,0.33824
531,1.00774
532,1.30813
533,0.450499
534,1.61285
535,0.593095
536,0.495692
537,0.868055
538,0.50409
539,1.79894
540,0.987933
541,0.630274
542,1.28415
543,0.27036
544,0.531262
545,0.592799
546,0.7049
547,0.400677
548,2.13379
549,0.386857
550,0.498875
551,0.409221
552,1.07012
553,0.567054
554,0.472083
555,2.34668
556,0.555493
557,1.75505
558,0.610425
559,0.51263
560,2.84909
561,1.31272
562,0.532965
563,0.694336
564,1.59584
565,1.46126
566,2.95057
567,1.51119
568,0.687495
569,0.554549
570,0.702718
571,1.52791
572,1.03393
573,0.378363
574,0.537837
575,0.435483
576,0.86045
577,0.88285
578,0.677599
579,0.917842
580,1.05292
