MDTU,min_min,min_max,max_min,max_max5
1,0.270827,0.297114,0.325237,0.364921
2,0.186432,0.222886,0.258506,0.292178
3,0.127049,0.177426,0.212425,0.256865
4,0.0918154,0.153436,0.171719,0.234475
5,0.0511554,0.125308,0.135979,0.209437
6,0.0299155,0.109031,0.111991,0.185008
7,0.0106063,0.0876762,0.106785,0.17221
8,-0.00560238,0.0816587,0.0848997,0.162258
9,-0.0265602,0.0707698,0.0556351,0.156466
10,-0.0445732,0.0760741,0.0418851,0.155981
11,-0.0351589,0.0474678,0.0526907,0.130523
12,-0.0351589,0.0474678,0.0526907,0.130523
13,-0.0457475,0.0491827,0.0410373,0.130122
14,-0.0457475,0.0491827,0.0410373,0.130122
15,-0.0647936,0.0456731,0.0348149,0.126296
16,-0.0813519,0.0329335,0.0245652,0.114345
17,-0.089558,0.0360581,0.0138492,0.123423
18,-0.089558,0.0360581,0.0138492,0.123423
19,-0.110749,0.0266773,-0.0093056,0.118036
20,-0.094432,0.0291308,-0.0111835,0.10981
21,-0.114636,0.0366546,-0.028513,0.117534
22,-0.0866643,0.0295083,-0.000223254,0.100523
23,-0.0866643,0.0295083,-0.000223254,0.100523
24,-0.11013,0.0328453,-0.0118702,0.115848
25,-0.0932129,0.0248106,-0.0131527,0.108907
26,-0.101762,0.0314775,-0.0207379,0.121058
27,-0.121991,0.048167,-0.0262379,0.128087
28,-0.104854,0.0351801,-0.017937,0.12103
29,-0.110211,0.0255032,-0.017536,0.100838
30,-0.115259,0.0276893,-0.0125166,0.107871
31,-0.115259,0.0276893,-0.0125166,0.107871
32,-0.115259,0.0276893,-0.0125166,0.107871
33,-0.115773,0.0287727,-0.0237895,0.111374
34,-0.124262,0.0368697,-0.0334678,0.115391
35,-0.111213,0.0260607,-0.0156649,0.106843
36,-0.110929,0.0289052,-0.0237592,0.105295
37,-0.131898,0.0165747,-0.0282552,0.0993943
38,-0.120749,0.017799,-0.0195008,0.0994057
39,-0.140663,0.0314394,-0.0369109,0.112834
40,-0.139354,0.0338036,-0.0427505,0.112811
41,-0.137582,0.0360244,-0.0435265,0.118024
42,-0.154424,0.0335461,-0.0502273,0.114405
43,-0.143176,0.0389871,-0.0328255,0.10875
44,-0.141408,0.0462092,-0.0481902,0.128716
45,-0.141408,0.0462092,-0.0481902,0.128716
46,-0.138274,0.043191,-0.0432254,0.122978
47,-0.132911,0.0356214,-0.0398655,0.114067
48,-0.132911,0.0356214,-0.0398655,0.114067
49,-0.132911,0.0356214,-0.0398655,0.114067
50,-0.136645,0.0235072,-0.043678,0.119261
51,-0.136645,0.0235072,-0.043678,0.119261
52,-0.134511,0.0307063,-0.0427966,0.111406
53,-0.127418,0.0258168,-0.0406452,0.106595
54,-0.14655,0.0358681,-0.0440933,0.112893
55,-0.14655,0.0358681,-0.0440933,0.112893
56,-0.135098,0.0330596,-0.0446664,0.111717
57,-0.135098,0.0330596,-0.0446664,0.111717
58,-0.118586,0.0237381,-0.0275062,0.104503
59,-0.127958,0.0261605,-0.0264436,0.106562
60,-0.110889,0.0220769,-0.0258533,0.10381
61,-0.119277,0.0306565,-0.0261568,0.105458
62,-0.12278,0.0332439,-0.0257018,0.11062
63,-0.109536,0.0283648,-0.0140527,0.103805
64,-0.115763,0.0405801,-0.0247171,0.121714
65,-0.124309,0.0190459,-0.020815,0.098909
66,-0.134689,0.0261047,-0.033531,0.107014
67,-0.146412,0.0303283,-0.0411228,0.111307
68,-0.14031,0.0345919,-0.0326203,0.110598
69,-0.12721,0.0184903,-0.0319412,0.0971156
70,-0.134913,0.0267581,-0.0348998,0.10856
71,-0.129288,0.0261888,-0.0296532,0.110461
72,-0.122504,0.0279012,-0.0215434,0.102181
73,-0.122504,0.0279012,-0.0215434,0.102181
74,-0.120598,0.0196716,-0.02111,0.0999228
75,-0.111656,0.0194095,-0.0230319,0.101132
76,-0.111656,0.0194095,-0.0230319,0.101132
77,-0.122077,0.0224426,-0.03238,0.101052
78,-0.122077,0.0224426,-0.03238,0.101052
79,-0.121775,0.0248608,-0.0213021,0.112295
80,-0.121775,0.0248608,-0.0213021,0.112295
81,-0.116319,0.0249668,-0.0232195,0.105198
82,-0.116319,0.0249668,-0.0232195,0.105198
83,-0.120993,0.0269541,-0.0231727,0.106346
84,-0.122395,0.0333374,-0.0277409,0.10537
85,-0.118521,0.0413256,-0.0237015,0.113921
86,-0.118521,0.0413256,-0.0237015,0.113921
87,-0.119024,0.0294576,-0.0221784,0.104917
88,-0.118216,0.0318174,-0.0204795,0.101308
89,-0.118216,0.0318174,-0.0204795,0.101308
90,-0.118144,0.0413046,-0.0312393,0.120584
91,-0.119578,0.0343957,-0.0188954,0.113121
92,-0.125911,0.0393945,-0.0338271,0.122128
93,-0.125911,0.0393945,-0.0338271,0.122128
94,-0.125911,0.0393945,-0.0338271,0.122128
95,-0.123983,0.0295531,-0.0388662,0.105106
96,-0.115125,0.0202004,-0.0311297,0.0979037
