MDTU,0,2,4,6,8,10
10,0.0607832,0.0610293,0.062314,0.0624471,0.0636147,0.0638793
20,0.0564143,0.056569,0.0577605,0.0577945,0.0582364,0.0585665
30,0.0544591,0.0546429,0.0569763,0.0571861,0.0588668,0.0594004
40,0.0608897,0.0611905,0.0623977,0.0624375,0.0625072,0.06285
50,0.0601914,0.0604695,0.0621867,0.0622954,0.0624884,0.0627165
60,0.0561159,0.0561514,0.0578312,0.0580831,0.0586456,0.0589866
70,0.0586042,0.0588105,0.0598722,0.0599383,0.060902,0.0609457
80,0.0585008,0.0586324,0.0598302,0.0599666,0.0611216,0.0612089
90,0.0594908,0.0597037,0.0609377,0.0610635,0.0618031,0.0619016
100,0.0543984,0.0545561,0.0562831,0.0564161,0.0572,0.0572839
110,0.0595722,0.0597035,0.060545,0.0605776,0.0616103,0.0617851
120,0.0585732,0.0587485,0.0605107,0.0606117,0.0612627,0.0612957
130,0.0566229,0.0568034,0.0582606,0.0585974,0.0602531,0.0603021
140,0.0548393,0.0550104,0.056726,0.0568796,0.0585224,0.0589458
150,0.0553555,0.0553598,0.0562011,0.0562975,0.057457,0.0579029
160,0.0569066,0.057159,0.0591764,0.0592132,0.060365,0.0605637
170,0.0558181,0.0559162,0.0575681,0.0577461,0.0579776,0.0581089
180,0.057917,0.0584607,0.0592402,0.0594678,0.0601617,0.0602458
190,0.0567935,0.0571088,0.0581245,0.0583792,0.0586184,0.0586697
200,0.0577569,0.0578504,0.0596698,0.0599188,0.0610034,0.0611661
210,0.058549,0.0586153,0.060187,0.060194,0.0604423,0.0605919
220,0.0573783,0.0576569,0.0582454,0.058332,0.0589758,0.0593533
230,0.0589618,0.0590427,0.059665,0.0598525,0.0605415,0.0607034
240,0.0579942,0.0580114,0.0588065,0.0589383,0.0596646,0.0598393
250,0.0541279,0.0541421,0.0561995,0.0563562,0.0567597,0.0567801
260,0.0514125,0.051475,0.0539013,0.0539775,0.05543,0.0554948
270,0.0522637,0.0523844,0.0553347,0.0553529,0.0565593,0.0567607
280,0.055435,0.0554525,0.0567493,0.0569203,0.0585161,0.0585241
290,0.0557375,0.0559383,0.0573291,0.0575921,0.058363,0.0583818
300,0.0608271,0.06093,0.0633334,0.0633556,0.0635744,0.0636984
310,0.054353,0.05438,0.0548956,0.0552123,0.0575749,0.0577824
320,0.056662,0.0567394,0.059236,0.0592938,0.0595417,0.059554
330,0.0567654,0.0570933,0.0590181,0.059338,0.0593609,0.0597649
340,0.0564117,0.0565309,0.0575407,0.0575805,0.057801,0.0581161
350,0.0575039,0.0575452,0.0582196,0.0582391,0.0592584,0.059365
360,0.0560645,0.0561944,0.0572827,0.0573894,0.0587452,0.0590814
370,0.059108,0.0591822,0.0600854,0.0601662,0.0602072,0.0604255
380,0.0534275,0.0534972,0.0563233,0.0564641,0.057071,0.0571161
390,0.0581395,0.0581924,0.0589696,0.0590056,0.0612062,0.0613362
400,0.060585,0.0607178,0.0623094,0.0623232,0.0624447,0.0626101
410,0.0603145,0.0603488,0.0608579,0.0609206,0.0629545,0.0631469
420,0.0583516,0.0583816,0.0594602,0.0597009,0.0608192,0.0614365
430,0.0567687,0.0568338,0.0577518,0.0578302,0.0583319,0.0584101
440,0.0580326,0.0582399,0.0592066,0.0592952,0.0599851,0.0603365
450,0.0577716,0.057969,0.0590768,0.0591718,0.0598431,0.0599821
460,0.0586588,0.0587628,0.0591686,0.0593338,0.0597007,0.0598369
470,0.0543338,0.0543574,0.0555866,0.055862,0.0567201,0.0568754
480,0.0528373,0.0529905,0.055115,0.0551419,0.0561951,0.0562854
490,0.0580912,0.0581448,0.0610397,0.0611458,0.06235,0.0624122
500,0.0574466,0.0575361,0.0594704,0.059655,0.0600298,0.0602645
510,0.0553243,0.0558499,0.0576633,0.0577088,0.0578668,0.0579242
520,0.0574467,0.0577255,0.0584973,0.0589384,0.0603747,0.0607527
530,0.0583398,0.0584461,0.0600817,0.0601234,0.0608761,0.0610176
540,0.0586173,0.0587935,0.0603061,0.0605012,0.0611867,0.0612559
550,0.0582855,0.0585915,0.0598008,0.0602452,0.0604069,0.0605439
560,0.0562306,0.0563262,0.0597663,0.0597991,0.060339,0.0605588
570,0.0556254,0.0556811,0.0566135,0.0566557,0.0572612,0.0573338
580,0.0576092,0.0576247,0.058985,0.059071,0.0596757,0.0597277
590,0.0550878,0.0551753,0.0569978,0.0571295,0.0577038,0.0579276
600,0.0583431,0.0585063,0.0592217,0.0593433,0.0603391,0.0603518
610,0.0583773,0.0584582,0.0596036,0.0597011,0.0602045,0.0603717
620,0.0546592,0.0546693,0.0570221,0.0570487,0.0582179,0.0583123
630,0.0543284,0.0543907,0.057085,0.0572598,0.0574128,0.0574469
640,0.058902,0.0589801,0.0600405,0.0600577,0.061349,0.0615904
650,0.0574855,0.0575024,0.059844,0.0598552,0.0604861,0.0606059
660,0.0572248,0.057385,0.0589876,0.0592629,0.059463,0.0596586
670,0.0570518,0.057079,0.0593671,0.0595453,0.0596561,0.059853
680,0.0538818,0.0541361,0.0550555,0.0552028,0.0564618,0.0568762
690,0.0568041,0.0571776,0.059575,0.0598291,0.0602094,0.0602217
700,0.0585088,0.0586498,0.0592996,0.0593846,0.0600702,0.0603995
710,0.0546714,0.0547025,0.0578302,0.0578755,0.058977,0.0590831
720,0.0575903,0.0576112,0.0591792,0.0593017,0.0593464,0.0594209
730,0.0579559,0.0581767,0.058396,0.0584532,0.0596108,0.0596577
740,0.0574443,0.0574532,0.0589987,0.0591208,0.0592479,0.0594618
750,0.0574856,0.0575776,0.0583734,0.0584381,0.0599155,0.0603388
760,0.0574342,0.0575821,0.0589239,0.05895,0.0596986,0.0597539
770,0.0566393,0.0566854,0.0584068,0.0584697,0.0595493,0.0597404
780,0.0583454,0.0584848,0.0594831,0.0596709,0.060639,0.0609208
790,0.0565206,0.0567395,0.0581075,0.0582312,0.0583387,0.0584574
800,0.0578815,0.0581262,0.059932,0.060051,0.0605647,0.0607271
810,0.0560372,0.0561301,0.0587322,0.0587979,0.0588686,0.0588792
820,0.056859,0.056915,0.0577342,0.0579174,0.0580906,0.0587605
830,0.0568132,0.0568899,0.0599344,0.0600197,0.060417,0.0607271
840,0.0555198,0.0556854,0.0576655,0.0578883,0.0584175,0.0585726
850,0.0562191,0.0563309,0.0579533,0.0582149,0.0592222,0.0593518
860,0.0611289,0.0612449,0.0619508,0.0620164,0.0626069,0.0629168
870,0.0575165,0.0577496,0.0585046,0.0585831,0.0591807,0.0592414
880,0.0525382,0.052546,0.0550248,0.0551958,0.0553493,0.0555577
890,0.0591778,0.0592806,0.0597027,0.059728,0.0609117,0.0613516
900,0.0553503,0.0554761,0.0571538,0.0572791,0.0580769,0.0582053
910,0.0554024,0.0557476,0.0573104,0.0573192,0.0583782,0.0584249
