MDTU,|det-1|^2,1-Re(det),Im(det)
1,1.4211e+13,-3.76942e+06,-32.5625
2,9.57429e+09,-97836.2,0.842758
3,1.18584e+08,-10887.8,-0.0898801
4,6.24004e+06,-2497.44,0.0182291
5,280253,-529.259,0.0104769
6,43119.6,-207.567,-0.00932908
7,7546.42,-86.8253,-0.00468079
8,2201.77,-46.9053,-0.00109954
9,449.448,-21.189,-0.000461986
10,208.625,-14.4349,-0.000450386
11,106.858,-10.331,1.94e-05
12,106.858,-10.331,1.94e-05
13,56.573,-7.51721,-3.77516e-06
14,56.573,-7.51721,-3.77516e-06
15,24.3367,-4.92998,-4.01283e-06
16,7.32215,-2.70384,-4.41449e-05
17,3.4168,-1.8465,-9.64915e-05
18,3.4168,-1.8465,-9.64915e-05
19,0.533916,-0.72817,-4.8039e-05
20,0.368675,-0.60571,-4.45313e-05
21,0.0317471,-0.17419,-3.62912e-05
22,0.530019,-0.72603,-6.24254e-05
23,0.530019,-0.72603,-6.24254e-05
24,0.1706,-0.40887,-8.56983e-05
25,0.178947,-0.42085,2.52819e-05
26,0.128731,-0.3557,0.000165099
27,0.217786,-0.46339,2.03554e-05
28,0.141203,-0.37273,-5.61017e-06
29,0.00810118,-0.07668,-4.88756e-05
30,0.0735722,-0.26797,-7.97917e-05
31,0.0735722,-0.26797,-7.97915e-05
32,0.0735722,-0.26797,-7.97915e-05
33,0.0131863,-0.1079,3.46162e-05
34,0.0201294,0.137921,3.46791e-05
35,0.0315662,-0.17271,-1.43323e-05
36,0.0167579,-0.12545,-3.23219e-05
37,0.125715,0.353336,-5.90235e-05
38,0.0264973,0.159284,-2.59815e-07
39,0.0764303,0.275039,3.74483e-05
40,0.0596507,0.242642,4.02296e-05
41,0.0532185,0.229742,3.01188e-06
42,0.104523,0.321932,3.46425e-05
43,0.0823954,0.28605,-8.32129e-06
44,0.00698253,0.077205,3.99435e-05
45,0.00698253,0.077205,3.99435e-05
46,0.0270292,0.162559,-1.35704e-05
47,0.0368446,0.190278,-2.76446e-05
48,0.0368446,0.190278,-2.76446e-05
49,0.0368446,0.190278,-2.76446e-05
50,0.10179,0.318287,2.13801e-05
51,0.10179,0.318287,2.138e-05
52,0.114024,0.337166,-1.32546e-05
53,0.0844713,0.289716,-3.47884e-05
54,0.0992165,0.313004,-7.34167e-05
55,0.0992165,0.313004,-7.34167e-05
56,0.0607542,0.245214,1.16603e-05
57,0.0607542,0.245214,1.16603e-05
58,0.032176,0.177054,3.41355e-05
59,0.0308576,0.17311,-3.69548e-05
60,0.00269226,0.04406,1.4785e-05
61,0.00194438,0.030754,-1.59626e-05
62,0.0054019,-0.063,-1.05679e-05
63,0.102389,-0.31772,-8.442e-05
64,0.0911677,-0.29849,-4.57931e-05
65,0.00520867,0.067036,4.27215e-05
66,0.102987,0.318642,-2.83375e-05
67,0.103556,0.321086,1.5875e-05
68,0.0359712,0.187778,1.43312e-05
69,0.139246,0.371882,-4.01938e-05
70,0.102483,0.318606,3.64261e-05
71,0.016639,0.125003,3.40548e-05
72,0.0134694,0.109885,6.70396e-05
73,0.0134694,0.109885,6.70396e-05
74,0.0276434,0.163583,-4.88568e-07
75,0.0136082,0.113379,1.51355e-06
76,0.0136082,0.113379,1.51355e-06
77,0.0612244,0.245865,3.53176e-05
78,0.0612244,0.245865,3.53176e-05
79,0.00251857,-0.04006,1.46839e-05
80,0.00251857,-0.04006,1.46839e-05
81,0.00465167,0.060809,-2.65539e-05
82,0.00465167,0.060809,-2.65539e-05
83,0.0134837,0.106893,1.61828e-05
84,0.0187568,0.132585,-1.2513e-06
85,0.0673842,-0.25641,2.10508e-05
86,0.0673842,-0.25641,2.10508e-05
87,0.00230929,0.031103,1.51804e-05
88,0.00329385,-0.0388,-8.67825e-05
89,0.00329385,-0.0388,-8.67825e-05
90,0.019177,-0.13366,-1.34917e-05
91,0.00922793,-0.09021,2.65566e-06
92,0.0183107,-0.12623,0.000101401
93,0.0183107,-0.12623,0.000101401
94,0.0183107,-0.12623,0.000101401
95,0.0686566,0.260204,3.49376e-05
96,0.062905,0.248482,-4.94092e-06
97,0.00216797,-0.02417,5.09985e-05
98,0.0478945,0.217413,1.0331e-05
99,0.0478945,0.217413,1.0331e-05
100,0.0354325,0.186528,-8.60872e-05
101,0.0354325,0.186528,-8.60873e-05
102,0.0451735,0.21022,-5.27497e-05
103,0.181215,0.424398,7.99146e-05
104,0.147782,0.383721,-3.73339e-05
105,0.142662,0.377146,6.71477e-06
106,0.188973,0.434143,-3.18131e-05
107,0.159642,0.39893,-8.13479e-05
108,0.159642,0.39893,-8.13479e-05
109,0.159642,0.39893,-8.13479e-05
110,0.183222,0.427622,9.85632e-07
111,0.0773953,0.276678,4.1622e-05
112,0.169389,0.411079,2.61299e-05
113,0.121046,0.34725,-1.57634e-05
114,0.102624,0.31923,-3.45489e-06
115,0.145188,0.380572,8.14759e-06
116,0.0933448,0.304457,5.92558e-05
117,0.128768,0.35819,-1.13264e-05
118,0.101717,0.317846,-4.3821e-06
119,0.0258132,0.157727,5.31993e-05
120,0.165641,0.406233,3.31427e-05
121,0.131226,0.361742,-1.15642e-05
122,0.131226,0.361742,-1.15642e-05
123,0.236629,0.485625,-1.64724e-05
124,0.0997639,0.314806,-4.6787e-06
125,0.164515,0.405194,-2.29344e-05
126,0.151843,0.388972,7.08528e-06
127,0.0704006,0.264018,-1.38372e-05
