t,cost
10,24.078
20,8.394
30,7.434
40,6.24
50,6.162
60,6.156
70,6.186
80,6.21
90,6.192
100,6.204
110,6.24
120,6.18
130,6.24
140,6.234
150,6.252
160,6.288
170,6.264
180,6.258
190,6.228
200,6.204
210,6.192
220,6.192
230,6.222
240,6.276
250,6.276
260,6.318
270,6.276
280,6.288
290,6.264
300,6.21
310,6.264
320,6.234
330,6.228
340,6.258
350,6.288
360,6.27
370,6.288
380,6.312
390,6.198
400,6.18
410,6.222
420,6.186
430,6.24
440,6.204
450,6.246
460,6.174
470,6.258
480,6.24
490,6.246
500,6.21
510,6.204
520,6.216
530,6.234
540,6.222
550,6.21
560,6.246
570,6.258
580,6.228
590,6.234
600,6.222
610,6.186
620,6.312
630,6.258
640,6.228
650,6.252
660,6.234
670,6.258
680,6.252
690,6.21
700,6.24
710,6.24
720,6.288
730,6.282
740,6.258
750,6.228
760,6.216
770,6.258
780,6.246
790,6.246
800,6.21
810,6.252
820,6.234
830,6.21
840,6.234
850,6.228
860,6.216
870,6.228
880,6.3
890,6.276
900,6.312
910,6.258
920,6.264
930,6.27
940,6.276
950,6.288
960,6.228
970,6.222
980,6.234
990,6.252
1000,6.264
1010,6.246
1020,6.234
1030,6.24
1040,6.258
1050,6.228
1060,6.246
1070,6.258
1080,6.252
1090,6.276
1100,6.228
1110,6.24
1120,6.27
1130,6.288
1140,6.24
1150,6.234
1160,6.198
1170,6.24
1180,6.234
1190,6.21
1200,6.228
1210,6.234
1220,6.228
1230,6.252
1240,6.294
1250,6.282
1260,6.282
1270,6.258
1280,6.222
1290,6.234
1300,6.234
1310,6.264
1320,6.252
1330,6.222
1340,6.246
1350,6.246
1360,6.288
1370,6.27
1380,6.246
1390,6.252
1400,6.276
1410,6.246
1420,6.264
1430,6.306
1440,6.246
1450,6.258
1460,6.246
1470,6.294
1480,6.324
1490,6.258
1500,6.246
1510,6.27
1520,6.276
1530,6.306
1540,6.33
1550,6.312
1560,6.336
1570,6.294
1580,6.264
1590,6.264
1600,6.258
1610,6.264
1620,6.318
1630,6.348
1640,6.336
1650,6.36
1660,6.336
1670,6.24
1680,6.318
1690,6.27
1700,6.27
1710,6.294
1720,6.252
1730,6.264
1740,6.282
1750,6.264
1760,6.276
1770,6.24
1780,6.306
1790,6.33
1800,6.306
1810,6.312
1820,6.33
1830,6.276
1840,6.294
1850,6.276
1860,6.312
1870,6.288
1880,6.336
1890,6.318
1900,6.372
1910,6.348
1920,6.246
1930,6.336
1940,6.3
1950,6.3
1960,6.336
1970,6.312
1980,6.342
1990,6.402
2000,6.348
2010,6.408
2020,6.378
2030,6.444
2040,6.426
2050,6.33
2060,6.336
2070,6.324
2080,6.414
2090,6.312
2100,6.36
2110,6.342
2120,6.408
2130,6.402
2140,6.33
2150,6.372
2160,6.408
2170,6.444
2180,6.384
2190,6.396
2200,6.372
2210,6.396
2220,6.39
2230,6.366
2240,6.426
2250,6.366
2260,6.42
2270,6.366
2280,6.414
2290,6.414
2300,6.372
2310,6.45
2320,6.45
2330,6.474
2340,6.372
2350,6.456
2360,6.438
2370,6.444
2380,6.462
2390,6.39
2400,6.492
2410,6.51
2420,6.462
2430,6.558
2440,6.51
2450,6.42
2460,6.516
2470,6.492
2480,6.54
2490,6.582
2500,6.486
2510,6.492
2520,6.57
2530,6.468
2540,6.504
2550,6.426
2560,6.51
2570,6.498
2580,6.456
2590,6.486
2600,6.438
2610,6.474
2620,6.54
2630,6.504
2640,6.54
2650,6.606
2660,6.546
2670,6.654
2680,6.624
2690,6.534
2700,6.6
2710,6.558
2720,6.48
2730,6.594
2740,6.558
2750,6.48
2760,6.612
2770,6.594
2780,6.516
2790,6.582
2800,6.606
2810,6.492
2820,6.618
2830,6.612
2840,6.558
2850,6.72
2860,6.702
2870,6.57
2880,6.6
2890,6.642
2900,6.69
2910,6.54
2920,6.648
2930,6.678
2940,6.564
2950,6.69
2960,6.708
2970,6.702
2980,6.618
2990,6.678
3000,6.672
3010,6.654
3020,6.726
3030,6.66
3040,6.636
3050,6.63
3060,6.768
3070,6.768
3080,6.72
3090,6.636
3100,6.75
3110,6.744
3120,6.72
3130,6.666
3140,6.72
3150,6.726
3160,6.606
3170,6.738
3180,6.756
3190,6.756
3200,6.678
3210,6.762
3220,6.78
3230,6.78
3240,6.684
3250,6.726
3260,6.798
3270,6.798
3280,6.924
3290,6.822
3300,6.786
3310,6.87
3320,6.876
3330,6.858
3340,6.846
3350,6.672
3360,6.84
3370,6.864
3380,6.846
3390,6.852
3400,6.762
3410,6.942
3420,6.93
3430,6.918
3440,6.852
3450,6.828
3460,6.726
3470,6.852
3480,6.882
3490,6.876
3500,6.93
