MDTU,|det-1|^2,1-Re(det),Im(det)
1,1.56914e+10,-125222,0.621188
2,8.30846e+07,-9112.12,0.261487
3,4.14996e+06,-2036.09,0.0412007
4,332388,-576.204,0.0121043
5,34086.3,-184.508,-0.0111575
6,3221.35,-56.7068,0.0035086
7,3221.35,-56.7068,0.0035086
8,1255.78,-35.4121,0.000442506
9,390.012,-19.7276,-0.000747676
10,198.648,-14.0819,0.0011677
11,71.0232,-8.41806,-0.000119993
12,40.0116,-6.31675,-0.000911087
13,10.935,-3.30165,-0.000128071
14,7.90138,-2.80595,-0.000463634
15,4.67227,-2.15683,-0.000184459
16,3.98538,-1.99149,7.15277e-05
17,1.85184,-1.35738,8.76408e-05
18,1.13089,-1.05638,0.000148898
19,0.501871,-0.70305,-5.51684e-05
20,0.580357,-0.75668,0.000105221
21,0.371107,-0.60411,-0.000116277
22,0.170262,-0.40631,6.63853e-06
23,0.143494,-0.37322,-6.39908e-05
24,0.318767,-0.56048,3.21385e-05
25,0.0165,-0.11385,-0.000251204
26,0.27812,-0.52165,-0.000298207
27,0.218891,-0.45863,3.26775e-05
28,0.265109,-0.50826,0.000177045
29,0.285232,-0.52676,0.000126972
30,0.138482,-0.36475,-0.000105291
31,0.138482,-0.36475,-0.000105291
32,0.348967,-0.58244,0.000200919
33,0.0208782,-0.13682,5.877e-05
34,0.153973,-0.38744,0.000139691
35,0.335572,-0.57286,5.45329e-05
36,0.420913,-0.64396,-0.00016963
37,0.463328,-0.67665,-4.36599e-06
38,0.522614,-0.71884,8.44382e-05
39,0.470403,-0.68126,0.000105566
40,0.557097,-0.74237,-1.7884e-05
41,0.205215,-0.44677,-0.000206668
42,0.205215,-0.44677,-0.000206668
43,0.358296,-0.59258,3.23313e-05
44,0.629262,-0.78775,0.000355324
45,0.629262,-0.78775,0.000355324
46,0.649332,-0.80044,-0.000186908
47,0.200797,-0.44335,0.000166102
48,0.200797,-0.44335,0.000166102
49,0.205596,-0.44956,0.000112546
50,0.205596,-0.44956,0.000112546
51,0.205596,-0.44956,0.000112546
52,0.205596,-0.44956,0.000112546
53,0.205596,-0.44956,0.000112546
54,0.00820625,-0.07335,-9.71423e-06
55,0.00820625,-0.07335,-9.71423e-06
56,0.0245023,-0.14909,7.60294e-05
57,0.0397291,-0.19335,-5.59369e-06
58,0.00865203,-0.08113,-6.7179e-05
59,0.00865203,-0.08113,-6.7179e-05
60,0.00296406,-0.02143,2.17898e-05
61,0.00263531,0.029296,-3.97271e-05
62,0.183935,-0.42201,1.36948e-05
63,0.0121242,-0.0844,-0.000165709
64,0.00445734,-0.05026,7.273e-05
65,0.00438815,0.047805,9.5942e-05
66,0.00731479,0.07138,3.39835e-05
67,0.00731479,0.07138,3.39835e-05
68,0.00731479,0.07138,3.39835e-05
69,0.0178128,0.129015,-1.858e-05
70,0.0178128,0.129015,-1.858e-05
71,0.0178128,0.129015,-1.85801e-05
72,0.0178128,0.129015,-1.85801e-05
73,0.0178128,0.129015,-1.85801e-05
74,0.0178128,0.129015,-1.85801e-05
75,0.125473,-0.34926,-5.24218e-07
76,0.00260051,-0.00773,-3.09213e-05
77,0.00260051,-0.00773,-3.09213e-05
78,0.00260051,-0.00773,-3.09213e-05
79,0.0204209,-0.13372,2.67704e-05
80,0.00542563,-0.05398,1.56047e-05
81,0.00542563,-0.05398,1.56048e-05
82,0.00314539,0.008626,-0.000215646
83,0.00314539,0.008626,-0.000215646
84,0.00744111,0.071829,4.81328e-05
85,0.0105237,-0.08985,-3.72693e-05
86,0.00380227,-0.00716,-0.000195746
87,0.0997102,-0.30967,-2.01297e-05
88,0.148306,-0.37851,0.000164148
89,0.057812,-0.23343,5.28853e-06
90,0.199469,-0.44089,-0.000180909
91,0.199469,-0.44089,-0.000180909
92,0.358401,-0.59334,-0.000157374
93,0.277205,-0.52279,-8.28057e-05
94,0.277205,-0.52279,-8.28057e-05
95,0.04565,-0.20532,7.13244e-05
96,0.444272,-0.66197,-9.54322e-05
97,0.652816,-0.80226,-0.000165723
98,0.280773,-0.526,6.76284e-05
99,0.280773,-0.526,6.76284e-05
100,0.208672,-0.45177,0.000197191
101,0.395813,-0.62512,-0.00017242
102,0.334895,-0.57234,2.49941e-05
103,0.333221,-0.57192,-0.000222769
104,0.333221,-0.57192,-0.000222769
105,0.184968,-0.42504,-0.000121794
106,0.184968,-0.42504,-0.000121794
107,0.165417,-0.40235,6.65406e-06
108,0.016625,-0.11725,9.09974e-05
109,0.016625,-0.11725,9.09974e-05
110,0.016625,-0.11725,9.09974e-05
111,0.106033,-0.3174,3.26667e-05
112,0.106033,-0.3174,3.26667e-05
113,0.0328396,-0.17467,-2.10372e-05
114,0.230002,-0.47554,-0.000133431
115,0.0864887,-0.28724,-1.87969e-05
116,0.0391534,-0.19061,0.000202276
117,0.0391534,-0.19061,0.000202276
118,0.0826447,-0.28236,0.000150391
119,0.105066,-0.31492,-0.000170584
120,0.00306187,0.035195,2.68046e-05
121,0.00309425,0.032406,-4.22306e-05
122,0.00973763,-0.08376,3.47762e-05
123,0.0267289,-0.15208,2.20182e-05
124,0.106912,-0.31832,2.99183e-05
125,0.0377242,-0.18171,0.000150275
126,0.0336745,-0.17531,-0.000102678
127,0.0336745,-0.17531,-0.000102678
128,0.0336745,-0.17531,-0.000102678
129,0.285082,-0.53006,6.11448e-05
130,0.285082,-0.53006,6.11448e-05
131,0.0359434,-0.17989,-2.43468e-05
132,0.00671776,0.065372,-5.09525e-05
133,0.030026,0.168259,1.94122e-05
134,0.00494453,-0.04654,-7.9789e-05
135,0.00494453,-0.04654,-7.9789e-05
136,0.00494453,-0.04654,-7.9789e-05
137,0.00336216,0.02403,0.000157212
138,0.00566838,0.063395,9.4455e-05
139,0.0666285,-0.25292,-0.000100115
140,0.0396489,-0.19335,-9.36455e-05
141,0.0396489,-0.19335,-9.36453e-05
142,0.0396489,-0.19335,-9.36453e-05
143,0.0190219,-0.12525,-0.000162764
144,0.338577,-0.57615,-4.52918e-05
145,0.184724,-0.42605,-5.07264e-05
146,0.184724,-0.42605,-5.07264e-05
147,0.012072,-0.09953,2.5379e-05
148,0.012072,-0.09953,2.5379e-05
149,0.00476943,-0.05151,7.32874e-05
150,0.00284087,0.029396,0.000137945
151,0.00284087,0.029396,0.000137945
152,0.00303672,-0.03438,2.45473e-05
153,0.0104742,-0.08921,-2.32555e-05
154,0.0104742,-0.08921,-2.32555e-05
155,0.178663,-0.41461,0.000233659
156,0.210395,-0.45121,-0.000167063
157,0.317135,-0.55835,-0.000152486
158,0.538974,-0.72959,3.09394e-05
159,1.60564,-1.26051,-0.00032329
160,1.18189,-1.08096,7.39482e-05
161,0.516852,-0.71347,-0.000112203
162,0.795359,-0.88768,0.000144159
163,0.795359,-0.88768,0.000144159
164,0.795359,-0.88768,0.000144159
165,0.795359,-0.88768,0.000144159
166,0.795359,-0.88768,0.000144159
167,0.795359,-0.88768,0.000144159
168,0.597478,-0.76841,-0.000146607
169,0.833202,-0.90814,-0.000320771
170,0.214057,-0.45684,-3.16968e-05
171,1.02435,-1.00648,-1.84281e-05
172,0.590912,-0.76015,3.65629e-05
173,0.384269,-0.61301,4.29296e-05
174,0.368064,-0.60242,-8.08191e-05
175,0.368064,-0.60242,-8.08191e-05
176,0.315432,-0.55704,0.000115379
177,0.347415,-0.58353,-0.000223545
178,0.289942,-0.5334,0.000123105
179,0.289942,-0.5334,0.000123105
180,0.289942,-0.5334,0.000123105
181,0.550204,-0.73817,2.52348e-05
182,0.328435,-0.56895,-0.000265183
183,0.152381,-0.38539,-6.24703e-06
184,0.166814,-0.40369,3.02778e-06
185,0.166814,-0.40369,3.02778e-06
186,0.166814,-0.40369,3.02778e-06
187,0.388562,-0.61568,0.000104256
188,0.351492,-0.58801,-0.000200157
189,0.0664252,-0.24925,-0.000159285
190,0.0664252,-0.24925,-0.000159285
191,0.328289,-0.56957,-5.38501e-05
192,0.0581958,-0.23677,4.68832e-05
193,0.00686403,-0.0681,-0.000120179
194,0.0119566,-0.10041,-3.29573e-05
195,0.0871217,-0.29008,0.000106375
196,0.102308,-0.31454,0.000107453
197,0.17893,-0.41871,-2.82202e-05
198,0.118115,-0.33834,1.92639e-05
199,0.118115,-0.33834,1.92639e-05
200,0.259059,-0.50405,0.000104379
201,0.0112654,-0.0877,-0.000132635
202,0.00336083,0.024294,2.09885e-05
203,0.00336083,0.024294,2.09885e-05
204,0.0103572,-0.08507,-7.22772e-05
205,0.0103572,-0.08507,-7.22772e-05
206,0.0228157,-0.13948,0.000162468
207,0.0228157,-0.13948,0.000162468
208,0.285744,-0.53078,1.26593e-05
209,0.285744,-0.53078,1.26593e-05
210,0.014103,0.111668,9.21741e-05
211,0.0471917,-0.2068,5.9057e-05
212,0.00255393,0.007706,-7.54155e-05
213,0.108949,0.328507,-1.31283e-05
214,0.108949,0.328507,-1.31283e-05
215,0.108949,0.328507,-1.31283e-05
216,0.00453877,-0.04727,-8.39606e-05
217,0.00453877,-0.04727,-8.39606e-05
218,0.00453877,-0.04727,-8.39606e-05
219,0.00453877,-0.04727,-8.39606e-05
220,0.00453877,-0.04727,-8.39606e-05
221,0.00479258,-0.04452,-8.26586e-05
222,0.00585101,-0.05561,-2.21027e-05
223,0.0248626,-0.14717,0.000168281
224,0.0509702,-0.21562,0.000151922
225,0.0240089,-0.14541,0.000104309
226,0.0240089,-0.14541,0.000104309
227,0.0048138,-0.04328,4.69977e-06
228,0.364183,-0.5976,4.07311e-05
229,0.373101,-0.60625,-0.000242554
230,0.151106,-0.38088,-0.000234714
231,0.558664,-0.74324,4.61654e-05
232,0.331164,-0.56817,-9.67073e-05
233,0.713348,-0.83864,4.76866e-05
234,0.565569,-0.74833,-0.000185481
235,0.929868,-0.96043,8.25456e-05
236,1.37937,-1.1712,-5.42671e-05
237,2.23069,-1.48947,0.00029461
238,2.23069,-1.48947,0.00029461
239,1.35169,-1.15852,0.000126508
240,2.8302,-1.67803,-0.000130678
241,0.629078,-0.78874,0.00016359
242,0.629078,-0.78874,0.00016359
243,0.491082,-0.69736,-2.76101e-05
244,0.246326,-0.48994,-4.73046e-05
245,0.246326,-0.48994,-4.73046e-05
246,0.00868346,-0.08194,-2.51667e-05
247,0.00868346,-0.08194,-2.51667e-05
248,0.0325478,-0.16988,-0.000181652
249,0.0325478,-0.16988,-0.000181652
250,0.0748093,-0.26676,-0.000166338
251,0.0748094,-0.26676,-0.000166338
252,0.271466,-0.51386,5.0305e-05
253,0.271466,-0.51386,5.0305e-05
254,0.301207,-0.54566,2.70792e-05
255,0.301207,-0.54566,2.70792e-05
256,0.301207,-0.54566,2.70792e-05
257,0.301207,-0.54566,2.70792e-05
258,1.18534,-1.08267,7.32187e-05
259,1.18534,-1.08267,7.32187e-05
260,0.236542,-0.4814,-6.57981e-05
261,0.828259,-0.90499,0.000100334
262,0.680459,-0.82151,0.000114631
263,0.0855546,-0.2841,9.79168e-05
264,0.663226,-0.80968,1.02119e-05
265,0.663226,-0.80968,1.02119e-05
266,0.663226,-0.80968,1.02119e-05
267,0.140402,-0.37042,0.000121723
268,0.194492,-0.43575,0.000183266
269,0.0705828,-0.25917,-6.71222e-05
270,0.355481,-0.59151,-0.000206386
271,0.355481,-0.59151,-0.000206386
272,0.355481,-0.59151,-0.000206386
273,0.355481,-0.59151,-0.000206386
274,0.00506281,0.049947,-0.000151112
275,0.180412,-0.41692,0.000220236
276,0.216833,-0.46028,0.000186119
277,0.502166,-0.70353,0.000103611
278,0.314883,-0.55668,-0.000116363
279,0.136904,-0.36501,-4.49263e-05
