MDTU,min_min,min_max,max_min,max_max5
1,0.192487,0.215608,0.276759,0.29178
2,0.121873,0.168137,0.214258,0.25873
3,0.0879472,0.130103,0.193389,0.213917
4,0.0648136,0.101092,0.174413,0.189476
5,0.0346529,0.0764348,0.146966,0.168825
6,-0.00221914,0.0624391,0.114094,0.161882
7,-0.00221914,0.0624391,0.114094,0.161882
8,-0.011479,0.0498968,0.100262,0.144693
9,-0.0190151,0.0512143,0.0830953,0.138058
10,-0.0521343,0.0339513,0.090678,0.143217
11,-0.0419572,0.0189228,0.0841437,0.121159
12,-0.0626429,0.0313623,0.055935,0.13439
13,-0.0643986,0.00242271,0.0494055,0.124544
14,-0.0572494,-0.0029613,0.0523118,0.111047
15,-0.0619736,-0.00399955,0.0539646,0.106739
16,-0.0908217,0.0102729,0.0409338,0.115263
17,-0.0749414,-0.00825381,0.0474549,0.100703
18,-0.0713616,-0.0167897,0.0515419,0.0946096
19,-0.0821983,-0.014213,0.0398113,0.0906864
20,-0.0826542,-0.0164409,0.0507264,0.0949669
21,-0.0893205,-0.00804529,0.0227279,0.109198
22,-0.0859472,-0.0106762,0.0231475,0.0943781
23,-0.107497,0.00074904,0.0150787,0.111583
24,-0.0854499,-0.0138555,0.0455394,0.0905577
25,-0.0913087,-0.0187484,0.0321104,0.0917845
26,-0.102011,-0.0208866,0.0381369,0.106407
27,-0.0981512,-0.0223082,0.0407659,0.0956228
28,-0.0907689,-0.0206699,0.0361491,0.089172
29,-0.0903132,-0.0195182,0.0449321,0.0913268
30,-0.095573,-0.0221111,0.0276889,0.109871
31,-0.0955729,-0.0221111,0.0276889,0.109871
32,-0.077711,-0.0131434,0.0306893,0.102295
33,-0.0946511,-0.018331,0.0209577,0.0906999
34,-0.0815399,-0.0170927,0.027353,0.0967975
35,-0.0875427,-0.0209656,0.036418,0.0975959
36,-0.0742398,-0.0165671,0.0405045,0.099699
37,-0.0798868,-0.0294788,0.0426342,0.0895839
38,-0.0700116,-0.0255168,0.0412421,0.090291
39,-0.0668167,-0.0261504,0.0458035,0.092935
40,-0.0823265,-0.0120626,0.0444983,0.094096
41,-0.0763267,-0.0287137,0.052313,0.0767324
42,-0.0763267,-0.0287137,0.052313,0.0767324
43,-0.0937751,-0.0130105,0.0478064,0.0994843
44,-0.0808163,-0.00652668,0.038418,0.10773
45,-0.0808163,-0.00652668,0.038418,0.10773
46,-0.0784005,-0.0107325,0.0448198,0.0921377
47,-0.0937359,-0.00723447,0.0328785,0.0872398
48,-0.0937359,-0.00723447,0.0328785,0.0872398
49,-0.0924797,-0.00709994,0.02273,0.0982226
50,-0.0924797,-0.00709994,0.02273,0.0982226
51,-0.0924797,-0.00709993,0.02273,0.0982226
52,-0.0924797,-0.00709993,0.02273,0.0982226
53,-0.0924797,-0.00709993,0.02273,0.0982226
54,-0.0982176,-0.0191273,0.0382371,0.0921864
55,-0.0982176,-0.0191273,0.0382371,0.0921864
56,-0.0916299,-0.0210903,0.0317636,0.0891941
57,-0.105243,-0.00838356,0.0322352,0.087095
