MDTU,susyTrans,Im(bilin)
10,-0.0237666,-0.000117209
20,0.0190707,-6.42888e-05
30,0.0243387,4.0381e-05
40,0.0162312,2.53544e-06
50,0.0147946,5.10412e-05
60,0.000414736,3.01817e-05
70,-0.00550857,-2.86734e-05
80,-0.0135854,5.23292e-05
90,-0.00897282,7.36841e-05
100,0.00266516,2.16118e-05
110,0.00178894,9.91091e-05
120,0.0122305,2.39537e-05
130,0.032376,-2.84905e-05
140,-0.00113098,-0.00014591
150,-0.017001,2.34621e-06
160,-0.00939404,4.88054e-05
170,-0.0111071,-4.14104e-05
180,-0.0170762,6.1539e-05
190,-0.0139732,0.000193539
200,-0.00331474,-4.77262e-05
210,-0.0140087,-3.50918e-06
220,0.000327909,0.000108225
230,-0.00299093,6.2747e-05
240,-0.000908445,-3.32865e-06
250,-0.00206413,-1.19597e-05
260,-0.000963727,-7.16502e-05
270,-0.0121442,9.93967e-05
280,0.0100398,-9.5106e-06
290,-0.0156957,2.78784e-06
300,-0.027178,6.81111e-06
310,-0.0139725,-3.01564e-05
320,0.0120313,1.87703e-06
330,-0.00900549,-6.59131e-06
340,-0.0101364,6.31407e-06
350,-0.0167214,-5.64649e-06
360,0.0060489,5.86317e-05
370,-0.0129886,9.97783e-06
380,0.017285,8.57896e-05
390,-0.00753128,-4.83316e-05
400,0.0124321,2.78911e-05
410,0.0285151,2.36258e-05
420,-0.0122255,1.90282e-05
430,-0.0292038,4.69696e-05
440,-0.0176444,-1.06423e-05
450,0.00160891,-1.6816e-05
460,0.00722972,-9.89019e-05
470,0.0227687,-2.502e-05
480,-0.0220242,1.09491e-05
490,-0.00221578,9.70518e-05
500,-0.0108128,3.66667e-05
510,-0.0141964,-1.5413e-05
520,-0.00234416,0.000124063
530,0.0284525,-3.96286e-05
540,-0.00937125,-4.61098e-05
550,0.0179805,-7.16356e-05
560,-0.00135674,4.83296e-05
570,-0.00664367,-4.88155e-05
580,0.0144251,2.46391e-05
590,-0.0144568,1.88366e-05
600,0.0134021,-1.34544e-05
610,0.0057043,7.56837e-06
620,-0.003831,8.13974e-05
630,-0.00496735,-3.35832e-05
640,-0.0211387,-1.09685e-05
650,-0.00401902,-3.12613e-05
660,-0.0117884,2.73893e-05
670,-0.0166309,-6.14762e-05
680,0.00793368,5.61364e-05
690,-0.00294077,0.0001171
700,0.0101997,-5.98856e-05
710,0.0160412,6.88408e-05
720,-0.00783334,-1.98163e-05
730,0.0115837,1.83497e-05
740,-0.00562904,-1.59031e-05
750,-0.00899876,-1.90322e-05
760,0.00666583,4.11042e-05
770,-0.00849717,4.32622e-05
780,0.0075867,-3.96412e-05
790,-0.00350623,3.52045e-05
800,-0.0173972,9.31364e-05
810,0.0148812,-7.79411e-05
820,-0.0159648,-7.65796e-05
830,0.0011815,-0.0001326
840,-0.010352,0.000105877
850,0.00463573,6.47152e-05
860,-0.0227362,-1.86303e-06
870,-0.00237692,9.57315e-06
880,0.00161347,5.21184e-05
890,0.00654248,2.17875e-05
900,-0.00581508,-3.84715e-05
910,0.00239336,6.67833e-05
920,0.0122664,4.20393e-05
930,-0.00699528,-9.38872e-05
940,-0.00372646,5.95797e-05
950,-0.040122,-5.48344e-05
960,-0.0163926,4.40699e-05
970,0.00873633,-1.17806e-05
980,0.000210799,-8.35188e-06
990,0.00878753,2.11476e-05
1000,0.00239121,-1.53404e-05
1010,0.00881579,3.9777e-05
1020,0.000835751,-9.18434e-05
1030,0.00771137,0.000189525
1040,-0.00165648,-0.000118567
1050,0.00507662,-5.86383e-05
1060,-0.00451871,-4.45643e-06
1070,-0.0126038,4.77067e-06
1080,-0.00153831,1.11378e-05
1090,0.0101825,-7.06106e-05
1100,0.0249527,4.24804e-05
1110,0.0220321,-7.50313e-05
1120,-0.031635,-2.1509e-05
1130,-0.0221191,1.25855e-05
1140,0.00650656,-9.34969e-06
1150,0.00922516,2.34581e-06
1160,0.00502669,9.36096e-05
1170,0.0198634,3.29759e-05
1180,-0.00682286,4.18344e-05
1190,-0.024726,3.26529e-05
1200,-0.00842688,-2.82158e-05
1210,6.19177e-05,-5.25415e-05
1220,0.00819766,4.55474e-06
1230,-0.0050806,0.000149649
1240,0.00758619,-1.68275e-05
1250,-0.00709919,0.000111393
1260,-0.00357605,5.03942e-05
1270,0.00682782,2.66316e-05
1280,-0.0044041,7.01701e-05
1290,0.0115815,4.9179e-05
1300,0.00731991,9.92213e-05
1310,-0.015977,-4.18486e-06
1320,-0.0308743,8.72309e-06
1330,0.0119243,-6.08018e-05
1340,-0.0240754,-2.03823e-05
1350,0.0118453,3.78754e-06
1360,0.0110561,2.78196e-05
1370,-0.0224532,2.18512e-05
1380,-0.0245839,-8.74754e-05
1390,-0.0286668,7.55987e-05
1400,0.00677632,-1.65863e-05
1410,-0.00149547,-1.14431e-05
1420,0.00446528,4.4962e-05
1430,0.0121347,-4.0278e-05
1440,0.00031478,-4.76004e-05
1450,-0.0197561,3.4038e-05
1460,-0.0035058,0.000112058
1470,-0.0181587,9.24879e-06
1480,0.00308677,5.55849e-05
1490,-0.00979447,-0.000147438
1500,-0.0004862,-8.21935e-05
1510,0.00849042,2.99879e-05
1520,-0.0199521,-1.80416e-05
1530,0.000609548,-1.43679e-05
1540,0.00485752,4.49777e-05
1550,0.0110424,-0.000110112
1560,0.0085005,-5.38838e-05
1570,-0.0199499,6.03515e-05
1580,-0.00305591,-5.8406e-06
1590,-0.000472453,-1.12136e-05
1600,0.000371747,3.95567e-05
1610,0.0133569,-0.000190132
1620,0.000938955,-4.0306e-05
1630,0.0104175,-5.77164e-05
1640,0.00495224,-4.44427e-05
1650,0.00824449,-5.29208e-05
1660,0.00826139,-2.03121e-05
1670,-9.01749e-05,5.35356e-05
1680,-0.00111725,-2.40897e-05
1690,0.0125171,-5.2099e-05
1700,0.0346532,5.0568e-06
1710,-0.00201097,1.3772e-05
1720,-0.0233025,-7.24903e-05
1730,0.0178293,1.49434e-05
1740,-0.00739034,-2.0143e-05
1750,0.0117444,-1.2738e-05
1760,0.0140467,-7.10271e-05
1770,0.00383397,-3.68975e-06
1780,0.00294547,0.000145582
1790,-0.00505095,1.56362e-05
1800,-0.0195191,5.06086e-05
1810,0.00234704,-3.62493e-05
1820,-0.00677355,4.24834e-05
1830,0.00569511,4.59893e-05
1840,-0.00157209,-1.72852e-05
1850,0.000301317,-2.57572e-05
1860,-0.0143298,5.99175e-05
1870,-0.00466478,5.85279e-05
1880,-0.00221029,1.19412e-05
1890,0.00618458,-1.47667e-05
1900,0.00331166,4.38851e-06
1910,0.00464419,-2.47995e-05
1920,-0.0120697,9.40134e-05
1930,-0.0160748,8.51103e-05
1940,0.00783057,0.000139008
1950,-0.00902451,-4.81228e-06
1960,0.0223314,-3.43279e-05
1970,-0.00869285,-3.96615e-05
1980,-0.00605099,-3.11628e-06
1990,0.00772098,5.22248e-05
2000,0.0203082,8.764e-06
2010,-0.00570438,-2.9641e-05
2020,-0.00546309,-2.77383e-06
2030,-0.0175244,8.15417e-05
2040,-0.0443057,-5.08163e-05
2050,-0.0024489,3.83803e-05
2060,0.00856953,4.48295e-05
2070,-0.0242011,-8.16382e-05
2080,-0.00030808,1.13957e-06
2090,0.0173732,-7.16389e-06
2100,-0.014134,-5.77501e-05
2110,-0.00377813,0.000109318
2120,0.00228107,-5.9364e-05
2130,-0.00135408,-3.42275e-05
2140,-0.0104884,-0.000140505
2150,0.0239517,-4.51505e-05
2160,0.00111478,-2.0623e-05
2170,-0.00722578,1.09082e-05
2180,-0.00550505,-4.89812e-05
2190,0.0203401,0.00010634
2200,0.00643268,7.79209e-05
2210,-0.000595765,5.1951e-05
2220,0.00475671,0.000112747
2230,-0.0209358,6.73616e-05
2240,0.0107671,9.05678e-05
2250,-0.00797974,4.19882e-05
2260,0.000230794,-8.55958e-05
2270,-0.0127196,5.18477e-05
2280,-0.00201451,-2.84028e-05
2290,0.0281077,-3.42088e-05
2300,0.00579864,-2.27346e-05
2310,0.00395652,7.86621e-05
2320,-0.00738476,-3.47929e-05
2330,-0.0141296,0.000113209
2340,0.0228296,-1.02302e-05
2350,0.0165729,1.39765e-05
2360,0.00509338,-1.6688e-07
2370,-0.0192548,1.01438e-05
2380,-0.0201078,-0.000121457
2390,-0.00696498,-7.57671e-05
2400,-0.0132679,9.46004e-05
2410,0.00798142,6.49739e-05
2420,-0.00746155,1.81207e-05
2430,-0.00321509,6.43981e-05
2440,0.0233986,9.55565e-06
2450,0.0217055,-4.63149e-05
2460,0.0122895,-3.96901e-05
2470,0.00491466,-0.000106278
2480,-0.00551503,8.14229e-05
2490,-0.0103617,-4.40352e-05
2500,0.0266538,3.82862e-05
2510,-0.00236502,6.38416e-05
2520,-0.00858757,-3.38237e-05
2530,0.00645817,-0.000139053
2540,-0.00780104,-6.58623e-05
2550,-0.0125241,2.30088e-05
2560,0.00230485,-3.29859e-05
2570,-0.014992,-6.7644e-05
2580,-0.00907629,-2.98191e-05
2590,0.0186791,2.47956e-05
2600,-0.00558239,-5.00095e-06
2610,-0.0125798,8.98089e-05
2620,-0.0175739,2.47867e-05
2630,0.0067698,-2.74053e-05
2640,0.000231048,-3.90643e-05
2650,-0.00464946,-2.27598e-05
2660,-0.0150594,9.75449e-05
2670,-0.0128711,3.94038e-05
2680,-0.0174789,-7.12157e-05
2690,0.00373454,1.93673e-07
2700,-0.00359093,-2.96949e-05
2710,0.0190055,3.90669e-05
2720,0.0165501,-1.67209e-05
2730,-0.0196856,-3.92191e-05
2740,-0.00499125,4.13115e-05
2750,-0.000758514,7.31535e-05
2760,0.0201625,3.49581e-05
2770,-0.00398454,0.000105085
2780,-0.00878862,2.45364e-05
2790,0.0049955,8.11893e-05
2800,-0.00507714,-7.55996e-05
2810,0.0134885,-6.91151e-05
2820,-0.00760527,-5.24159e-05
2830,-0.0177819,8.51706e-06
2840,-0.00131452,8.54812e-06
2850,0.0276747,-1.78499e-05
2860,-0.00249555,-0.000112662
2870,-0.0123908,7.85828e-05
2880,-0.0139485,-1.55443e-05
2890,0.0103256,-3.82176e-05
2900,0.0113289,-0.000113045
2910,0.0166869,-0.000114881
2920,-0.0173334,4.12388e-05
2930,-0.00309634,5.65742e-05
2940,0.00274967,4.45065e-05
2950,-0.00349488,-0.000100716
2960,-0.00431995,2.30202e-05
2970,7.559e-05,4.44683e-06
