t,cost
10,37.716
20,20.358
30,11.7
40,8.268
50,5.9616
60,5.8788
70,5.8848
80,5.8506
90,5.8854
100,5.8782
110,5.9184
120,5.8824
130,5.9556
140,5.9112
150,5.8392
160,5.8392
170,5.9424
180,5.9298
190,5.8626
200,5.8968
210,5.8506
220,5.877
230,5.9208
240,5.892
250,5.8398
260,5.8644
270,5.8878
280,5.8938
290,5.9022
300,5.883
310,5.9274
320,5.889
330,5.8362
340,5.9058
350,5.8146
360,5.7798
370,5.8974
380,5.8992
390,5.8434
400,5.8836
410,5.9052
420,5.901
430,5.8248
440,5.802
450,5.8812
460,5.931
470,5.8824
480,5.898
490,5.8248
500,5.844
510,5.8632
520,5.9142
530,5.9106
540,5.8542
550,5.8236
560,5.8902
570,5.8752
580,5.9166
590,5.8212
600,5.847
610,5.886
620,5.943
630,5.904
640,5.9298
650,5.8794
660,5.8944
670,5.8476
680,5.883
690,5.8794
700,5.8686
710,5.8788
720,5.871
730,5.9064
740,5.8788
750,5.9496
760,5.901
770,5.868
780,5.8686
790,5.8452
800,5.8386
810,5.8494
820,5.9736
830,5.8596
840,5.8362
850,5.8374
860,5.8992
870,5.91
880,5.8536
890,5.886
900,5.886
910,5.8992
920,5.9592
930,5.9094
940,5.9178
950,5.9382
960,5.9778
970,5.9274
980,5.856
990,5.8062
1000,5.9064
1010,5.9484
1020,5.9466
1030,5.916
1040,5.9208
1050,5.9154
1060,5.9802
1070,5.9136
1080,5.9292
1090,5.9046
1100,5.9064
1110,5.9274
1120,5.967
1130,5.904
1140,5.9118
1150,5.907
1160,5.9514
1170,5.9184
1180,5.9022
1190,5.883
1200,5.9256
1210,5.9094
1220,5.8788
1230,5.8734
1240,5.9064
1250,5.8848
1260,5.9598
1270,5.8962
1280,5.9118
1290,5.8878
1300,5.892
1310,5.8242
1320,5.9082
1330,5.904
1340,5.9304
1350,6
1360,5.874
1370,5.9292
1380,5.874
1390,5.8878
1400,5.8542
1410,5.9238
1420,5.9712
1430,5.9196
1440,5.9256
1450,5.97
1460,6.018
1470,5.9634
1480,5.85
1490,5.8806
1500,5.8332
1510,5.934
1520,5.9112
1530,5.9448
1540,5.853
1550,5.8806
1560,5.8872
1570,5.9208
1580,5.8302
1590,5.8746
1600,5.943
1610,5.8632
1620,5.8908
1630,5.9526
1640,5.9406
1650,5.8626
1660,5.9286
1670,5.9418
1680,5.904
1690,5.8518
1700,5.8728
1710,5.892
1720,5.913
1730,5.9808
1740,5.883
1750,5.9496
1760,5.9268
1770,5.9238
1780,5.9976
1790,5.9484
1800,6.006
1810,6.006
1820,5.9166
1830,6.024
1840,5.8956
1850,5.9064
1860,6.024
1870,5.9844
1880,5.844
1890,5.9208
1900,5.9442
1910,5.9724
1920,5.9046
1930,5.9496
1940,5.9472
1950,5.9988
1960,5.9358
1970,5.9508
1980,5.9994
1990,5.928
2000,6.006
2010,6.006
2020,5.9964
2030,5.9484
2040,6.012
2050,5.916
2060,5.979
2070,6.006
2080,6.018
2090,6.036
2100,6.012
2110,6.012
2120,6.036
2130,5.997
2140,6.06
2150,6.018
2160,6.066
2170,5.982
2180,6.048
2190,5.9712
2200,5.9904
2210,6.012
2220,5.9868
2230,5.9958
2240,6.054
2250,5.982
2260,5.9586
2270,6.036
2280,6.03
2290,6.09
2300,6.102
2310,6.048
2320,6.024
2330,6.072
2340,6.012
2350,6.084
2360,6.018
2370,5.9994
2380,6.066
2390,6.012
2400,6.03
2410,6.072
2420,6.096
2430,6.072
2440,6.06
2450,6.096
2460,6.192
2470,6.162
2480,6.138
2490,6.078
2500,6.114
2510,6.072
2520,6.132
2530,6.174
2540,6.072
2550,6.162
2560,6.072
2570,6.126
2580,6.228
2590,6.156
2600,6.246
2610,6.192
2620,6.21
2630,6.156
2640,6.168
2650,6.06
2660,6.12
2670,6.204
2680,6.144
2690,6.276
2700,6.09
2710,6.204
2720,6.18
2730,6.27
2740,6.186
2750,6.318
2760,6.21
2770,6.156
2780,6.144
2790,6.06
2800,6.252
2810,6.228
2820,6.306
2830,6.15
2840,6.378
2850,6.168
2860,6.276
2870,6.222
2880,6.384
2890,6.204
2900,6.402
2910,6.27
2920,6.372
2930,6.204
2940,6.366
2950,6.234
2960,6.312
2970,6.24
2980,6.426
2990,6.27
3000,6.306
3010,6.198
3020,6.342
3030,6.198
3040,6.36
3050,6.3
3060,6.384
3070,6.27
3080,6.396
3090,6.396
3100,6.282
3110,6.438
3120,6.318
3130,6.414
3140,6.372
3150,6.474
3160,6.36
3170,6.33
3180,6.396
3190,6.27
3200,6.504
3210,6.342
3220,6.414
3230,6.354
3240,6.48
3250,6.426
3260,6.252
3270,6.498
3280,6.366
3290,6.504
3300,6.348
3310,6.498
3320,6.6
3330,6.366
3340,6.51
3350,6.354
3360,6.522
3370,6.498
3380,6.396
3390,6.552
3400,6.426
3410,6.51
3420,6.57
3430,6.45
3440,6.558
3450,6.498
3460,6.438
3470,6.612
3480,6.606
3490,6.378
3500,6.624
