t,|deltaS|
1,0.03634
2,0.0103
3,0.006128
4,0.01196
5,0.01794
6,0.004414
7,0.02561
8,0.003136
9,0.02809
10,0.02696
11,0.02459
12,0.03282
13,0.006206
14,0.02902
15,0.03407
16,0.0483
17,0.0627
18,0.01737
19,0.02867
20,0.03062
21,0.07228
22,0.004589
23,0.0789
24,0.05185
25,0.1645
26,0.2615
27,0.1569
28,0.04326
29,0.05617
30,0.08209
31,0.1783
32,0.04639
33,0.003709
34,0.2421
35,0.03277
36,0.3608
37,0.1048
38,0.7196
39,0.2944
40,0.003906
41,1.453
42,0.6939
43,0.2067
44,0.5951
45,0.5902
46,0.2193
47,0.6721
48,1.571
49,0.05842
50,0.5438
51,1.081
52,0.758
53,1.171
54,0.1316
55,0.4166
56,0.8408
57,0.1247
58,0.9491
59,1.13
60,1.486
61,0.1975
62,0.2175
63,0.09798
64,0.2631
65,0.6831
66,0.1638
67,0.2432
68,1.574
69,0.5161
70,1.398
71,1.242
72,0.6299
73,1.202
74,0.812
75,0.5573
76,1.587
77,1.16
78,1.106
79,0.5387
80,0.4187
81,0.8727
82,0.5953
83,1.33
84,0.5796
85,0.1595
86,0.05009
87,0.4209
88,1.081
89,0.5564
90,0.06202
91,1.445
92,0.1894
93,1.126
94,1.284
95,1.715
96,0.4296
97,0.1316
98,0.009654
99,3.618
100,1.582
101,0.5525
102,0.4057
103,0.324
104,1
105,1.546
106,0.7659
107,0.8175
108,0.4789
109,0.7644
110,2.335
111,0.1294
112,1.078
113,0.2807
114,0.6763
115,0.1593
116,0.1527
117,0.4984
118,0.04996
119,0.8628
120,1.306
121,0.4857
122,0.6319
123,0.4105
124,0.2433
125,0.1458
126,0.1331
127,1.422
128,1.771
129,0.1997
130,0.9461
131,1.652
132,0.6888
133,0.116
134,0.6539
135,1.266
136,0.5597
137,0.7905
138,0.2273
139,1.468
140,1.079
141,1.375
142,1.926
143,0.3415
144,0.2267
145,0.8372
146,1.264
147,0.06362
148,0.9798
149,0.4088
150,1.077
151,1.012
152,0.4605
153,0.8681
154,0.3294
155,0.789
156,0.3926
157,0.7441
158,0.5002
159,0.2327
160,0.1195
161,0.8965
162,0.7203
163,0.6178
164,1.443
165,1.639
166,2.156
167,1.086
168,0.4617
169,0.4643
170,1.315
171,0.7139
172,2.004
173,0.08252
174,0.4207
175,2.286
176,0.2477
177,0.438
178,0.5855
179,1.919
180,1.816
181,0.222
182,0.1837
183,0.1513
184,0.3076
185,0.6919
186,1.123
187,0.2584
188,0.9197
189,1.237
190,0.5945
191,1.01
192,1.336
193,0.6196
194,0.6973
195,0.6547
196,0.4939
197,0.2749
198,0.1345
199,1.074
200,1.302
201,0.3079
202,1.335
203,1.413
204,0.2656
205,1.309
206,0.0906
207,2.278
208,0.3845
209,0.8764
210,0.1318
211,0.7452
212,0.03452
213,0.4632
214,1.271
215,0.7408
216,0.7504
217,1.042
218,0.5891
219,1.31
220,1.2
221,0.5904
222,0.2761
223,0.1098
224,0.314
225,0.7407
226,0.2848
227,1.152
228,1.942
229,0.787
230,0.3777
231,0.8186
232,0.3414
233,0.4401
234,0.5585
235,0.33
236,1.47
237,1.316
238,1.25
239,0.9244
240,1.279
241,0.8643
242,0.1906
243,1.446
244,0.2214
245,1.716
246,0.1681
247,0.8302
248,0.1544
249,1.006
250,0.6084
251,0.8299
252,0.04359
253,2.504
254,0.03462
255,1.453
256,1.676
257,1.659
258,0.1939
259,1.358
260,1.119
261,0.1346
262,1.027
263,1.277
264,0.2109
265,2.204
266,1.579
267,0.5937
268,0.1944
269,1.091
270,0.03841
271,0.8736
272,0.7051
273,1.985
274,0.711
275,0.2025
276,0.8803
277,0.25
278,0.5324
279,0.1247
280,0.6872
281,0.00752
282,0.9457
283,1.916
284,0.04514
285,0.5268
286,0.7465
287,0.5562
288,2.066
289,1.368
290,1.722
291,1.22
292,0.4511
293,0.5813
294,1.173
295,0.5243
296,1.025
297,0.07097
298,0.08963
299,1.282
300,0.2333
301,0.1367
302,2.103
303,1.009
304,0.2936
305,1.773
306,1.763
307,0.6056
308,0.5736
309,1.412
310,0.282
311,2.386
312,0.8523
313,1.364
314,1.547
315,0.397
316,0.4067
317,0.7061
318,0.2809
319,0.8198
320,1.497
321,0.2205
322,2.871
323,0.1955
324,0.5756
325,0.1514
326,1.001
327,0.9373
328,0.3684
329,0.04696
330,0.8776
331,0.1526
332,0.4496
333,0.1861
334,1.223
335,0.9621
336,0.1408
337,1.305
338,0.4559
339,0.09985
340,0.2393
341,1.462
342,0.3493
343,0.1494
344,1.772
345,0.3828
346,1.21
347,1.401
348,1.143
349,0.03761
350,0.2261
351,0.851
352,0.2564
353,1.227
354,1.919
355,3.044
356,0.05678
357,0.5914
358,0.809
359,0.5775
360,1.021
361,0.6392
362,0.2717
363,0.9785
364,0.7311
365,0.002724
366,0.4613
367,0.09651
368,0.4202
369,0.223
370,0.8699
371,1.299
372,1.675
373,0.02726
374,1.385
375,1.303
376,0.178
377,0.09688
378,2.335
379,1.484
380,1.071
381,0.5413
382,0.7323
383,0.6959
384,1.665
385,1.321
386,0.352
387,0.7513
388,0.8759
389,1.499
390,0.1146
391,1.324
392,0.5531
393,0.3195
394,0.04471
395,0.5485
396,1.074
397,0.5961
398,0.323
399,1.08
400,0.7195
401,0.3574
402,0.5285
403,0.1763
404,0.8185
405,1.368
406,2.782
407,0.3175
408,1.683
409,0.4677
410,1.339
411,1.62
412,1.683
413,0.4718
414,1.021
415,1.179
416,0.4231
417,1.077
418,0.05537
419,1.032
420,0.907
421,1.625
422,1.483
423,1.713
424,0.3162
425,1.339
426,0.1942
427,0.876
428,0.2342
429,0.4762
430,0.1105
431,0.1205
432,0.1093
433,0.3365
434,0.3605
435,1.296
436,0.9333
437,0.2717
438,0.0274
439,0.8151
440,1.052
441,0.1653
442,0.8857
443,1.771
444,0.6412
445,1.81
446,0.5194
447,0.0672
448,1.044
449,0.7773
450,0.9704
451,2.134
452,0.5041
453,0.3511
454,0.3146
455,0.03593
456,0.106
457,0.08922
458,0.7922
459,0.9624
460,0.3917
461,0.4552
462,0.1078
463,0.1971
464,2.196
465,2.163
466,0.9054
467,0.5568
468,2.01
469,0.6902
470,0.5634
471,1.257
472,0.3055
473,0.9351
474,0.6237
475,1.048
476,0.9584
477,0.3085
478,0.6404
479,0.859
480,0.3539
481,2.382
482,1.211
483,0.768
484,0.1645
485,0.243
486,0.5592
487,0.8887
488,1.713
489,0.09929
490,0.3112
491,0.5252
492,0.9733
493,1.003
494,1.038
495,0.6408
496,0.2693
497,0.2953
498,0.1852
499,0.09276
500,1.196
501,0.1418
502,1.58
