MDTU,link
1,1.63286
2,1.46491
3,1.37566
4,1.30597
5,1.24566
6,1.18704
7,1.18704
8,1.16419
9,1.13766
10,1.12397
11,1.10086
12,1.09113
13,1.06639
14,1.0601
15,1.05216
16,1.05081
17,1.03971
18,1.03343
19,1.02565
20,1.02739
21,1.02419
22,1.01755
23,1.01855
24,1.02234
25,1.00785
26,1.02157
27,1.01966
28,1.0208
29,1.02109
30,1.01738
31,1.01738
32,1.02296
33,1.00917
34,1.01714
35,1.02243
36,1.02404
37,1.0248
38,1.02566
39,1.02487
40,1.02663
41,1.01786
42,1.01786
43,1.02324
44,1.02771
45,1.02771
46,1.02805
47,1.01897
48,1.01897
49,1.01969
50,1.01969
51,1.01969
52,1.01969
53,1.01969
54,1.0066
55,1.0066
56,1.00944
57,1.01105
58,1.00713
59,1.00713
60,1.00423
61,1.0018
62,1.01779
63,1.00585
64,1.0064
65,1.00184
66,0.999935
67,0.999935
68,0.999935
69,0.999375
70,0.999375
71,0.999375
72,0.999375
73,0.999375
74,0.999375
75,1.01629
76,1.0044
77,1.0044
78,1.0044
79,1.01025
80,1.00638
81,1.00638
82,1.00335
83,1.00335
84,1.00017
85,1.00712
86,1.00434
87,1.01557
88,1.01737
89,1.0126
90,1.01904
91,1.01904
92,1.02434
93,1.02208
94,1.02208
95,1.01197
96,1.02473
97,1.03019
98,1.02077
99,1.02077
100,1.0187
101,1.02428
102,1.0221
103,1.02284
104,1.02284
105,1.01792
106,1.01792
107,1.01744
108,1.00837
109,1.00837
110,1.00837
111,1.01572
112,1.01572
113,1.00969
114,1.01927
115,1.01407
116,1.0112
117,1.0112
118,1.01305
119,1.01496
120,1.00254
121,1.00284
122,1.00675
123,1.00975
124,1.01564
125,1.00988
126,1.01144
127,1.01144
128,1.01144
129,1.02244
130,1.02244
131,1.01178
132,1.00138
133,0.996328
134,1.0061
135,1.0061
136,1.0061
137,1.00306
138,1.00101
139,1.01471
140,1.01137
141,1.01137
142,1.01137
143,1.00886
144,1.02439
145,1.01951
146,1.01951
147,1.00821
148,1.00821
149,1.00588
150,1.00283
151,1.00283
152,1.00521
153,1.00853
154,1.00853
155,1.01977
156,1.02021
157,1.02355
158,1.02626
159,1.03862
160,1.03556
161,1.02784
162,1.03084
163,1.03084
164,1.03084
165,1.03084
166,1.03084
167,1.03084
168,1.02883
169,1.03104
170,1.01949
171,1.03333
172,1.02691
173,1.02279
174,1.02279
175,1.02279
176,1.02185
177,1.02398
178,1.02158
179,1.02158
180,1.02158
181,1.02747
182,1.02228
183,1.01729
184,1.0176
185,1.0176
186,1.0176
187,1.02468
188,1.02255
189,1.01313
190,1.01313
191,1.02245
192,1.01254
193,1.00537
194,1.00736
195,1.01377
196,1.01526
197,1.01785
198,1.0161
199,1.0161
200,1.021
201,1.00686
202,1.00309
203,1.00309
204,1.00701
205,1.00701
206,1.00964
207,1.00964
208,1.02177
209,1.02177
210,1.00073
211,1.01212
212,1.00355
213,0.988624
214,0.988624
215,0.988624
216,1.00495
217,1.00495
218,1.00495
219,1.00495
220,1.00495
221,1.00547
222,1.00566
223,1.0084
224,1.01148
225,1.00951
226,1.00951
227,1.00535
228,1.0227
229,1.02398
230,1.01691
231,1.0272
232,1.02307
233,1.03003
234,1.02643
235,1.03215
236,1.03611
237,1.04194
238,1.04194
239,1.03848
240,1.04587
241,1.02814
242,1.02814
243,1.02628
244,1.02027
245,1.02027
246,1.00688
247,1.00688
248,1.00981
249,1.00981
250,1.01303
251,1.01303
252,1.02074
253,1.02074
254,1.02138
255,1.02138
256,1.02138
257,1.02138
258,1.03428
259,1.03428
260,1.02044
261,1.03033
262,1.02916
263,1.0137
264,1.02829
265,1.02829
266,1.02829
267,1.01629
268,1.01866
269,1.01355
270,1.02274
271,1.02274
272,1.02274
273,1.02274
274,1.00064
275,1.01816
276,1.01869
277,1.02596
278,1.02112
279,1.01739
280,1.01739
281,1.02676
282,1.02676
283,1.02676
284,1.021
285,1.00852
286,1.02509
287,1.02509
288,1.02509
289,1.02509
290,1.02428
291,1.02428
292,1.02965
293,1.01021
294,1.02121
295,1.01831
296,1.01831
297,1.01562
298,1.01747
299,1.01747
300,1.02398
301,1.01955
302,1.01955
303,1.01955
304,1.00554
305,1.00554
306,1.00554
307,1.02024
308,1.00464
309,1.01886
310,1.03057
311,1.03057
312,1.03057
313,1.03057
314,1.03057
315,1.03057
316,1.02701
317,1.02566
318,1.02616
319,1.02616
320,1.02616
321,1.01934
322,1.01934
323,1.01301
324,1.01946
325,1.02972
326,1.02972
327,1.02972
328,1.01456
329,1.01683
330,1.01767
331,1.01861
332,1.02342
333,1.02099
334,1.02099
335,1.02132
336,1.01137
337,1.01137
338,1.00583
339,1.0247
340,1.03172
341,1.03172
342,1.03358
343,1.03358
344,1.03358
345,1.01996
346,1.01996
347,1.01996
348,1.01996
349,1.01148
350,1.0063
351,1.0063
352,1.01623
353,1.01623
354,1.02976
355,1.02976
356,1.01889
357,1.00644
358,1.00644
359,1.00644
360,1.00644
361,1.00928
362,1.00561
363,1.00561
364,1.01197
365,1.00507
366,1.02108
367,1.00604
368,1.00976
369,1.01585
370,1.01585
371,1.01585
372,1.01654
373,1.02389
374,1.02389
375,1.02389
376,1.02547
377,1.02816
378,1.02816
379,1.02816
380,1.01585
381,1.01714
382,1.01399
383,1.01288
384,1.03468
385,1.03468
386,1.02818
387,1.04344
388,1.02983
389,1.0295
390,1.03059
391,1.03059
392,1.0274
393,1.01297
394,1.01182
395,1.01064
396,1.01064
397,1.01317
398,1.01163
399,1.01163
400,1.0255
401,1.02324
402,1.02324
403,1.02561
404,1.02683
405,1.0177
406,1.0177
407,1.02479
408,1.02479
409,1.03313
410,1.03313
411,1.00843
412,1.00843
413,1.01807
414,1.01977
415,1.01977
416,1.01881
417,1.01943
418,1.0207
419,1.0207
420,1.02068
421,1.00561
422,1.00955
423,1.00955
424,1.02544
425,1.01389
426,1.0075
427,1.0075
428,1.0088
429,1.00558
430,1.00877
431,1.01296
432,1.02124
433,1.03106
434,1.02655
435,1.02096
436,1.02406
437,1.00271
438,1.00745
439,1.01943
440,1.01943
441,1.02683
442,1.02683
443,1.02683
444,1.02585
445,1.02192
446,1.01771
447,1.02061
448,1.02061
449,1.01362
450,1.01977
451,1.01977
452,1.01693
453,1.01455
454,1.01593
455,1.02366
456,1.01401
457,1.01239
458,1.00982
459,1.018
460,1.01648
461,1.00785
462,1.00293
463,1.00817
464,1.00817
465,1.00817
466,1.01258
467,1.01075
468,1.01075
469,1.01075
470,1.01861
471,1.01393
472,1.00359
473,0.996401
474,0.992196
475,1.01115
476,1.01115
477,1.01328
478,1.01328
479,1.02167
480,1.02795
481,1.02795
482,1.02795
483,1.02795
484,1.02454
485,1.01607
486,1.01607
487,1.01607
488,1.01607
489,1.00122
490,1.00021
491,1.00021
492,1.00021
493,1.00021
494,0.999271
495,1.00506
496,1.01051
497,1.00769
498,1.00769
499,1.02269
500,1.00818
501,1.00216
502,1.00216
503,1.00216
504,0.998799
505,0.989613
506,1.00114
507,1.00114
508,1.00114
509,1.00114
510,1.00114
511,1.00114
512,1.01169
513,1.01169
514,1.01806
515,1.01757
516,1.02068
517,1.02068
518,1.00539
519,0.999056
520,1.00001
521,1.00001
522,1.00567
523,1.00567
524,1.01307
525,1.00471
526,1.00619
527,1.01239
528,1.01065
529,1.01943
530,1.01943
531,1.01842
532,1.00286
533,1.00463
534,1.00456
535,0.999749
536,1.01736
537,1.01892
538,1.02105
539,1.01644
540,1.01644
541,1.00637
542,1.0146
543,1.01417
544,1.00498
545,1.00239
546,1.00056
547,1.00056
548,0.993987
549,1.00538
550,1.02069
551,1.01978
552,1.01978
553,1.01978
554,1.02084
555,1.01537
556,1.01537
557,1.0051
558,1.01811
559,1.02242
560,1.02242
561,1.02768
562,1.01959
563,1.04242
564,1.02851
565,1.0437
566,1.0437
567,1.02745
568,1.03049
569,1.03049
570,1.02934
571,1.02934
572,1.03542
573,1.02704
574,1.01969
575,1.01969
576,1.01969
577,1.01652
578,1.01652
579,1.01443
580,1.00415
581,1.00992
582,1.01078
583,1.01078
584,1.01806
585,1.01806
586,1.01806
587,1.01806
588,1.01321
589,0.996779
590,0.997523
591,1.01072
592,1.01072
593,0.994947
594,1.00663
595,1.0047
596,1.00824
597,1.01241
598,1.02023
599,1.00572
600,1.00572
601,1.00572
602,1.00061
603,0.997729
604,0.996626
605,0.987877
606,0.995803
607,0.995713
608,0.997302
609,0.997302
610,0.997302
611,1.0029
612,1.0029
613,1.01033
614,1.02288
615,1.02288
616,1.02288
617,1.02288
618,1.02288
619,1.02288
620,1.01407
621,1.01407
622,1.01407
623,1.01407
624,1.01664
625,1.01664
626,1.01631
627,1.02474
628,1.02474
629,1.02155
630,1.01706
631,1.02935
632,1.02935
633,1.02935
634,1.02461
635,1.02246
636,1.01915
637,1.011
638,1.01866
639,1.01866
640,1.01994
641,1.01932
642,1.01656
643,1.01597
644,1.01597
645,1.0196
646,1.02763
647,1.02763
648,1.03664
649,1.02711
650,1.03071
651,1.01631
652,1.01079
653,1.01566
654,1.00462
655,1.00868
656,1.00868
657,1.00868
658,1.00868
659,1.02543
660,1.02825
661,1.02825
662,1.03177
663,1.01843
664,1.01
665,1.01
666,1.01
667,1.01314
668,1.01314
669,1.01501
670,1.01523
671,1.01151
672,1.01151
673,1.00921
674,1.00921
675,1.00649
676,0.996812
677,1.00953
678,1.02169
679,1.01141
680,1.01269
681,1.00422
682,1.01161
683,1.01161
684,1.01161
685,1.01338
686,1.00616
687,1.01279
688,1.01279
689,1.01279
690,1.01279
691,1.01999
692,1.011
693,1.00798
694,1.01515
695,1.01527
696,1.01527
697,1.01446
698,1.01446
699,1.01446
700,1.01971
701,1.01492
702,1.01492
703,1.01937
704,1.01464
705,1.01513
706,1.00401
707,1.02054
708,1.02391
709,1.0325
710,1.03898
711,1.03186
712,1.03186
713,1.03207
714,1.03207
715,1.03358
716,1.02461
717,1.04649
718,1.03136
719,1.02252
720,1.03284
721,1.03284
722,1.03284
723,1.03284
724,1.03543
725,1.03316
726,1.04189
727,1.03995
728,1.03859
729,1.02621
730,1.02621
731,1.02621
732,1.02621
733,1.02354
734,1.01731
735,1.01731
736,1.01525
737,1.01525
738,1.01525
739,1.01834
740,1.01834
741,1.01957
742,1.03403
743,1.02243
744,1.02243
745,1.03491
746,1.03491
747,1.03491
748,1.03094
749,1.03094
750,1.03094
751,1.03094
752,1.03094
753,1.02602
754,1.02602
755,1.01405
756,1.02904
757,1.02904
758,1.02691
759,1.02691
760,1.02691
761,1.01535
762,1.02057
763,1.01602
764,1.01602
765,1.01602
766,1.02439
767,1.02787
768,1.02548
769,1.02548
770,1.02548
771,1.01598
772,1.00715
773,1.00525
774,1.00069
775,1.00069
776,1.01615
777,1.00959
778,1.00959
779,1.01442
780,1.01481
781,1.01481
782,1.01016
783,1.01554
784,1.01554
785,1.01662
786,1.01252
787,1.01252
788,1.01632
789,1.0179
790,1.01425
791,1.01415
792,1.00923
793,1.01329
794,1.02593
795,1.02593
796,1.02593
797,1.02593
798,1.01726
799,1.00899
800,1.00899
801,1.0228
802,1.03391
803,1.02491
804,1.02491
805,1.01046
806,1.00375
807,1.01808
808,1.0243
809,1.02084
810,1.012
811,1.00135
812,0.993214
813,0.997043
814,0.997043
815,0.997043
816,1.01247
817,1.01247
818,1.00774
819,1.01587
820,1.01705
821,1.0034
822,1.00574
823,1.00663
824,1.01547
825,1.01547
826,1.00391
827,1.01693
828,1.01274
829,1.00916
830,1.01398
831,1.00417
832,1.00417
833,1.01506
834,1.01506
835,1.02296
836,1.01782
837,1.01782
838,1.0203
839,1.01297
840,1.02122
841,1.02328
842,1.02328
843,1.01272
844,1.01272
845,1.01123
846,1.00331
847,1.01745
848,1.01729
849,1.01729
850,1.01729
851,1.01172
852,1.01172
853,1.0114
854,1.01757
855,1.01599
856,1.01599
857,1.00928
858,1.02282
859,1.01109
860,1.01109
861,1.01109
862,1.01208
863,1.01208
864,1.01794
865,1.01545
866,1.01545
867,1.01545
868,1.01822
869,1.01344
870,1.00007
871,1.00559
872,0.995641
873,0.995052
874,0.999488
875,0.997687
876,0.994741
877,0.994741
878,1.00554
879,1.00554
880,1.00554
881,1.00731
882,1.00597
883,1.01348
884,1.0051
885,1.00445
886,1.0043
887,1.0162
888,1.0162
889,1.0162
890,1.01874
891,1.01622
892,1.01708
893,1.00796
894,1.01961
895,1.0177
896,1.01293
897,1.01293
898,1.02024
899,1.02024
900,1.02294
901,1.01954
902,1.01954
903,1.01954
904,1.00501
905,1.01694
906,1.03549
907,1.03951
908,1.03951
909,1.03951
910,1.03236
911,1.02825
912,1.02825
913,1.02825
914,1.02825
915,1.04086
916,1.02432
917,1.02432
918,1.01429
919,1.00892
920,1.02574
921,1.01864
922,1.01484
923,1.01506
924,1.02988
925,1.02193
926,1.00988
927,1.01452
928,1.0159
929,1.0205
930,1.01427
931,1.02198
932,1.02198
933,1.02198
934,1.02198
935,1.017
936,1.017
937,1.017
938,1.017
939,1.01776
940,1.01776
941,1.02248
942,1.01334
943,1.01638
944,1.01419
945,1.01766
946,1.01766
947,1.01462
948,1.01344
949,1.02116
950,1.02116
951,1.01792
952,1.02312
953,1.02621
954,1.01428
955,1.02443
956,1.02799
957,1.02799
958,1.02799
959,1.02799
960,1.02069
961,1.02527
962,1.01799
963,1.02155
964,1.03087
965,1.02435
966,1.02435
967,1.02435
968,1.02435
969,1.02435
970,1.02435
971,1.01948
972,1.01972
973,1.01668
974,1.01668
975,1.01153
976,1.01064
977,1.02016
978,1.01128
979,1.01359
980,1.00766
981,1.00053
982,1.0135
983,1.00699
984,1.00699
985,1.0093
986,1.0093
987,1.01058
988,1.01058
989,1.0081
990,1.00094
991,1.00994
992,1.00553
993,1.01361
994,1.01369
995,1.03401
996,1.03168
997,1.03944
998,1.03944
999,1.03944
1000,1.03944
1001,1.03944
1002,1.03801
1003,1.03809
1004,1.03887
1005,1.03648
1006,1.03648
1007,1.03334
1008,1.03334
1009,1.03334
1010,1.03334
1011,1.03334
1012,1.01533
1013,1.02513
1014,1.02513
1015,1.01831
1016,1.02197
1017,1.02182
1018,1.02182
1019,1.02304
1020,1.02304
1021,1.02304
1022,1.02282
1023,1.01838
1024,1.01397
1025,1.0058
1026,1.0104
1027,1.01612
1028,1.01281
1029,1.01213
1030,1.01865
1031,1.00544
1032,1.00544
1033,1.00544
1034,1.00189
1035,1.01315
1036,1.01315
1037,1.01315
1038,1.0227
1039,1.0227
1040,1.0227
1041,1.0227
1042,1.01744
1043,1.01897
1044,1.02574
1045,1.02574
1046,1.02574
1047,1.02093
1048,1.02093
1049,1.02093
1050,1.02508
1051,1.02508
1052,1.0255
1053,1.01693
1054,1.01693
1055,1.03148
1056,1.02122
1057,1.02122
1058,1.02269
1059,1.02918
1060,1.02918
1061,1.02918
1062,1.03222
1063,1.03222
1064,1.0273
1065,1.0273
1066,1.0273
1067,1.02982
1068,1.0231
1069,1.01654
1070,1.01654
1071,1.01654
1072,1.02341
1073,1.02664
1074,1.02664
1075,1.0177
1076,1.02708
1077,1.03354
1078,1.03267
1079,1.03267
1080,1.03267
1081,1.03267
1082,1.03514
1083,1.03514
1084,1.03893
1085,1.03171
1086,1.03603
1087,1.03603
1088,1.03603
1089,1.03603
1090,1.02871
1091,1.02871
1092,1.03196
1093,1.03304
1094,1.0235
1095,1.0235
1096,1.0235
1097,1.0235
1098,1.02775
1099,1.02472
1100,1.01085
1101,1.01085
1102,1.00712
1103,1.005
1104,0.997072
1105,0.997072
1106,0.997072
1107,0.998293
1108,0.998293
1109,0.998293
1110,0.992686
1111,0.98794
1112,0.995319
1113,0.995319
1114,0.994316
1115,1.00406
1116,1.00406
1117,1.0056
1118,1.0056
1119,0.99337
1120,1.00867
1121,1.00509
1122,1.00509
1123,1.01672
1124,1.01601
1125,1.01601
1126,1.01719
1127,1.01332
1128,1.00682
1129,1.00619
1130,1.01033
1131,1.02095
1132,1.01722
1133,1.00953
1134,1.00953
1135,1.00953
1136,1.00873
1137,1.01565
1138,1.01565
1139,1.01565
1140,1.02315
1141,1.02402
1142,1.02402
1143,1.02734
1144,1.02689
1145,1.02689
1146,1.02085
1147,1.02602
1148,1.02397
1149,1.02397
1150,1.02308
1151,1.02308
1152,1.02539
1153,1.00979
1154,1.02411
1155,1.02411
1156,1.02815
1157,1.01635
1158,1.01096
1159,1.01096
1160,1.01211
1161,1.00926
1162,1.00926
1163,1.01065
1164,1.00791
1165,1.0112
1166,1.00176
1167,1.01038
1168,1.00822
1169,0.998164
1170,0.99684
1171,1.00091
1172,1.00091
1173,1.00725
1174,1.0035
1175,1.00507
1176,1.00507
1177,1.00436
1178,1.00927
1179,1.02038
1180,1.01726
1181,1.01638
1182,1.02095
1183,1.01986
1184,1.01513
1185,1.00699
1186,1.01566
1187,1.01983
1188,1.01861
1189,1.00934
1190,1.00934
1191,1.00067
1192,1.01954
1193,1.02453
1194,1.03228
1195,1.02461
1196,1.02461
1197,1.02084
1198,1.03393
1199,1.02004
1200,1.01369
1201,1.01369
1202,1.00935
1203,1.00935
1204,1.01666
1205,1.01666
1206,1.01666
1207,1.01666
1208,1.01649
1209,1.02384
1210,1.03479
1211,1.03479
1212,1.03479
1213,1.04314
1214,1.0371
1215,1.03575
1216,1.03575
1217,1.03575
1218,1.03491
1219,1.0333
1220,1.03052
1221,1.01305
1222,1.01305
1223,1.01305
1224,1.01678
1225,1.02313
1226,1.02313
1227,1.02313
1228,1.03317
1229,1.03317
1230,1.03317
1231,1.03317
1232,1.03317
1233,1.03317
1234,1.01748
1235,1.01525
1236,1.01478
1237,1.01478
1238,1.0188
1239,1.01259
1240,1.01259
1241,1.01562
1242,1.00278
1243,0.99842
1244,1.00627
1245,1.00133
1246,1.00133
1247,1.00481
1248,1.00041
1249,1.01255
1250,1.01568
1251,1.01568
1252,1.01545
1253,1.01545
1254,1.02906
1255,1.02906
1256,1.02906
1257,1.01844
1258,1.02527
1259,1.01388
1260,1.00623
1261,1.00623
1262,1.01343
1263,1.01343
1264,1.01453
1265,1.01204
1266,1.00121
1267,1.00121
1268,1.00121
1269,1.00591
1270,1.01216
1271,1.01602
1272,1.00609
1273,1.00609
1274,1.00575
1275,1.02061
1276,1.02061
1277,1.02061
1278,1.01527
1279,1.01527
1280,1.01527
1281,1.01796
1282,1.01796
1283,1.01796
1284,1.01796
1285,1.01856
1286,1.01856
1287,1.02233
1288,1.00595
1289,1.01102
1290,1.00849
1291,1.00849
1292,0.997037
1293,0.997037
1294,0.997037
1295,0.996908
1296,0.997281
1297,0.997281
1298,0.99839
1299,1.00056
1300,0.998544
1301,0.997061
1302,1.00873
1303,1.01151
1304,1.01151
1305,1.01151
1306,1.01065
1307,1.01957
1308,1.01241
1309,1.00779
1310,1.01174
1311,1.01174
1312,1.01174
1313,1.01147
1314,1.01147
1315,1.00582
1316,1.00251
1317,1.00042
1318,1.00547
1319,1.01443
1320,1.01071
1321,1.01071
1322,1.01071
1323,1.01071
1324,1.02389
1325,1.01447
1326,1.00463
1327,1.00463
1328,1.00798
1329,1.00798
1330,1.01629
1331,1.02871
1332,1.02871
1333,1.02871
1334,1.03052
1335,1.02553
1336,1.02553
1337,1.01788
1338,1.01321
1339,1.01321
1340,1.00623
1341,1.00664
1342,1.02156
1343,1.02156
1344,1.02156
1345,1.01797
1346,1.01797
1347,1.01797
1348,1.01724
1349,1.0212
1350,1.0212
1351,1.0212
1352,1.02361
1353,1.02299
1354,1.02299
1355,1.02299
1356,1.02299
1357,1.02299
1358,1.02108
1359,1.02629
1360,1.03061
1361,1.02404
1362,1.02404
1363,1.01774
1364,1.01822
1365,1.01822
1366,1.01767
1367,1.01767
1368,1.01767
1369,1.01501
1370,1.00391
1371,1.00188
1372,1.01109
1373,1.01376
1374,1.02242
1375,1.02242
1376,1.02242
1377,1.02242
1378,1.03047
1379,1.02259
1380,1.02259
1381,1.02259
1382,1.02259
1383,1.01585
1384,1.00095
1385,1.00095
1386,1.00095
1387,1.0126
1388,1.01764
1389,1.01764
1390,1.01422
1391,1.01318
1392,1.01873
1393,1.01873
1394,1.01873
1395,1.00286
1396,1.00286
1397,1.0086
1398,1.00738
1399,1.00675
1400,1.0077
1401,0.999774
1402,0.999748
1403,0.994971
1404,0.99942
1405,0.99942
1406,0.993825
1407,0.9986
1408,0.991774
1409,1.00616
1410,1.01113
1411,0.999797
1412,1.01261
1413,1.01261
1414,1.01261
1415,1.01261
1416,1.01261
1417,1.01261
1418,1.02113
1419,1.01679
1420,1.01166
1421,1.01377
1422,1.00558
1423,1.00758
1424,1.00758
1425,1.02519
1426,1.02188
1427,1.01798
1428,1.01057
1429,1.00511
1430,1.00471
1431,1.00054
1432,1.00219
1433,1.01406
1434,1.01406
1435,1.02462
1436,1.01012
1437,1.00524
1438,0.997188
1439,0.997188
1440,0.99454
1441,0.99454
1442,0.99454
1443,0.990045
1444,0.990045
1445,0.995483
1446,1.00387
1447,1.00387
1448,1.00305
1449,1.00305
1450,1.00456
1451,1.00341
1452,1.00166
1453,1.02429
1454,1.0225
1455,1.0225
1456,1.03075
1457,1.04268
1458,1.03356
1459,1.02595
1460,1.02595
1461,1.03169
1462,1.02698
1463,1.02698
1464,1.02698
1465,1.02698
1466,1.02526
1467,1.01505
1468,1.02372
1469,1.01648
1470,1.01648
1471,1.02874
1472,1.02874
1473,1.03596
1474,1.02137
1475,1.01263
1476,1.01263
1477,1.01263
1478,1.01263
1479,1.00652
1480,1.0129
1481,1.0129
1482,1.01239
1483,1.01988
1484,1.0263
1485,1.02259
1486,1.01496
1487,1.01122
1488,1.01607
1489,1.01607
1490,1.01607
1491,1.01119
1492,1.01036
1493,1.01405
1494,1.01405
1495,1.01903
1496,1.02251
1497,1.02223
1498,1.02104
1499,1.02104
1500,1.02104
1501,1.01502
1502,1.01563
1503,1.01563
1504,1.01921
1505,1.01921
1506,1.02247
1507,1.01891
1508,1.02298
1509,1.02744
1510,1.02744
1511,1.02744
1512,1.01826
1513,1.00844
1514,1.00844
1515,1.00844
1516,1.00657
1517,1.00657
1518,1.00657
1519,0.987815
1520,0.993349
1521,0.997507
1522,1.00188
1523,1.00188
1524,1.00188
1525,1.0035
1526,1.0035
1527,1.00534
1528,1.01937
1529,1.00861
1530,1.00959
1531,1.01128
1532,1.01128
1533,1.01128
1534,1.00677
1535,1.00828
1536,0.999557
