MDTU,0,2,4,6,8,10
10,0.0278317,0.0279505,0.0291301,0.0293855,0.0304386,0.0310835
20,0.023839,0.0239458,0.0260217,0.0264328,0.0265218,0.0271172
30,0.0252829,0.0253554,0.0262631,0.0262773,0.0268284,0.0269709
40,0.0219432,0.0220829,0.0234908,0.0237305,0.024335,0.0244602
50,0.0250374,0.025113,0.0262976,0.0263548,0.0266096,0.0267746
60,0.0240298,0.024294,0.0262413,0.0264531,0.0266448,0.0269473
70,0.0247191,0.0247518,0.0267897,0.026913,0.0279014,0.028062
80,0.0224857,0.022587,0.024944,0.0250796,0.0253634,0.0257383
90,0.025503,0.0258471,0.0266362,0.0267607,0.0281103,0.0286021
100,0.0235839,0.0238204,0.0253174,0.0257316,0.0262043,0.0264546
110,0.0246834,0.0250079,0.0259503,0.0264747,0.0271036,0.0273319
120,0.0227664,0.0229575,0.0242224,0.0243899,0.0247711,0.0248018
130,0.0213723,0.0214457,0.0241325,0.0242153,0.0245517,0.0246547
140,0.0244565,0.0245968,0.0260913,0.0264591,0.0268429,0.0272346
150,0.0238123,0.0239064,0.0254862,0.0257532,0.026277,0.0266352
160,0.0248652,0.025015,0.0262896,0.0267159,0.0276117,0.0279867
170,0.022014,0.0221835,0.0238082,0.0238801,0.0245119,0.0247925
180,0.0241005,0.0242868,0.0250591,0.0251604,0.0262851,0.0265845
190,0.0248933,0.025013,0.026453,0.0264657,0.0271946,0.0274716
200,0.0215454,0.0215741,0.0234944,0.0238894,0.0256748,0.0258509
210,0.0239807,0.0242697,0.0252071,0.0253173,0.0270065,0.0273548
220,0.0213212,0.0213469,0.0232055,0.0232541,0.0235311,0.023663
230,0.023063,0.0230743,0.0246435,0.0247049,0.0255654,0.0258717
240,0.0230441,0.023356,0.0256583,0.0256736,0.0265423,0.0268289
250,0.0227935,0.0228826,0.0242609,0.0243133,0.0263085,0.0268726
260,0.0230902,0.0235291,0.0244194,0.0246925,0.0258838,0.0259655
270,0.0234231,0.0234582,0.0252157,0.0254515,0.0258905,0.0259815
280,0.0228419,0.0228822,0.0238363,0.0239366,0.0256429,0.0260017
290,0.0245042,0.0246939,0.0256901,0.0260908,0.0265492,0.0266418
300,0.0237771,0.0238928,0.0254375,0.0254698,0.0263906,0.0265909
310,0.0242392,0.024298,0.0251796,0.0253541,0.0264972,0.0267688
320,0.0244085,0.0246805,0.0256389,0.025733,0.0270033,0.0274034
330,0.0230005,0.0234325,0.0250867,0.0255733,0.0261614,0.026195
340,0.0240839,0.0240949,0.0253621,0.0255151,0.0259952,0.026135
350,0.0266963,0.0272047,0.0283404,0.0285364,0.0287111,0.0289798
360,0.0249269,0.0249591,0.0256971,0.0263711,0.0266837,0.0270437
370,0.0227816,0.022895,0.0252754,0.0254532,0.0256547,0.0257425
380,0.0257443,0.0260339,0.0276068,0.0277215,0.0282388,0.0284938
390,0.0266726,0.0267837,0.0274474,0.0275764,0.0279955,0.0283188
400,0.0253108,0.0253458,0.0266724,0.0267848,0.0272094,0.0273703
410,0.0228579,0.0228733,0.02396,0.0243129,0.026184,0.0263411
420,0.0258599,0.0262979,0.0271898,0.0273723,0.0280083,0.0282353
430,0.0254757,0.0255273,0.0259428,0.0259556,0.0280665,0.0281255
440,0.0247048,0.0249616,0.0261297,0.026486,0.026538,0.026822
450,0.0255611,0.0256096,0.026722,0.0269984,0.027387,0.0274137
460,0.0231391,0.023459,0.02527,0.0253091,0.0254711,0.0259078
470,0.0238886,0.0242152,0.0251467,0.0254823,0.0264408,0.0266659
480,0.0224752,0.0225457,0.0238587,0.0240327,0.0256933,0.0260254
490,0.0250924,0.0254062,0.0272344,0.0272913,0.027361,0.0274654
500,0.0235478,0.0236232,0.025082,0.0251998,0.0257005,0.0261699
510,0.0227948,0.0230529,0.0244208,0.0244298,0.0260593,0.0264777
520,0.0212072,0.0214251,0.0222351,0.0222538,0.0232106,0.0233365
530,0.0241104,0.0241769,0.025664,0.0257667,0.0259618,0.0259823
540,0.0242648,0.0245811,0.0256828,0.025758,0.0262267,0.0264965
550,0.0237495,0.0238321,0.0250847,0.0255538,0.0259631,0.0259735
560,0.0230402,0.0231145,0.0245177,0.0246202,0.0258279,0.0260403
570,0.0230513,0.0232576,0.0234179,0.0238699,0.025334,0.0253843
580,0.0233308,0.0238397,0.02455,0.0247089,0.0252807,0.0253122
590,0.0271319,0.0273015,0.0280268,0.0280615,0.0284508,0.0288394
600,0.0247168,0.0251108,0.0251789,0.0253287,0.0270216,0.0273103
610,0.0244094,0.0245572,0.0256499,0.0256874,0.0260687,0.0264979
620,0.0245469,0.0248608,0.025428,0.0255218,0.0265166,0.0268199
630,0.0258327,0.026249,0.0272411,0.0273095,0.0276406,0.0279405
640,0.0217264,0.0218254,0.0228866,0.0229575,0.0231087,0.0233528
650,0.0275184,0.0278905,0.0280345,0.0284242,0.029043,0.0291686
660,0.0244943,0.0247737,0.0255651,0.0256744,0.0275029,0.0276628
670,0.0254101,0.0254496,0.0271258,0.0273452,0.0278216,0.0278539
680,0.0204864,0.0205551,0.0222911,0.0223023,0.0236159,0.0237769
690,0.0254129,0.0257632,0.0266053,0.0267346,0.0273255,0.0277698
700,0.025127,0.025164,0.0258061,0.0260952,0.0266979,0.0267302
710,0.023951,0.0245132,0.0261006,0.0262609,0.0269848,0.0272704
720,0.0255885,0.0256494,0.0263376,0.0263491,0.027569,0.0275785
730,0.0249768,0.0250348,0.0254482,0.0254632,0.0271366,0.0273996
740,0.0238183,0.0241344,0.0266754,0.026775,0.0273142,0.0276941
750,0.0238671,0.0238818,0.0255,0.0256337,0.0258388,0.0260039
760,0.0242402,0.0248536,0.0250025,0.0254073,0.0271858,0.0274363
770,0.0248872,0.02492,0.0253455,0.0254344,0.0259482,0.0260039
780,0.0249304,0.025401,0.0262548,0.0264546,0.0270565,0.027412
790,0.0239588,0.0239834,0.0258277,0.0258578,0.0268644,0.0271286
800,0.0252863,0.0257695,0.0274299,0.0275506,0.0275855,0.027715
810,0.0247298,0.0247504,0.0266524,0.0267987,0.0270532,0.0274074
820,0.0243599,0.0244345,0.0250927,0.0251171,0.0265539,0.0268569
830,0.0260293,0.0261289,0.0273991,0.0274458,0.0275956,0.0278791
840,0.0250561,0.0252888,0.0265358,0.0266311,0.0273318,0.0273801
850,0.0244546,0.0244755,0.0250345,0.0251354,0.0263675,0.0264736
860,0.0231086,0.0233569,0.0246746,0.0247447,0.0250518,0.0251309
870,0.02252,0.0226821,0.0247107,0.0248367,0.0249884,0.0251789
880,0.0229522,0.0230074,0.025426,0.0255611,0.0264034,0.026673
890,0.0240693,0.0240724,0.0262219,0.0264339,0.026701,0.0270965
900,0.0214951,0.0217112,0.0227323,0.0228174,0.0237989,0.0240801
910,0.0233497,0.0235151,0.0252673,0.0253205,0.0253564,0.0254247
920,0.0252656,0.0254562,0.0260941,0.0264398,0.0268087,0.0270442
930,0.0239364,0.0242433,0.0254271,0.0257644,0.0261399,0.0263067
940,0.0234595,0.0234884,0.025197,0.0252487,0.0257982,0.0258316
950,0.0253837,0.0254284,0.0260737,0.0265044,0.0265267,0.0266433
960,0.0205448,0.0207498,0.0226474,0.0231314,0.0240149,0.0242063
970,0.0262266,0.0263421,0.0268462,0.026866,0.0272815,0.0274423
980,0.0210662,0.0214983,0.0238234,0.0238711,0.024686,0.0252002
990,0.0232563,0.0234852,0.0258234,0.0260621,0.0267085,0.0270614
1000,0.0255231,0.025793,0.0268116,0.0272328,0.028095,0.0282703
1010,0.024796,0.0249028,0.0256586,0.0257494,0.0266069,0.0267748
1020,0.0250482,0.0253078,0.0255908,0.0258083,0.0274945,0.0277394
1030,0.0266841,0.0267165,0.027732,0.0278412,0.0280777,0.0281038
1040,0.0263069,0.0266489,0.0266832,0.0273586,0.0276241,0.0278423
1050,0.0222462,0.0224171,0.0243377,0.0244193,0.0248673,0.0251853
