MDTU,susyTrans,Im(bilin)
10,-0.0290137,4.39942e-05
20,-0.0124813,5.06727e-05
30,-0.0080746,-8.94065e-05
40,0.0190093,-1.49522e-05
50,0.020383,1.90653e-05
60,-0.00108206,-0.000133762
70,-0.0181444,-5.22883e-05
80,-0.000701738,0.000122383
90,0.00364528,0.000104577
100,0.00424078,-6.38823e-05
110,0.0054602,4.6512e-05
120,-0.0103936,9.57786e-05
130,0.00400997,9.63049e-05
140,0.0178919,0.000174366
150,0.000692536,1.52901e-05
160,-0.00192859,2.10823e-05
170,0.0128406,8.80037e-05
180,0.00196747,-3.33172e-05
190,-0.0188671,-2.50672e-05
200,9.0308e-06,-5.58218e-05
210,0.0164427,-6.45497e-05
220,0.00527142,9.19536e-05
230,-0.00605931,5.69192e-05
240,-0.0160839,-2.15389e-05
250,-0.00155842,0.000156931
260,0.00988903,-5.03598e-05
270,-0.0025282,-4.48208e-05
280,0.00487871,-9.58862e-05
290,0.0161465,0.000168061
300,-0.00325653,7.75717e-06
310,0.00056445,-0.000108915
320,-0.00153272,6.6476e-05
330,-0.0017854,-8.10793e-05
340,0.00132758,-0.000101395
350,-0.0195427,6.12554e-05
360,0.0124859,3.78773e-05
370,-0.00209709,7.57397e-05
380,0.00624566,0.000134823
390,0.00962434,-6.73297e-05
400,-0.00276615,-4.49316e-05
410,0.00672977,-9.11776e-05
420,-0.00878478,0.000102331
430,0.0182426,5.57869e-05
440,0.00270442,-0.000110357
450,-0.0103344,-2.43575e-05
460,0.00479715,0.000102282
470,0.0267133,-0.000125568
480,0.0113516,-4.62639e-05
490,0.00890566,6.53221e-05
500,-0.0344967,7.55862e-05
510,0.00284892,-8.02213e-05
520,0.0058465,3.28917e-05
530,0.00823911,-1.44654e-05
540,0.000303603,-6.24802e-05
550,0.00908024,0.000121807
560,0.00833658,2.56006e-06
570,0.00241262,0.00011697
580,-0.0160674,-8.64535e-05
590,-0.00967628,-8.61004e-05
600,0.0143352,-7.57204e-05
610,0.00967026,-0.000174891
620,-0.0178087,5.88644e-05
630,-0.00369294,-5.12442e-05
640,-0.00470387,8.59201e-05
650,0.00817155,8.57468e-05
660,-0.00701006,-0.000142452
670,0.00188557,0.000104987
680,0.00634381,0.000131781
690,0.000334252,2.01647e-05
700,0.00388755,-4.87997e-05
710,0.0025333,-4.29533e-05
720,-0.00764514,-0.000238862
730,-0.0145079,8.84431e-05
740,0.0295123,1.62363e-05
750,-0.0377323,-8.14343e-05
760,0.00607869,-7.18493e-05
770,-0.0252249,6.96547e-05
780,0.00886272,-0.000151014
790,-0.00658624,-1.22359e-05
800,0.00287004,-5.78271e-06
810,-0.00388519,0.000148825
820,0.00466559,4.09484e-06
830,-0.000904992,3.7154e-05
840,-0.00918236,0.000108212
850,0.00300346,-6.4273e-05
860,-0.0154799,-2.85029e-05
870,-0.0191061,-6.33555e-05
880,-0.00451198,0.000138757
890,-0.014471,-0.000187161
900,-0.0134427,-9.20984e-05
910,0.00111129,-2.51813e-05
920,-0.0106979,2.92408e-05
930,-0.0214982,-2.93706e-05
940,0.00401699,-8.89585e-05
950,-0.0138676,-2.81673e-05
960,0.00380238,-5.59455e-05
970,-0.000749557,-2.79273e-05
980,0.0131604,7.04999e-05
990,0.0139375,-7.57609e-05
1000,0.00374102,0.000116305
1010,0.0219757,8.36565e-05
1020,0.0167415,4.42837e-05
1030,0.0012695,-0.000103296
1040,0.0191386,0.000211044
1050,-0.0153734,-1.37726e-05
1060,-0.0222248,-6.53081e-05
1070,-0.0236516,4.10668e-05
1080,0.0110112,-5.78301e-05
1090,-0.0130133,0.000103436
1100,-0.0293284,0.000124391
1110,-0.00213096,3.19817e-05
1120,0.0132207,-2.93056e-05
1130,0.0134217,0.000166997
1140,0.0118874,-0.000122846
1150,0.0136561,-2.28189e-05
1160,-0.000343714,0.0001232
1170,0.0195661,-0.000157616
1180,0.0201495,0.000167455
1190,0.0165417,-7.87275e-05
1200,-0.00764003,-9.73795e-05
1210,0.018179,-8.5083e-05
1220,0.00243523,-0.000133328
1230,0.00142447,3.22817e-05
1240,-0.00301052,0.000145106
1250,-0.0120164,-0.000191032
1260,-0.016737,3.80451e-05
1270,-0.0134494,-0.000189014
1280,0.00954919,-3.92063e-05
1290,-0.00251256,6.35752e-05
1300,0.0119217,-0.000102281
1310,-0.00572497,-4.10527e-05
1320,0.00244969,0.000140805
1330,-0.00241271,3.03225e-05
1340,-0.00794609,-6.17761e-05
1350,0.00542627,-9.24857e-05
1360,-0.00438084,-3.84337e-05
1370,0.0139789,4.85051e-05
1380,-0.00595671,-5.90717e-05
1390,0.00390753,0.000119178
1400,0.00877963,-1.82685e-05
1410,-0.0136236,-6.0537e-05
1420,-0.00345129,9.51195e-05
1430,-0.0180172,-2.90064e-05
1440,0.00664467,6.99865e-05
1450,-0.00595142,-8.75695e-05
1460,-0.018387,7.32733e-05
1470,0.00360665,-5.25916e-05
1480,-0.0137488,-0.00011902
1490,0.00726054,-2.06115e-06
1500,-0.00136906,3.61181e-05
1510,0.00105057,5.4578e-05
1520,0.00576834,-7.26915e-05
1530,-0.00701748,-2.35087e-05
1540,0.0240037,-5.07369e-05
1550,-0.00232835,0.000102015
1560,0.00389236,6.68885e-05
1570,0.00401125,9.72702e-05
1580,-0.00867544,-4.95033e-05
1590,-0.0110854,0.00010206
1600,0.00162949,9.13675e-05
1610,-0.0096589,-1.31496e-05
1620,0.00131063,4.0739e-05
1630,0.00476834,0.00021391
1640,0.0156291,4.50559e-05
1650,-0.00158424,0.000125872
1660,-0.0113014,8.62781e-05
1670,0.0110043,-1.70692e-05
1680,-0.00938686,4.44462e-05
1690,0.0137641,9.74511e-05
