MDTU,|det-1|^2,1-Re(det),Im(det)
1,28704.4,-169.218,-0.00558026
2,11121.4,-105.315,-0.00596892
3,4165.19,-64.423,-0.0091533
4,4165.19,-64.423,-0.0091533
5,4165.19,-64.423,-0.0091533
6,814.143,-28.4918,-0.00580554
7,814.143,-28.4918,-0.00580554
8,814.143,-28.4918,-0.00580554
9,814.143,-28.4918,-0.00580554
10,814.143,-28.4918,-0.00580554
11,814.143,-28.4918,-0.00580552
12,393.956,-19.8229,-0.00216538
13,79.3266,-8.89055,0.00113636
14,79.3266,-8.89055,0.00113636
15,79.3266,-8.89055,0.00113636
16,59.8523,-7.7224,-0.00102683
17,59.8523,-7.7224,-0.00102683
18,23.0123,-4.78462,8.7382e-05
19,6.17642,-2.4779,0.000275695
20,3.43652,-1.84645,-3.59861e-05
21,1.43256,-1.19,0.000290817
22,1.43256,-1.19,0.000290817
23,1.43256,-1.19,0.000290817
24,1.49536,-1.21281,0.000102567
25,1.06385,-1.02387,0.000375955
26,1.06385,-1.02387,0.000375955
27,1.58669,-1.25394,0.000374995
28,1.58669,-1.25394,0.000374995
29,0.366042,-0.59811,0.000293905
30,0.234961,-0.47591,0.000142977
31,0.234961,-0.47591,0.000142978
32,0.0614507,-0.2361,0.000320201
33,0.0614507,-0.2361,0.000320201
34,0.0759248,-0.26679,-0.000172059
35,0.0759248,-0.26679,-0.000172059
36,0.175735,-0.40834,8.45834e-06
37,0.0193071,-0.08828,0.000186266
38,0.0399226,-0.18129,3.72808e-05
39,0.0166893,-0.10995,-0.000153685
40,0.0303139,-0.16114,2.83767e-05
41,0.0303139,-0.16114,2.83766e-05
42,0.0303139,-0.16114,2.83766e-05
43,0.00687488,0.058359,0.000192121
44,0.00814723,0.069626,-8.13264e-05
45,0.00383455,-0.00628,-0.000122442
46,0.00383455,-0.00628,-0.000122442
47,0.0174697,-0.11933,-0.000217733
48,0.155315,-0.3838,7.73524e-05
49,0.155315,-0.3838,7.73524e-05
50,0.197729,-0.43356,0.000324034
