ReTr(L),ImTr(L)
1.82009,-1.84843
1.37122,-2.00399
1.20407,-1.92027
1.20407,-1.92027
1.20407,-1.92027
1.18834,-1.8924
1.18834,-1.8924
1.18834,-1.8924
1.18834,-1.8924
1.18834,-1.8924
1.18834,-1.8924
0.723044,-1.67836
0.656918,-1.38727
0.656918,-1.38727
0.656918,-1.38727
0.52848,-1.57219
0.52848,-1.57219
0.498267,-1.47702
0.67175,-1.32494
0.670867,-1.09907
0.750219,-1.20373
0.750219,-1.20373
0.750219,-1.20373
1.08928,-0.880425
1.18164,-0.731789
1.18164,-0.731789
1.16874,-0.639818
1.16874,-0.639818
1.1536,-0.559903
1.17436,-0.350989
1.17436,-0.350989
1.15058,-0.265098
1.15058,-0.265098
1.20355,-0.120524
1.20355,-0.120524
1.32668,0.00350377
1.19587,0.0342233
1.23467,0.0603126
1.33313,0.252113
1.305,0.187576
1.305,0.187576
1.305,0.187576
1.13602,0.501726
1.22324,0.317883
1.23181,0.0572237
1.23181,0.0572237
1.26128,0.101083
1.32417,0.160296
1.32417,0.160296
1.31218,0.128461
1.31218,0.128461
1.38409,0.0800368
1.21032,0.173481
1.30835,-0.0871683
1.30835,-0.0871683
1.19721,0.225342
1.23413,0.357463
1.148,0.493296
1.20912,0.139281
1.30685,0.153733
1.37113,0.0106807
1.28395,0.0911767
1.32279,0.348113
1.30304,0.310425
1.18655,0.0358292
1.21963,0.0781308
1.21963,0.0781308
1.25199,-0.0592403
1.19997,-0.0444886
1.31102,0.0846735
1.31713,0.157863
1.26369,0.228835
1.26369,0.228835
1.31304,0.154349
1.27087,0.106956
1.27087,0.106956
1.27087,0.106956
1.38862,0.0491546
1.38862,0.0491546
1.29899,-0.0868771
1.18753,-0.469541
1.18753,-0.469541
1.20226,-0.557039
1.05924,-0.803136
1.09735,-0.776831
1.04073,-0.862464
1.06741,-0.693371
1.06741,-0.693371
1.06741,-0.693371
1.06741,-0.693371
1.26212,-0.655816
1.24343,-0.553293
1.11677,-0.628433
1.14008,-0.597791
0.973545,-0.76161
0.793555,-0.844761
0.670947,-0.982005
0.685267,-0.870349
0.773699,-0.852782
0.671802,-0.918462
0.671802,-0.918462
0.598315,-0.954166
0.715727,-0.893811
0.736129,-0.97552
0.736129,-0.97552
0.736129,-0.97552
0.758391,-1.11692
0.711438,-1.15338
0.711438,-1.15338
0.42525,-1.19347
0.398277,-1.14731
0.542068,-1.07229
0.742903,-0.981756
0.865539,-0.747043
0.863439,-0.85428
0.971938,-0.802072
0.971938,-0.802072
0.903688,-0.705872
0.939254,-0.740981
0.915987,-0.612655
0.915987,-0.612655
1.13941,-0.446855
1.16032,-0.327782
1.18396,-0.307168
1.05593,-0.332111
1.23759,-0.471716
1.08093,-0.504669
1.04909,-0.782797
0.837905,-0.752509
0.837905,-0.752509
0.912789,-0.8512
0.912789,-0.8512
1.04095,-0.70276
1.09606,-0.800723
1.09606,-0.800723
0.99578,-0.673399
1.07741,-0.856435
0.937943,-0.876631
0.84653,-0.967881
0.84653,-0.967881
0.967215,-0.969206
1.05348,-0.930905
1.04044,-0.84524
1.03637,-0.953292
0.852699,-0.918105
0.852699,-0.918105
0.862121,-0.952506
0.906624,-0.687161
0.87485,-0.944537
0.87485,-0.944537
0.87485,-0.944537
0.967828,-0.917779
1.02365,-0.964524
1.02365,-0.964524
0.821897,-1.12161
0.84258,-0.926023
0.758809,-1.1705
0.399065,-1.27726
0.310198,-1.32321
0.219023,-1.25517
0.350593,-1.19304
0.350593,-1.19304
0.350593,-1.19304
0.428441,-1.20465
0.366964,-1.23066
0.393918,-1.20155
0.534179,-1.26305
0.587428,-1.25876
0.462551,-1.32456
0.60968,-1.37797
