t,cg_iters
1,8287
2,8114
3,8151
4,8122
5,8050
6,8338
7,8149
8,8275
9,8477
10,8452
11,8327
12,8353
13,8730
14,8374
15,8594
16,8434
17,8399
18,8295
19,8363
20,8364
21,8605
22,8172
23,8388
24,8350
25,8332
26,8239
27,8339
28,8478
29,8277
30,8471
31,8383
32,8364
33,8204
34,8103
35,8037
36,8040
37,8085
38,8233
39,7947
40,8093
41,8051
42,8214
43,8162
44,7976
45,7923
46,8300
47,8038
48,8127
49,8070
50,8333
51,8142
52,8301
53,8069
54,8190
55,8201
56,8285
57,8533
58,8208
59,8470
60,8422
61,8030
62,8197
63,8148
64,8357
65,8590
66,8439
67,8243
68,8380
69,8158
70,8234
71,8366
72,8100
73,8104
74,8311
75,8196
76,8086
77,8206
78,8143
79,8444
80,8026
81,7957
82,8108
83,8003
84,8096
85,7962
86,8198
87,8178
88,8328
89,8097
90,8209
91,8107
92,8316
93,8328
94,8154
95,8202
96,8436
97,8220
98,8667
99,8444
100,8233
101,8361
102,8307
103,8107
104,8012
105,7940
106,7901
107,8143
108,7971
109,8197
110,7995
111,8166
112,8363
113,8238
114,8434
115,8189
116,8125
117,7861
118,8039
119,8266
120,8374
121,8068
122,8167
123,7975
124,8154
125,8100
126,8273
127,8118
128,8235
129,8510
130,8379
131,8643
132,8424
133,8414
134,8096
135,8238
136,8134
137,8345
138,8364
139,8377
140,8213
141,8336
142,8113
143,7971
144,7955
145,7949
146,7956
147,8279
148,8207
149,8148
150,8269
151,8323
152,8348
153,8001
154,8106
155,8233
156,8259
157,8307
158,8018
159,8073
160,8018
161,8215
162,8244
163,8115
164,8136
165,8155
166,8110
167,8054
168,7899
169,7903
170,8015
171,7929
172,7896
173,7845
174,7929
175,7833
176,7874
177,7934
178,7916
179,7978
180,8148
181,8097
182,8128
183,8349
184,7975
185,8175
186,8177
187,8066
188,8196
189,8127
190,8088
191,7948
192,8017
193,8073
194,8248
195,8153
196,7973
197,8265
198,8092
199,8215
200,8262
201,8066
202,7972
203,8006
204,7985
205,8047
206,7964
207,7941
208,7903
209,8162
210,8224
211,7987
212,7902
213,8196
214,8223
215,8323
216,8220
217,8147
218,8071
219,7892
220,8048
221,7863
222,7997
223,8066
224,8244
225,8355
226,8148
227,8124
228,7949
229,8320
230,7880
231,8172
232,8132
233,8239
234,8432
235,8450
236,8269
237,8211
238,8155
239,8119
240,8239
241,8501
242,8158
243,8325
244,8743
245,8325
246,8350
247,8388
248,8322
249,8436
250,8383
251,8589
252,8601
253,8653
254,8156
255,8438
256,8195
257,8244
258,8156
259,8124
260,8191
261,8129
262,8386
263,8304
264,8512
265,8485
266,8430
267,8342
268,8160
269,8351
270,8490
271,8378
272,8177
273,8214
274,8111
275,8352
276,8406
277,8401
278,8415
279,8308
280,8167
281,8132
282,8491
283,8003
284,8020
285,8095
286,7966
287,8037
288,7976
289,8016
290,8087
291,7829
292,8078
293,8022
294,7981
295,8015
296,8281
297,8343
298,8235
299,8223
300,8015
301,7902
302,7889
303,8060
304,8068
305,8171
306,8182
307,7918
308,8059
309,7988
310,7872
311,7790
312,8002
313,8044
314,8239
315,7911
316,7908
317,8090
318,8326
319,8070
320,7978
321,7861
322,7923
323,7865
324,7931
325,8262
326,7952
327,8273
328,8147
329,7973
330,8033
331,8142
332,8005
333,7866
334,7878
335,7894
336,7710
337,8086
338,7905
339,7763
340,7832
341,7822
342,7827
343,7906
344,7904
345,7719
346,7729
347,7869
348,7883
349,8206
350,8088
351,7829
352,7822
353,7818
354,7793
355,7814
356,7816
357,8071
358,7962
359,8173
360,8343
361,8005
362,8095
363,7983
364,8074
365,8238
366,8204
367,8053
368,8126
369,8065
370,8338
371,8576
372,8427
373,8203
374,8225
375,8448
376,8361
377,8366
378,8207
379,8066
380,8137
381,8129
382,8548
383,8295
384,8373
385,8610
386,8447
387,8609
388,8412
389,8201
390,8090
391,8220
392,8192
393,8009
394,8029
395,8212
396,8185
397,7990
398,8115
399,8191
