MDTU,min_width,max_width
1,0.0109745,0.0156695
2,0.0161763,0.0122348
3,0.0183862,0.0100375
4,0.0183862,0.0100375
5,0.0183862,0.0100375
6,0.0391078,0.0241569
7,0.0391078,0.0241569
8,0.0391078,0.0241569
9,0.0391078,0.0241569
10,0.0391078,0.0241569
11,0.0391078,0.0241569
12,0.0106953,0.0137617
13,0.0103061,0.00512602
14,0.0103061,0.00512602
15,0.0103061,0.00512602
16,0.0223646,0.0192553
17,0.0223646,0.0192553
18,0.0177499,0.0155439
19,0.0264261,0.023984
20,0.0113423,0.0104359
21,0.036011,0.0228255
22,0.036011,0.0228255
23,0.036011,0.0228255
24,0.0293711,0.021616
25,0.0293496,0.0280675
26,0.0293496,0.0280675
27,0.0268115,0.0165258
28,0.0268115,0.0165258
29,0.0227805,0.0191339
30,0.016772,0.0176549
31,0.016772,0.0176549
32,0.0137946,0.0186227
33,0.0137946,0.0186227
34,0.0283338,0.0116496
35,0.0283338,0.0116496
36,0.0309284,0.028058
37,0.0229938,0.0225693
38,0.0241424,0.0191596
39,0.0370037,0.0335889
40,0.033663,0.031883
41,0.033663,0.031883
42,0.033663,0.031883
43,0.0342798,0.0240538
44,0.0405439,0.0257555
45,0.0323516,0.0197793
46,0.0323516,0.0197793
47,0.0253747,0.0249269
48,0.0331842,0.0262424
49,0.0331842,0.0262424
50,0.0289484,0.0244017
51,0.0289484,0.0244017
52,0.0312513,0.0328221
53,0.0245902,0.0208763
54,0.0246895,0.0208066
55,0.0246895,0.0208066
56,0.0309336,0.0172386
57,0.029718,0.0247794
58,0.0267508,0.0247923
59,0.0288329,0.0228008
60,0.0541127,0.0246248
61,0.0420691,0.032494
62,0.032654,0.0237845
63,0.0410017,0.0361555
64,0.0375297,0.0255174
65,0.0255337,0.0160623
66,0.0320038,0.0205574
67,0.0320038,0.0205574
68,0.027045,0.020244
69,0.0313653,0.0217794
70,0.0335707,0.0286683
71,0.0356489,0.0271407
72,0.0396708,0.0289029
73,0.0396708,0.0289029
74,0.0263737,0.0256979
75,0.0276536,0.0200881
76,0.0276536,0.0200881
77,0.0276536,0.0200881
78,0.0391311,0.0334479
79,0.0391311,0.0334479
80,0.0299062,0.0234669
81,0.0442044,0.0201997
82,0.0442044,0.0201997
83,0.0327118,0.0281175
84,0.0269116,0.0265581
85,0.0303076,0.0262541
86,0.0298895,0.0273471
87,0.0319436,0.0254577
88,0.0319436,0.0254577
89,0.0319436,0.0254577
90,0.0319436,0.0254577
91,0.0323457,0.0330583
92,0.0330378,0.025486
93,0.0287182,0.0247546
94,0.0193155,0.023715
95,0.0201967,0.0276463
96,0.0187345,0.019221
97,0.0168598,0.0223518
98,0.00581394,0.0158181
99,0.0258527,0.0205409
100,0.0173966,0.0150197
101,0.0173966,0.0150197
102,0.02187,0.017609
103,0.0131648,0.0186705
104,0.0317906,0.0146562
105,0.0317906,0.0146562
106,0.0317906,0.0146562
107,0.0319959,0.0330384
108,0.0321764,0.0290572
109,0.0321764,0.0290572
110,0.0399278,0.0316765
111,0.0294237,0.0268614
112,0.0337742,0.0257069
113,0.0311084,0.0287517
114,0.0204596,0.0176984
115,0.0291219,0.0210152
116,0.0397927,0.0341013
117,0.0397927,0.0341013
118,0.0213982,0.0166655
119,0.0314487,0.0220844
120,0.0344518,0.0219826
121,0.0344518,0.0219826
122,0.0364096,0.0312066
123,0.0254328,0.0299136
124,0.0354609,0.0330792
125,0.0197531,0.0203887
126,0.0431589,0.0336726
127,0.0250046,0.016191
128,0.0320673,0.022479
129,0.018329,0.0196242
130,0.018329,0.0196242
131,0.0313141,0.0280758
132,0.0313141,0.0280758
133,0.028434,0.0253552
134,0.037868,0.0300542
135,0.037868,0.0300542
136,0.0232433,0.0149882
137,0.0384909,0.0287273
138,0.0340147,0.0193937
139,0.0256573,0.0174486
140,0.0256573,0.0174486
141,0.0358458,0.0274259
142,0.0420074,0.0255433
143,0.0365179,0.0237031
144,0.0324826,0.0350575
145,0.0244273,0.0215019
146,0.0244273,0.0215019
147,0.0298503,0.0240108
148,0.019305,0.0178163
149,0.027605,0.0262901
150,0.027605,0.0262901
151,0.027605,0.0262901
152,0.0243076,0.024182
153,0.0316436,0.0318097
154,0.0316436,0.0318097
155,0.0416057,0.0359287
156,0.0263092,0.0224278
157,0.0387638,0.0265898
158,0.0347982,0.0244791
159,0.0271517,0.0227611
160,0.0317129,0.018198
161,0.0206317,0.0128022
162,0.0206317,0.0128022
163,0.0206317,0.0128022
164,0.0215498,0.0202381
165,0.0203674,0.0141855
166,0.0163349,0.01372
167,0.0314495,0.0284929
168,0.0226452,0.0241207
169,0.0225991,0.0239541
170,0.0366248,0.0376155
171,0.0358752,0.028855
172,0.0335756,0.0260853
173,0.0335756,0.0260853
174,0.0343836,0.0350392
175,0.0343836,0.0350392
176,0.0266834,0.0270262
177,0.0218431,0.0178043
178,0.0412122,0.0288823
179,0.034067,0.0180157
180,0.0305863,0.0252688
181,0.0353415,0.0263417
182,0.0367189,0.0294081
183,0.0179503,0.0140238
184,0.0179503,0.0140238
185,0.0179503,0.0140238
186,0.0179503,0.0140238
187,0.0285732,0.0258664
188,0.0285732,0.0258664
189,0.0175062,0.0170403
190,0.0236874,0.0292154
191,0.0236874,0.0292154
192,0.0239483,0.0196017
193,0.0154848,0.0123131
194,0.0154848,0.0123131
195,0.025947,0.0275018
196,0.0388476,0.0307969
197,0.0309948,0.0335551
198,0.0419033,0.0294792
199,0.0373498,0.0326458
200,0.0184658,0.0151371
201,0.0270148,0.0269997
202,0.0312014,0.0270851
203,0.0270649,0.0162984
204,0.036189,0.0243397
205,0.0293609,0.0201442
206,0.02655,0.0235895
207,0.02655,0.0235895
208,0.02655,0.0235895
209,0.0279237,0.0311423
210,0.0466475,0.0284228
211,0.0528236,0.025437
212,0.0294868,0.0327389
213,0.0298624,0.0389457
214,0.0232947,0.0148896
215,0.0234909,0.0231343
216,0.025938,0.0209832
217,0.0354547,0.0358325
218,0.0234709,0.0272162
219,0.0333381,0.0278595
220,0.0333381,0.0278595
221,0.0242071,0.0179698
222,0.0205518,0.0099807
223,0.0152161,0.0055409
224,0.01146,0.0152326
225,0.0232868,0.0129899
