t,cost
10,6
20,6.078
30,6.036
40,5.9334
50,5.9124
60,5.9952
70,6.006
80,5.9568
90,5.9196
100,6.018
110,5.9022
120,5.961
130,5.9538
140,6.03
150,5.9106
160,5.9514
170,5.8914
180,5.808
190,5.931
200,5.916
210,5.8656
220,5.9034
230,5.9028
240,5.979
250,6.06
260,6.03
270,6.036
280,6.012
290,5.892
300,5.904
310,5.8584
320,5.8674
330,5.8602
340,5.8116
350,5.7924
360,5.82
370,5.9166
380,6.018
390,6.06
400,5.9376
410,5.958
420,5.9346
430,6.006
440,6
450,5.9616
460,5.9466
470,5.9394
480,5.8302
490,5.8254
500,5.8326
510,5.8302
520,5.8848
530,5.8392
540,5.7762
550,5.8332
560,5.9232
570,5.9658
580,5.8356
590,5.8008
600,5.8686
610,5.9568
620,6.036
630,6.09
640,6.102
650,5.9334
660,5.8518
670,5.8704
680,5.8662
690,5.8164
700,5.8146
710,5.7858
720,5.8956
730,6.018
740,6.006
750,5.9988
760,5.9448
770,6.006
780,5.9298
790,5.8428
800,5.928
810,5.8542
820,5.8332
830,5.8758
840,5.979
850,5.9802
860,5.9244
870,5.9292
880,6.006
890,5.9112
900,5.8908
910,6.054
920,6.018
930,5.9658
940,5.8458
950,5.8758
960,5.8668
970,5.8854
980,5.9148
990,5.97
1000,6.084
1010,5.9028
1020,5.817
1030,6.024
1040,5.9082
1050,5.8212
1060,5.8788
1070,6.084
1080,5.931
1090,5.9412
1100,5.922
1110,5.8626
1120,5.9652
1130,5.9772
1140,5.9406
1150,5.9616
1160,6.024
1170,5.964
1180,5.9772
1190,5.988
1200,5.9712
1210,5.9988
1220,5.9214
1230,5.8884
1240,5.9868
1250,5.9916
1260,5.9874
1270,5.9838
1280,6.024
1290,6.03
1300,5.9958
1310,5.9202
1320,5.9922
1330,5.9868
1340,5.9868
1350,5.9532
1360,5.8584
1370,5.9394
1380,5.9136
1390,6.012
1400,5.9196
1410,5.9352
1420,5.9484
1430,6.054
1440,6.024
1450,6.138
1460,5.9772
1470,5.9784
1480,6.096
1490,6.012
1500,5.9862
1510,6.06
1520,5.9856
1530,6.006
1540,6.054
1550,6.006
1560,5.985
1570,5.8938
1580,6.036
1590,6.018
1600,6.012
1610,6.144
1620,6.018
1630,6
1640,5.9784
1650,5.9328
1660,5.934
1670,5.9622
1680,5.976
1690,5.9322
1700,5.9592
1710,5.9628
1720,5.9946
1730,6.012
1740,6.012
1750,5.898
1760,5.9052
1770,5.925
1780,5.9442
1790,5.8872
1800,5.8926
1810,5.9118
1820,5.982
1830,5.9298
1840,5.898
1850,5.8896
1860,5.9802
1870,5.9466
1880,5.9418
1890,5.9436
1900,6.078
1910,6.108
1920,5.9604
1930,6.048
1940,6.09
1950,6.024
1960,6.03
1970,6.03
1980,6.132
1990,6.06
2000,5.997
2010,6.048
2020,6.174
2030,6.114
2040,6.078
2050,6.06
2060,6.09
2070,6.12
2080,6.03
2090,6.078
2100,6.06
2110,6.186
2120,6.042
2130,6.096
2140,6.12
2150,6.066
2160,6.006
2170,5.907
2180,5.9742
2190,6.054
2200,6.15
2210,6.132
2220,5.979
2230,5.9808
2240,6.03
2250,6.054
2260,6.078
2270,5.9118
2280,5.9988
2290,6.072
2300,6.222
2310,6.234
2320,6.126
2330,6.138
2340,6.222
2350,6.096
2360,6.222
2370,6.054
2380,6.144
2390,6.06
2400,6.24
2410,6.24
2420,6.156
2430,6.21
2440,6.252
2450,6.276
2460,6.054
2470,6.078
2480,6.096
2490,6.156
2500,6.258
2510,6.03
2520,6.198
2530,6.204
2540,6.306
2550,6.186
2560,6.216
2570,6.132
2580,6.084
2590,6.114
2600,6.108
2610,6.228
2620,6.15
2630,6.3
2640,6.18
2650,6.27
2660,6.198
2670,6.384
2680,6.252
2690,6.378
2700,6.24
2710,6.234
2720,6.126
2730,6.312
2740,6.294
2750,6.348
2760,6.282
2770,6.306
2780,6.156
2790,6.282
2800,6.318
2810,6.444
2820,6.342
2830,6.42
2840,6.57
2850,6.39
2860,6.438
2870,6.27
2880,6.288
2890,6.222
2900,6.294
2910,6.162
2920,6.396
2930,6.33
2940,6.48
2950,6.492
2960,6.264
2970,6.48
2980,6.27
2990,6.384
3000,6.36
3010,6.498
3020,6.51
3030,6.21
3040,6.318
3050,6.264
3060,6.378
3070,6.324
3080,6.504
3090,6.282
3100,6.474
3110,6.48
3120,6.48
3130,6.594
3140,6.438
3150,6.534
3160,6.6
3170,6.456
3180,6.474
3190,6.486
3200,6.498
3210,6.612
3220,6.534
3230,6.504
3240,6.504
3250,6.402
3260,6.528
3270,6.624
3280,6.432
3290,6.63
3300,6.552
3310,6.378
3320,6.48
3330,6.45
3340,6.42
3350,6.504
3360,6.33
3370,6.576
3380,6.564
3390,6.534
3400,6.576
3410,6.51
3420,6.414
3430,6.552
3440,6.39
3450,6.666
3460,6.492
3470,6.396
3480,6.666
3490,6.558
3500,6.534
