t,e^(-dS)
1,54.3258
2,0.383468
3,0.603506
4,0.157237
5,0.232934
6,0.275271
7,0.368948
8,0.573843
9,0.657244
10,0.521211
11,0.628324
12,0.537084
13,0.47407
14,0.551452
15,0.231772
16,1.1284
17,0.754349
18,0.956036
19,0.332871
20,0.571209
21,1.46199
22,0.517317
23,0.266335
24,0.473312
25,0.73374
26,0.461765
27,0.723684
28,0.499324
29,1.30669
30,0.817585
31,0.43046
32,0.38512
33,0.491939
34,1.26909
35,0.419706
36,1.23121
37,0.467713
38,2.86624
39,0.730592
40,0.877481
41,0.554494
42,0.619279
43,0.982505
44,1.14214
45,1.29356
46,0.568303
47,0.533178
48,2.44929
49,0.275546
50,0.5152
51,0.53494
52,0.917714
53,0.360595
54,0.836942
55,0.859418
56,1.51801
57,0.721372
58,0.637692
59,0.4851
60,1.40172
61,1.7547
62,0.791362
63,1.04465
64,0.790176
65,0.636609
66,0.644745
67,0.303007
68,0.879765
69,1.96443
70,1.13667
71,1.27316
72,0.330219
73,0.585669
74,1.13906
75,1.6219
76,0.32078
77,0.400797
78,0.704759
79,0.33689
80,1.91938
81,0.478117
82,0.883557
83,1.15616
84,0.995999
85,2.48482
86,1.61317
87,0.882497
88,0.459645
89,0.297007
90,0.139596
91,2.14599
92,0.966485
93,0.680859
94,1.79769
95,0.771206
96,0.658428
97,0.906984
98,1.30083
99,1.26024
100,0.592621
101,0.326606
102,0.957461
103,1.58297
104,1.38777
105,0.728185
106,0.38512
107,1.61753
108,1.04531
109,0.309128
110,0.551949
111,1.61866
112,1.01376
113,1.7734
114,1.00386
115,1.27877
116,0.462689
117,0.704688
118,2.20759
119,1.83327
120,0.693433
121,0.383008
122,1.1535
123,0.56417
124,0.715696
125,3.10806
126,1.58756
127,0.890297
128,1.14099
129,1.06455
130,0.318861
131,1.06983
132,0.255892
133,2.23893
134,1.53051
135,0.704688
136,1.00391
137,0.413127
138,1.9213
139,0.600315
140,0.668981
141,1.23974
142,1.06102
143,1.05518
144,0.433051
145,1.32936
146,0.274172
147,0.796443
148,1.20178
149,1.54991
150,0.171358
151,0.625002
152,3.39736
153,0.590964
154,0.631473
155,1.02609
156,0.751338
157,1.01769
158,1.62694
159,1.02964
160,0.461395
161,1.11271
162,0.283938
163,0.460427
164,1.32035
165,1.78872
166,0.983419
167,1.37823
168,0.963002
169,1.32247
170,1.04919
171,1.19148
172,1.4103
173,0.413168
174,1.36002
175,0.286791
176,1.30031
177,0.385968
178,0.97738
179,0.482681
180,1.49915
181,0.582399
182,3.07714
183,0.615882
184,0.755935
185,0.649664
186,0.421136
187,0.621139
188,0.249325
189,0.314114
190,1.70097
191,0.623566
192,1.21847
193,0.276651
194,0.350989
195,1.02576
196,0.715553
197,1.16416
198,0.668178
199,0.992503
200,0.566884
201,0.262632
202,1.00721
203,1.58693
204,0.926686
205,1.99093
206,0.555993
207,0.274172
208,0.328243
209,1.16544
210,0.606773
211,0.496983
212,1.15766
213,0.750962
214,1.24446
215,1.02393
216,0.51618
217,1.01816
218,1.41793
219,1.6854
220,0.640184
221,1.10482
222,3.54664
223,1.29563
224,1.56612
225,2.5669
226,1.43965
227,1.76933
228,0.578973
229,2.50177
230,0.744755
231,2.32124
232,0.659153
233,0.461026
234,0.658955
235,0.212248
236,1.29072
237,0.941444
238,1.34703
239,0.415696
240,0.622258
241,0.528559
242,0.898885
243,0.36204
244,1.42675
245,0.697328
246,0.493911
247,0.626567
248,1.02869
249,0.439903
250,1.48349
251,1.95209
252,0.268206
253,0.331542
254,0.328572
255,0.971348
256,0.627947
257,0.897179
258,0.343009
259,0.612014
260,0.795885
261,2.02304
262,1.18022
263,1.41779
264,0.564001
265,0.519598
266,0.674624
267,0.473549
268,2.12463
269,0.78435
270,0.627507
271,0.755859
272,1.45645
273,0.693018
274,1.36493
275,0.736019
276,0.704125
277,1.20563
278,1.42632
279,1.42804
280,1.49661
281,1.41058
282,0.6361
283,3.32676
284,1.64099
285,0.674354
286,0.459921
287,1.31719
288,1.45543
289,3.68032
290,1.86657
291,1.2084
292,0.721228
293,1.27227
294,0.541452
295,0.966813
296,1.05616
297,0.870141
298,1.238
299,1.30761
300,1.86563
301,2.2329
302,1.43749
303,0.621574
304,0.461257
305,0.732494
306,1.59616
307,0.818403
308,1.21665
309,0.725713
310,1.16883
311,0.394712
312,2.8434
313,0.825224
314,0.589017
315,1.40818
316,1.22397
317,0.309128
318,0.745575
319,0.830606
320,1.64955
321,0.875728
322,0.841558
323,0.47597
324,1.05089
325,0.459875
326,0.304526
327,0.360235
328,0.617732
329,0.849082
330,1.39766
331,0.365679
332,1.48097
333,0.779034
334,0.835688
335,0.622134
336,0.504696
337,0.921539
338,0.869184
339,1.51452
340,0.298794
341,1.74456
342,0.696143
343,0.972204
344,1.27711
345,0.614836
346,0.667511
347,1.31943
348,3.47641
349,0.438542
350,1.01965
351,0.598398
352,0.784978
353,2.35137
354,0.366045
355,0.661398
356,1.39598
357,0.759952
358,0.971698
359,0.323033
360,0.275822
361,1.86004
362,0.358438
363,1.23306
364,1.9377
365,0.649924
366,0.734107
367,1.03416
368,1.7782
369,1.14202
370,0.843243
371,2.37192
372,0.436704
373,1.02623
374,1.03018
375,1.16719
376,0.402685
377,0.433311
378,0.879326
379,0.494999
380,1.38805
381,0.967645
382,0.485828
383,0.651811
384,0.551618
385,0.885591
386,0.36204
387,0.655472
388,0.650314
389,0.920416
390,1.20877
391,1.46492
392,0.894491
393,0.180866
394,0.466312
395,0.348541
396,0.3761
397,0.828449
398,1.39236
399,0.824317
400,0.406285
401,1.13258
402,1.12434
403,2.75936
404,1.32115
405,1.1474
406,0.940353
407,0.499174
408,3.05567
409,0.846962
410,0.736092
411,0.618041
412,1.39864
413,1.30317
414,0.707725
415,0.836273
416,0.47426
417,0.793739
418,0.668045
419,1.34084
420,2.16626
421,1.34703
422,1.83749
423,0.766899
424,2.15007
425,0.394396
426,0.886034
427,0.71398
428,0.739486
429,1.16684
430,5.39785
431,1.5479
432,0.739634
433,1.40537
434,0.230386
435,0.405717
436,0.470622
437,0.714052
438,0.790492
439,0.646553
440,1.64214
441,0.55013
442,1.75681
443,1.27252
444,0.790334
445,0.465055
446,0.379462
447,0.240508
448,0.578857
449,0.544221
450,0.696352
451,0.971426
452,0.708575
453,1.10993
454,0.438717
455,1.01859
456,0.636481
457,1.72185
458,1.71996
459,0.536601
460,0.872668
461,1.18376
462,0.229237
463,0.330549
464,0.251327
465,2.36198
466,0.631599
467,0.203518
468,0.470999
469,0.874765
470,1.05648
471,1.11784
472,1.44672
473,1.44933
474,0.222239
475,1.19363
476,0.346456
477,1.12019
478,1.78515
479,0.374299
480,0.488508
481,1.65732
482,0.839961
483,1.60962
484,0.616868
485,4.68797
486,0.276651
487,0.844847
488,1.2457
489,0.7226
490,0.923227
491,1.17187
492,0.570981
493,0.344383
494,0.431193
495,1.22593
496,0.670857
497,0.286791
498,1.23578
499,0.980022
500,0.658165
501,0.297304
502,0.673209
503,0.726803
504,1.71446
505,1.17551
506,1.001
507,0.443703
508,0.844256
509,0.39665
510,0.938502
511,1.08921
512,0.646618
513,0.424094
514,1.2502
515,0.59197
516,1.06697
517,1.45179
518,1.53572
519,0.709567
520,1.77642
521,1.42861
522,0.741337
523,1.24545
524,1.38944
525,1.06059
526,0.699213
527,0.334205
528,0.23907
529,0.43059
530,2.87772
531,0.934933
532,0.531528
533,1.3375
534,0.169145
535,0.349239
536,0.769511
537,0.61281
538,1.04306
539,0.501025
540,0.945785
541,1.65931
542,1.64905
543,1.09738
544,0.508393
545,1.09856
546,0.893776
547,0.969253
548,1.4617
549,1.36016
550,0.847809
