t,walltime
10,10
20,10.13
30,10.06
40,9.889
50,9.854
60,9.992
70,10.01
80,9.928
90,9.866
100,10.03
110,9.837
120,9.935
130,9.923
140,10.05
150,9.851
160,9.919
170,9.819
180,9.68
190,9.885
200,9.86
210,9.776
220,9.839
230,9.838
240,9.965
250,10.1
260,10.05
270,10.06
280,10.02
290,9.82
300,9.84
310,9.764
320,9.779
330,9.767
340,9.686
350,9.654
360,9.7
370,9.861
380,10.03
390,10.1
400,9.896
410,9.93
420,9.891
430,10.01
440,10
450,9.936
460,9.911
470,9.899
480,9.717
490,9.709
500,9.721
510,9.717
520,9.808
530,9.732
540,9.627
550,9.722
560,9.872
570,9.943
580,9.726
590,9.668
600,9.781
610,9.928
620,10.06
630,10.15
640,10.17
650,9.889
660,9.753
670,9.784
680,9.777
690,9.694
700,9.691
710,9.643
720,9.826
730,10.03
740,10.01
750,9.998
760,9.908
770,10.01
780,9.883
790,9.738
800,9.88
810,9.757
820,9.722
830,9.793
840,9.965
850,9.967
860,9.874
870,9.882
880,10.01
890,9.852
900,9.818
910,10.09
920,10.03
930,9.943
940,9.743
950,9.793
960,9.778
970,9.809
980,9.858
990,9.95
1000,10.14
1010,9.838
1020,9.695
1030,10.04
1040,9.847
1050,9.702
1060,9.798
1070,10.14
1080,9.885
1090,9.902
1100,9.87
1110,9.771
1120,9.942
1130,9.962
1140,9.901
1150,9.936
1160,10.04
1170,9.94
1180,9.962
1190,9.98
1200,9.952
1210,9.998
1220,9.869
1230,9.814
1240,9.978
1250,9.986
1260,9.979
1270,9.973
1280,10.04
1290,10.05
1300,9.993
1310,9.867
1320,9.987
1330,9.978
1340,9.978
1350,9.922
1360,9.764
1370,9.899
1380,9.856
1390,10.02
1400,9.866
1410,9.892
1420,9.914
1430,10.09
1440,10.04
1450,10.23
1460,9.962
1470,9.964
1480,10.16
1490,10.02
1500,9.977
1510,10.1
1520,9.976
1530,10.01
1540,10.09
1550,10.01
1560,9.975
1570,9.823
1580,10.06
1590,10.03
1600,10.02
1610,10.24
1620,10.03
1630,10
1640,9.964
1650,9.888
1660,9.89
1670,9.937
1680,9.96
1690,9.887
1700,9.932
1710,9.938
1720,9.991
1730,10.02
1740,10.02
1750,9.83
1760,9.842
1770,9.875
1780,9.907
1790,9.812
1800,9.821
1810,9.853
1820,9.97
1830,9.883
1840,9.83
1850,9.816
1860,9.967
1870,9.911
1880,9.903
1890,9.906
1900,10.13
1910,10.18
1920,9.934
1930,10.08
1940,10.15
1950,10.04
1960,10.05
1970,10.05
1980,10.22
1990,10.1
2000,9.995
2010,10.08
2020,10.29
2030,10.19
2040,10.13
2050,10.1
2060,10.15
2070,10.2
2080,10.05
2090,10.13
2100,10.1
2110,10.31
2120,10.07
2130,10.16
2140,10.2
2150,10.11
2160,10.01
2170,9.845
2180,9.957
2190,10.09
2200,10.25
2210,10.22
2220,9.965
2230,9.968
2240,10.05
2250,10.09
2260,10.13
2270,9.853
2280,9.998
2290,10.12
2300,10.37
2310,10.39
2320,10.21
2330,10.23
2340,10.37
2350,10.16
2360,10.37
2370,10.09
2380,10.24
2390,10.1
2400,10.4
2410,10.4
2420,10.26
2430,10.35
2440,10.42
2450,10.46
2460,10.09
2470,10.13
2480,10.16
2490,10.26
2500,10.43
2510,10.05
2520,10.33
2530,10.34
2540,10.51
2550,10.31
2560,10.36
2570,10.22
2580,10.14
2590,10.19
2600,10.18
2610,10.38
2620,10.25
2630,10.5
2640,10.3
2650,10.45
2660,10.33
2670,10.64
2680,10.42
2690,10.63
2700,10.4
2710,10.39
2720,10.21
2730,10.52
2740,10.49
2750,10.58
2760,10.47
2770,10.51
2780,10.26
2790,10.47
2800,10.53
2810,10.74
2820,10.57
2830,10.7
2840,10.95
2850,10.65
2860,10.73
2870,10.45
2880,10.48
2890,10.37
2900,10.49
2910,10.27
2920,10.66
2930,10.55
2940,10.8
2950,10.82
2960,10.44
2970,10.8
2980,10.45
2990,10.64
3000,10.6
3010,10.83
3020,10.85
3030,10.35
3040,10.53
3050,10.44
3060,10.63
3070,10.54
3080,10.84
3090,10.47
3100,10.79
3110,10.8
3120,10.8
3130,10.99
3140,10.73
3150,10.89
3160,11
3170,10.76
3180,10.79
3190,10.81
3200,10.83
3210,11.02
3220,10.89
3230,10.84
3240,10.84
3250,10.67
3260,10.88
3270,11.04
3280,10.72
3290,11.05
3300,10.92
3310,10.63
3320,10.8
3330,10.75
3340,10.7
3350,10.84
3360,10.55
3370,10.96
3380,10.94
3390,10.89
3400,10.96
3410,10.85
3420,10.69
3430,10.92
3440,10.65
3450,11.11
3460,10.82
3470,10.66
3480,11.11
3490,10.93
3500,10.89
