MDTU,susyTrans,Im(bilin)
10,0.0141019,-3.54205e-05
20,-0.0106029,-5.93086e-05
30,0.0132639,-8.57115e-06
40,-0.0108887,6.87823e-06
50,0.0187792,9.74601e-06
60,0.0129089,3.16455e-05
70,-0.00807603,-3.98095e-05
80,-0.00196767,4.48555e-05
90,-0.0151323,-1.2838e-05
100,-0.00772501,-2.4406e-05
110,0.00492372,-2.07089e-05
120,-0.0137186,-9.7907e-06
130,0.00687264,-3.15736e-05
140,0.0139077,2.74716e-05
150,-0.0166864,-1.70186e-07
160,0.0028606,-1.65882e-05
170,-0.0109258,-6.69239e-05
180,-0.0247355,2.24771e-05
190,-0.00803063,-4.90423e-05
200,-0.0117473,8.19708e-06
210,-0.00547723,2.63692e-05
220,0.0202626,4.47642e-05
230,0.0109295,2.02566e-05
240,-0.0118553,1.72659e-05
250,-0.00719207,5.82643e-06
260,-0.00213262,4.83081e-06
270,-0.00354734,9.41661e-06
280,-0.00784222,-2.61522e-05
290,-0.0123485,6.76906e-05
300,-0.00708954,4.34871e-05
310,0.00166943,-2.75976e-05
320,0.00279596,-9.4038e-06
330,-0.0060013,6.59905e-06
340,0.000903087,2.70456e-05
350,-0.0264268,-9.55279e-06
360,0.00343377,-4.74649e-05
370,-0.0023149,7.32516e-05
380,0.00915325,-2.72733e-05
390,0.00651088,-1.61115e-05
400,-0.00851141,8.5656e-05
410,-0.0013566,-4.8245e-06
420,0.00536646,1.71009e-05
430,0.00396482,-6.04718e-05
440,-0.00887193,3.47008e-07
450,-0.0100684,-1.98259e-05
460,0.00170783,2.26527e-05
470,0.0106213,-8.72683e-06
480,0.00563073,2.12979e-06
490,-0.0140795,2.90653e-05
500,-0.0117111,-2.81137e-05
510,-0.010169,-2.63414e-05
520,0.000850137,5.06793e-05
530,0.00520888,4.13036e-06
540,0.00860151,-2.74169e-05
550,-0.0135869,5.08275e-05
560,0.0217632,-3.12998e-05
570,0.000632886,-4.27686e-05
580,-0.000827414,3.16888e-05
590,0.0132562,1.74719e-05
600,0.00385712,-3.11725e-05
610,0.00136024,4.73325e-06
620,-0.00798352,2.64511e-05
630,0.00167519,6.27039e-05
640,-0.00849202,-5.3812e-05
650,-0.00448777,-2.33919e-05
660,0.0103331,1.84537e-05
670,-0.0082259,-3.0378e-05
680,-0.00483622,4.25217e-05
690,-0.0141103,-2.46943e-05
700,-0.00528605,7.44568e-05
710,0.00804797,-2.21046e-05
720,-0.000203822,-7.3545e-05
730,0.0104753,2.32105e-05
740,-0.016841,-1.11646e-05
750,0.00408004,-2.30826e-05
760,-0.0073194,1.54996e-05
770,-0.0130785,-4.97278e-05
780,0.000970745,1.10313e-05
790,-0.0171823,4.8756e-06
800,-0.0205228,2.14766e-06
810,0.00622596,-4.34039e-05
820,-0.00521862,-4.25327e-05
830,0.00781951,5.10423e-05
840,-0.0118349,3.62438e-05
850,0.00989813,-3.28242e-05
860,0.0204075,-1.81783e-05
870,-0.00765082,1.01369e-05
880,-0.00702079,8.21496e-06
890,-0.0268097,-1.57793e-05
900,-0.000796382,2.58414e-05
910,0.00594737,-8.09449e-05
920,-0.0068036,-3.49358e-06
930,-0.0204391,-3.8713e-05
940,-0.00534282,5.0934e-05
950,0.0108251,3.42744e-05
960,0.00328582,-2.84251e-05
970,-0.0151024,-6.15738e-05
980,0.0169455,2.16573e-06
990,0.0102514,-4.49542e-05
1000,0.0119625,-2.04728e-05
1010,-0.0172533,1.77883e-05
1020,0.00241169,3.58989e-06
1030,0.00439108,-6.61459e-06
1040,0.0428584,-6.82028e-05
1050,-0.0144563,-2.40295e-05
1060,0.00576646,-3.81431e-05
1070,-0.0128821,-3.84719e-05
1080,0.00477359,-5.76515e-05
1090,0.00364265,-8.92018e-06
1100,0.0173306,2.87367e-05
1110,0.024266,2.93979e-05
1120,0.00539286,-2.20511e-05
1130,-0.00090512,-2.26363e-05
1140,0.0105586,-3.57737e-06
1150,-0.0191394,-3.55018e-05
1160,0.00867318,-4.53392e-06
1170,-0.012438,-1.75141e-05
1180,-0.0143774,2.28685e-05
1190,0.00610757,-1.3583e-05
1200,0.00250559,5.72255e-06
1210,0.0206167,5.54501e-05
1220,-0.00847073,-4.41599e-05
1230,-0.00946028,8.94663e-05
1240,-0.00846893,-5.27516e-05
1250,0.010489,-4.65442e-05
1260,-0.0219128,-8.58482e-07
1270,0.000756107,6.55697e-05
1280,0.0160157,-2.85974e-05
1290,-0.0251957,4.60644e-05
1300,0.00206393,2.87884e-05
1310,-0.0102856,-1.40547e-05
1320,-0.0393872,1.33596e-05
1330,-0.0140534,-2.55872e-05
1340,0.00234206,2.23447e-05
1350,0.0028044,2.84736e-06
1360,0.0134804,-4.35228e-05
1370,-0.0011468,1.968e-05
1380,-0.00673645,-6.56051e-05
1390,-0.00532546,-1.71342e-05
1400,-0.0126908,-5.7386e-05
1410,-0.0280307,-1.16548e-05
1420,-0.0191077,2.28658e-05
1430,-0.00519007,-1.89496e-05
1440,0.0148462,2.50393e-05
1450,-0.0222677,-9.52934e-06
