t,|deltaS|
391,0.04803
392,0.1011
393,0.7903
394,0.309
395,0.0864
396,1.036
397,0.3387
398,0.05654
399,0.6106
400,0.03465
401,0.7935
402,0.2023
403,0.7788
404,0.05743
405,0.1432
406,0.1207
407,0.7598
408,0.159
409,0.752
410,0.6795
411,0.06349
412,0.5376
413,0.2539
414,0.4734
415,0.08954
416,0.4596
417,0.5735
418,0.3055
419,9.213e-05
420,0.6212
421,0.7509
422,0.4885
423,0.7687
424,0.1289
425,0.03214
426,0.6243
427,0.4823
428,0.4749
429,0.6621
430,0.3228
431,0.3722
432,0.2718
433,0.08262
434,0.07817
435,0.2357
436,0.09518
437,0.3148
438,0.2885
439,0.5348
440,0.4575
441,0.1484
442,0.2146
443,0.5905
444,0.1803
445,0.3191
446,0.5098
447,0.3254
448,0.3621
449,0.5936
450,0.2068
451,0.1442
452,0.2346
453,0.1634
454,0.01681
455,0.06005
456,0.5295
457,0.2654
458,0.02526
459,0.2245
460,0.4616
461,0.3739
462,0.1929
463,0.2726
464,0.2372
465,0.1268
466,0.2356
467,0.4257
468,0.3353
469,0.211
470,0.3651
471,0.05091
472,0.3199
473,0.8101
474,0.04676
475,0.1368
476,0.3035
477,0.08262
478,0.1247
479,0.1871
480,0.06463
481,0.04269
482,0.3092
483,0.5564
484,0.6833
485,0.8389
486,0.2281
487,0.3353
488,0.1788
489,0.3485
490,0.3971
491,0.501
492,0.3048
493,0.3186
494,0.4728
495,0.3348
496,0.1059
497,0.3804
498,0.1305
499,0.2532
500,0.0459
501,0.1555
502,0.389
503,0.1633
504,0.04175
505,0.7256
506,0.3372
507,0.1526
508,0.4737
509,0.0415
510,0.1242
511,0.7318
512,0.3259
513,0.6091
514,0.5482
515,0.0942
516,0.07329
517,0.01133
518,0.5778
519,0.2634
520,0.5208
521,0.04264
522,0.566
523,0.2982
524,0.09968
525,0.202
526,0.1618
527,0.741
528,0.1858
529,0.04364
530,0.6936
531,0.2588
532,0.3283
533,0.0317
534,0.1826
535,0.3718
536,0.1381
537,0.1229
538,0.1241
539,0.1136
540,0.1137
541,0.2825
542,0.2551
543,0.1203
544,0.3601
545,0.4213
546,0.3647
547,0.5049
548,0.3479
549,0.02847
550,0.704
551,0.01212
552,0.4871
553,0.2761
554,0.609
555,0.2542
556,0.5991
557,0.2195
558,0.2803
559,0.3504
560,0.1532
561,0.2758
562,0.2896
563,0.8229
564,0.2453
565,0.2411
566,0.7669
567,0.06838
568,0.1871
569,0.05523
570,0.07733
571,0.3032
572,0.5029
573,0.5332
574,0.1867
575,0.2523
576,0.07422
577,0.08262
578,0.06999
579,0.8002
580,0.2078
581,0.03917
582,0.461
583,0.02788
584,0.05336
585,0.438
586,0.2916
587,0.1498
588,0.01075
589,0.1004
590,0.2256
591,0.4498
592,0.35
593,0.1358
594,0.00054
595,0.4483
596,0.0396
597,0.0593
598,0.2118
599,0.2733
600,0.07861
601,0.3983
602,0.3868
603,0.3735
604,0.4282
605,0.5424
606,0.08749
607,0.421
608,0.3326
609,0.01862
610,0.0397
611,0.1852
612,0.7573
613,0.4914
614,0.2616
615,0.9605
616,0.02933
617,0.2294
618,0.2676
619,0.545
620,0.2112
621,0.09242
622,0.3448
623,0.4495
624,0.21
625,0.05581
626,0.2394
627,0.08442
628,0.2737
629,0.1977
630,0.4655
631,0.0376
632,0.0294
633,0.8731
634,0.4097
635,0.3777
636,0.5019
637,0.3445
638,0.6365
639,0.4653
640,0.3967
641,0.1111
642,0.2505
643,0.02555
644,0.1646
645,0.1698
646,0.2029
647,0.07476
648,0.03083
649,0.6669
650,0.141
651,0.3392
652,0.5092
653,0.2061
654,0.4637
655,0.4602
656,0.1854
657,0.2865
658,0.07321
659,0.3456
660,0.406
661,0.2641
662,0.2626
663,0.5922
664,0.1148
665,0.06258
666,0.01085
667,0.5589
668,0.162
669,0.2992
670,0.09452
671,0.2629
672,0.5278
673,0.3869
674,0.4899
675,0.3985
676,0.3091
677,0.7188
678,0.005512
679,0.1569
680,0.1114
681,0.393
682,0.5047
683,0.05644
684,0.2028
685,0.01567
686,0.5791
687,0.4812
688,0.6588
689,0.2727
690,0.1183
691,0.6765
692,0.06187
693,0.4904
694,0.3577
695,0.02768
696,0.3215
697,0.261
698,0.01571
699,0.3452
700,0.1262
701,0.1845
702,0.1984
703,0.8212
704,0.3578
705,0.0833
706,0.7265
707,0.6118
708,0.3716
709,0.1394
710,0.2283
711,0.4403
712,0.6617
713,0.1406
714,0.2205
715,0.1994
716,0.3982
717,0.08567
718,0.01726
719,0.2945
720,0.8243
721,0.05298
722,0.3601
723,0.08832
724,0.03467
725,0.03472
726,0.5505
727,0.6243
728,0.2297
729,0.4288
730,0.2671
731,0.08455
732,0.1455
733,0.06419
734,0.1502
735,1.044
736,0.1839
737,0.5974
738,0.6023
739,0.4179
740,0.5289
741,0.05013
742,0.5192
743,0.4458
744,0.1228
745,0.2726
746,0.346
747,0.3988
748,0.08549
749,0.4754
750,0.129
751,0.09243
752,0.07991
753,5.674e-06
754,0.01646
755,0.4144
756,0.4893
757,0.3422
758,0.08323
759,0.3195
760,0.157
761,0.2684
762,0.06754
763,0.3657
764,0.3768
765,0.1941
766,0.01347
767,0.3251
768,0.1288
769,0.0869
770,0.147
771,0.1542
772,0.07671
773,0.2489
774,0.02449
775,0.03779
776,0.0005771
777,0.2556
778,0.3225
779,0.1113
780,0.2186
781,0.1537
782,0.03299
783,0.1878
784,0.2712
785,0.1642
786,0.2277
787,0.4212
788,0.04595
789,0.1259
790,0.06749
791,0.01662
792,0.4474
793,0.125
794,0.1637
795,0.1329
796,0.4976
797,0.3261
798,0.3007
799,0.2133
800,0.4589
801,0.8189
802,0.4877
803,0.2034
804,0.3971
805,0.02259
806,0.1697
807,0.5132
808,0.2742
809,0.05046
810,0.4
811,0.6308
812,0.2296
813,0.1129
814,0.332
815,0.2123
816,0.111
817,0.09187
818,0.06392
819,0.4415
820,0.9316
821,0.02576
822,0.05214
823,0.1573
824,0.7906
825,0.7431
826,0.5736
827,0.4149
828,0.007461
829,0.1644
830,0.2452
831,0.641
832,0.524
833,0.8543
834,0.6487
835,0.3177
836,0.5764
837,0.0697
838,0.1102
839,0.03973
840,0.01694
841,0.1906
842,0.4584
843,0.2767
844,0.08482
845,0.7253
846,0.007136
847,0.3656
848,0.2016
849,0.1281
850,0.4801
851,0.5748
852,0.2484
853,0.1993
854,0.184
855,0.3891
856,0.0321
857,0.06058
858,0.06831
859,0.3935
860,0.07648
861,0.4321
862,0.07579
863,0.2849
864,0.8785
865,0.4856
866,0.5424
867,0.2033
868,0.5294
869,0.01928
870,0.3414
871,0.145
872,0.2751
873,0.3389
874,0.1022
875,0.2356
876,0.09246
877,0.1084
878,0.2906
879,0.265
880,0.6171
881,0.296
882,0.1016
883,0.1369
884,0.001994
885,0.3964
886,0.2715
887,0.07494
888,0.4216
889,0.4622
890,0.6543
891,0.2878
892,0.4928
893,0.1855
894,0.2404
895,0.4591
896,0.6335
897,0.4443
898,0.3157
899,0.2067
900,0.2137
901,0.0164
902,0.02903
903,0.1366
904,0.1189
905,0.6387
906,0.3235
907,0.3951
908,0.1402
909,0.2197
910,0.03411
911,0.8854
912,0.4146
913,0.1773
914,0.5316
915,0.3728
916,0.05947
917,0.3016
918,0.4853
919,0.3501
920,0.4284
921,0.6279
922,0.4465
923,0.227
924,0.0895
925,0.6672
926,0.5528
927,0.2419
928,0.1181
929,0.149
930,0.02692
931,0.04487
932,0.3123
933,0.5071
934,0.4668
935,0.01688
936,0.0546
937,0.6009
938,0.144
939,0.5105
940,0.4337
941,0.07041
942,0.1798
943,0.3213
944,0.3185
945,0.6124
946,0.2868
947,0.08786
948,0.358
949,0.1399
950,0.07007
951,0.3482
952,0.09499
953,0.2774
954,0.2207
955,0.5969
956,0.3536
957,0.5741
958,0.3006
959,0.3104
960,0.01567
961,0.2414
962,0.09186
963,0.1942
964,0.3753
965,0.292
966,0.01133
967,1.039
968,0.1905
969,0.609
970,0.1447
971,0.4612
972,0.6383
973,0.2021
974,0.05466
975,0.549
976,0.2055
977,0.3833
978,0.1766
979,0.004011
980,0.2312
981,0.08942
982,0.1007
983,0.2872
984,0.5531
985,0.9453
986,0.2727
987,0.1402
988,0.483
989,0.8553
990,0.1637
991,0.4188
992,0.203
993,0.4178
994,0.2291
995,0.1769
996,0.1984
997,0.1532
998,0.2362
999,0.2178
1000,0.1001
1001,0.4748
1002,0.5509
1003,0.748
1004,0.3803
1005,0.1386
1006,0.2465
1007,0.457
1008,0.4405
1009,0.0454
1010,0.3528
1011,0.01265
1012,0.1154
1013,0.03759
1014,0.2579
1015,0.2579
1016,0.1015
1017,0.4104
1018,0.006753
1019,0.08677
1020,0.1801
1021,0.1418
1022,0.2066
1023,0.1787
1024,0.3238
1025,0.4272
1026,0.01261
1027,0.5348
1028,0.7934
1029,0.318
1030,0.08651
1031,0.7469
1032,0.08225
1033,0.1564
1034,0.02268
1035,0.1765
1036,0.1018
1037,0.1251
1038,0.1735
1039,0.5667
1040,0.1211
1041,0.3872
1042,0.1198
1043,0.02923
1044,0.301
1045,0.4909
1046,0.3385
1047,0.5042
1048,0.113
1049,0.4255
1050,0.5515
1051,0.2678
1052,0.392
1053,0.1326
1054,0.3715
1055,0.2846
1056,0.01193
1057,0.67
1058,0.3115
1059,0.2812
1060,0.06485
1061,0.1128
1062,0.8314
1063,0.03599
1064,0.1887
1065,0.01916
1066,0.4214
1067,0.3404
1068,0.5186
1069,0.1138
1070,0.4025
1071,0.1465
1072,0.06015
1073,0.06905
1074,0.1477
1075,0.1021
1076,0.2994
1077,0.0884
1078,0.06946
1079,0.1923
1080,0.1111
1081,0.2075
1082,0.00691
1083,0.04499
1084,0.3378
1085,0.7047
1086,0.4279
1087,0.4326
1088,0.09325
1089,0.1426
1090,0.03048
1091,0.04499
1092,0.6608
1093,0.2145
1094,0.02213
1095,0.3114
1096,0.1925
1097,0.1039
1098,0.2837
1099,0.1517
1100,0.1139
1101,0.04523
1102,0.1674
1103,0.3925
1104,0.3385
1105,0.01816
1106,0.2678
1107,0.2698
1108,0.3157
1109,0.1611
1110,0.3174
1111,0.0652
1112,0.4599
1113,0.1786
1114,0.07609
1115,0.3036
1116,0.1286
1117,0.04759
1118,0.1729
1119,0.6102
1120,0.4367
1121,0.2451
1122,0.04565
1123,0.2101
1124,0.3363
1125,0.1336
1126,0.1146
1127,0.1791
1128,0.2545
1129,0.0923
1130,0.171
1131,0.1188
1132,0.4103
1133,0.2015
1134,0.357
1135,0.05817
1136,0.2072
1137,0.2814
1138,0.02034
1139,0.003899
1140,0.2123
1141,0.4029
1142,0.3735
1143,0.4681
1144,0.2723
1145,0.4153
1146,0.1849
1147,0.3324
1148,0.7044
1149,0.7527
1150,0.1566
1151,0.5413
1152,0.2427
1153,0.2817
1154,0.4868
1155,0.09861
1156,0.8127
1157,0.2959
1158,0.354
1159,0.5872
1160,0.04185
1161,0.1121
1162,0.6733
1163,0.6337
1164,0.3027
1165,0.1488
1166,0.08473
1167,0.02192
1168,0.1937
1169,0.1986
1170,0.1059
1171,0.3098
1172,0.05179
1173,0.4498
1174,0.08992
1175,0.04432
1176,0.2555
1177,0.0756
1178,0.2813
1179,0.3697
1180,0.3982
1181,0.4144
1182,0.2212
1183,0.5601
1184,0.3244
1185,0.08091
1186,0.04015
1187,0.3093
1188,0.2683
1189,0.1751
1190,0.6637
1191,0.5999
1192,0.09016
1193,0.2936
1194,0.3041
1195,0.4519
1196,0.05952
1197,0.1935
1198,0.01104
1199,0.2822
1200,0.3249
1201,0.2042
1202,0.03739
1203,0.001943
1204,0.3439
1205,0.3674
1206,0.01623
1207,0.1537
1208,0.4606
1209,0.4532
1210,0.2375
1211,0.2141
1212,0.07891
1213,0.4095
1214,0.5382
1215,0.2009
1216,0.5137
1217,0.1379
1218,0.4123
1219,0.5888
1220,0.896
1221,0.1054
1222,0.6386
1223,0.2775
1224,0.8979
1225,0.1309
1226,0.03706
1227,0.03749
1228,0.7023
1229,0.2496
1230,0.4071
1231,0.1559
1232,0.6313
1233,0.04995
1234,0.2337
1235,0.3587
1236,0.4253
1237,0.503
1238,0.1578
1239,0.1708
1240,0.2072
1241,0.2511
1242,0.02984
1243,0.03384
1244,0.2774
1245,0.6639
1246,0.22
1247,0.4799
1248,0.6202
1249,0.1289
1250,0.2428
1251,0.1458
1252,0.07469
1253,0.5249
1254,0.1807
1255,0.3723
1256,0.11
1257,0.8436
1258,0.2255
1259,0.3838
1260,0.4081
1261,0.3782
1262,0.6137
1263,0.1497
1264,0.1166
1265,0.4863
1266,0.4583
1267,0.1192
1268,0.2143
1269,0.2542
1270,0.7652
1271,0.4408
1272,0.3981
1273,0.1089
1274,0.3526
1275,0.313
1276,0.1804
1277,0.04892
1278,0.01087
1279,0.2872
1280,0.1174
1281,0.3179
1282,0.06029
1283,0.4711
1284,0.2331
1285,0.3601
1286,0.502
1287,0.8046
1288,0.2224
1289,0.6564
1290,0.6005
1291,0.2097
1292,0.5727
1293,0.2295
1294,0.3786
1295,0.6022
1296,0.5234
1297,0.7495
1298,0.03713
1299,0.6378
1300,0.8599
1301,0.4328
1302,0.9702
1303,0.07922
1304,0.0298
1305,0.333
1306,0.3555
1307,0.3921
1308,0.3418
1309,0.4034
1310,0.3361
1311,0.7651
1312,0.4624
1313,0.066
1314,0.1003
1315,0.08508
1316,0.3367
1317,0.3104
1318,0.01031
1319,0.2253
1320,0.4102
1321,0.04909
1322,0.1215
1323,0.07114
1324,0.1107
1325,0.2445
1326,0.1013
1327,0.1742
1328,0.1375
1329,0.1854
1330,0.4759
1331,0.1019
1332,0.3106
1333,0.1121
1334,0.07569
1335,0.01969
1336,0.08209
1337,0.1421
1338,0.2441
1339,0.0921
1340,0.2525
1341,0.1078
1342,0.1567
1343,0.01258
1344,0.2598
1345,0.07686
1346,0.1579
1347,0.11
1348,0.8122
1349,0.6926
1350,0.7245
1351,0.008003
1352,0.08014
1353,0.09873
1354,0.2964
1355,0.1982
1356,0.4536
1357,0.4203
1358,0.18
1359,0.3088
1360,0.3154
1361,0.534
1362,0.1848
1363,0.4266
1364,0.233
1365,0.1318
1366,0.02222
1367,0.7391
1368,0.04112
1369,0.03433
1370,0.04137
1371,0.115
1372,0.2551
1373,0.01791
1374,0.03711
1375,0.1995
1376,0.184
1377,0.5132
1378,0.4848
1379,0.2656
1380,0.1687
1381,0.6974
1382,0.3165
1383,0.7554
1384,0.4148
1385,0.4998
1386,0.069
1387,0.4426
1388,0.693
1389,0.1341
1390,0.4183
1391,0.5129
1392,0.3565
1393,0.7661
1394,0.3366
1395,0.279
1396,0.08626
1397,0.1374
1398,0.06727
1399,0.0146
1400,0.3313
1401,0.08567
1402,0.1387
1403,0.2216
1404,0.2204
1405,0.1412
1406,0.2948
1407,0.8438
1408,0.5853
1409,0.2513
1410,0.2295
1411,0.2508
1412,0.4338
1413,0.228
1414,0.2385
1415,0.2552
1416,0.433
1417,0.8158
1418,0.5868
1419,0.4335
1420,0.88
1421,0.1388
1422,0.4173
1423,0.4957
1424,0.2162
1425,0.2414
1426,0.276
1427,0.4083
1428,0.05541
1429,0.3051
1430,0.4499
1431,0.08755
1432,0.1467
1433,0.03201
1434,0.4256
1435,0.5258
1436,0.1772
1437,0.09395
1438,0.2044
1439,0.5851
1440,0.01845
1441,0.2755
1442,0.2228
1443,0.1794
1444,0.5735
1445,0.185
1446,0.1082
1447,0.08969
1448,0.3077
1449,0.6098
1450,0.2375
1451,0.5966
1452,0.4175
1453,0.2332
1454,0.1843
1455,0.2987
1456,0.2759
1457,0.01271
1458,0.2951
1459,0.03634
1460,0.2725
1461,0.3512
1462,0.02539
1463,0.5291
1464,0.06837
1465,0.03331
1466,0.08598
1467,0.2759
1468,0.4882
1469,0.1793
1470,0.1203
1471,0.1284
1472,0.3161
1473,0.1914
1474,0.296
1475,0.5709
1476,0.1674
1477,0.3323
1478,0.5524
1479,0.5806
1480,0.4806
1481,0.2034
1482,0.1015
1483,0.07013
1484,0.1162
1485,0.318
1486,0.2858
1487,0.2535
1488,0.09988
1489,0.5357
1490,0.2627
1491,0.1344
1492,0.2
1493,0.3339
1494,0.2186
1495,0.5133
1496,0.4021
1497,0.1909
1498,0.1255
1499,0.197
1500,0.3298
1501,0.3983
1502,0.0765
1503,0.2711
1504,0.2943
1505,0.1597
1506,0.2076
1507,0.08033
1508,0.6456
1509,0.4332
1510,0.09802
1511,0.1873
1512,0.5042
1513,0.1369
1514,0.07555
1515,0.1291
1516,0.2087
1517,0.3403
1518,0.3408
1519,0.1981
1520,0.06203
1521,0.09459
1522,0.7151
1523,0.6402
1524,0.5863
1525,0.3704
1526,0.5426
1527,0.044
1528,0.01349
1529,0.1094
1530,0.02551
1531,0.1252
1532,0.4179
1533,0.3816
1534,0.2451
1535,0.1805
1536,0.3387
1537,0.6642
1538,0.3553
1539,0.2087
1540,0.4259
1541,0.001857
1542,0.2295
1543,0.2487
1544,0.2581
1545,0.2355
1546,0.505
1547,0.4927
1548,0.04946
1549,0.3364
1550,0.5669
1551,0.1077
1552,0.1915
1553,0.2199
1554,0.2764
1555,0.3491
1556,0.4278
1557,0.1489
1558,0.3605
1559,0.2239
1560,0.04842
1561,0.3494
1562,0.4491
1563,0.4596
1564,0.2698
1565,0.2732
1566,0.6047
1567,0.1056
1568,0.3206
1569,0.04857
1570,0.6925
1571,0.05758
1572,0.2063
1573,0.1758
1574,0.389
1575,0.2863
1576,0.2047
1577,0.05426
1578,0.2425
1579,0.3812
1580,0.5996
1581,0.4999
1582,0.1952
1583,0.7815
1584,0.4704
1585,0.03745
1586,0.003678
1587,0.388
1588,0.4945
1589,0.5001
1590,0.08633
1591,0.1613
1592,0.2044
1593,0.161
1594,0.2653
1595,0.04698
1596,0.5129
1597,0.1918
1598,0.1762
1599,0.01298
1600,0.2443
1601,0.3254
1602,0.5588
1603,0.09556
1604,0.02541
1605,0.237
1606,0.07739
1607,0.5677
1608,0.2191
1609,0.6154
1610,0.08519
1611,0.3639
1612,0.1571
1613,1.191
1614,0.4594
1615,0.3103
1616,0.1633
1617,0.0575
1618,0.1653
1619,0.007494
1620,0.01277
1621,1.249
1622,0.1362
1623,0.004616
1624,0.3729
1625,0.06448
1626,0.2556
1627,0.2273
1628,0.1836
1629,0.2279
1630,0.2828
1631,0.5916
1632,0.7204
1633,0.171
1634,0.5949
1635,0.8922
1636,0.6346
1637,0.1614
1638,0.4802
1639,0.3161
1640,0.1737
1641,0.1962
1642,0.5661
1643,0.7121
1644,0.5345
1645,0.215
1646,0.1114
1647,0.06169
1648,0.1178
1649,0.4197
1650,0.382
1651,0.1797
1652,0.08596
1653,0.1584
1654,0.1008
1655,0.09482
1656,0.6377
1657,0.9969
1658,0.1646
1659,0.6618
1660,0.09458
1661,0.4318
1662,0.2129
1663,0.1557
1664,0.1293
1665,0.08677
1666,0.4974
1667,0.03261
1668,0.1689
1669,0.5373
1670,0.2217
1671,0.2207
1672,0.365
1673,0.09063
1674,0.2166
1675,0.307
1676,0.185
1677,0.1885
1678,0.6359
1679,0.136
1680,0.4151
1681,0.08989
1682,0.532
1683,0.3988
1684,0.2674
1685,0.1234
1686,0.02315
1687,0.1654
1688,0.2818
1689,0.6283
1690,0.08843
1691,0.2132
1692,0.2303
1693,0.1073
1694,0.6174
1695,0.5144
1696,0.1642
1697,0.1189
1698,0.2095
1699,0.02881
1700,0.02195
1701,0.1404
1702,0.1013
1703,0.4414
1704,0.07168
1705,0.2255
1706,0.5025
1707,0.1757
1708,0.1194
1709,0.008746
1710,0.03739
1711,0.3381
1712,0.4766
1713,0.02496
1714,0.1052
1715,1.024
1716,0.3464
1717,0.07698
1718,0.4758
1719,0.4382
1720,0.4049
1721,0.4393
1722,0.1442
1723,0.2678
1724,0.12
1725,0.05793
1726,0.2829
1727,0.02121
1728,0.3314
1729,0.7568
1730,0.2807
1731,0.5728
1732,0.1168
1733,0.2187
1734,0.2771
1735,0.3915
1736,0.1889
1737,0.2061
1738,0.006267
1739,0.2302
1740,0.1596
1741,0.4512
1742,0.02684
1743,0.3427
1744,0.5125
1745,0.4391
1746,0.6341
1747,0.5838
1748,0.2518
1749,0.5504
1750,0.9562
1751,0.4331
1752,0.5872
1753,0.2852
1754,0.4582
1755,0.2857
1756,0.107
1757,0.1297
1758,0.2057
1759,0.594
1760,0.02093
1761,0.5218
1762,0.2261
1763,0.07477
1764,0.1307
1765,0.1744
1766,0.1203
1767,0.03226
1768,0.1122
1769,0.3346
1770,0.2223
1771,0.08976
1772,0.2638
1773,0.354
1774,0.3274
1775,0.4008
1776,0.203
1777,0.1142
1778,0.3729
1779,0.3609
1780,0.4297
1781,0.1147
1782,0.06231
1783,0.7605
1784,0.1507
1785,0.1263
1786,0.2827
1787,0.6315
1788,0.3576
1789,0.5525
1790,0.05749
1791,0.5031
1792,0.01271
1793,0.1179
1794,0.05031
1795,0.1616
1796,0.08927
1797,0.5616
1798,0.1425
1799,0.2711
1800,0.6839
1801,0.5959
1802,0.1956
1803,0.1047
1804,0.3706
1805,0.3293
1806,0.1388
1807,0.1984
1808,0.07715
1809,0.1172
1810,0.2306
1811,0.2058
1812,0.2204
1813,0.1088
1814,0.07102
1815,0.2339
1816,0.3438
1817,0.0183
1818,0.2651
1819,0.3932
1820,0.8382
1821,0.6648
1822,0.2615
1823,0.3412
1824,0.05045
1825,0.3788
1826,0.4177
1827,0.2185
1828,0.5408
1829,0.3397
1830,0.5028
1831,0.07581
1832,0.4861
1833,0.6008
1834,0.4392
1835,0.195
1836,0.04059
1837,0.05139
1838,0.1441
1839,0.01192
1840,0.2254
1841,0.0398
1842,0.7488
1843,0.354
1844,0.04
1845,0.07957
1846,0.3206
1847,0.215
1848,0.04446
1849,0.07674
1850,0.4659
1851,0.3089
1852,0.1515
1853,0.3176
1854,0.263
1855,0.8131
1856,0.1482
1857,0.04558
1858,0.2536
1859,0.4759
1860,0.409
1861,0.06272
1862,0.3079
1863,0.8673
1864,0.6833
1865,0.2778
1866,0.2672
1867,0.03581
1868,0.7874
1869,0.4167
1870,0.2442
1871,0.2934
1872,0.2095
1873,0.1129
1874,0.3638
1875,0.4241
1876,0.2199
1877,0.01241
1878,0.6546
1879,0.1637
1880,0.054
1881,0.4567
1882,0.7055
1883,0.2876
1884,0.06873
1885,0.09168
1886,0.2825
1887,0.1673
1888,0.04419
1889,0.07675
