t,cost
10,6.354
20,6.378
30,6.384
40,6.354
50,6.39
60,6.384
70,6.378
80,6.36
90,6.372
100,6.366
110,6.36
120,6.366
130,6.396
140,6.378
150,6.372
160,6.402
170,6.39
180,6.384
190,6.372
200,6.36
210,6.366
220,6.36
230,6.414
240,6.366
250,6.396
260,6.36
270,6.36
280,6.36
290,6.384
300,6.366
310,6.354
320,6.366
330,6.366
340,6.378
350,6.378
360,6.36
370,6.366
380,6.366
390,6.354
400,6.354
410,6.396
420,6.39
430,6.378
440,6.366
450,6.378
460,6.39
470,6.372
480,6.402
490,6.402
500,6.438
510,6.408
520,6.366
530,6.36
540,6.396
550,6.372
560,6.384
570,6.372
580,6.378
590,6.408
600,6.372
610,6.366
620,6.366
630,6.39
640,6.39
650,6.408
660,6.396
670,6.36
680,6.384
690,6.408
700,6.384
710,6.384
720,6.408
730,6.408
740,6.384
750,6.384
760,6.396
770,6.372
780,6.384
790,6.384
800,6.372
810,6.348
820,6.39
830,6.414
840,6.402
850,6.384
860,6.39
870,6.384
880,6.372
890,6.378
900,6.432
910,6.438
920,6.402
930,6.378
940,6.402
950,6.396
960,6.39
970,6.408
980,6.42
990,6.396
1000,6.402
1010,6.354
1020,6.384
1030,6.372
1040,6.39
1050,6.39
1060,6.378
1070,6.39
1080,6.414
1090,6.426
1100,6.39
1110,6.42
1120,6.408
1130,6.408
1140,6.402
1150,6.426
1160,6.444
1170,6.414
1180,6.402
1190,6.39
1200,6.384
1210,6.42
1220,6.396
1230,6.39
1240,6.408
1250,6.438
1260,6.432
1270,6.378
1280,6.42
1290,6.39
1300,6.42
1310,6.42
1320,6.414
1330,6.42
1340,6.396
1350,6.426
1360,6.414
1370,6.408
1380,6.408
1390,6.402
1400,6.444
1410,6.426
1420,6.408
1430,6.426
1440,6.408
1450,6.39
1460,6.402
1470,6.426
1480,6.42
1490,6.42
1500,6.414
1510,6.414
1520,6.402
1530,6.456
1540,6.438
1550,6.426
1560,6.42
1570,6.45
1580,6.432
1590,6.432
1600,6.432
1610,6.432
1620,6.414
1630,6.444
1640,6.42
1650,6.426
1660,6.45
1670,6.408
1680,6.462
1690,6.426
1700,6.432
1710,6.468
1720,6.42
1730,6.45
1740,6.414
1750,6.456
1760,6.462
1770,6.45
1780,6.468
1790,6.444
1800,6.486
1810,6.486
1820,6.426
1830,6.516
1840,6.45
1850,6.492
1860,6.492
1870,6.444
1880,6.474
1890,6.456
1900,6.51
1910,6.498
1920,6.486
1930,6.522
1940,6.522
1950,6.48
1960,6.528
1970,6.462
1980,6.546
1990,6.516
2000,6.504
2010,6.54
2020,6.54
2030,6.498
2040,6.606
2050,6.552
2060,6.51
2070,6.576
2080,6.576
2090,6.528
2100,6.6
2110,6.588
2120,6.516
2130,6.588
2140,6.582
2150,6.522
2160,6.588
2170,6.612
2180,6.546
2190,6.618
2200,6.588
2210,6.54
2220,6.612
2230,6.642
2240,6.558
2250,6.624
2260,6.63
2270,6.582
2280,6.648
2290,6.648
2300,6.588
2310,6.66
2320,6.678
2330,6.696
2340,6.594
2350,6.666
2360,6.666
2370,6.594
2380,6.66
2390,6.696
2400,6.678
2410,6.636
2420,6.684
2430,6.66
2440,6.648
2450,6.726
2460,6.72
2470,6.702
2480,6.66
2490,6.732
2500,6.714
2510,6.762
2520,6.648
2530,6.762
2540,6.744
2550,6.714
2560,6.654
2570,6.768
2580,6.756
2590,6.768
2600,6.666
2610,6.762
2620,6.774
2630,6.75
2640,6.672
2650,6.804
2660,6.762
2670,6.786
2680,6.696
2690,6.792
2700,6.798
2710,6.828
2720,6.828
2730,6.72
2740,6.78
2750,6.804
2760,6.816
2770,6.726
2780,6.756
2790,6.81
2800,6.864
2810,6.852
2820,6.732
2830,6.786
2840,6.858
2850,6.894
2860,6.876
2870,6.864
2880,6.75
2890,6.882
2900,6.87
2910,6.918
2920,6.96
2930,6.93
2940,6.786
2950,6.924
2960,6.93
2970,6.918
2980,6.912
2990,6.978
3000,6.906
3010,6.786
3020,6.924
3030,6.954
3040,6.99
3050,6.942
3060,6.96
3070,6.996
3080,6.84
3090,6.894
3100,6.948
3110,6.972
3120,6.948
3130,6.996
3140,7.02
3150,7.02
3160,6.894
3170,6.906
3180,7.068
3190,7.014
3200,7.056
3210,7.026
3220,7.05
3230,7.014
3240,7.002
3250,7.044
3260,7.086
3270,7.068
3280,6.978
3290,6.894
3300,7.056
3310,7.008
3320,7.026
3330,7.098
3340,7.056
3350,7.08
3360,7.104
3370,7.092
3380,7.104
3390,7.104
3400,7.11
3410,7.17
3420,7.134
3430,7.062
3440,7.11
3450,7.11
3460,7.056
3470,7.05
3480,7.02
3490,7.086
3500,7.134
