t,walltime
10,10.59
20,10.63
30,10.64
40,10.59
50,10.65
60,10.64
70,10.63
80,10.6
90,10.62
100,10.61
110,10.6
120,10.61
130,10.66
140,10.63
150,10.62
160,10.67
170,10.65
180,10.64
190,10.62
200,10.6
210,10.61
220,10.6
230,10.69
240,10.61
250,10.66
260,10.6
270,10.6
280,10.6
290,10.64
300,10.61
310,10.59
320,10.61
330,10.61
340,10.63
350,10.63
360,10.6
370,10.61
380,10.61
390,10.59
400,10.59
410,10.66
420,10.65
430,10.63
440,10.61
450,10.63
460,10.65
470,10.62
480,10.67
490,10.67
500,10.73
510,10.68
520,10.61
530,10.6
540,10.66
550,10.62
560,10.64
570,10.62
580,10.63
590,10.68
600,10.62
610,10.61
620,10.61
630,10.65
640,10.65
650,10.68
660,10.66
670,10.6
680,10.64
690,10.68
700,10.64
710,10.64
720,10.68
730,10.68
740,10.64
750,10.64
760,10.66
770,10.62
780,10.64
790,10.64
800,10.62
810,10.58
820,10.65
830,10.69
840,10.67
850,10.64
860,10.65
870,10.64
880,10.62
890,10.63
900,10.72
910,10.73
920,10.67
930,10.63
940,10.67
950,10.66
960,10.65
970,10.68
980,10.7
990,10.66
1000,10.67
1010,10.59
1020,10.64
1030,10.62
1040,10.65
1050,10.65
1060,10.63
1070,10.65
1080,10.69
1090,10.71
1100,10.65
1110,10.7
1120,10.68
1130,10.68
1140,10.67
1150,10.71
1160,10.74
1170,10.69
1180,10.67
1190,10.65
1200,10.64
1210,10.7
1220,10.66
1230,10.65
1240,10.68
1250,10.73
1260,10.72
1270,10.63
1280,10.7
1290,10.65
1300,10.7
1310,10.7
1320,10.69
1330,10.7
1340,10.66
1350,10.71
1360,10.69
1370,10.68
1380,10.68
1390,10.67
1400,10.74
1410,10.71
1420,10.68
1430,10.71
1440,10.68
1450,10.65
1460,10.67
1470,10.71
1480,10.7
1490,10.7
1500,10.69
1510,10.69
1520,10.67
1530,10.76
1540,10.73
1550,10.71
1560,10.7
1570,10.75
1580,10.72
1590,10.72
1600,10.72
1610,10.72
1620,10.69
1630,10.74
1640,10.7
1650,10.71
1660,10.75
1670,10.68
1680,10.77
1690,10.71
1700,10.72
1710,10.78
1720,10.7
1730,10.75
1740,10.69
1750,10.76
1760,10.77
1770,10.75
1780,10.78
1790,10.74
1800,10.81
1810,10.81
1820,10.71
1830,10.86
1840,10.75
1850,10.82
1860,10.82
1870,10.74
1880,10.79
1890,10.76
1900,10.85
1910,10.83
1920,10.81
1930,10.87
1940,10.87
1950,10.8
1960,10.88
1970,10.77
1980,10.91
1990,10.86
2000,10.84
2010,10.9
2020,10.9
2030,10.83
2040,11.01
2050,10.92
2060,10.85
2070,10.96
2080,10.96
2090,10.88
2100,11
2110,10.98
2120,10.86
2130,10.98
2140,10.97
2150,10.87
2160,10.98
2170,11.02
2180,10.91
2190,11.03
2200,10.98
2210,10.9
2220,11.02
2230,11.07
2240,10.93
2250,11.04
2260,11.05
2270,10.97
2280,11.08
2290,11.08
2300,10.98
2310,11.1
2320,11.13
2330,11.16
2340,10.99
2350,11.11
2360,11.11
2370,10.99
2380,11.1
2390,11.16
2400,11.13
2410,11.06
2420,11.14
2430,11.1
2440,11.08
2450,11.21
2460,11.2
2470,11.17
2480,11.1
2490,11.22
2500,11.19
2510,11.27
2520,11.08
2530,11.27
2540,11.24
2550,11.19
2560,11.09
2570,11.28
2580,11.26
2590,11.28
2600,11.11
2610,11.27
2620,11.29
2630,11.25
2640,11.12
2650,11.34
2660,11.27
2670,11.31
2680,11.16
2690,11.32
2700,11.33
2710,11.38
2720,11.38
2730,11.2
2740,11.3
2750,11.34
2760,11.36
2770,11.21
2780,11.26
2790,11.35
2800,11.44
2810,11.42
2820,11.22
2830,11.31
2840,11.43
2850,11.49
2860,11.46
2870,11.44
2880,11.25
2890,11.47
2900,11.45
2910,11.53
2920,11.6
2930,11.55
2940,11.31
2950,11.54
2960,11.55
2970,11.53
2980,11.52
2990,11.63
3000,11.51
3010,11.31
3020,11.54
3030,11.59
3040,11.65
3050,11.57
3060,11.6
3070,11.66
3080,11.4
3090,11.49
3100,11.58
3110,11.62
3120,11.58
3130,11.66
3140,11.7
3150,11.7
3160,11.49
3170,11.51
3180,11.78
3190,11.69
3200,11.76
3210,11.71
3220,11.75
3230,11.69
3240,11.67
3250,11.74
3260,11.81
3270,11.78
3280,11.63
3290,11.49
3300,11.76
3310,11.68
3320,11.71
3330,11.83
3340,11.76
3350,11.8
3360,11.84
3370,11.82
3380,11.84
3390,11.84
3400,11.85
3410,11.95
3420,11.89
3430,11.77
3440,11.85
3450,11.85
3460,11.76
3470,11.75
3480,11.7
3490,11.81
3500,11.89
