MDTU,plaq
1,0.971779
2,0.973693
3,0.997018
4,1.00153
5,1.00153
6,1.00768
7,1.02344
8,1.03038
9,1.03038
10,1.03038
11,1.03565
12,1.02932
13,1.00359
14,1.00987
15,1.02669
16,1.01965
17,1.01965
18,1.00314
19,1.00098
20,0.995515
21,0.995515
22,0.995515
23,1.00661
24,0.988352
25,0.997455
26,0.997455
27,0.994963
28,1.00851
29,1.00851
30,1.01521
31,0.994692
32,0.996208
33,0.994023
34,0.994023
35,1.00438
36,1.01796
37,1.00612
38,1.00612
39,1.00089
40,0.995863
41,0.995863
42,0.999033
43,0.988701
44,1.00377
45,1.00373
46,0.997867
47,1.01377
48,1.01377
49,0.990527
50,1.00205
51,1.00205
52,1.01991
53,1.01019
54,1.01491
55,1.01137
56,0.99981
57,0.98678
58,0.991028
59,0.994269
60,0.990577
61,0.988301
62,0.994925
63,1.00868
64,0.996372
65,0.996686
66,0.99696
67,0.990038
68,0.99938
69,0.983131
70,0.985154
71,0.960433
72,0.992524
73,1.00471
74,0.978581
75,0.991567
76,1.00255
77,1.00709
78,1.02374
79,1.0154
80,1.00773
81,1.00155
82,1.00155
83,0.974405
84,0.990548
85,1.00191
86,1.01105
87,0.993358
88,0.990931
89,0.990931
90,0.985361
91,1.00208
92,0.997628
93,0.977029
94,0.984203
95,0.960081
96,0.954284
97,0.976118
98,0.974528
99,0.98837
100,0.980786
101,0.989657
102,0.981145
103,0.992075
104,0.982312
105,1.00997
106,0.990375
107,0.981073
108,1.00744
109,1.00744
110,0.987074
111,1.00628
112,1.00628
113,1.00282
114,0.996254
115,0.99959
116,0.989277
117,0.989277
118,0.997634
119,0.998025
120,0.979391
121,0.975902
122,0.975902
123,0.986715
124,0.990841
125,0.991281
126,0.991281
127,1.00656
128,1.01272
129,1.01606
130,1.0355
131,1.00284
132,1.00751
133,1.00751
134,1.00751
135,1.00751
136,1.00751
137,1.03286
138,1.01263
139,1.01604
140,1.01604
141,1.00441
142,1.01403
143,1.03153
144,1.05881
145,1.05356
146,1.03112
147,1.02782
148,1.01166
149,1.01166
150,1.00848
151,1.00848
152,1.01258
153,1.02002
154,1.02002
155,1.02324
156,1.04377
157,1.03271
158,1.02388
159,1.05615
160,1.06193
161,1.03395
162,1.03856
163,1.04286
164,1.04286
165,1.05061
166,1.03802
167,1.03802
168,1.05057
169,1.05057
170,1.01488
171,0.991441
172,1.00182
173,1.00182
174,0.995295
175,1.01
176,0.997621
177,1.00429
178,1.00776
179,1.00425
180,1.00595
181,1.01362
182,1.00159
183,0.986003
184,0.991074
185,1.00133
186,0.988181
187,1.00883
188,1.0328
189,1.00818
190,1.00789
191,1.01011
192,0.999171
193,0.998379
194,0.984607
195,0.993413
196,0.978899
197,0.985198
198,0.989603
199,0.985484
200,1.00185
201,1.01295
202,1.00679
203,0.994241
204,0.987739
205,0.987739
206,0.976578
207,0.987702
208,0.9776
209,0.98826
210,1.00553
211,0.997723
212,0.998308
213,0.998614
214,0.993403
215,0.993403
216,0.98643
217,1.00723
218,1.00723
219,0.999871
220,0.999871
221,1.02055
222,1.01268
223,1.01268
224,0.991324
225,0.977392
226,1.01328
227,1.01811
228,0.990963
229,1.00693
230,1.00083
231,1.00083
232,1.01486
233,1.01073
234,1.00521
235,1.02753
236,1.03172
237,1.03197
238,1.04738
239,1.03706
240,1.04114
241,1.03494
242,1.03494
243,1.03675
244,1.02601
245,1.01222
246,1.00436
247,1.00436
248,1.00945
249,1.01027
250,1.01213
251,1.02394
252,1.02394
253,1.00088
254,1.01949
255,1.00691
256,1.00261
257,0.978507
258,0.98342
259,1.00692
260,1.00029
261,1.00029
262,1.01359
263,1.00671
264,1.00903
265,1.00903
266,1.00903
267,1.00903
268,1.01171
269,0.996064
270,0.996064
271,0.978811
272,1.00894
273,1.02033
274,1.01422
275,1.01422
276,1.03274
277,1.00819
278,1.008
279,0.981384
280,0.972881
281,0.972782
282,0.992755
283,0.993277
284,1.0065
285,0.998165
286,0.998165
287,0.97971
288,1.00072
289,1.01324
290,1.00368
291,1.00294
292,1.01008
293,0.988985
294,1.02482
295,1.01826
296,1.01826
297,1.01826
298,1.02045
299,1.02045
300,1.00492
301,1.00725
302,1.00457
303,0.999549
304,1.00585
305,1.00585
306,1.01261
307,1.03158
308,1.01489
309,1.01377
310,0.997046
311,0.994587
312,0.994587
313,0.994587
314,0.987466
315,0.990862
316,1.00712
317,0.999794
318,0.995595
319,0.995595
320,0.982112
321,1.0004
322,0.989146
323,0.98246
324,0.982639
325,0.981462
326,0.973704
327,0.973704
328,0.973704
329,0.992031
330,0.982802
331,1.00092
332,0.984644
333,0.998968
334,0.998643
335,0.994547
336,0.988769
337,0.981204
338,0.977009
339,0.975498
340,0.97669
341,0.986798
342,0.998706
343,0.982528
344,1.00007
345,1.02315
346,1.02929
347,1.02929
348,1.03254
349,1.02408
350,1.02628
351,1.01937
352,1.02279
353,1.02279
354,1.01905
355,1.01557
356,0.994037
357,0.97367
358,0.97367
359,0.97367
360,0.966693
361,0.996399
362,0.996399
363,0.996399
364,1.01481
365,1.00478
366,1.01464
367,1.00841
368,1.0233
369,1.02355
370,1.03227
371,1.00291
372,1.0036
373,1.01577
374,1.01577
375,1.02127
376,1.01422
377,0.990142
378,0.99461
379,0.974833
380,0.972043
381,0.969375
382,0.974329
383,0.994623
384,1.01371
385,1.00267
386,1.01402
387,1.00208
388,0.982271
389,1.00849
390,1.01018
391,1.0049
392,1.02027
393,1.02027
394,1.02027
395,1.01504
396,1.01504
397,1.00417
398,0.993851
399,0.993851
400,1.00065
401,1.00665
402,1.01034
