t,cg_iters
1,8084
2,8183
3,8250
4,8281
5,8275
6,8306
7,8250
8,8175
9,8189
10,8205
11,8266
12,8229
13,8351
14,8314
15,8152
16,8211
17,8228
18,8080
19,8201
20,8249
21,8199
22,8288
23,8317
24,8274
25,8232
26,8244
27,8235
28,8432
29,8286
30,8307
31,8218
32,8263
33,8212
34,8181
35,8178
36,8268
37,8239
38,8231
39,8243
40,8198
41,8356
42,8247
43,8282
44,8240
45,8348
46,8266
47,8292
48,8301
49,8362
50,8204
51,8219
52,8174
53,8211
54,8273
55,8320
56,8272
57,8322
58,8366
59,8356
60,8211
61,8278
62,8208
63,8197
64,8228
65,8339
66,8197
67,8212
68,8277
69,8248
70,8355
71,8386
72,8266
73,8293
74,8248
75,8066
76,8236
77,8226
78,8240
79,8217
80,8234
81,8256
82,8217
83,8209
84,8293
85,8265
86,8255
87,8226
88,8244
89,8299
90,8195
91,8248
92,8174
93,8098
94,8307
95,8309
96,8333
97,8275
98,8252
99,8203
100,8182
101,8287
102,8252
103,8288
104,8223
105,8284
106,8239
107,8197
108,8190
109,8146
110,8244
111,8136
112,8262
113,8310
114,8279
115,8265
116,8260
117,8267
118,8226
119,8284
120,8238
121,8247
122,8279
123,8294
124,8279
125,8376
126,8237
127,8257
128,8183
129,8310
130,8351
131,8224
132,8239
133,8302
134,8329
135,8288
136,8335
137,8279
138,8192
139,8193
140,8290
141,8290
142,8370
143,8376
144,8184
145,8216
146,8197
147,8197
148,8216
149,8167
150,8158
151,8299
152,8202
153,8330
154,8265
155,8242
156,8252
157,8393
158,8321
159,8287
160,8302
161,8199
162,8252
163,8275
164,8250
165,8267
166,8308
167,8299
168,8340
169,8382
170,8222
171,8334
172,8371
173,8169
174,8286
175,8189
176,8300
177,8264
178,8259
179,8216
180,8154
181,8257
182,8292
183,8273
184,8281
185,8188
186,8174
187,8137
188,8315
189,8304
190,8378
191,8271
192,8179
193,8268
194,8149
195,8280
196,8149
197,8267
198,8212
199,8185
200,8202
201,8193
202,8213
203,8221
204,8256
205,8220
206,8202
207,8334
208,8277
209,8282
210,8243
211,8169
212,8171
213,8248
214,8273
215,8186
216,8359
217,8257
218,8251
219,8245
220,8258
221,8306
222,8321
223,8397
224,8360
225,8366
226,8342
227,8340
228,8173
229,8247
230,8313
231,8241
232,8231
233,8136
234,8150
235,8221
236,8185
237,8283
238,8365
239,8300
240,8215
241,8267
242,8278
243,8314
244,8249
245,8283
246,8354
247,8322
248,8344
249,8328
250,8283
251,8390
252,8209
253,8323
254,8177
255,8188
256,8221
257,8173
258,8166
259,8176
260,8260
261,8287
262,8239
263,8198
264,8271
265,8220
266,8163
267,8174
268,8258
269,8294
270,8238
271,8266
272,8311
273,8137
274,8219
275,8225
276,8236
277,8261
278,8184
279,8146
280,8241
281,8200
282,8289
283,8399
284,8299
285,8283
286,8189
287,8204
288,8254
289,8204
290,8226
291,8136
292,8229
293,8242
294,8100
295,8315
296,8244
297,8228
298,8199
299,8286
300,8355
301,8298
302,8162
303,8179
304,8266
305,8243
306,8229
307,8203
308,8235
309,8200
310,8192
311,8251
312,8307
313,8227
314,8219
315,8254
316,8201
317,8233
318,8130
319,8221
320,8249
321,8195
322,8152
323,8142
324,8189
325,8250
326,8225
327,8293
328,8379
329,8310
330,8354
331,8294
332,8351
333,8255
334,8273
335,8179
336,8231
337,8217
338,8223
339,8238
340,8383
341,8342
342,8240
343,8225
344,8204
345,8231
346,8207
347,8168
348,8181
349,8275
350,8258
351,8192
352,8195
353,8204
354,8244
355,8279
356,8153
357,8174
358,8150
359,8264
360,8277
361,8264
362,8190
363,8168
364,8160
365,8258
366,8238
367,8250
368,8209
369,8291
370,8236
371,8218
372,8234
373,8254
374,8243
375,8316
376,8159
377,8300
378,8165
379,8126
380,8182
381,8147
382,8248
383,8195
384,8236
385,8254
386,8161
387,8222
388,8173
389,8313
390,8146
391,8165
392,8154
393,8183
394,8227
395,8205
396,8182
397,8182
398,8325
399,8237
400,8195
401,8328
402,8265
403,8238
404,8341
405,8287
406,8219
407,8216
408,8336
409,8316
410,8383
411,8348
412,8368
413,8337
414,8329
415,8254
416,8235
417,8190
418,8127
419,8316
420,8216
421,8260
422,8227
423,8288
424,8297
425,8273
426,8259
427,8260
428,8199
429,8249
430,8274
431,8145
432,8211
433,8101
434,8244
435,8380
436,8244
437,8194
438,8278
439,8212
440,8268
441,8263
442,8211
443,8328
444,8225
445,8152
446,8338
447,8326
448,8282
449,8313
450,8214
451,8242
452,8339
453,8258
454,8346
455,8305
456,8247
457,8277
458,8225
459,8201
460,8319
461,8281
462,8173
463,8304
464,8277
465,8310
466,8207
467,8156
468,8177
469,8178
470,8296
471,8305
472,8370
473,8234
474,8357
475,8272
476,8268
477,8345
478,8360
479,8238
480,8256
481,8328
482,8263
483,8224
484,8281
485,8280
486,8355
487,8243
488,8301
489,8290
490,8317
491,8408
492,8452
493,8343
494,8301
495,8412
496,8432
497,8310
498,8413
499,8349
500,8232
501,8357
502,8451
503,8414
504,8372
505,8249
506,8242
507,8277
508,8231
509,8323
510,8205
511,8234
512,8190
513,8195
514,8154
515,8186
516,8283
517,8214
518,8206
519,8163
520,8201
521,8239
522,8212
523,8202
524,8199
525,8214
526,8220
527,8191
528,8278
529,8258
530,8255
531,8169
532,8334
533,8269
534,8358
535,8300
536,8258
537,8272
538,8387
539,8307
540,8218
541,8202
542,8240
543,8275
544,8246
545,8255
546,8212
547,8235
548,8239
549,8242
550,8174
551,8251
552,8195
553,8356
554,8217
555,8209
556,8355
557,8231
558,8372
559,8152
560,8130
561,8198
562,8409
563,8295
564,8200
565,8162
566,8288
567,8255
568,8237
569,8261
570,8263
571,8180
572,8250
573,8352
574,8281
575,8179
576,8253
577,8166
578,8284
579,8311
580,8249
581,8285
582,8345
583,8186
584,8246
585,8302
586,8339
587,8308
588,8421
589,8431
590,8238
591,8258
592,8147
593,8246
594,8313
595,8298
596,8226
597,8282
598,8250
599,8158
600,8124
601,8174
602,8221
