MDTU,min_width,max_width
1,0.0454413,0.0443275
2,0.0450576,0.0418207
3,0.0409255,0.0362918
4,0.0467083,0.038642
5,0.0467083,0.038642
6,0.046714,0.0393787
7,0.0503955,0.0479191
8,0.0453702,0.0422421
9,0.0453702,0.0422421
10,0.0453702,0.0422421
11,0.0471149,0.0362355
12,0.0442663,0.0353726
13,0.0287573,0.0321002
14,0.039314,0.037892
15,0.0500195,0.0498084
16,0.0421607,0.0387288
17,0.0421607,0.0387288
18,0.0493463,0.042769
19,0.0617057,0.0569367
20,0.0412412,0.042832
21,0.0412412,0.042832
22,0.0412412,0.042832
23,0.0483235,0.0407302
24,0.04545,0.0378318
25,0.0472523,0.0405531
26,0.0472523,0.0405531
27,0.0377267,0.0314596
28,0.0388879,0.0381838
29,0.0388879,0.0381838
30,0.0441134,0.0343962
31,0.0457584,0.0420353
32,0.0454035,0.0351644
33,0.0530682,0.0384987
34,0.0530682,0.0384987
35,0.0493985,0.0436783
36,0.0361991,0.0348094
37,0.047719,0.0402447
38,0.047719,0.0402447
39,0.040339,0.0386442
40,0.0512409,0.0446516
41,0.0512409,0.0446516
42,0.0369085,0.0339564
43,0.0389259,0.0439814
44,0.046002,0.0486314
45,0.0379964,0.0475661
46,0.0441048,0.0425716
47,0.0378348,0.0357091
48,0.0378348,0.0357091
49,0.0432586,0.0283014
50,0.0426703,0.0404029
51,0.0426703,0.0404029
52,0.0350127,0.0360055
53,0.0507652,0.0499325
54,0.0398887,0.0331439
55,0.0495457,0.0314752
56,0.0350532,0.0212732
57,0.0451488,0.0379744
58,0.0411606,0.0348913
59,0.0431221,0.0382683
60,0.0447711,0.0368451
61,0.0480438,0.0425968
62,0.0512079,0.048227
63,0.0463919,0.0397355
64,0.0483398,0.0492625
65,0.0376413,0.0390066
66,0.0386829,0.0410853
67,0.0456828,0.0420732
68,0.0467712,0.0348538
69,0.0512085,0.0400148
70,0.0351348,0.0256008
71,0.049979,0.0496535
72,0.0401152,0.0380339
73,0.0447402,0.0385007
74,0.0458512,0.0443565
75,0.0458354,0.0431354
76,0.0415493,0.0404211
77,0.0483778,0.0438179
78,0.0472251,0.0398127
79,0.0536116,0.0431435
80,0.0398107,0.0367551
81,0.0457391,0.0386425
82,0.0457391,0.0386425
83,0.0512163,0.0484011
84,0.0364184,0.0373513
85,0.0440281,0.0414002
86,0.0459158,0.0437828
87,0.0427839,0.040935
88,0.0494627,0.0427298
89,0.0494627,0.0427298
90,0.0443177,0.0418007
91,0.05046,0.0433178
92,0.049962,0.0406924
93,0.0427145,0.0397114
94,0.0412771,0.0429869
95,0.0520136,0.0474822
96,0.0511229,0.0455242
97,0.0393624,0.0348702
98,0.0430823,0.03903
99,0.0469271,0.0435317
100,0.0591546,0.0482828
101,0.0432427,0.0441079
102,0.04612,0.0380605
103,0.0550179,0.0490901
104,0.0380771,0.0307523
105,0.0409601,0.0382902
106,0.0465131,0.0370132
