MDTU,min_ave,max_ave
1,-0.0584369,0.0408693
2,-0.058905,0.0415007
3,-0.0565767,0.0472339
4,-0.0537835,0.0503653
5,-0.0537835,0.0503653
6,-0.052056,0.0526194
7,-0.0452467,0.0490243
8,-0.0433875,0.053489
9,-0.0433875,0.053489
10,-0.0433875,0.053489
11,-0.0447025,0.0551807
12,-0.0418519,0.0544019
13,-0.0474926,0.0462937
14,-0.0474865,0.0479226
15,-0.0402771,0.0500499
16,-0.0444075,0.0489001
17,-0.0444075,0.0489001
18,-0.0519097,0.0481752
19,-0.0556582,0.0502761
20,-0.0527427,0.0468892
21,-0.0527427,0.0468892
22,-0.0527427,0.0468892
23,-0.0516406,0.0510598
24,-0.0541056,0.0463482
25,-0.0520764,0.0502931
26,-0.0520764,0.0502931
27,-0.051763,0.0445871
28,-0.0473141,0.0481235
29,-0.0473141,0.0481235
30,-0.0472361,0.055193
31,-0.0543673,0.0483254
32,-0.0527505,0.0506424
33,-0.0560985,0.049705
34,-0.0560985,0.049705
35,-0.0516301,0.0521591
36,-0.0451037,0.0539335
37,-0.0481776,0.0503148
38,-0.0481776,0.0503148
39,-0.0487362,0.0465583
40,-0.0519614,0.0445556
41,-0.0519614,0.0445556
42,-0.0509308,0.0479913
43,-0.0560722,0.0453591
44,-0.0482383,0.0466273
45,-0.0505458,0.0537144
46,-0.0514038,0.0466765
47,-0.0464704,0.0489787
48,-0.0464704,0.0489787
49,-0.0573828,0.0481715
50,-0.0528792,0.0481261
51,-0.0528792,0.0481261
52,-0.0442628,0.0510151
53,-0.0498556,0.0494627
54,-0.0442814,0.0497047
55,-0.0511691,0.0534337
56,-0.0515119,0.0501763
57,-0.0563445,0.0413998
58,-0.0545464,0.0433818
59,-0.0533857,0.0505735
60,-0.0535313,0.0429155
61,-0.0558869,0.0446456
62,-0.0495716,0.0450445
63,-0.0483321,0.0491481
64,-0.0511361,0.0474275
65,-0.0498194,0.0489671
66,-0.0554525,0.0458767
67,-0.0579992,0.045352
68,-0.0509648,0.0472569
69,-0.0515204,0.0417813
70,-0.0515401,0.0417258
71,-0.0619493,0.0356741
72,-0.0547484,0.0449613
73,-0.0512778,0.0515221
74,-0.0583964,0.0403629
75,-0.0562535,0.0492291
76,-0.0514278,0.0490586
77,-0.0503634,0.0496071
78,-0.0429107,0.0513556
79,-0.0450276,0.0508082
80,-0.0490538,0.047499
81,-0.0516741,0.0507266
82,-0.0516741,0.0507266
83,-0.062159,0.0453861
84,-0.0555649,0.0473217
85,-0.0494577,0.0479536
86,-0.0513045,0.0515133
87,-0.0491701,0.043798
88,-0.0541989,0.046135
89,-0.0541989,0.046135
90,-0.0558181,0.0415917
91,-0.0538061,0.0525656
92,-0.0550463,0.050929
93,-0.0635342,0.0443355
94,-0.056604,0.0436361
95,-0.0615202,0.038546
96,-0.0645272,0.0342695
97,-0.057217,0.040789
98,-0.0634526,0.0425888
99,-0.0520379,0.0428339
100,-0.0592642,0.0429065
101,-0.0542093,0.0443028
102,-0.0544312,0.0418526
103,-0.055774,0.0489053
104,-0.0581247,0.0439028
105,-0.0522947,0.0527876
106,-0.0536688,0.0452186
107,-0.0581639,0.0442043
108,-0.051194,0.05456
109,-0.051194,0.05456
110,-0.0550014,0.0445781
