MDTU,plaq,Re(det),Im(det),link
1,0.0344561,0.0244249,0.0139626,0.0854128
2,0.0621996,0.0456087,0.0152069,0.0874353
3,0.0366618,0.034108,0.0173995,0.0776683
4,0.0245027,0.0234912,0.0187195,0.0831702
5,0.0245027,0.0234912,0.0187195,0.0831702
6,0.0511381,0.0522937,0.021516,0.0866076
7,0.0449372,0.0561614,0.0274712,0.0943863
8,0.0297464,0.0400611,0.0277315,0.0861848
9,0.0297464,0.0400611,0.0277315,0.0861848
10,0.0297464,0.0400611,0.0277315,0.0861848
11,0.0334267,0.0475012,0.0295082,0.0786445
12,0.0301833,0.0402003,0.0281647,0.080961
13,0.0336743,0.0353699,0.0193642,0.0599267
14,0.0365458,0.0392556,0.0243032,0.0790669
15,0.0326462,0.0425014,0.0281045,0.101778
16,0.0448665,0.0546095,0.025042,0.0825847
17,0.0448665,0.0546095,0.025042,0.0825847
18,0.0444773,0.0453916,0.021049,0.0904714
19,0.0427699,0.0417485,0.0213717,0.115527
20,0.0263897,0.0241013,0.0179915,0.0767777
21,0.0263897,0.0241013,0.0179914,0.0767777
22,0.0263897,0.0241013,0.0179914,0.0767777
23,0.0412729,0.0434497,0.020509,0.0889164
24,0.0311525,0.0271288,0.0166779,0.0838237
25,0.0516201,0.0478663,0.0197156,0.0876645
26,0.0516201,0.0478663,0.0197156,0.0876645
27,0.0455939,0.0411359,0.0194807,0.0680006
28,0.033071,0.0353024,0.0233207,0.079523
29,0.033071,0.0353024,0.0233207,0.079523
30,0.0493282,0.0590587,0.0257357,0.078937
31,0.0342863,0.0317214,0.0186357,0.0899713
32,0.0534276,0.048035,0.0184525,0.0782433
33,0.05161,0.0458478,0.01855,0.0941998
34,0.05161,0.0458478,0.01855,0.0941998
35,0.0420433,0.0436005,0.0185185,0.0955568
36,0.0485737,0.0562592,0.0256166,0.0719756
37,0.0545006,0.0583328,0.0208549,0.0894097
38,0.0545006,0.0583328,0.0208549,0.0894097
39,0.0304405,0.0298494,0.0204595,0.0726096
40,0.0464469,0.0430767,0.0196759,0.0955135
41,0.0464469,0.0430767,0.0196759,0.0955135
42,0.0398674,0.0382025,0.0197241,0.0714956
43,0.0543812,0.0452581,0.0164071,0.0819559
44,0.0399941,0.0398818,0.0236015,0.0958985
45,0.0433223,0.04427,0.0190844,0.0811372
46,0.0354322,0.0320318,0.0205032,0.0835733
47,0.0336953,0.0383226,0.0225428,0.0729923
48,0.0336953,0.0383226,0.0225428,0.0729923
49,0.037499,0.0329953,0.0190089,0.068811
50,0.0508731,0.0504807,0.0189581,0.0804322
51,0.0508731,0.0504808,0.0189581,0.0804322
52,0.0473855,0.0578396,0.0244757,0.0719197
53,0.0405745,0.0439123,0.0228711,0.0939086
54,0.0329829,0.0378616,0.0221475,0.0722708
55,0.0326798,0.0358579,0.0216733,0.0818337
56,0.0362931,0.0347709,0.0204713,0.0543734
57,0.0490332,0.0411536,0.0173538,0.0818449
58,0.0478014,0.0425324,0.0175556,0.0747715
59,0.0298428,0.0269612,0.0191288,0.0791802
60,0.0499024,0.0435632,0.0165127,0.0762005
61,0.0326892,0.0274261,0.0178549,0.0915251
62,0.041365,0.0361187,0.0183545,0.0969073
63,0.0335877,0.0348352,0.0231659,0.0844462
64,0.0346302,0.0322113,0.017799,0.094062
65,0.0288729,0.0271696,0.0197078,0.073579
66,0.0344826,0.0335514,0.0209835,0.0836059
67,0.0484857,0.0412814,0.018259,0.0913759
68,0.0307664,0.0290811,0.0207421,0.0800472
69,0.0275252,0.0221257,0.0159323,0.0917449
70,0.0475741,0.0380661,0.0175963,0.0584829
71,0.0322273,0.0198484,0.0119964,0.101498
72,0.0319105,0.0300385,0.0192981,0.0769675
73,0.0457002,0.045351,0.0229091,0.0857819
74,0.0468046,0.0381214,0.0156917,0.0896545
75,0.0537544,0.04782,0.0195478,0.0868129
76,0.0338789,0.0347644,0.0220437,0.082552
77,0.0553757,0.0599014,0.0238171,0.0903532
78,0.0412486,0.0537705,0.0284052,0.0857105
79,0.0483613,0.0536979,0.0232824,0.0940794
80,0.0316831,0.0326889,0.023389,0.0780086
81,0.0462713,0.0448908,0.0201551,0.0818868
82,0.0462713,0.0448908,0.0201551,0.0818868
83,0.0466718,0.0345266,0.0148693,0.0957423
84,0.0459583,0.0413165,0.0194929,0.0764816
85,0.0627212,0.0605182,0.0193126,0.0857535
86,0.0437979,0.0494727,0.023971,0.0904856
87,0.0423632,0.0409587,0.017807,0.0826512
88,0.0390369,0.0332335,0.0189491,0.085088
89,0.0390369,0.0332335,0.0189491,0.085088
90,0.0363975,0.0311333,0.0173291,0.0884791
91,0.0442188,0.0447916,0.0198421,0.0981509
92,0.0350675,0.0349268,0.0185427,0.0857767
93,0.0333837,0.0243313,0.0150351,0.0849193
94,0.0286064,0.0230393,0.0169681,0.0819374
95,0.029526,0.0176115,0.0127861,0.0936811
96,0.0282637,0.016114,0.0118236,0.0903065
97,0.047066,0.0351065,0.0156651,0.0736042
98,0.0283593,0.020749,0.0153475,0.0795723
99,0.0347822,0.0296748,0.0164048,0.0899378
100,0.0507166,0.0398813,0.016432,0.0991467
101,0.0387994,0.033078,0.0183547,0.0849825
102,0.0388252,0.030442,0.0162599,0.0834767
103,0.0306627,0.0268124,0.0182771,0.101364
104,0.0310163,0.0237309,0.0168178,0.0654062
105,0.0532614,0.059945,0.0230888,0.0827094
106,0.0527265,0.0458816,0.0161892,0.0822987
107,0.0282056,0.0220405,0.0163844,0.111213
108,0.0374617,0.0403682,0.0209344,0.0786084
109,0.0374617,0.0403682,0.0209344,0.0786084
110,0.0334895,0.02771,0.0188261,0.110079
111,0.0384696,0.0392069,0.0231779,0.0836492
112,0.0384696,0.0392069,0.0231779,0.0836492
113,0.035694,0.0342431,0.0187719,0.0956124
114,0.0368549,0.0335446,0.0202013,0.0800817
115,0.0523679,0.051197,0.0195455,0.0834676
116,0.0301801,0.0256366,0.0164296,0.087945
117,0.0301801,0.0256366,0.0164296,0.087945
118,0.0331208,0.0308977,0.0186934,0.070187
119,0.0368007,0.0335288,0.0206598,0.0870937
120,0.0422073,0.0322553,0.0167784,0.0909504
121,0.0323365,0.0240192,0.0130434,0.0853784
122,0.0323365,0.0240192,0.0130434,0.0853784
123,0.036126,0.0299611,0.0173523,0.0986579
124,0.0314051,0.0269488,0.01711,0.0786866
125,0.0381538,0.0330306,0.0190475,0.0747738
126,0.0381538,0.0330306,0.0190475,0.0747738
127,0.0354814,0.0379951,0.022094,0.0843011
128,0.0531777,0.0606741,0.0229558,0.0903083
129,0.0352074,0.0405756,0.0248457,0.0722667
130,0.0339408,0.0471458,0.0311391,0.0714514
131,0.0431064,0.0449837,0.0207926,0.0774536
132,0.0393631,0.0417165,0.021546,0.080005
133,0.0393631,0.0417165,0.021546,0.080005
134,0.0393631,0.0417165,0.021546,0.080005
135,0.0393631,0.0417165,0.021546,0.080005
136,0.0393631,0.0417165,0.021546,0.080005
137,0.0288985,0.0404063,0.029485,0.0809463
138,0.0433148,0.0476191,0.0250455,0.0988577
139,0.0391302,0.0445255,0.0221096,0.0961332
140,0.0391302,0.0445255,0.0221096,0.0961332
141,0.0403127,0.040524,0.0196629,0.0775651
142,0.0656965,0.0723509,0.0250003,0.0794316
143,0.049014,0.0683554,0.0287248,0.0881978
144,0.0412242,0.0743319,0.0370324,0.0778087
145,0.0427602,0.0715996,0.0370267,0.066826
146,0.0365206,0.0483121,0.0287934,0.0829034
147,0.0670136,0.08376,0.0290841,0.0749444
148,0.0296847,0.0326623,0.0218847,0.0572136
149,0.0296847,0.0326623,0.0218847,0.0572136
150,0.0314514,0.032369,0.0200304,0.094068
151,0.0314513,0.032369,0.0200304,0.094068
152,0.0330933,0.0369948,0.0236844,0.0601144
153,0.037741,0.0452322,0.0249622,0.0722267
154,0.037741,0.0452322,0.0249622,0.0722267
155,0.0386972,0.0476189,0.0249049,0.0833438
156,0.0423931,0.0667912,0.0372361,0.0551596
157,0.0340084,0.0455513,0.0271648,0.0937576
158,0.0511079,0.066227,0.0265008,0.075197
159,0.0442728,0.0750964,0.0400327,0.0929027
160,0.0575372,0.108063,0.0402976,0.0849861
161,0.0474696,0.0643283,0.0303839,0.0873943
162,0.0440147,0.0643554,0.0301587,0.0674307
163,0.062587,0.0975517,0.0337275,0.0928503
164,0.062587,0.0975517,0.0337275,0.0928503
165,0.0310717,0.0511941,0.0368918,0.0834134
166,0.0331934,0.0478905,0.028339,0.0736853
167,0.0331934,0.0478905,0.028339,0.0736853
168,0.0404613,0.0656741,0.0308545,0.0860029
169,0.0404613,0.0656741,0.0308545,0.0860029
170,0.0445478,0.0528503,0.023187,0.0852241
171,0.0332405,0.0283651,0.018259,0.0832045
172,0.0461336,0.0453288,0.0212003,0.105581
173,0.0461336,0.0453288,0.0212003,0.105581
174,0.0354521,0.0329191,0.0187155,0.0835683
175,0.0467527,0.0512183,0.0219195,0.0794044
176,0.0415652,0.0407664,0.0199873,0.087519
177,0.0298543,0.0298333,0.0201964,0.0917864
178,0.0385133,0.0409608,0.0218785,0.091461
179,0.0472592,0.0485615,0.0203653,0.0858371
180,0.0339939,0.0361815,0.0213979,0.0736973
181,0.0262818,0.0292048,0.0242033,0.0997444
182,0.0554229,0.0559047,0.0206368,0.0762928
183,0.0355241,0.0299587,0.0178659,0.098433
184,0.0397103,0.0353104,0.0174634,0.0841845
185,0.0373636,0.0379031,0.0228758,0.0979505
186,0.0412469,0.0334853,0.0170577,0.0882427
187,0.0462673,0.0485356,0.0217606,0.0820864
188,0.0284958,0.0404199,0.0331568,0.0622173
189,0.0326488,0.035195,0.0221121,0.0642981
190,0.0377521,0.039995,0.0221956,0.0637268
191,0.0341609,0.0365832,0.0208606,0.0924467
192,0.0403532,0.0391274,0.0184585,0.0842933
193,0.0342117,0.032335,0.0178985,0.0796303
194,0.0340895,0.0275914,0.0144106,0.111783
195,0.0428001,0.0397447,0.0192291,0.0996309
196,0.0523262,0.0386917,0.0153915,0.104435
197,0.0320768,0.0273115,0.0161544,0.0839662
198,0.0527192,0.0450509,0.0160083,0.087468
199,0.0680146,0.0548291,0.0159983,0.0950687
200,0.035556,0.0358646,0.021047,0.0840181
201,0.0367802,0.0405411,0.0227695,0.0858328
202,0.0333499,0.0346923,0.0212388,0.0876705
203,0.038397,0.0355294,0.0187133,0.10075
204,0.0477165,0.0400966,0.0184292,0.0815882
205,0.0477165,0.0400966,0.0184292,0.0815882
206,0.0346983,0.0259013,0.0161842,0.0933906
207,0.0495363,0.0405682,0.0168111,0.0768722
208,0.0389345,0.0282216,0.016173,0.0944773
209,0.0357208,0.0304043,0.0181002,0.0669627
210,0.0300806,0.0313131,0.0200558,0.0921427
211,0.0333421,0.0295962,0.0196171,0.0908103
212,0.0377375,0.0362134,0.0192148,0.0856657
213,0.029902,0.0281859,0.0194365,0.0910408
214,0.0455643,0.0418139,0.0178353,0.0693366
215,0.0455643,0.0418139,0.0178353,0.0693366
