MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,1.23753,-0.32997,1.19273
2,1.25006,-0.334844,1.20438
3,1.25043,-0.246013,1.22599
4,1.28236,-0.242974,1.25913
5,1.28236,-0.242974,1.25913
6,1.3017,-0.142045,1.29392
7,1.3654,-0.0938401,1.36217
8,1.34586,0.0129586,1.34579
9,1.34586,0.0129586,1.34579
10,1.34586,0.0129586,1.34579
11,1.32235,-0.134869,1.31545
12,1.32177,-0.169158,1.3109
13,1.19849,-0.280386,1.16523
14,1.28127,-0.170395,1.26989
15,1.40055,-0.450444,1.32613
16,1.30999,-0.355869,1.26072
17,1.30999,-0.355869,1.26072
18,1.314,-0.507146,1.21219
19,1.41138,-0.56166,1.2948
20,1.24484,-0.520797,1.13067
21,1.24484,-0.520797,1.13067
22,1.24484,-0.520797,1.13067
23,1.30896,-0.579309,1.17378
24,1.25898,-0.664547,1.06931
25,1.29479,-0.825252,0.997718
26,1.29479,-0.825252,0.997718
27,1.21061,-0.606507,1.04772
28,1.27607,-0.532206,1.15979
29,1.27607,-0.532206,1.15979
30,1.28868,-0.631315,1.12345
31,1.29306,-0.550536,1.17
32,1.25542,-0.500226,1.15146
33,1.30656,-0.530938,1.19382
34,1.30656,-0.530938,1.19382
35,1.33618,-0.437429,1.26255
36,1.26739,-0.594454,1.11933
37,1.31204,-0.524286,1.20273
38,1.31204,-0.524286,1.20273
39,1.24164,-0.564865,1.10571
40,1.31728,-0.579175,1.18312
41,1.31728,-0.579175,1.18312
42,1.2287,-0.457375,1.1404
43,1.25333,-0.468307,1.16255
44,1.33198,-0.337996,1.28838
45,1.28173,-0.268435,1.2533
46,1.2741,-0.316033,1.23428
47,1.25909,-0.287329,1.22587
48,1.25909,-0.287329,1.22587
49,1.20609,-0.344553,1.15582
50,1.27317,-0.389901,1.212
51,1.27317,-0.389901,1.212
52,1.27301,-0.293025,1.23882
53,1.33764,-0.232393,1.31729
54,1.25545,-0.31594,1.21505
55,1.28671,-0.403329,1.22187
56,1.17288,-0.523227,1.0497
57,1.24628,-0.638191,1.07048
58,1.22445,-0.564482,1.08657
59,1.25283,-0.33215,1.208
60,1.23196,-0.258425,1.20455
61,1.28803,-0.308396,1.25056
62,1.32166,-0.0340614,1.32122
63,1.29503,0.163842,1.28462
64,1.31412,0.256696,1.28881
65,1.23602,0.217519,1.21673
66,1.27465,-0.0539869,1.2735
67,1.29148,0.0319977,1.29108
68,1.26297,0.0287715,1.26264
69,1.27525,-0.0123679,1.27519
70,1.15631,-0.0134316,1.15624
71,1.27334,0.00363912,1.27334
72,1.24001,-0.232701,1.21798
73,1.29777,-0.120834,1.29214
74,1.26635,-0.304528,1.22919
75,1.27913,-0.317311,1.23915
76,1.28086,-0.527354,1.16726
77,1.31473,-0.50742,1.21286
78,1.32521,-0.494268,1.22959
79,1.34703,-0.693499,1.15479
80,1.27153,-0.574155,1.13452
81,1.27885,-0.557073,1.15114
82,1.27885,-0.557073,1.15114
83,1.28202,-0.516574,1.17334
84,1.23742,-0.582438,1.09178
85,1.2878,-0.541238,1.16854
86,1.32976,-0.359861,1.28014
87,1.26148,-0.0995077,1.25755
88,1.26928,-0.205931,1.25246
89,1.26928,-0.205931,1.25246
90,1.27315,-0.255654,1.24722
91,1.34295,-0.240216,1.32129
92,1.28817,-0.289845,1.25514
93,1.24883,-0.265507,1.22028
94,1.24617,-0.40664,1.17796
95,1.24716,-0.479636,1.15125
96,1.21953,-0.465531,1.12718
97,1.20319,-0.469589,1.10777
98,1.22171,-0.452401,1.13486
99,1.28389,-0.711808,1.0685
100,1.30566,-0.799622,1.03216
101,1.26832,-0.674363,1.07418
102,1.24247,-0.538423,1.11975
103,1.3384,-0.518762,1.23378
104,1.18039,-0.512137,1.06351
105,1.29435,-0.478013,1.20285
106,1.25652,-0.562753,1.12346
107,1.35195,-0.329977,1.31106
108,1.27356,-0.365754,1.21991
109,1.27356,-0.365754,1.21991
110,1.36352,-0.291006,1.33211
111,1.29035,-0.121898,1.28458
112,1.29035,-0.121898,1.28458
113,1.33339,-0.107922,1.32902
114,1.25934,-0.0936197,1.25586
115,1.27473,0.0587433,1.27338
116,1.27818,0.013076,1.27812
117,1.27818,0.013076,1.27812
118,1.22561,0.0254153,1.22535
119,1.29025,0.075004,1.28807
120,1.27145,-0.109116,1.26676
121,1.2383,-0.176323,1.22569
122,1.2383,-0.176323,1.22569
123,1.31686,-0.084138,1.31417
124,1.24325,-0.0207713,1.24308
125,1.23043,-0.0241834,1.23019
126,1.23043,-0.0241834,1.23019
127,1.29821,0.0628044,1.29669
128,1.32745,0.1158,1.32239
129,1.26338,0.0282721,1.26306
130,1.29287,-0.0200616,1.29271
131,1.2651,0.195211,1.24995
132,1.28126,0.198258,1.26583
133,1.28126,0.198258,1.26583
134,1.28126,0.198258,1.26583
135,1.28126,0.198258,1.26583
136,1.28126,0.198258,1.26583
137,1.32933,0.26328,1.303
138,1.35729,0.253183,1.33347
139,1.35604,0.214772,1.33892
140,1.35604,0.214772,1.33892
141,1.25874,0.371432,1.20269
142,1.28735,0.403664,1.22242
143,1.34799,0.5007,1.25155
144,1.3678,0.367151,1.31761
145,1.30723,0.426989,1.23553
146,1.33221,0.485049,1.24077
147,1.29385,0.290243,1.26087
148,1.2067,0.100251,1.20253
149,1.2067,0.100251,1.20253
150,1.33539,0.188324,1.32205
151,1.33539,0.188324,1.32205
152,1.21541,0.107229,1.21067
153,1.27081,0.356285,1.21985
154,1.27081,0.356285,1.21985
155,1.31827,0.478344,1.22842
156,1.25135,0.491356,1.15084
157,1.3783,0.581702,1.24954
158,1.28708,0.468303,1.19886
159,1.41836,0.463681,1.34043
160,1.39675,0.54236,1.28715
161,1.35515,0.446004,1.27965
162,1.28246,0.442922,1.20355
163,1.38871,0.291472,1.35777
164,1.38871,0.291472,1.35777
165,1.37029,0.290042,1.33925
166,1.3071,0.543049,1.18895
167,1.3071,0.543049,1.18895
168,1.37919,0.521806,1.27667
169,1.37919,0.521806,1.27667
170,1.3134,0.602223,1.16719
171,1.25775,0.590854,1.11033
172,1.36681,0.482713,1.27873
173,1.36681,0.482713,1.27873
174,1.26873,0.334645,1.2238
175,1.28305,0.445826,1.2031
176,1.2871,0.333719,1.24308
177,1.31798,0.416233,1.25053
178,1.32533,0.376812,1.27064
179,1.29604,0.494704,1.19791
180,1.25519,0.613998,1.09476
181,1.36494,0.621046,1.21547
182,1.24957,0.7452,1.00305
183,1.31233,0.749452,1.07728
184,1.26144,0.60868,1.10487
185,1.33915,0.864992,1.02231
