t,e^(-dS)
1,1908.36
2,0.103623
3,0.130289
4,0.165134
5,0.0942316
6,0.0967137
7,0.178173
8,0.174645
9,0.23551
10,0.140296
11,0.179066
12,0.233167
13,0.367953
14,0.502178
15,0.33824
16,0.463615
17,0.566884
18,0.41958
19,0.572868
20,0.701594
21,0.66034
22,1.0985
23,0.496685
24,0.391488
25,0.186188
26,0.58019
27,0.608475
28,0.386818
29,1.12784
30,0.576777
31,0.791204
32,0.503133
33,0.582282
34,0.867708
35,0.439376
36,1.80453
37,0.914416
38,1.06963
39,0.543079
40,0.310367
41,0.745575
42,1.20166
43,1.44802
44,0.463523
45,0.698863
46,0.823905
47,0.462365
48,1.45354
49,0.585259
50,1.16486
51,0.961789
52,1.04459
53,0.454662
54,0.80493
55,0.520742
56,1.24795
57,0.60738
58,0.631726
59,1.46024
60,1.72616
61,0.961155
62,1.35094
63,0.697467
64,0.994432
65,0.547113
66,1.28005
67,1.7491
68,1.92707
69,0.990236
70,0.608171
71,0.517679
72,0.923347
73,1.10204
74,1.05768
75,1.05518
76,1.11138
77,1.14259
78,2.65594
79,1.07511
80,0.721733
81,0.632358
82,0.501325
83,1.29719
84,0.68229
85,0.509309
86,1.81068
87,1.42447
88,2.89794
89,0.415447
90,1.02734
91,0.830357
92,0.788045
93,0.515561
94,1.20575
95,1.38292
96,1.03967
97,1.25634
98,0.702015
99,0.519182
100,0.363855
101,0.614897
102,0.801476
103,2.2329
104,0.588428
105,0.663584
106,0.744829
107,1.41737
108,0.644487
109,1.15604
110,0.927539
111,0.985743
112,1.49511
113,1.15893
114,0.702086
115,0.754651
116,0.828532
117,0.694266
118,0.678684
119,0.945757
120,0.732421
121,0.853423
122,1.0948
123,0.413996
124,0.868489
125,1.47359
126,1.07853
127,0.901766
128,1.18424
129,2.76212
130,1.05099
131,1.18164
132,0.692879
133,0.502078
134,0.774529
135,0.497629
136,0.794295
137,0.553829
138,0.911412
139,1.08452
140,0.848063
141,0.951896
142,0.655931
143,0.569726
144,0.756389
145,1.5462
146,0.766439
147,0.880998
148,0.944981
149,0.472414
150,1.64329
151,0.711842
