MDTU,plaq,Re(det),Im(det),link
1,0.0476691,97.6179,71.4047,0.0610967
2,0.0476691,97.6179,71.4047,0.0610967
3,0.0827554,57.6132,19.0542,0.0915231
4,0.0827554,57.6132,19.0542,0.0915231
5,0.0827554,57.6132,19.0542,0.0915231
6,0.0827554,57.6132,19.0542,0.0915231
7,0.0827554,57.6132,19.0542,0.0915231
8,0.0827554,57.6132,19.0542,0.0915231
9,0.0827554,57.6132,19.0542,0.0915231
10,0.0827554,57.6132,19.0542,0.0915231
11,0.0827554,57.6132,19.0542,0.0915231
12,0.0639161,13.4165,5.81797,0.0604069
13,0.0622581,5.24919,2.76572,0.075286
14,0.0622581,5.24919,2.76572,0.075286
15,0.0622581,5.24919,2.76572,0.075286
16,0.0622581,5.24919,2.76572,0.075286
17,0.0622581,5.24919,2.76572,0.075286
18,0.0618453,2.62498,1.30472,0.087081
19,0.050727,1.42275,0.799542,0.0865017
20,0.04075,0.722492,0.517362,0.0852998
21,0.04075,0.722492,0.517361,0.0852998
22,0.039722,0.425327,0.287041,0.102424
23,0.049088,0.335246,0.194071,0.0854828
24,0.049088,0.335246,0.194071,0.0854828
25,0.049088,0.335246,0.194071,0.0854828
26,0.049088,0.335246,0.194071,0.0854828
27,0.0580178,0.274969,0.137903,0.11327
28,0.0580178,0.274969,0.137903,0.11327
29,0.0566688,0.263946,0.119258,0.106978
30,0.0566688,0.263946,0.119258,0.106978
31,0.0425236,0.130289,0.075942,0.123595
32,0.037384,0.0979843,0.0723748,0.117431
33,0.037384,0.0979843,0.0723748,0.117431
34,0.0352366,0.074765,0.0568552,0.123308
35,0.0352366,0.074765,0.0568552,0.123308
36,0.0374547,0.0519745,0.0348939,0.128763
37,0.0441669,0.0585487,0.031653,0.126605
38,0.0498788,0.0719498,0.0381059,0.118444
39,0.0498788,0.0719498,0.0381059,0.118444
40,0.0498788,0.0719498,0.0381059,0.118444
41,0.0432325,0.0508711,0.0301468,0.11248
42,0.0508069,0.0688758,0.0341367,0.110075
43,0.0310856,0.0385132,0.0293448,0.126157
44,0.0432832,0.03904,0.0235337,0.111302
45,0.0457541,0.0498418,0.0260736,0.119516
46,0.0457541,0.0498418,0.0260736,0.119516
47,0.0457541,0.0498418,0.0260736,0.119516
48,0.0545759,0.0554805,0.0265071,0.135365
49,0.0545759,0.0554805,0.0265071,0.135365
50,0.0602886,0.0746838,0.0306575,0.121034
51,0.0432458,0.0481961,0.0276295,0.124901
52,0.0440481,0.0539163,0.0311077,0.113631
53,0.0360696,0.0445766,0.0301759,0.109267
54,0.0457956,0.046485,0.0282843,0.116402
55,0.0457956,0.046485,0.0282843,0.116402
56,0.056069,0.0620699,0.0278636,0.103366
57,0.056069,0.0620699,0.0278636,0.103366
58,0.0378524,0.0360905,0.0255824,0.117987
59,0.0379682,0.0399101,0.027549,0.107389
60,0.0342035,0.0325688,0.0245945,0.102699
61,0.0497076,0.0521889,0.0277858,0.100225
62,0.0384628,0.0382186,0.0262076,0.0867612
63,0.0432037,0.0447045,0.0276313,0.102606
64,0.0406574,0.0406127,0.0253094,0.11175
65,0.0452001,0.0376683,0.0221196,0.107954
66,0.0570156,0.0562424,0.0249395,0.12034
67,0.0368205,0.0372192,0.0280968,0.128943
68,0.0507656,0.065906,0.0344191,0.127713
69,0.0585781,0.0779278,0.0353951,0.106079
70,0.0613041,0.0680361,0.029922,0.133133
71,0.0613041,0.0680361,0.029922,0.133133
72,0.0679117,0.0758327,0.0292815,0.121682
73,0.0528823,0.0583181,0.0281568,0.0949584
74,0.0473627,0.0419309,0.0204374,0.108107
75,0.0384416,0.0321255,0.0196351,0.113612
76,0.045409,0.0395265,0.0216423,0.121385
77,0.047737,0.036005,0.0189545,0.136591
78,0.0465239,0.0474965,0.0247345,0.133611
79,0.0459371,0.0573612,0.0291368,0.12547
80,0.0459371,0.0573612,0.0291368,0.12547
81,0.0574192,0.0507521,0.0224117,0.129423
82,0.0574192,0.0507521,0.0224117,0.129423
83,0.0437216,0.0492629,0.0294858,0.131906
84,0.0408687,0.045073,0.0269025,0.113623
85,0.0470525,0.0393832,0.0200513,0.0992387
86,0.0584289,0.0642647,0.0296726,0.104254
87,0.0511618,0.0533448,0.0251931,0.109226
88,0.0370053,0.0443302,0.0292255,0.114127
89,0.0370053,0.0443302,0.0292255,0.114127
90,0.0416612,0.0450817,0.0279375,0.0893073
91,0.0433884,0.054641,0.0340955,0.124531
92,0.0513175,0.0640883,0.0312813,0.127303
93,0.0399038,0.0344252,0.0215918,0.131169
94,0.0365291,0.032199,0.0221347,0.121738
95,0.0384748,0.040399,0.0268978,0.115811
96,0.0369255,0.040104,0.0265453,0.126924
97,0.0400405,0.0465136,0.0284724,0.105183
98,0.0333552,0.0313822,0.0245484,0.11842
99,0.0333552,0.0313822,0.0245484,0.11842
100,0.0454943,0.0293883,0.0161534,0.134595
101,0.0446648,0.0304003,0.0159875,0.11368
102,0.0368634,0.02643,0.0192902,0.125543
103,0.0325319,0.0296971,0.021897,0.109839
104,0.0325319,0.0296971,0.021897,0.109839
105,0.0325319,0.0296971,0.021897,0.109839
106,0.0356214,0.0286077,0.0179094,0.0883382
107,0.041436,0.0338976,0.019507,0.117297
108,0.0352792,0.026943,0.0194723,0.128843
109,0.0487147,0.0247743,0.0125823,0.140516
110,0.0357562,0.0232303,0.0175624,0.142046
111,0.0502167,0.0420514,0.0207147,0.141932
112,0.0423211,0.0294233,0.0171906,0.149846
113,0.0675648,0.0591572,0.021619,0.125621
114,0.0492499,0.0424951,0.0206406,0.128296
115,0.038518,0.0247522,0.0152269,0.148456
116,0.0273203,0.0189806,0.0150548,0.14449
117,0.0273203,0.0189806,0.0150548,0.14449
118,0.0358543,0.0216259,0.0130449,0.142613
119,0.0407776,0.0308742,0.0183762,0.125848
120,0.0467369,0.0368873,0.0186989,0.140222
121,0.0387001,0.0392792,0.0264467,0.0997804
122,0.0544357,0.0541019,0.0228891,0.141917
123,0.0490716,0.0521647,0.0253614,0.0968785
124,0.0521776,0.0423503,0.020238,0.127217
125,0.0553264,0.0401888,0.0185605,0.123337
126,0.0530637,0.0363612,0.0190842,0.113749
127,0.0465861,0.0383976,0.0221657,0.108504
128,0.0421036,0.0401653,0.0224472,0.112337
129,0.0576566,0.0590687,0.0247745,0.12666
130,0.0577453,0.0926197,0.0372851,0.11018
131,0.0512718,0.066567,0.0308114,0.109419
132,0.0613025,0.0690931,0.0270943,0.110408
133,0.0613025,0.0690931,0.0270943,0.110408
134,0.0613025,0.0690931,0.0270943,0.110408
135,0.0613025,0.0690931,0.0270943,0.110408
136,0.043208,0.0503379,0.0297094,0.111433
137,0.0341258,0.0501709,0.0383659,0.100182
138,0.0373441,0.0461865,0.0356319,0.105741
139,0.0388533,0.0631474,0.0436972,0.100444
140,0.0388533,0.0631474,0.0436972,0.100444
141,0.0369832,0.0375536,0.0251205,0.107908
142,0.0369832,0.0375536,0.0251205,0.107908
143,0.0443573,0.039897,0.0237353,0.0975881
144,0.0394506,0.0300763,0.0161988,0.116914
145,0.0497806,0.0530634,0.026752,0.122601
146,0.0455355,0.0368757,0.0206585,0.114941
147,0.0411492,0.0347734,0.0214608,0.0976444
148,0.0384966,0.0400951,0.0240171,0.08251
149,0.0384966,0.0400951,0.0240171,0.08251
150,0.0449634,0.0512329,0.0300515,0.0993176
151,0.0449634,0.0512329,0.0300515,0.0993176
152,0.0640666,0.0850196,0.0352573,0.117948
153,0.0600626,0.0698906,0.0299337,0.0999206
154,0.0600626,0.0698906,0.0299337,0.0999206
155,0.0578264,0.104695,0.0394357,0.109527
156,0.0650192,0.109684,0.0417097,0.094078
157,0.0435564,0.0583527,0.0354611,0.107603
158,0.0392766,0.0485212,0.0292716,0.104414
159,0.04799,0.0688318,0.0348949,0.112725
160,0.0449237,0.0640727,0.0355498,0.126418
161,0.0423427,0.0456448,0.0296814,0.11367
162,0.0567145,0.0700754,0.0298507,0.10849
163,0.0567145,0.0700754,0.0298507,0.10849
164,0.0620393,0.0706073,0.0308227,0.0963195
165,0.0491559,0.0653811,0.0313954,0.111193
166,0.0549072,0.0736582,0.0343218,0.106728
167,0.0549072,0.0736582,0.0343218,0.106728
168,0.0640895,0.0724505,0.029505,0.135678
169,0.0408479,0.0461376,0.0261274,0.114718
170,0.0367667,0.0452565,0.0267055,0.113819
171,0.0498618,0.042915,0.0206562,0.112778
172,0.0555694,0.0476578,0.0223136,0.117532
173,0.0555694,0.0476578,0.0223136,0.117532
174,0.0353113,0.022839,0.0156152,0.126028
175,0.045733,0.0288486,0.0157538,0.119698
176,0.0337068,0.0208761,0.0139489,0.13163
177,0.0425851,0.0274987,0.0161789,0.119389
178,0.0593747,0.0358776,0.0138706,0.129453
179,0.05173,0.0326545,0.0140288,0.146514
180,0.0466239,0.0303876,0.0169776,0.104296
181,0.0350081,0.0339192,0.0247477,0.130239
182,0.0386778,0.0347348,0.0215189,0.120773
183,0.0423889,0.0358781,0.021144,0.125219
184,0.0348661,0.0339081,0.0257898,0.103939
185,0.0321858,0.0322105,0.0235736,0.123178
186,0.0321858,0.0322105,0.0235736,0.123178
187,0.0370607,0.0382103,0.0270223,0.111871
188,0.0427407,0.0430231,0.0255823,0.127027
189,0.0343768,0.0278783,0.0196357,0.110579
190,0.0450408,0.0324106,0.0177273,0.110538
191,0.0445615,0.0445686,0.0272089,0.131595
192,0.0562976,0.0509664,0.0212921,0.128013
193,0.0626515,0.0811943,0.0317274,0.120988
194,0.0617137,0.0766628,0.0323905,0.127016
195,0.0706513,0.0747238,0.0256367,0.128939
196,0.0609104,0.0705017,0.0324793,0.120703
197,0.0466268,0.0498893,0.0285843,0.118481
198,0.0475816,0.0455377,0.0224819,0.11509
199,0.0487132,0.0401403,0.0220573,0.136701
200,0.0527441,0.0475701,0.0244563,0.12024
201,0.0602447,0.0439191,0.0156609,0.125563
202,0.0412356,0.0376597,0.0259891,0.128499
203,0.0412356,0.0376597,0.0259891,0.128499
204,0.0400687,0.0507575,0.0352009,0.112057
205,0.0400687,0.0507575,0.0352009,0.112057
