MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,3.23265,2.68059,-1.80677
2,3.23265,2.68059,-1.80677
3,2.97609,2.13139,-2.07709
4,2.97609,2.13139,-2.07709
5,2.97609,2.13139,-2.07709
6,2.97609,2.13139,-2.07709
7,2.97609,2.13139,-2.07709
8,2.97609,2.13139,-2.07709
9,2.97609,2.13139,-2.07709
10,2.97609,2.13139,-2.07709
11,2.97609,2.13139,-2.07709
12,2.37756,1.69863,-1.66357
13,2.19605,1.51296,-1.59173
14,2.19605,1.51296,-1.59173
15,2.19605,1.51296,-1.59173
16,2.19605,1.51296,-1.59173
17,2.19605,1.51296,-1.59173
18,2.07279,1.54563,-1.38112
19,1.95906,1.50554,-1.2535
20,1.851,1.4321,-1.17274
21,1.851,1.4321,-1.17274
22,1.82309,1.3285,-1.2485
23,1.64328,1.25213,-1.06421
24,1.64328,1.25213,-1.06421
25,1.64328,1.25213,-1.06421
26,1.64328,1.25213,-1.06421
27,1.70348,1.27365,-1.13122
28,1.70348,1.27365,-1.13122
29,1.67758,1.04717,-1.31062
30,1.67758,1.04717,-1.31062
31,1.65853,1.27103,-1.06546
32,1.59611,1.19979,-1.05264
33,1.59611,1.19979,-1.05264
34,1.5713,1.14829,-1.07257
35,1.5713,1.14829,-1.07257
36,1.53439,0.981984,-1.17901
37,1.5048,0.933352,-1.18037
38,1.48706,0.859773,-1.21332
39,1.48706,0.859773,-1.21332
40,1.48706,0.859773,-1.21332
41,1.42992,0.937271,-1.07991
42,1.44652,1.03443,-1.01112
43,1.49369,1.08031,-1.03152
44,1.38282,1.00418,-0.950699
45,1.43801,1.01528,-1.01837
46,1.43801,1.01528,-1.01837
47,1.43801,1.01528,-1.01837
48,1.51534,1.09537,-1.0471
49,1.51534,1.09537,-1.0471
50,1.47291,1.04813,-1.03484
51,1.46705,0.96905,-1.10144
52,1.43791,0.925551,-1.10043
53,1.4184,0.886254,-1.10744
54,1.41548,0.902808,-1.09019
55,1.41548,0.902808,-1.09019
56,1.37725,0.863973,-1.07256
57,1.37725,0.863973,-1.07256
58,1.41611,0.788834,-1.17606
59,1.39478,0.679671,-1.21797
60,1.34925,0.681738,-1.16435
61,1.35801,0.598508,-1.21901
62,1.30472,0.304601,-1.26867
63,1.3754,0.106685,-1.37125
64,1.4024,0.185522,-1.39008
65,1.35204,0.372248,-1.29979
66,1.42364,0.618147,-1.28243
67,1.4772,0.630855,-1.33572
68,1.50428,1.00516,-1.11916
69,1.43206,0.829675,-1.16723
70,1.50882,0.665591,-1.35408
71,1.50882,0.665591,-1.35408
72,1.46664,0.267451,-1.44204
73,1.35354,0.236629,-1.33269
74,1.37256,0.353674,-1.32621
75,1.38371,0.418633,-1.31886
76,1.41611,0.600041,-1.28269
77,1.46096,0.623396,-1.32128
78,1.49959,0.39157,-1.44757
79,1.49507,0.377887,-1.44653
80,1.49507,0.377887,-1.44653
81,1.45327,0.563251,-1.33968
82,1.45327,0.563251,-1.33968
83,1.49945,0.549473,-1.39515
84,1.42577,0.630138,-1.27897
85,1.32075,0.620548,-1.16589
86,1.38961,0.708852,-1.19522
87,1.38826,0.726386,-1.18306
88,1.43391,0.547648,-1.32521
89,1.43391,0.547648,-1.32521
90,1.32285,0.571109,-1.19321
