MDTU,S_F
1,0.912985
2,1.00193
3,1.01207
4,1.00148
5,0.993839
6,1.00313
7,1.0002
8,0.996379
9,1.0008
10,0.999708
11,1.00247
12,1.01735
13,1.00289
14,1.00114
15,1.005
16,0.9994
17,1.00538
18,1.00492
19,1.00441
20,1.01181
21,0.997195
22,1.00629
23,1.00619
24,1.00324
25,0.996778
26,1.00203
27,1.00618
28,0.999049
29,1.00212
30,1.00097
31,1.0013
32,0.999718
33,0.996011
34,1.0021
35,0.998746
36,1.00441
37,1.0006
38,1.00069
39,1.00122
40,1.00085
41,0.998001
42,0.999813
43,0.997879
44,1.00476
45,0.996885
46,0.991777
47,0.998037
48,1.00664
49,1.0024
50,0.998598
51,1.00173
52,0.998649
53,0.999507
54,0.995495
55,1.00058
56,1.00194
57,0.996697
58,1.00215
59,1.00186
60,0.999957
61,1.00371
62,1.00136
63,1.00176
64,1.00317
65,0.997873
66,1.00152
67,1.00052
68,1.00273
69,1.00017
70,1.00052
71,0.999484
72,1.00314
73,0.998991
74,1.00502
75,1.0051
76,1.00237
77,0.998955
78,0.99665
79,1.00165
80,1.00541
81,1.00054
82,0.996894
83,0.99741
84,0.996954
85,1.00412
86,1.00329
87,0.998461
88,0.997606
89,0.994328
90,0.998172
91,1.00521
92,1.00054
93,0.99949
94,1.0025
95,0.995862
96,0.998249
97,1.00166
98,1.00002
99,0.993536
100,1.00454
101,1.00318
102,1.00017
103,0.995917
104,1.00507
105,0.997877
106,1.00419
107,1.00172
108,1.00088
109,1.00356
110,0.996383
111,1.0036
112,0.996423
113,1.00072
114,0.995168
115,0.995349
116,1.00419
117,1.00184
118,1.00422
119,1.00066
120,0.997866
121,0.997654
122,1.0014
123,0.998275
124,1.00502
125,1.00115
126,0.996839
127,0.998532
128,1.00518
129,1.00281
130,1.00202
131,1.00328
132,0.999281
133,1.00048
134,1.00033
135,1.00007
136,0.996251
137,0.999337
138,1.00038
139,0.998778
140,0.99755
141,0.998343
142,0.996305
143,1.00171
144,1.00536
145,0.999139
146,0.990635
147,0.994892
148,0.992211
149,0.998531
150,0.997465
151,0.995226
152,1.00292
153,1.00071
154,1.00458
155,1.00409
156,1.00218
157,1.00361
158,1.00254
159,0.999595
160,1.00284
161,1.00485
162,1.00038
163,0.994284
164,1.0006
165,0.99791
166,0.996085
167,1.00028
168,1.00372
169,1.00239
170,0.99508
171,1.00608
172,1.0029
173,0.996221
174,0.999147
175,1.00414
176,1.004
177,1.0001
178,0.991582
179,1.00122
180,0.99949
181,0.999696
182,1.00495
183,0.998702
184,1.00178
185,1.00649
186,0.996322
187,1.00507
188,1.00755
189,0.995906
190,0.99365
191,1.00269
192,0.999886
193,1.00119
194,1.0004
195,1.00227
196,1.00449
197,0.997905
198,1.00212
199,0.996648
200,0.999661
201,0.995058
202,0.997515
203,1.00252
204,1.00064
205,0.999169
206,1.00755
207,1.00054
208,1.00153
209,1.0007
210,0.999197
211,0.998326
212,0.999612
213,0.999485
214,1.00142
215,1.0049
216,0.994228
217,0.996669
218,1.00227
219,0.999669
220,0.995443
221,1.00175
222,1.00605
223,0.99782
224,0.998138
225,0.995524
226,0.997918
227,0.997018
228,1.00376
229,0.999863
230,0.996253
231,1.00282
232,0.996534
233,0.998041
234,0.997606
235,0.999624
236,1.00294
237,1.00318
238,1.00168
239,1.00115
240,0.99876
241,1.0068
242,1.00234
243,0.998996
244,1.00476
245,0.999112
246,0.996805
247,0.994556
248,0.997882
249,1.00108
250,1.00103
251,0.993129
252,1.00102
253,1.0049
254,0.997511
255,1.01063
256,0.997029
257,1.00365
258,1.00211
259,1.00234
260,0.996348
261,1.00004
262,0.995694
263,1.003
264,1.00078
265,0.997995
266,1.00107
267,0.997714
268,1.00678
269,0.995296
270,0.998289
271,0.998111
272,1.00262
273,1.00164
274,0.997443
275,1.0033
276,1.00435
277,0.997908
278,1.00251
279,0.999651
280,0.999823
281,0.996366
282,1.00098
283,1.00173
284,1.00274
285,0.999352
286,0.999792
287,1.00025
288,1.0067
289,1.00362
290,1.00059
291,1.0003
292,1.00438
293,1.00136
294,0.997494
295,1.0004
296,0.992973
297,0.999652
298,0.999961
299,1.00195
300,1.00079
301,1.00319
302,1.00021
303,1.00375
304,0.99674
305,0.99866
306,0.995812
307,0.996792
308,0.999878
309,1.00286
310,0.997736
311,1.00035
312,0.996472
313,1.00058
314,1.00005
315,0.998205
316,1.00576
317,0.998488
318,1.00049
319,0.996344
320,0.999107
321,1.00049
322,1.00471
323,0.995959
324,1.00418
325,0.996742
326,1.00176
327,1.00158
328,1.00113
329,0.997436
330,0.998058
331,0.994738
332,0.996487
333,1.00212
334,1.00266
335,0.995338
336,1.00316
337,0.989897
338,0.998639
339,0.996834
340,1.00106
341,0.995262
342,1.00345
343,0.98749
344,1.00475
345,0.995227
346,1.00236
347,1.00121
348,0.999898
349,1.00009
350,0.998893
351,1.00299
352,1.00347
353,0.999345
354,0.99701
355,0.998547
356,1.00125
357,0.996611
358,0.992382
359,0.997413
360,0.995665
361,0.996886
362,0.998288
363,1.00515
364,1.00724
365,1.00518
366,1.0041
367,0.996313
368,1.00718
369,0.999587
370,1.00117
371,1.00263
372,1.00173
373,1.00194
374,0.997105
375,1.00244
376,1.00443
377,1.00046
378,1.0021
