MDTU,0,2,4,6,8,10
10,0.069478,0.0694839,0.0725485,0.0727976,0.0730793,0.0731714
20,0.0566983,0.0567564,0.0594841,0.0599947,0.0605796,0.0607222
30,0.0565252,0.0566086,0.0588115,0.0589712,0.0597223,0.0598553
40,0.0539477,0.0542248,0.054721,0.0548439,0.0569732,0.057331
50,0.0535113,0.0539639,0.0562038,0.0568422,0.0579836,0.0582982
60,0.0517915,0.0518136,0.0533984,0.0536584,0.0540975,0.0543828
70,0.0540126,0.0544825,0.0572231,0.0574125,0.0581177,0.0581833
80,0.0540402,0.0542476,0.0571854,0.0574113,0.0577027,0.0580398
90,0.0536725,0.0536926,0.0548167,0.0550973,0.055383,0.0558172
100,0.0531174,0.0533097,0.0549664,0.0555101,0.0561522,0.0564841
110,0.0524234,0.0531967,0.05473,0.055209,0.0558814,0.0563421
120,0.0556718,0.0557114,0.0566558,0.0567109,0.0577556,0.0579915
130,0.0527815,0.0528871,0.0553183,0.0553527,0.0559955,0.0561011
140,0.0525727,0.0529238,0.0552756,0.0553131,0.0560201,0.0560966
150,0.0536353,0.0538252,0.0548827,0.0549366,0.0554851,0.0555731
160,0.0543769,0.0548137,0.0564286,0.0564997,0.057561,0.0576929
170,0.0528483,0.0531342,0.0546949,0.0548436,0.0554532,0.0556507
180,0.0507461,0.0511495,0.0521661,0.0526075,0.0531104,0.0535294
190,0.0511439,0.0512913,0.052628,0.0527136,0.0543178,0.0548012
200,0.0532572,0.0533851,0.0544495,0.0549163,0.0559437,0.0560418
210,0.0555088,0.0556164,0.0570002,0.0571537,0.0576154,0.0577908
220,0.0547681,0.0548545,0.055329,0.0557305,0.0563711,0.0566835
230,0.0569772,0.0572375,0.0582346,0.0583709,0.0585729,0.0590296
240,0.0508447,0.0513435,0.0540616,0.0540927,0.0545772,0.0548821
250,0.053019,0.0534904,0.0548742,0.0548988,0.0557159,0.055795
260,0.0522109,0.052643,0.0546015,0.054707,0.0553687,0.0556546
270,0.0538794,0.0539851,0.0552421,0.0553534,0.0560728,0.0566689
280,0.052797,0.0528256,0.0554591,0.0555706,0.0557847,0.055909
290,0.0477271,0.047925,0.0500724,0.0502318,0.0514699,0.0517778
300,0.0542259,0.0542785,0.0551106,0.0552819,0.0573079,0.0577343
310,0.0563748,0.056631,0.0574192,0.0574602,0.0581855,0.058325
320,0.0498846,0.0501814,0.05296,0.0530766,0.0531783,0.0532825
330,0.0530113,0.0535508,0.0552012,0.0554303,0.056002,0.0561622
340,0.0553336,0.0553845,0.0565942,0.0569955,0.0578051,0.058308
350,0.0546133,0.054673,0.0557148,0.0557678,0.0563836,0.0564566
360,0.0527338,0.0528277,0.0532697,0.0533136,0.0544746,0.0545752
370,0.0513581,0.0516957,0.0539557,0.0541704,0.055493,0.0558869
380,0.051983,0.0522572,0.0550219,0.0550388,0.0553572,0.0557152
390,0.054279,0.0547759,0.0559904,0.056524,0.0574996,0.0579354
400,0.0516247,0.0518656,0.0524277,0.0526152,0.0544058,0.0547141
410,0.054616,0.0547535,0.0567787,0.0569435,0.0570601,0.0571782
420,0.048094,0.0483506,0.0512986,0.0513749,0.052616,0.0527502
430,0.0528483,0.0528861,0.054639,0.0546819,0.0556453,0.0557829
440,0.0576035,0.0577371,0.0590526,0.0591702,0.0595258,0.0596973
450,0.0540253,0.0547981,0.0553894,0.0555582,0.0563341,0.0569508
460,0.053757,0.0538606,0.0556274,0.055958,0.0567385,0.0569007
470,0.0529187,0.0530237,0.054199,0.0542246,0.0549647,0.0550901
480,0.0521419,0.0522616,0.0531221,0.0534337,0.0543241,0.0544244
490,0.0540511,0.0542291,0.0563104,0.0564234,0.0572771,0.0574609
500,0.054524,0.0546193,0.0557983,0.0559792,0.0576372,0.0577674
510,0.0512908,0.0514753,0.0524753,0.0530066,0.0542322,0.0542787
520,0.0515137,0.0516203,0.0530689,0.0533023,0.0539622,0.0541485
530,0.0524783,0.052511,0.0542798,0.0542935,0.0554236,0.0556335
540,0.0530648,0.053298,0.0553239,0.0555551,0.0561854,0.0562291
550,0.0521523,0.0523931,0.0536843,0.053866,0.0545818,0.0546261
560,0.0543887,0.0548288,0.0565682,0.0566068,0.056958,0.0572022
570,0.0543695,0.0549387,0.0561119,0.056428,0.0567944,0.0570627
580,0.0528287,0.0528363,0.0559123,0.0560208,0.0563702,0.0565951
590,0.0519172,0.0520347,0.0545099,0.0546616,0.0547037,0.0550531
600,0.0541003,0.054293,0.0553647,0.0554303,0.0556362,0.0559825
610,0.0546154,0.054893,0.055671,0.0558182,0.0563438,0.0565861
620,0.0543389,0.0543609,0.0557918,0.0558308,0.0565088,0.0566602
630,0.054294,0.0544188,0.0558966,0.0559206,0.0571384,0.0572676
640,0.0516203,0.0517237,0.0541458,0.0542922,0.0549245,0.0549744
650,0.053359,0.0534145,0.0543367,0.0544565,0.054755,0.0548749
660,0.053015,0.0530802,0.0551348,0.0553494,0.0569918,0.0574236
670,0.0547075,0.0548568,0.0551827,0.05564,0.0565425,0.0567086
680,0.0520047,0.052054,0.0532605,0.0536375,0.0551749,0.0553789
690,0.0567339,0.0568667,0.0573941,0.057587,0.058813,0.059043
700,0.054186,0.0543751,0.0554518,0.0559579,0.0564894,0.0567991
710,0.0541336,0.0545716,0.0555617,0.0558509,0.0560998,0.0563029
720,0.0527529,0.0528288,0.0540129,0.054119,0.0551967,0.055523
730,0.052489,0.0529102,0.0542832,0.0543441,0.0546145,0.0550639
740,0.0501564,0.0503031,0.051857,0.052065,0.0544172,0.0548014
750,0.0556081,0.0558627,0.0561382,0.0562544,0.057809,0.0580423
760,0.0578768,0.0580591,0.0584017,0.058769,0.0598266,0.0601726
770,0.0518162,0.0518496,0.0541146,0.054289,0.0549422,0.0550464
780,0.0504048,0.0504684,0.0516755,0.0519317,0.0530066,0.0531817
790,0.052316,0.0523897,0.0535729,0.0537236,0.0549917,0.0553007
800,0.0540936,0.0542084,0.0560264,0.0561175,0.0565809,0.0566852
810,0.0518282,0.0519172,0.053682,0.0538754,0.0557013,0.0561286
820,0.052803,0.053704,0.0546823,0.0551909,0.057072,0.0573438
830,0.0501718,0.0505178,0.0525834,0.0528439,0.0538763,0.0541901
840,0.052015,0.0522404,0.0535284,0.053696,0.0547707,0.0549092
850,0.0494228,0.0496663,0.0520884,0.0521275,0.0533995,0.0534766
