MDTU,link
1,1.41897
2,1.41897
3,1.35031
4,1.35031
5,1.35031
6,1.35031
7,1.35031
8,1.35031
9,1.35031
10,1.35031
11,1.35031
12,1.27752
13,1.22906
14,1.22906
15,1.22906
16,1.22906
17,1.22906
18,1.19216
19,1.167
20,1.145
21,1.145
22,1.12162
23,1.09659
24,1.09659
25,1.09659
26,1.09659
27,1.08249
28,1.08249
29,1.08263
30,1.08263
31,1.06113
32,1.05252
33,1.05252
34,1.0431
35,1.0431
36,1.02628
37,1.02161
38,1.02605
39,1.02605
40,1.02605
41,1.01588
42,1.02299
43,1.01874
44,1.00455
45,1.01133
46,1.01133
47,1.01133
48,1.01477
49,1.01477
50,1.0182
51,1.01346
52,1.01841
53,1.01725
54,1.00971
55,1.00971
56,1.01069
57,1.01069
58,1.0075
59,1.01226
60,1.00524
61,1.01022
62,1.00927
63,1.01133
64,1.00978
65,1.00125
66,1.00811
67,1.01337
68,1.02189
69,1.02272
70,1.01611
71,1.01611
72,1.01545
73,1.01186
74,1.00466
75,1.00186
76,1.00329
77,0.999169
78,1.01173
79,1.01929
80,1.01929
81,1.00599
82,1.00599
83,1.01532
84,1.01391
85,1.00087
86,1.01406
87,1.00852
88,1.01586
89,1.01586
90,1.01109
91,1.02043
92,1.01981
93,1.00604
94,1.00539
95,1.01204
96,1.01246
97,1.01496
98,1.00691
99,1.00691
100,0.993342
101,0.990686
102,0.99689
103,1.00385
104,1.00385
105,1.00385
106,0.99509
107,0.999473
108,0.998432
109,0.984897
110,0.993554
111,1.00468
112,0.997522
113,1.00342
114,1.00535
115,0.99453
116,0.995224
117,0.995224
118,0.988979
119,0.997154
120,1.00095
121,1.00725
122,1.01071
123,1.00784
124,1.00179
125,0.997518
126,0.99407
127,0.999824
128,1.00796
129,1.00892
130,1.02861
131,1.0176
132,1.01519
133,1.01519
134,1.01519
135,1.01519
136,1.01427
137,1.02443
138,1.01845
139,1.03013
140,1.03013
141,1.00791
142,1.00791
143,1.00276
144,0.996977
145,1.01128
146,1.00158
147,0.999045
148,1.00719
149,1.00719
150,1.01329
151,1.01329
152,1.02327
153,1.0133
154,1.0133
155,1.03331
156,1.03167
157,1.02246
158,1.01633
159,1.0246
160,1.02684
161,1.01312
162,1.01718
163,1.01718
164,1.01238
165,1.02026
166,1.02301
167,1.02301
168,1.01882
169,1.01356
170,1.01681
171,1.00415
172,1.00351
173,1.00351
174,0.99032
175,0.988719
176,0.987006
177,0.989514
178,0.990272
179,0.989174
180,0.989581
181,1.00776
182,1.00344
183,1.00218
184,1.0062
185,1.00942
186,1.00942
187,1.01092
188,1.01008
189,0.998384
190,0.993451
191,1.01055
192,1.00839
193,1.02168
194,1.01955
195,1.01192
196,1.01894
197,1.01242
198,1.00852
199,1.00355
200,1.00263
201,0.994793
202,1.00824
203,1.00824
204,1.02016
205,1.02016
206,1.01286
207,1.00665
208,1.00665
209,0.995409
210,0.99209
211,0.994704
212,0.991784
213,0.994947
214,0.989695
215,0.989695
216,1.00187
217,1.00082
218,1.00082
219,1.00082
220,1.00703
221,1.00587
222,0.996437
223,0.99223
224,0.99223
225,0.994644
226,0.994644
227,0.999048
228,0.994741
229,1.00883
230,1.00328
231,1.00328
232,1.00209
233,1.00599
234,0.999004
235,1.00939
236,1.00642
237,1.0085
238,1.01085
239,1.00944
240,1.01617
241,1.01244
242,1.01244
243,1.00369
244,0.998296
245,0.999352
246,0.999352
247,0.999352
248,1.0024
249,0.999408
250,1.00381
251,1.01337
252,1.01589
253,0.998055
254,1.00606
255,1.00677
256,1.01371
257,1.01371
258,1.01787
259,1.02306
260,1.02031
261,1.02031
262,1.02031
263,1.01635
264,1.01765
265,1.00638
266,1.00327
267,1.00901
268,1.003
269,1.01806
270,1.02153
271,1.02594
272,1.02707
273,1.03104
274,1.03412
275,1.02845
276,1.03292
277,1.02089
278,0.998747
279,0.990631
280,0.990631
281,0.999914
282,0.999914
283,0.988583
284,0.990559
285,0.986958
286,0.992148
287,0.9882
288,0.989731
289,0.990422
290,0.997386
291,0.996777
292,0.99159
293,0.987887
294,0.996442
295,0.995936
296,0.995936
297,0.994706
298,1.00071
299,1.00071
300,1.0013
301,0.999315
302,1.00058
303,0.997456
304,0.993779
305,0.995879
306,0.996126
307,1.00335
308,0.988609
309,0.989475
310,0.99576
311,0.999391
312,0.997812
313,0.997812
314,0.999791
315,0.999791
316,0.991836
317,0.997887
318,0.988103
319,0.988103
320,0.991935
321,1.00835
322,1.0111
323,1.01492
324,1.01534
325,1.00535
326,0.988955
327,0.988955
328,0.988955
329,1.00428
330,1.00428
331,1.00011
332,1.00141
333,0.992987
334,0.985945
335,1.00156
336,0.99894
337,0.993503
338,0.989559
339,1.00425
340,1.00135
341,1.00766
342,1.0024
343,1.00439
344,1.00439
345,1.01462
346,1.00168
347,1.00248
348,1.0121
349,1.00635
350,1.01552
351,1.01681
352,1.01559
353,1.01265
354,1.00443
355,1.00609
356,0.996967
357,0.996486
358,1.00636
359,1.01474
360,1.00928
361,1.0099
362,1.00547
363,1.00356
364,1.00339
365,0.991525
366,0.999705
367,1.00129
368,0.989514
369,0.989555
370,1.00523
371,0.999198
372,1.00402
373,1.00627
374,1.00627
375,1.01405
376,1.0072
377,1.00325
378,0.986525
379,0.987605
380,0.972335
381,0.994551
382,0.98886
383,0.989835
384,0.999582
385,0.995451
386,1.00796
387,1.02091
388,1.01213
389,1.00901
390,1.01758
391,1.01787
392,1.02479
393,1.01454
394,1.01987
395,1.00957
396,1.00581
397,1.00435
398,0.999619
399,0.986689
400,0.990616
401,0.995862
402,1.00598
403,1.00089
404,1.006
405,1.00252
406,1.00252
407,0.999026
408,1.01209
409,1.00632
410,1.02202
411,1.0231
412,1.0231
413,1.0231
414,1.02265
415,1.01505
416,1.01505
417,0.997866
418,0.994304
419,1.00018
420,1.00488
421,0.996239
422,1.00094
423,1.00208
424,1.00208
425,1.00054
426,1.00944
427,1.00944
428,1.00037
429,1.00202
430,1.00071
431,1.00693
432,1.00463
433,1.01061
434,1.01467
435,1.01524
436,1.01019
437,1.01076
438,1.00654
439,1.01768
440,1.01777
441,1.0326
442,1.0264
443,1.01846
444,1.02569
445,1.02389
446,1.02715
447,1.02427
448,1.02427
449,1.02427
450,1.01823
451,1.01335
452,1.02477
453,1.01422
454,1.00759
455,1.01885
456,1.01006
457,1.01129
458,1.00967
459,1.01131
460,1.00856
461,1.00933
462,1.00701
463,0.996825
464,1.00391
465,1.00391
466,0.994163
467,0.988085
468,0.99283
469,0.990342
470,0.997264
471,0.985136
472,0.992096
473,0.992651
474,0.996636
475,0.988055
476,0.990935
477,1.00736
478,1.01006
479,1.00981
480,1.0149
481,1.01154
482,1.01875
483,1.01255
484,1.01866
485,1.01866
486,1.01514
487,1.01514
488,1.02075
489,1.01522
490,1.01526
491,1.0234
492,1.0209
493,1.0066
494,0.993501
495,1.00082
496,1.01458
497,1.01107
498,1.01107
499,1.01014
500,1.00203
501,0.99684
502,0.998063
503,0.998063
504,1.00298
505,1.00078
506,0.988256
507,0.988256
508,0.99718
509,0.99718
510,1.00023
511,1.00868
512,1.00001
513,1.00001
514,1.00001
515,1.00977
516,1.01021
517,1.00174
518,1.00589
519,1.00589
520,1.00854
521,1.01625
522,0.99625
523,1.00394
524,1.00212
525,1.00229
526,1.00204
527,0.999323
528,0.992555
529,0.995736
530,0.995736
531,0.994215
532,0.997922
533,0.991941
534,0.999144
535,0.997291
536,0.997291
537,0.98937
538,0.997955
539,1.00112
540,1.00384
541,0.994411
542,0.994411
543,1.00033
544,1.00033
545,0.995932
546,0.993883
547,0.9869
548,0.988601
549,0.988601
550,1.00561
551,0.99129
552,0.985568
553,0.985568
554,0.988763
555,0.99905
556,0.99905
557,0.982634
558,0.993832
559,0.99575
560,1.00046
561,1.0036
562,1.00397
563,1.00724
564,1.00635
565,1.00635
566,1.00998
567,1.00407
568,0.997492
569,1.00484
570,0.995659
571,1.00009
572,1.00891
573,1.00987
574,1.00669
575,1.00466
576,1.00509
577,1.005
578,1.00018
579,1.00953
580,1.01367
581,1.01367
582,1.00975
583,1.00077
584,1.01104
585,1.00307
586,1.00231
587,1.01142
588,1.01142
589,1.00623
590,1.00287
591,1.00075
592,1.00542
593,1.00503
594,0.998817
595,1.00821
596,1.00821
597,0.998143
598,1.00416
599,1.00013
600,1.00756
601,1.00046
602,0.995236
603,0.993736
604,0.997062
605,0.990494
606,0.996006
607,0.996379
608,1.00055
609,1.00747
610,1.00747
611,1.00259
612,1.00492
613,0.989691
614,0.992429
615,0.992429
616,0.976955
617,0.994054
618,1.00276
619,0.999899
620,0.990425
621,1.01554
622,1.01554
623,1.01084
624,1.0136
625,1.01946
626,1.0071
627,1.01638
628,1.01273
629,1.00542
630,1.00549
631,1.00549
632,1.00549
633,1.00549
634,0.995516
635,0.998344
636,0.997339
637,0.981666
638,0.981666
639,0.988961
640,0.990923
641,0.986612
642,0.988614
643,1.00261
644,1.00261
645,1.00135
646,0.995157
647,0.993257
648,0.997684
649,0.998799
650,1.01189
651,1.01356
652,1.01907
653,1.01724
654,1.00843
655,1.00915
656,1.01295
657,1.01911
658,1.02811
659,1.02153
660,1.00906
661,1.01859
662,1.01358
663,1.01681
664,1.01681
665,1.00411
666,1.00664
667,1.00979
668,1.01298
669,1.01539
670,1.01539
671,1.00594
672,1.00192
673,0.99203
674,1.00052
675,1.00978
676,1.00183
677,1.00671
678,1.0188
679,0.998021
680,1.00277
681,1.00483
682,1.00483
683,1.00483
684,1.00928
685,1.00275
686,1.00978
687,1.0071
688,1.0071
689,1.0071
690,1.0095
691,1.0207
692,1.01076
693,1.00375
694,1.01405
695,1.00818
696,1.00818
697,1.00789
698,1.00472
699,1.00087
700,0.995913
701,1.0087
702,1.01861
703,1.02685
704,1.01225
705,1.00189
706,0.996839
707,1.02121
708,1.02121
709,1.01736
710,1.01959
711,1.00377
712,1.00377
713,1.01531
714,1.01746
715,1.01746
716,1.02094
717,1.02217
718,1.0271
719,1.0271
720,1.01929
721,1.01113
722,1.0123
723,1.0123
724,1.00676
725,0.999431
726,0.999431
727,0.996557
728,1.00054
729,1.00474
730,1.00967
731,1.00734
732,1.00734
733,1.01179
734,0.999508
735,1.02162
736,1.01083
737,1.01083
738,1.01207
739,1.01207
740,1.01671
741,1.01181
742,1.02211
743,1.02211
744,1.02274
745,1.02332
746,1.01248
747,1.01486
748,1.01687
749,1.01735
750,1.02598
751,1.02598
752,0.997792
753,0.99824
754,1.00104
755,1.01018
756,1.0073
757,1.00799
758,1.00799
759,1.01413
760,1.0223
761,1.02424
762,1.00803
763,1.01266
764,1.00335
765,1.00335
766,0.998078
767,0.998078
768,1.00543
769,1.01227
770,1.00251
771,0.9964
772,1.00363
773,0.998068
774,0.989669
775,0.989669
776,0.988
777,0.991122
778,0.991441
779,0.97805
780,0.979458
781,0.991991
782,0.994736
783,0.990422
784,0.998907
785,0.993699
786,1.00007
787,1.00214
788,1.00292
789,1.00927
790,1.01662
791,0.997767
792,0.997797
793,0.994949
794,1.00206
795,0.997888
796,0.997888
797,0.997888
798,1.00612
799,1.00472
800,1.01459
801,1.01547
802,1.02443
803,1.01199
804,1.00681
805,1.00681
806,1.00929
807,1.00929
808,1.00527
809,1.01322
810,1.00593
811,0.997818
812,1.00175
813,1.00175
814,1.00175
815,1.00175
816,1.00493
817,1.0085
818,1.0085
819,1.00099
820,1.00785
821,0.999703
822,1.01396
823,0.993602
824,0.990782
825,0.990122
826,0.98881
827,0.991687
828,0.975912
829,0.988846
830,0.993264
831,0.999681
832,1.00093
833,0.997273
834,1.0042
835,1.00329
836,0.990043
837,1.00466
838,1.00673
839,1.00795
840,1.00238
841,1.00238
842,1.0162
843,1.00799
844,1.00799
845,1.01401
846,1.01374
847,1.01374
848,1.00214
849,1.00166
850,1.00166
851,1.01155
852,1.01155
853,1.01288
854,1.01064
855,1.00764
856,1.00764
857,1.01229
858,1.01631
859,1.012
860,1.012
861,1.01356
862,1.02626
863,1.02626
864,1.02382
865,1.0248
866,1.01454
867,1.01454
868,1.01017
869,1.01017
870,1.00578
871,1.0106
872,1.01046
873,1.00728
874,1.03047
875,1.03047
876,1.03257
877,1.02457
878,1.03051
879,1.01807
880,1.0083
881,1.0057
882,1.01044
883,1.01182
884,1.00762
885,1.00914
886,1.0182
887,1.01179
888,1.01179
889,1.01179
890,1.00976
891,1.00491
892,1.00715
893,1.00439
894,1.00466
895,1.00903
896,1.00311
897,1.01618
898,1.01618
899,1.00378
900,1.00614
901,1.01006
902,1.02248
903,1.01247
904,1.01364
905,1.02489
906,1.02208
907,1.02208
908,1.03156
909,1.02436
910,1.0316
911,1.0316
912,1.02096
913,1.0219
914,1.02225
915,1.01433
916,1.02257
917,1.01271
918,1.00845
919,0.994715
920,0.997251
921,0.996825
922,1.00033
923,0.988974
924,0.991327
925,0.989033
926,0.989033
927,0.996257
928,0.996222
929,0.995415
930,0.984488
931,0.992165
932,0.988826
933,0.993689
934,0.990017
935,0.999103
936,1.00279
937,1.00279
938,0.997054
939,1.0009
940,1.00103
941,1.00357
942,1.00521
943,1.00492
944,1.00592
945,1.00592
946,0.997223
947,0.991649
948,1.0039
949,1.01526
950,1.01526
951,1.01429
952,1.01776
953,1.02152
954,1.02525
955,1.02525
956,1.02141
957,1.00464
958,0.998524
959,0.99684
960,1.00288
961,0.992452
962,1.00033
963,1.00033
964,1.00009
965,1.0044
966,1.0044
967,0.996383
968,0.996383
969,0.991808
970,0.991808
971,0.997176
972,0.991813
973,0.992569
974,0.992569
975,0.994255
976,0.992212
977,0.999313
978,0.99583
979,0.992897
980,0.991043
981,0.986036
982,1.00324
983,1.00104
984,1.00278
985,1.00429
986,1.00429
987,0.993095
988,0.992744
989,0.990258
990,0.991987
991,0.992092
992,0.992092
993,0.996915
994,1.00321
995,0.991097
996,0.995887
997,0.995887
998,1.00766
999,1.00344
1000,1.00931
1001,0.995741
1002,0.995741
1003,0.995741
1004,0.998846
1005,0.99921
1006,0.998545
1007,0.995451
1008,1.00406
1009,0.992897
1010,0.992206
1011,0.993767
1012,0.988836
1013,0.981401
1014,0.991448
1015,0.986508
1016,0.995024
1017,0.988433
1018,0.989294
1019,0.995929
1020,1.00081
1021,0.998961
1022,0.99733
1023,0.997226
1024,0.985623
1025,0.977418
1026,0.992679
1027,0.997361
1028,0.999413
1029,1.00453
1030,1.01016
1031,0.998539
1032,0.993634
1033,0.993805
1034,0.995068
1035,1.00472
1036,0.998395
1037,1.00105
1038,1.00504
1039,1.01184
1040,1.00865
1041,1.00404
1042,0.997356
1043,0.997356
1044,0.995933
1045,0.995933
1046,0.995933
1047,0.992593
1048,0.992593
1049,0.992593
1050,0.992593
1051,0.998901
1052,1.00343
1053,0.999138
1054,1.01677
1055,1.0109
1056,1.00073
1057,1.00424
1058,1.00184
1059,0.980431
1060,0.997181
1061,0.997516
1062,0.995949
1063,0.997714
1064,1.02461
1065,1.02578
1066,1.02578
1067,1.02578
1068,1.02641
1069,1.01477
1070,1.01785
1071,1.00651
1072,1.01782
1073,1.00504
1074,0.99949
1075,1.00161
1076,1.00128
1077,1.00352
1078,0.997205
1079,0.997205
1080,1.00422
1081,0.991795
1082,0.997935
1083,1.00177
1084,1.00177
1085,1.00854
1086,1.01377
1087,1.01046
1088,0.997235
1089,1.00194
1090,1.00762
1091,1.00152
1092,0.994682
1093,0.992156
1094,0.988716
1095,0.988716
1096,0.993802
1097,0.996195
1098,0.991163
1099,0.988899
1100,0.998118
