t,walltime
10,9.268
20,9.344
30,9.264
40,9.23
50,9.233
60,9.294
70,9.294
80,9.186
90,9.23
100,9.196
110,9.238
120,9.145
130,9.228
140,9.259
150,9.249
160,9.251
170,9.254
180,9.212
190,9.239
200,9.207
210,9.244
220,9.174
230,9.209
240,9.26
250,9.254
260,9.23
270,9.255
280,9.226
290,9.233
300,9.203
310,9.196
320,9.239
330,9.262
340,9.22
350,9.229
360,9.229
370,9.236
380,9.249
390,9.22
400,9.248
410,9.216
420,9.236
430,9.25
440,9.212
450,9.177
460,9.26
470,9.251
480,9.257
490,9.279
500,9.264
510,9.246
520,9.289
530,9.241
540,9.241
550,9.245
560,9.23
570,9.258
580,9.265
590,9.249
600,9.228
610,9.255
620,9.272
630,9.246
640,9.261
650,9.252
660,9.255
670,9.237
680,9.26
690,9.239
700,9.273
710,9.22
720,9.258
730,9.283
740,9.305
750,9.252
760,9.262
770,9.248
780,9.315
790,9.281
800,9.264
810,9.254
820,9.247
830,9.283
840,9.281
850,9.282
860,9.308
870,9.252
880,9.249
890,9.215
900,9.256
910,9.285
920,9.256
930,9.241
940,9.306
950,9.246
960,9.289
970,9.268
980,9.226
990,9.231
1000,9.227
1010,9.222
1020,9.294
1030,9.282
1040,9.357
1050,9.284
1060,9.282
1070,9.278
1080,9.269
1090,9.275
1100,9.254
1110,9.269
1120,9.29
1130,9.277
1140,9.297
1150,9.312
1160,9.235
1170,9.295
1180,9.26
1190,9.298
1200,9.296
1210,9.287
1220,9.296
1230,9.241
1240,9.27
1250,9.234
1260,9.244
1270,9.284
1280,9.255
1290,9.283
1300,9.261
1310,9.261
1320,9.305
1330,9.281
1340,9.291
1350,9.302
1360,9.293
1370,9.339
1380,9.353
1390,9.308
1400,9.319
1410,9.284
1420,9.27
1430,9.334
1440,9.273
1450,9.262
1460,9.277
1470,9.269
1480,9.283
1490,9.316
1500,9.324
1510,9.312
1520,9.24
1530,9.307
1540,9.343
1550,9.288
1560,9.274
1570,9.318
1580,9.286
1590,9.308
1600,9.254
1610,9.34
1620,9.315
1630,9.299
1640,9.301
1650,9.356
1660,9.319
1670,9.291
1680,9.324
1690,9.345
1700,9.344
1710,9.32
1720,9.347
1730,9.34
1740,9.292
1750,9.354
1760,9.323
1770,9.279
1780,9.345
1790,9.351
1800,9.399
1810,9.356
1820,9.294
1830,9.385
1840,9.416
1850,9.33
1860,9.384
1870,9.388
1880,9.369
1890,9.374
1900,9.379
1910,9.325
1920,9.393
1930,9.344
1940,9.378
1950,9.404
1960,9.379
1970,9.481
1980,9.384
1990,9.384
2000,9.416
2010,9.34
2020,9.358
2030,9.445
2040,9.487
2050,9.414
2060,9.383
2070,9.392
2080,9.448
2090,9.435
2100,9.498
2110,9.443
2120,9.45
2130,9.44
2140,9.458
2150,9.446
2160,9.498
2170,9.449
2180,9.403
2190,9.465
2200,9.476
2210,9.465
2220,9.505
2230,9.465
2240,9.475
2250,9.513
2260,9.537
2270,9.501
2280,9.605
2290,9.514
2300,9.575
2310,9.522
2320,9.526
2330,9.66
2340,9.511
2350,9.509
2360,9.572
2370,9.537
2380,9.62
2390,9.602
2400,9.557
2410,9.591
2420,9.599
2430,9.737
2440,9.625
2450,9.595
2460,9.629
2470,9.771
2480,9.642
2490,9.688
2500,9.687
2510,9.782
2520,9.686
2530,9.647
2540,9.67
2550,9.8
2560,9.724
2570,9.749
2580,9.693
2590,9.785
2600,9.669
2610,9.716
2620,9.652
2630,9.836
2640,9.68
2650,9.713
2660,9.729
2670,9.839
2680,9.686
2690,9.729
2700,9.726
2710,9.889
2720,9.771
2730,9.72
2740,9.977
2750,9.771
2760,9.751
2770,9.744
2780,9.966
2790,9.809
2800,9.803
2810,10
2820,9.854
2830,9.879
2840,10.05
2850,9.823
2860,9.83
2870,10.07
2880,9.89
2890,9.865
2900,10.06
2910,9.849
2920,9.905
2930,9.95
2940,9.88
2950,9.853
2960,9.875
2970,10.07
2980,9.906
2990,9.871
3000,10.1
3010,9.905
3020,9.963
3030,10.04
3040,9.949
3050,9.968
3060,9.964
3070,9.912
3080,10.02
3090,9.977
3100,9.944
3110,10.2
3120,10.02
3130,9.971
3140,10.2
3150,10
3160,9.986
3170,10.24
3180,10.02
3190,10.29
3200,9.979
3210,9.984
3220,10.25
3230,10.08
3240,10.12
3250,10.11
3260,10.06
3270,10.31
3280,10.08
3290,10.2
3300,10.19
3310,10.02
3320,10.28
3330,10.05
3340,10.2
3350,10.27
3360,10.13
3370,10.34
3380,10.09
3390,10.25
3400,10.11
3410,10.15
3420,10.43
3430,10.18
3440,10.43
3450,10.17
3460,10.45
3470,10.16
3480,10.31
3490,10.28
3500,10.18
