t,|deltaS|
1,7.554
2,2.267
3,2.038
4,1.801
5,2.362
6,2.336
7,1.725
8,1.745
9,1.446
10,1.964
11,1.72
12,1.456
13,0.9998
14,0.6888
15,1.084
16,0.7687
17,0.5676
18,0.8685
19,0.5571
20,0.3544
21,0.415
22,0.09395
23,0.6998
24,0.9378
25,1.681
26,0.5444
27,0.4968
28,0.9498
29,0.1203
30,0.5503
31,0.2342
32,0.6869
33,0.5408
34,0.1419
35,0.8224
36,0.5903
37,0.08947
38,0.06731
39,0.6105
40,1.17
41,0.2936
42,0.1837
43,0.3702
44,0.7689
45,0.3583
46,0.1937
47,0.7714
48,0.374
49,0.5357
50,0.1526
51,0.03896
52,0.04362
53,0.7882
54,0.217
55,0.6525
56,0.2215
57,0.4986
58,0.4593
59,0.3786
60,0.5459
61,0.03962
62,0.3008
63,0.3603
64,0.005584
65,0.6031
66,0.2469
67,0.5591
68,0.656
69,0.009812
70,0.4973
71,0.6584
72,0.07975
73,0.09716
74,0.05608
75,0.05371
76,0.1056
77,0.1333
78,0.9768
79,0.07242
80,0.3261
81,0.4583
82,0.6905
83,0.2602
84,0.3823
85,0.6747
86,0.5937
87,0.3538
88,1.064
89,0.8784
90,0.02697
91,0.1859
92,0.2382
93,0.6625
94,0.1871
95,0.3242
96,0.0389
97,0.2282
98,0.3538
99,0.6555
100,1.011
101,0.4863
102,0.2213
103,0.8033
104,0.5303
105,0.4101
106,0.2946
107,0.3488
108,0.4393
109,0.145
110,0.07522
111,0.01436
112,0.4022
113,0.1475
114,0.3537
115,0.2815
116,0.1881
117,0.3649
118,0.3876
119,0.05577
120,0.3114
121,0.1585
122,0.09057
123,0.8819
124,0.141
125,0.3877
126,0.0756
127,0.1034
128,0.1691
129,1.016
130,0.04973
131,0.1669
132,0.3669
133,0.689
134,0.2555
135,0.6979
136,0.2303
137,0.5909
138,0.09276
139,0.08114
140,0.1648
141,0.0493
142,0.4217
143,0.5626
144,0.2792
145,0.4358
146,0.266
147,0.1267
148,0.05659
149,0.7499
150,0.4967
151,0.3399
152,0.2478
153,0.184
154,0.5211
155,0.9031
156,0.01684
157,0.2607
158,0.2259
159,0.5423
160,0.2988
161,0.05172
162,0.0946
163,0.3517
164,0.41
165,0.09953
166,0.3108
167,0.242
168,0.5343
169,0.04918
170,0.1935
171,0.4487
172,0.02096
173,0.2214
174,0.2518
175,0.01589
176,0.3479
177,0.1706
178,0.08595
179,0.1388
180,0.2882
181,0.3214
182,0.2058
183,0.4276
184,0.01469
185,0.07071
186,0.4678
187,0.7281
188,0.1649
189,0.009371
190,0.2938
191,0.7528
192,0.08215
193,0.03606
194,0.6018
195,0.1875
196,0.1889
197,0.2934
198,0.2082
199,0.1961
200,0.3177
201,0.2606
202,0.0682
203,0.5802
204,0.1573
205,0.4185
206,0.3148
207,0.2448
208,0.9254
209,0.2651
210,0.05292
211,0.1554
212,0.04823
213,0.04189
214,0.1801
215,0.04609
216,0.2166
217,0.4212
218,0.3378
219,0.7168
220,0.04363
221,0.4839
222,0.4841
223,0.3022
224,0.9315
225,0.03565
226,0.4967
227,0.08284
228,0.3157
229,0.6067
230,0.1887
231,0.368
232,0.435
233,0.1138
234,0.5125
235,0.1101
236,0.001569
237,0.2194
238,0.05236
239,0.2245
240,0.2878
241,0.117
242,0.5496
243,0.598
244,0.2144
245,0.4229
246,0.3768
247,0.3631
248,0.1454
249,0.07979
250,0.1703
251,0.3927
252,0.2284
253,0.4048
254,0.01524
255,0.0489
256,0.3802
257,0.2905
258,0.7711
259,0.5168
260,0.1693
261,0.4289
262,0.5403
263,0.5902
264,0.3388
265,0.2986
266,0.4581
267,0.2087
268,0.2382
269,0.2059
270,0.0579
271,0.0813
272,0.1425
273,0.265
274,0.3638
275,0.2983
276,0.5717
277,0.531
278,0.6194
279,0.1088
280,0.5166
281,0.02045
282,0.7594
283,0.4075
284,0.2605
285,0.3972
286,0.08954
287,0.1055
288,0.002872
289,0.2216
290,0.2717
291,0.1199
292,0.4082
293,0.1603
294,0.188
295,0.07689
296,0.446
297,0.1592
298,0.2625
299,0.5098
300,0.01659
301,0.6684
302,0.6249
303,0.005218
304,0.4551
305,0.4775
306,0.233
307,0.1885
308,0.9228
309,0.1408
310,0.03734
311,0.5409
312,0.9661
313,0.8063
314,0.01224
315,0.1891
316,0.4871
317,0.3576
318,0.9816
319,0.4591
320,0.3147
321,0.09247
322,1.109
323,0.1166
324,0.3667
325,0.3927
326,0.4508
327,0.3258
328,0.1156
329,0.6987
330,0.306
331,0.1212
332,0.05485
333,0.1623
334,0.241
335,0.7416
336,0.2956
337,0.08332
338,0.4113
339,0.7022
340,0.0185
341,0.1151
342,0.01158
343,0.4781
344,0.4859
345,0.006368
346,0.6932
347,0.05923
348,0.1392
349,0.04189
350,0.06347
351,0.3634
352,0.02947
353,0.5344
354,0.4399
355,0.4441
356,0.3069
357,0.3616
358,0.3676
359,0.1619
360,0.3221
361,0.2665
362,0.1915
363,0.2833
364,0.7828
365,0.1458
366,0.03211
367,0.3049
368,0.5361
369,0.1161
370,0.2609
371,0.007883
372,0.4071
373,0.01588
374,0.7102
375,0.03883
376,0.1259
377,0.2256
378,0.2613
379,0.07766
380,0.1228
381,0.8732
382,0.1716
383,0.12
384,0.2041
385,0.005962
386,0.6298
387,0.6983
388,0.3245
389,0.7269
390,0.2253
391,0.1268
392,0.05564
393,0.3261
394,0.7563
395,0.1422
396,0.04833
397,0.04406
398,0.2211
399,0.2766
400,0.2013
401,0.002566
402,0.1006
403,0.1813
404,0.03042
405,0.2782
406,0.4954
407,0.1039
408,0.03202
409,0.3443
410,0.06646
411,0.5387
412,0.1715
413,0.7012
414,0.2885
415,0.03217
416,0.1989
417,0.07002
418,0.5255
419,0.008647
420,0.233
421,0.07852
422,0.1988
423,0.1773
424,0.5986
425,0.5415
426,0.2343
427,0.4733
428,0.1333
429,0.2746
430,0.441
431,0.05327
432,0.7423
433,0.1364
434,0.2772
435,0.07549
436,0.03537
437,0.1976
438,0.2636
439,0.3944
440,0.1478
441,0.3274
442,0.2501
443,0.162
444,0.5595
445,0.02277
446,0.2746
447,1.111
448,0.595
449,0.5586
450,0.5729
451,0.1099
452,0.05302
453,0.1088
454,0.0644
455,0.2761
456,0.9987
457,0.02937
458,0.5149
459,0.2442
460,0.1671
461,0.1175
462,0.3241
463,0.2901
464,0.4447
465,0.1428
466,0.2605
467,0.2283
468,0.2784
469,0.1607
470,0.2728
471,0.05601
472,0.04632
473,0.7947
474,0.1394
475,0.07831
476,0.509
477,0.02828
478,0.2024
479,0.01278
480,0.1761
481,0.1068
482,0.07926
483,0.1862
484,0.1658
485,0.6956
486,0.5843
487,0.2213
488,0.2568
489,0.09468
490,0.2423
491,0.01732
492,0.3226
493,0.2273
494,0.07212
495,0.4956
496,0.1794
497,0.2835
498,0.05188
499,0.4516
500,1.004
501,0.3907
502,0.1479
503,0.553
504,0.2424
505,0.5242
506,0.5999
507,0.167
508,0.07621
509,0.5564
510,0.3115
511,0.8873
512,0.3288
513,0.2944
514,0.6238
515,0.5392
516,0.2507
517,0.1964
518,0.4705
519,0.9327
520,0.2696
521,0.1963
522,0.3541
523,0.2804
524,1.118
525,0.3035
526,0.02616
527,0.2459
528,0.193
529,0.4861
530,1.108
531,0.3719
532,0.02382
533,0.3455
534,0.3829
535,0.5
536,0.3255
537,0.2554
538,0.219
539,0.3213
540,0.1312
541,0.01111
542,0.9756
543,0.3977
544,0.7417
545,0.2452
546,0.3547
547,0.1376
548,0.2726
549,0.1204
550,0.01741
551,0.2726
552,0.5868
553,0.4051
554,0.6553
555,0.134
556,0.5214
557,0.8193
558,0.07236
559,0.3999
560,0.1528
561,0.4256
562,0.2776
563,0.9511
564,0.4211
565,0.2383
566,0.3176
567,0.3909
568,0.7467
569,0.6038
570,0.3641
571,0.4806
572,0.1655
573,0.1215
574,0.7636
575,0.1219
576,0.1445
577,0.5021
578,0.06643
579,0.3045
580,0.5494
581,0.4003
582,0.07983
583,0.1365
584,0.2563
585,0.7847
586,0.6007
587,0.2251
588,0.3794
589,0.07992
590,0.8434
591,0.3626
592,0.4328
593,0.07913
594,0.2251
595,0.07074
596,0.2991
597,0.1062
598,0.7021
599,0.2638
600,0.05491
601,0.2496
602,0.1146
603,0.1723
604,0.1158
605,0.2275
606,0.1494
607,0.1601
608,0.003502
609,0.1734
610,0.1132
611,0.4993
612,0.8325
613,0.3983
614,0.3513
615,0.2721
616,0.8298
617,0.418
618,0.4781
619,0.3447
620,0.2083
621,0.1397
622,0.4995
623,0.1959
624,0.2324
625,0.7096
626,0.5209
627,0.6556
628,0.03775
629,0.4277
630,0.09597
631,0.3953
632,0.2565
633,0.7562
634,0.4474
635,0.07573
636,0.07398
637,0.006695
638,0.2139
639,0.07701
640,0.3591
641,0.1074
642,0.4982
643,0.5115
644,0.5038
645,0.3304
646,0.1481
647,0.604
648,0.1752
649,0.3059
650,0.05368
651,0.004345
652,0.2819
653,0.269
654,0.236
655,0.1486
656,0.06184
657,0.5086
658,0.4084
659,0.01792
660,0.3268
661,0.6258
662,0.08736
663,0.3817
664,0.4149
665,0.05825
666,0.0627
667,0.2181
668,0.1137
669,0.03596
670,0.3683
671,0.03272
672,0.3934
673,0.008812
674,0.1504
675,0.287
676,0.2196
677,0.272
678,0.1841
679,0.6316
680,0.1321
681,0.2767
682,0.3264
683,0.7027
684,0.2081
685,0.295
686,0.305
687,0.3724
688,0.2513
689,1.018
690,0.2734
691,0.05693
692,1.026
693,0.07953
694,0.08019
695,0.9314
696,0.2565
697,0.2644
698,0.0974
699,0.2493
700,0.05121
701,0.2764
702,0.01136
703,0.07411
704,0.3929
705,0.3706
706,0.3676
707,0.4484
708,0.4915
709,0.126
710,0.08354
711,0.1898
712,0.5518
713,0.1001
714,0.3834
715,0.3971
716,0.606
717,0.2263
718,0.01862
719,0.7445
720,0.0355
721,0.3271
722,0.0673
723,0.7031
724,0.281
725,0.331
726,0.1724
727,0.852
728,0.1975
729,0.2467
730,0.4198
731,0.4577
732,0.4661
733,0.03829
734,0.09173
735,0.2496
736,0.3555
737,0.6737
738,0.4933
739,0.3577
740,0.2849
741,0.05839
742,0.04229
743,0.4392
744,0.6693
745,0.5252
746,0.4177
747,0.09597
748,0.05341
749,0.3316
750,0.04792
751,0.1731
752,0.315
753,0.1855
754,0.3524
755,0.2636
756,0.2238
757,0.02379
758,0.789
759,0.06525
760,0.3316
761,0.4319
762,0.4144
763,0.2722
764,0.2729
765,0.4952
766,0.1188
767,0.3647
768,0.3509
769,0.103
770,0.07661
771,0.06485
772,0.2191
773,0.2086
774,0.971
775,0.7459
776,0.01787
777,0.4621
778,0.02294
779,0.6367
780,0.5748
781,0.4975
782,0.1402
783,0.0368
784,0.1323
785,0.07787
786,0.2503
787,0.317
788,0.291
789,0.5058
790,0.2436
791,0.8264
792,0.6206
793,0.3439
794,0.03039
795,0.5337
796,0.4732
797,0.7415
798,0.2908
799,0.3455
800,0.01872
801,0.3535
802,0.1633
803,0.2228
804,0.2602
805,0.7629
806,0.3186
807,0.4952
808,0.1385
809,0.3073
810,0.2064
811,0.1604
812,0.04238
813,0.2074
814,0.1738
815,0.2863
816,0.4355
817,0.385
818,0.2767
819,0.4916
820,0.1023
821,0.3587
822,0.4087
823,0.9212
824,0.1672
825,0.02037
826,0.09905
827,0.355
828,0.3195
829,0.5289
830,0.09632
831,0.2724
832,0.43
833,0.05859
834,0.2059
835,0.3329
836,0.1791
837,0.04452
838,0.006365
839,0.06095
840,0.3194
841,0.841
842,0.2038
843,0.598
844,0.6775
845,0.3103
846,0.9284
847,0.1701
848,0.4414
849,0.1217
850,0.4788
851,0.3326
852,0.3621
853,0.119
854,0.07004
855,0.1049
856,0.4778
857,0.04364
858,0.4072
859,0.4175
860,0.1551
861,0.01315
862,0.341
863,0.5398
864,0.5555
865,0.5016
866,0.8755
867,0.2388
868,0.06741
869,1.019
870,0.0118
871,0.07008
872,0.4765
873,0.2837
874,0.7125
875,0.3148
876,0.04716
877,0.3818
878,0.1903
879,0.6657
880,0.115
881,0.2214
882,0.4199
883,0.1526
884,0.06467
885,0.0363
886,0.3039
887,0.426
888,0.6132
889,0.9096
890,0.05559
891,0.2105
892,0.02409
893,0.123
894,0.1555
895,0.08389
896,0.6133
897,0.4338
898,0.4385
899,0.2865
900,0.5928
901,0.2394
902,0.3786
903,0.3659
904,0.04667
905,0.4712
906,0.07297
907,0.3697
908,0.3106
909,0.1392
910,0.4223
911,0.8273
912,0.09825
913,0.1369
914,0.05436
915,0.02977
916,0.1872
917,0.5271
918,0.9443
919,0.2122
920,0.6367
921,0.2979
922,0.5069
923,0.3814
924,0.003408
925,0.1668
926,0.386
927,0.6978
928,0.9529
929,0.04524
930,0.4907
931,0.08986
932,0.08366
933,0.1001
934,0.5791
935,0.09578
936,0.1693
937,0.8664
938,0.1346
939,0.5562
940,0.3242
941,0.5025
942,0.02395
943,0.09256
944,0.1729
945,0.7373
946,0.5448
947,0.2699
948,0.5382
949,0.2192
950,0.7206
951,0.2641
952,0.04025
953,0.2431
954,0.01778
955,1.367
956,0.9808
957,0.8023
958,0.4586
959,0.4235
960,0.06819
961,0.2373
962,0.07438
963,0.2041
964,0.4359
965,0.3372
966,0.9084
967,0.2359
968,0.4846
969,0.1419
970,0.3308
971,0.09948
972,0.1573
973,0.4278
974,0.1807
975,0.08628
976,0.2374
977,0.6261
978,0.02079
979,0.0445
980,0.4244
981,0.2952
982,0.157
983,0.3336
984,0.1474
985,0.3007
986,0.4873
987,0.7102
988,0.2613
989,0.03242
990,0.627
991,0.0711
992,0.6045
993,0.1331
994,0.07034
995,0.3388
996,0.3786
997,0.3122
998,0.754
999,0.2519
1000,0.1527
1001,0.4977
1002,0.2706
1003,0.3658
1004,0.3746
1005,0.4483
1006,0.06639
1007,0.5017
1008,0.1264
1009,0.5606
1010,0.2038
1011,0.1092
1012,0.2727
1013,0.189
1014,0.5393
1015,0.08734
1016,0.2356
1017,0.2122
1018,0.1876
1019,0.2271
1020,0.4688
1021,0.3936
1022,0.08141
1023,0.1733
1024,0.4433
1025,0.5767
1026,0.591
1027,0.5212
1028,0.4857
1029,0.2863
1030,0.3377
1031,0.4689
1032,0.2266
1033,0.09817
1034,0.001504
1035,0.0239
1036,0.731
1037,0.2398
1038,0.08296
1039,0.2751
1040,0.04297
1041,0.06682
1042,0.1526
1043,1.059
1044,0.3374
1045,0.3108
1046,0.1963
1047,0.06798
1048,0.6281
1049,0.5879
1050,0.668
1051,0.3077
1052,0.5473
1053,0.0021
1054,0.3132
1055,0.5983
1056,0.6854
1057,0.276
1058,0.234
1059,0.01867
1060,0.03545
1061,0.2002
1062,0.1066
1063,0.07094
1064,0.09551
1065,0.3705
1066,0.5147
1067,0.7215
1068,0.1978
1069,0.4771
1070,0.06856
1071,0.08794
1072,0.2499
1073,0.8081
1074,0.4175
1075,0.1332
