MDTU,S_B
1,0.855588
2,0.855588
3,0.902837
4,0.902837
5,0.902837
6,0.902837
7,0.902837
8,0.902837
9,0.902837
10,0.902837
11,0.902837
12,0.924726
13,0.936466
14,0.936466
15,0.936466
16,0.936466
17,0.936466
18,0.948354
19,0.973854
20,0.974482
21,0.974482
22,0.982917
23,0.973906
24,0.973906
25,0.973906
26,0.973906
27,0.975025
28,0.975025
29,0.98205
30,0.98205
31,0.985832
32,0.993622
33,0.993622
34,0.994502
35,0.994502
36,0.987413
37,0.993069
38,0.996882
39,0.996882
40,0.996882
41,0.984649
42,0.997702
43,0.989716
44,0.988881
45,0.997402
46,0.997402
47,0.997402
48,0.99406
49,0.99406
50,0.99986
51,0.989006
52,0.997513
53,0.996334
54,0.998422
55,0.998422
56,1.00167
57,1.00167
58,0.996703
59,0.999551
60,0.998044
61,0.997324
62,0.996481
63,0.997711
64,0.998307
65,0.996831
66,0.994874
67,1.00417
68,1.00363
69,1.00135
70,0.993766
71,0.993766
72,1.00366
73,1.00208
74,0.994604
75,0.997793
76,0.997278
77,0.990494
78,0.992086
79,0.993205
80,0.993205
81,0.997013
82,0.997013
83,0.996915
84,0.995141
85,0.981242
86,0.995271
87,0.995178
88,0.996212
89,0.996212
90,0.999095
91,1.00465
92,1.00772
93,0.998259
94,0.994812
95,1.00055
96,1.00258
97,1.00004
98,0.999709
99,0.999709
100,0.997938
101,1.00656
102,1.00125
103,1.00441
104,1.00441
105,1.00441
106,0.994969
107,1.00465
108,1.00464
109,0.997963
110,1.00416
111,1.0004
112,1.0016
113,1.00208
114,1.00665
115,0.998759
116,0.992681
117,0.992681
118,0.991788
119,0.995736
120,1.00022
121,1.00039
122,0.994616
123,0.995451
124,0.992982
125,0.986771
126,0.990877
127,0.996647
128,0.999625
129,1.00109
130,1.00389
131,0.9974
132,0.9971
133,0.9971
134,0.9971
135,0.9971
136,1.00027
137,1.00062
138,0.992251
139,1.00712
140,1.00712
141,0.995211
142,0.995211
143,0.994991
144,0.989074
145,1.00361
146,0.999461
147,0.999087
148,1.00088
149,1.00088
150,0.998386
151,0.998386
152,0.99708
153,0.994388
154,0.994388
155,0.996815
156,1.00085
157,0.990406
158,0.991015
159,0.996628
160,0.99908
161,0.989596
162,0.993395
163,0.993395
164,0.987528
165,0.991148
166,0.994417
167,0.994417
168,0.989325
169,0.990958
170,0.998808
171,0.989083
172,0.991901
173,0.991901
174,0.990962
175,0.989186
176,0.992544
177,0.998076
178,1.00031
179,0.992233
180,0.992231
181,1.00259
182,1.00708
183,0.996487
184,0.998569
185,0.998125
186,0.998125
187,1.00986
188,0.99642
189,0.998115
190,0.99715
191,0.99488
192,0.987437
193,0.995524
194,0.999541
195,0.993491
196,0.995006
197,0.995169
198,0.993724
199,0.987464
200,0.998809
201,0.989481
202,1.00354
203,1.00354
204,1.00659
205,1.00659
206,0.99826
207,0.999013
208,0.999013
209,0.999007
210,1.00384
211,1.00749
212,1.00109
213,0.993067
214,0.996944
215,0.996944
216,0.995441
217,0.997074
218,0.997074
219,0.997074
220,1.00197
221,1.00236
222,0.996349
223,0.994405
224,0.994405
225,1.00056
226,1.00056
227,0.996285
228,0.996937
229,1.00069
230,0.994879
231,0.994879
232,0.99847
233,1.00891
234,0.996243
235,0.988669
236,0.992524
237,0.999265
238,0.989363
239,0.990925
240,1.0071
241,1.00348
242,1.00348
243,1.0035
244,1.00218
245,0.99726
246,0.99726
247,0.99726
248,1
249,0.9967
250,0.99531
251,0.999682
252,1.00741
253,0.993464
254,1.00049
255,0.999984
256,1.00512
257,1.00512
258,1.00359
259,1.00038
260,1.00064
261,1.00064
262,1.00064
263,0.990331
264,0.994297
265,0.992477
266,0.998999
267,1.0062
268,1.00324
269,0.997369
270,0.993274
271,0.99186
272,0.999286
273,1.00175
274,0.99771
275,0.984654
276,1.0028
277,1.00287
278,0.986134
279,0.985928
280,0.985928
281,0.990319
282,0.990319
283,1.00193
284,1.01007
285,0.999225
286,0.995333
287,0.998177
288,1.00161
289,1.00012
290,0.995892
291,0.986809
292,0.978239
293,0.992508
294,0.997945
295,0.9913
296,0.9913
297,0.995132
298,0.99775
299,0.99775
300,0.995959
301,0.999059
302,1.0028
303,1.00246
304,0.997132
305,1.00305
306,1.00032
307,1.00383
308,0.991455
309,0.990285
310,0.999141
311,1.00177
312,1.01085
313,1.01085
314,1.00318
315,1.00318
316,0.991699
317,0.996139
318,0.993493
319,0.993493
320,0.985628
321,0.991469
322,0.997508
323,0.99789
324,1.00418
325,0.997791
326,0.988156
327,0.988156
328,0.988156
329,1.00148
330,1.00148
331,0.998124
332,0.996566
333,0.993911
334,0.994191
335,1.00565
336,0.994106
337,0.99483
338,0.995634
339,1.00244
340,0.994406
341,0.997646
342,0.998262
343,0.998253
344,0.998253
345,1.00226
346,0.993574
347,0.995181
348,0.996811
349,0.994009
350,0.992562
351,0.995943
352,0.987078
353,0.999733
354,0.99032
355,0.997155
356,0.988596
357,0.995868
358,0.999603
359,0.997182
360,0.995755
361,0.99415
362,0.999785
363,1.00008
364,0.999729
365,0.997687
366,1.00654
367,1.00639
368,0.993039
369,1.00183
370,1.00412
371,0.997773
372,0.998134
373,0.995947
374,0.995947
375,1.00462
376,0.996746
377,0.996504
378,0.991591
379,1.00476
380,0.992435
381,0.999642
382,0.993148
383,0.993953
384,0.995478
385,0.986542
386,0.993475
387,1.00577
388,0.995182
389,0.999725
390,1.001
391,0.985547
392,0.999013
393,0.992547
394,0.997111
395,0.988825
396,0.993862
397,0.997833
398,0.998649
399,0.995625
400,0.999397
401,0.996601
402,0.999754
403,1.00402
404,1.01083
405,1.00395
406,1.00395
407,1.00803
408,1.00483
409,0.993768
410,1.00279
411,1.00404
412,1.00404
413,1.00404
414,0.998976
415,0.995966
416,0.995966
417,0.988565
418,0.991242
419,0.995888
420,0.99908
421,0.99175
422,0.992761
423,0.997661
424,0.997661
425,0.990451
426,0.996415
427,0.996415
428,0.990743
429,0.992121
430,0.995947
431,0.994573
432,0.994063
433,0.999208
434,0.99591
435,0.988425
436,0.99558
437,0.991818
438,0.991552
439,0.993152
440,0.989779
441,1.00814
442,0.999004
443,0.986608
444,0.995739
445,0.989269
446,0.99459
447,0.998366
448,0.998366
449,0.998366
450,0.990337
451,0.989861
452,0.99405
453,0.988325
454,0.991718
455,0.998429
456,0.988557
457,0.993307
458,0.997022
459,0.996049
460,0.999459
461,0.998945
462,0.990847
463,0.988127
464,0.997931
465,0.997931
466,0.999059
467,0.99342
468,0.996402
469,0.990014
470,0.99826
471,0.990277
472,0.999561
473,1.00281
474,1.0018
475,0.995732
476,0.996901
477,0.999503
478,0.996358
479,1.00089
480,0.999938
481,1.00907
482,1.00704
483,1.00232
484,0.989741
