MDTU,|det-1|^2,1-Re(det),Im(det)
1,1.76723e+07,-4202.1,-0.101363
2,1.76723e+07,-4202.1,-0.101363
3,1.53671e+06,-1238.16,-0.098043
4,1.53671e+06,-1238.16,-0.098043
5,1.53671e+06,-1238.16,-0.098043
6,1.53671e+06,-1238.16,-0.098043
7,1.53671e+06,-1238.16,-0.098043
8,1.53671e+06,-1238.16,-0.098043
9,1.53671e+06,-1238.16,-0.098043
10,1.53671e+06,-1238.16,-0.098043
11,1.53671e+06,-1238.16,-0.0980432
12,111429,-333.49,-0.0105235
13,16612.4,-128.753,-0.00296805
14,16612.4,-128.753,-0.00296805
15,16612.4,-128.753,-0.00296805
16,16612.4,-128.753,-0.00296805
17,16612.4,-128.753,-0.00296805
18,3647.66,-60.3247,-0.00437729
19,1257.22,-35.4197,-0.00136285
20,485.392,-22.0137,-0.00267307
21,485.392,-22.0137,-0.00267307
22,157.689,-12.5469,-0.000632718
23,51.1357,-7.14043,0.000136043
24,51.1357,-7.14043,0.000136043
25,51.1357,-7.14043,0.000136043
26,51.1357,-7.14043,0.000136043
27,21.0875,-4.5818,-0.000635742
28,21.0875,-4.5818,-0.000635742
29,21.7513,-4.65482,6.75691e-06
30,21.7513,-4.65482,6.75691e-06
31,5.48452,-2.33704,2.54223e-05
32,3.18408,-1.78024,-0.000322787
33,3.18408,-1.78024,-0.000322787
34,1.46991,-1.20876,0.000168092
35,1.46991,-1.20876,0.000168092
36,0.209232,-0.45312,-0.000181861
37,0.101329,-0.31129,-2.89671e-05
38,0.254742,-0.49811,3.60481e-05
39,0.254742,-0.49811,3.60481e-05
40,0.254742,-0.49811,3.60481e-05
41,0.0391559,-0.18884,2.78779e-05
42,0.185671,-0.42398,8.83807e-05
43,0.0506595,-0.21981,4.15885e-05
44,0.0112749,0.095901,3.19875e-05
45,0.00552218,-0.04856,6.16374e-05
46,0.00552218,-0.04856,6.16374e-05
47,0.00552218,-0.04856,6.16374e-05
48,0.009905,-0.07826,3.16178e-05
49,0.009905,-0.07826,3.16178e-05
50,0.0574341,-0.22565,-0.000163044
51,0.0096121,-0.08078,-2.5322e-05
52,0.0742376,-0.26526,-7.68044e-05
53,0.0603985,-0.23979,-0.000195914
54,0.00319087,-0.01517,-9.85477e-06
55,0.00319087,-0.01517,-9.85477e-06
56,0.0105954,-0.07724,-0.000347456
57,0.0105954,-0.07724,-0.000347456
